#    L    TT             EE             BB             TE          
   394    0.17125E+04    0.21060E+02    0.34212E-01    0.11146E+02
   395    0.17058E+04    0.21062E+02    0.34307E-01    0.92692E+01
   396    0.16995E+04    0.21059E+02    0.34403E-01    0.73999E+01
   397    0.16936E+04    0.21054E+02    0.34499E-01    0.55363E+01
   398    0.16881E+04    0.21044E+02    0.34596E-01    0.36797E+01
   399    0.16830E+04    0.21030E+02    0.34693E-01    0.18310E+01
   400    0.16783E+04    0.21013E+02    0.34790E-01   -0.90604E-02
   401    0.16740E+04    0.20991E+02    0.34888E-01   -0.18398E+01
   402    0.16702E+04    0.20966E+02    0.34987E-01   -0.36604E+01
   403    0.16667E+04    0.20937E+02    0.35086E-01   -0.54703E+01
   404    0.16636E+04    0.20904E+02    0.35186E-01   -0.72679E+01
   405    0.16609E+04    0.20867E+02    0.35286E-01   -0.90540E+01
   406    0.16586E+04    0.20827E+02    0.35387E-01   -0.10826E+02
   407    0.16566E+04    0.20782E+02    0.35489E-01   -0.12587E+02
   408    0.16550E+04    0.20734E+02    0.35591E-01   -0.14330E+02
   409    0.16539E+04    0.20684E+02    0.35693E-01   -0.16060E+02
   410    0.16531E+04    0.20628E+02    0.35797E-01   -0.17774E+02
   411    0.16526E+04    0.20569E+02    0.35901E-01   -0.19471E+02
   412    0.16525E+04    0.20507E+02    0.36005E-01   -0.21151E+02
   413    0.16528E+04    0.20441E+02    0.36110E-01   -0.22814E+02
   414    0.16533E+04    0.20372E+02    0.36216E-01   -0.24458E+02
   415    0.16543E+04    0.20299E+02    0.36323E-01   -0.26083E+02
   416    0.16556E+04    0.20223E+02    0.36430E-01   -0.27688E+02
   417    0.16571E+04    0.20143E+02    0.36538E-01   -0.29275E+02
   418    0.16590E+04    0.20059E+02    0.36647E-01   -0.30839E+02
   419    0.16613E+04    0.19972E+02    0.36757E-01   -0.32381E+02
   420    0.16639E+04    0.19883E+02    0.36867E-01   -0.33902E+02
   421    0.16669E+04    0.19790E+02    0.36978E-01   -0.35399E+02
   422    0.16701E+04    0.19693E+02    0.37090E-01   -0.36875E+02
   423    0.16736E+04    0.19593E+02    0.37202E-01   -0.38326E+02
   424    0.16773E+04    0.19489E+02    0.37316E-01   -0.39753E+02
   425    0.16815E+04    0.19383E+02    0.37430E-01   -0.41154E+02
   426    0.16859E+04    0.19274E+02    0.37545E-01   -0.42530E+02
   427    0.16905E+04    0.19161E+02    0.37661E-01   -0.43882E+02
   428    0.16954E+04    0.19046E+02    0.37777E-01   -0.45206E+02
   429    0.17006E+04    0.18928E+02    0.37895E-01   -0.46503E+02
   430    0.17061E+04    0.18807E+02    0.38013E-01   -0.47773E+02
   431    0.17118E+04    0.18683E+02    0.38132E-01   -0.49016E+02
   432    0.17177E+04    0.18557E+02    0.38252E-01   -0.50231E+02
   433    0.17240E+04    0.18428E+02    0.38373E-01   -0.51416E+02
   434    0.17304E+04    0.18296E+02    0.38495E-01   -0.52574E+02
   435    0.17370E+04    0.18163E+02    0.38618E-01   -0.53702E+02
   436    0.17439E+04    0.18027E+02    0.38741E-01   -0.54801E+02
   437    0.17510E+04    0.17888E+02    0.38866E-01   -0.55868E+02
   438    0.17583E+04    0.17747E+02    0.38991E-01   -0.56905E+02
   439    0.17659E+04    0.17604E+02    0.39117E-01   -0.57913E+02
   440    0.17736E+04    0.17458E+02    0.39244E-01   -0.58888E+02
   441    0.17815E+04    0.17311E+02    0.39372E-01   -0.59834E+02
   442    0.17895E+04    0.17161E+02    0.39501E-01   -0.60747E+02
   443    0.17978E+04    0.17009E+02    0.39631E-01   -0.61628E+02
   444    0.18063E+04    0.16857E+02    0.39761E-01   -0.62476E+02
   445    0.18149E+04    0.16700E+02    0.39892E-01   -0.63292E+02
   446    0.18236E+04    0.16544E+02    0.40024E-01   -0.64075E+02
   447    0.18325E+04    0.16386E+02    0.40157E-01   -0.64826E+02
   448    0.18415E+04    0.16225E+02    0.40291E-01   -0.65544E+02
   449    0.18507E+04    0.16064E+02    0.40425E-01   -0.66228E+02
   450    0.18600E+04    0.15901E+02    0.40561E-01   -0.66879E+02
   451    0.18695E+04    0.15737E+02    0.40697E-01   -0.67496E+02
   452    0.18790E+04    0.15572E+02    0.40833E-01   -0.68081E+02
   453    0.18887E+04    0.15406E+02    0.40971E-01   -0.68632E+02
   454    0.18984E+04    0.15239E+02    0.41109E-01   -0.69149E+02
   455    0.19082E+04    0.15071E+02    0.41248E-01   -0.69634E+02
   456    0.19182E+04    0.14901E+02    0.41387E-01   -0.70079E+02
   457    0.19282E+04    0.14732E+02    0.41527E-01   -0.70499E+02
   458    0.19383E+04    0.14562E+02    0.41668E-01   -0.70874E+02
   459    0.19485E+04    0.14391E+02    0.41810E-01   -0.71221E+02
   460    0.19587E+04    0.14220E+02    0.41952E-01   -0.71534E+02
   461    0.19690E+04    0.14048E+02    0.42094E-01   -0.71813E+02
   462    0.19793E+04    0.13875E+02    0.42237E-01   -0.72052E+02
   463    0.19897E+04    0.13703E+02    0.42381E-01   -0.72270E+02
   464    0.20000E+04    0.13532E+02    0.42525E-01   -0.72437E+02
   465    0.20104E+04    0.13360E+02    0.42669E-01   -0.72584E+02
   466    0.20208E+04    0.13187E+02    0.42814E-01   -0.72686E+02
   467    0.20313E+04    0.13015E+02    0.42960E-01   -0.72760E+02
   468    0.20417E+04    0.12844E+02    0.43105E-01   -0.72798E+02
   469    0.20522E+04    0.12672E+02    0.43252E-01   -0.72808E+02
   470    0.20627E+04    0.12501E+02    0.43398E-01   -0.72781E+02
   471    0.20730E+04    0.12332E+02    0.43545E-01   -0.72719E+02
   472    0.20834E+04    0.12163E+02    0.43692E-01   -0.72627E+02
   473    0.20938E+04    0.11994E+02    0.43840E-01   -0.72500E+02
   474    0.21042E+04    0.11827E+02    0.43988E-01   -0.72344E+02
   475    0.21146E+04    0.11660E+02    0.44136E-01   -0.72151E+02
   476    0.21248E+04    0.11495E+02    0.44284E-01   -0.71925E+02
   477    0.21350E+04    0.11330E+02    0.44433E-01   -0.71675E+02
   478    0.21452E+04    0.11167E+02    0.44582E-01   -0.71382E+02
   479    0.21553E+04    0.11005E+02    0.44731E-01   -0.71070E+02
   480    0.21653E+04    0.10845E+02    0.44880E-01   -0.70721E+02
   481    0.21753E+04    0.10686E+02    0.45030E-01   -0.70337E+02
   482    0.21853E+04    0.10529E+02    0.45179E-01   -0.69926E+02
   483    0.21951E+04    0.10374E+02    0.45329E-01   -0.69489E+02
   484    0.22047E+04    0.10220E+02    0.45479E-01   -0.69020E+02
   485    0.22144E+04    0.10069E+02    0.45629E-01   -0.68520E+02
   486    0.22240E+04    0.99194E+01    0.45779E-01   -0.67993E+02
   487    0.22334E+04    0.97724E+01    0.45929E-01   -0.67437E+02
   488    0.22427E+04    0.96268E+01    0.46080E-01   -0.66853E+02
   489    0.22519E+04    0.94839E+01    0.46230E-01   -0.66240E+02
   490    0.22610E+04    0.93439E+01    0.46381E-01   -0.65600E+02
   491    0.22699E+04    0.92060E+01    0.46531E-01   -0.64935E+02
   492    0.22788E+04    0.90708E+01    0.46682E-01   -0.64243E+02
   493    0.22875E+04    0.89370E+01    0.46832E-01   -0.63524E+02
   494    0.22961E+04    0.88074E+01    0.46983E-01   -0.62781E+02
   495    0.23045E+04    0.86799E+01    0.47134E-01   -0.62012E+02
   496    0.23127E+04    0.85560E+01    0.47284E-01   -0.61220E+02
   497    0.23208E+04    0.84348E+01    0.47435E-01   -0.60403E+02
   498    0.23288E+04    0.83156E+01    0.47585E-01   -0.59564E+02
   499    0.23366E+04    0.82007E+01    0.47736E-01   -0.58701E+02
   500    0.23443E+04    0.80878E+01    0.47886E-01   -0.57817E+02
   501    0.23517E+04    0.79791E+01    0.48037E-01   -0.56911E+02
   502    0.23591E+04    0.78739E+01    0.48187E-01   -0.55984E+02
   503    0.23662E+04    0.77715E+01    0.48337E-01   -0.55037E+02
   504    0.23731E+04    0.76726E+01    0.48487E-01   -0.54068E+02
   505    0.23800E+04    0.75779E+01    0.48637E-01   -0.53083E+02
   506    0.23866E+04    0.74868E+01    0.48786E-01   -0.52077E+02
   507    0.23931E+04    0.73991E+01    0.48936E-01   -0.51054E+02
   508    0.23993E+04    0.73157E+01    0.49085E-01   -0.50013E+02
   509    0.24053E+04    0.72358E+01    0.49234E-01   -0.48956E+02
   510    0.24111E+04    0.71599E+01    0.49382E-01   -0.47883E+02
   511    0.24168E+04    0.70878E+01    0.49531E-01   -0.46794E+02
   512    0.24222E+04    0.70199E+01    0.49679E-01   -0.45691E+02
   513    0.24275E+04    0.69560E+01    0.49826E-01   -0.44574E+02
   514    0.24326E+04    0.68964E+01    0.49973E-01   -0.43444E+02
   515    0.24374E+04    0.68409E+01    0.50120E-01   -0.42300E+02
   516    0.24420E+04    0.67898E+01    0.50266E-01   -0.41145E+02
   517    0.24464E+04    0.67431E+01    0.50412E-01   -0.39978E+02
   518    0.24506E+04    0.67007E+01    0.50557E-01   -0.38801E+02
   519    0.24547E+04    0.66627E+01    0.50702E-01   -0.37613E+02
   520    0.24585E+04    0.66292E+01    0.50846E-01   -0.36416E+02
   521    0.24620E+04    0.66002E+01    0.50990E-01   -0.35211E+02
   522    0.24652E+04    0.65759E+01    0.51133E-01   -0.33998E+02
   523    0.24684E+04    0.65561E+01    0.51275E-01   -0.32778E+02
   524    0.24713E+04    0.65409E+01    0.51416E-01   -0.31552E+02
   525    0.24739E+04    0.65304E+01    0.51557E-01   -0.30318E+02
   526    0.24763E+04    0.65247E+01    0.51696E-01   -0.29080E+02
   527    0.24787E+04    0.65236E+01    0.51835E-01   -0.27838E+02
   528    0.24807E+04    0.65272E+01    0.51973E-01   -0.26593E+02
   529    0.24825E+04    0.65359E+01    0.52111E-01   -0.25344E+02
   530    0.24840E+04    0.65493E+01    0.52247E-01   -0.24095E+02
   531    0.24855E+04    0.65674E+01    0.52382E-01   -0.22842E+02
   532    0.24865E+04    0.65905E+01    0.52516E-01   -0.21589E+02
   533    0.24874E+04    0.66184E+01    0.52649E-01   -0.20337E+02
   534    0.24880E+04    0.66513E+01    0.52781E-01   -0.19085E+02
   535    0.24885E+04    0.66891E+01    0.52912E-01   -0.17835E+02
   536    0.24887E+04    0.67318E+01    0.53042E-01   -0.16586E+02
   537    0.24888E+04    0.67794E+01    0.53171E-01   -0.15341E+02
   538    0.24885E+04    0.68321E+01    0.53298E-01   -0.14099E+02
   539    0.24880E+04    0.68895E+01    0.53425E-01   -0.12861E+02
   540    0.24874E+04    0.69522E+01    0.53550E-01   -0.11629E+02
   541    0.24865E+04    0.70196E+01    0.53674E-01   -0.10401E+02
   542    0.24854E+04    0.70920E+01    0.53796E-01   -0.91810E+01
   543    0.24840E+04    0.71694E+01    0.53917E-01   -0.79675E+01
   544    0.24826E+04    0.72518E+01    0.54037E-01   -0.67617E+01
   545    0.24808E+04    0.73391E+01    0.54156E-01   -0.55642E+01
   546    0.24788E+04    0.74310E+01    0.54273E-01   -0.43758E+01
   547    0.24766E+04    0.75279E+01    0.54389E-01   -0.31970E+01
   548    0.24743E+04    0.76296E+01    0.54504E-01   -0.20286E+01
   549    0.24717E+04    0.77363E+01    0.54618E-01   -0.87139E+00
   550    0.24689E+04    0.78479E+01    0.54730E-01    0.27415E+00
   551    0.24660E+04    0.79644E+01    0.54840E-01    0.14074E+01
   552    0.24628E+04    0.80858E+01    0.54950E-01    0.25274E+01
   553    0.24594E+04    0.82107E+01    0.55058E-01    0.36339E+01
   554    0.24558E+04    0.83419E+01    0.55164E-01    0.47260E+01
   555    0.24521E+04    0.84773E+01    0.55270E-01    0.58030E+01
   556    0.24480E+04    0.86177E+01    0.55374E-01    0.68647E+01
   557    0.24439E+04    0.87622E+01    0.55476E-01    0.79094E+01
   558    0.24395E+04    0.89124E+01    0.55578E-01    0.89376E+01
   559    0.24350E+04    0.90661E+01    0.55678E-01    0.99487E+01
   560    0.24303E+04    0.92240E+01    0.55776E-01    0.10941E+02
   561    0.24253E+04    0.93868E+01    0.55874E-01    0.11915E+02
   562    0.24203E+04    0.95546E+01    0.55970E-01    0.12870E+02
   563    0.24151E+04    0.97258E+01    0.56065E-01    0.13806E+02
   564    0.24097E+04    0.99027E+01    0.56158E-01    0.14720E+02
   565    0.24041E+04    0.10082E+02    0.56251E-01    0.15614E+02
   566    0.23984E+04    0.10267E+02    0.56342E-01    0.16487E+02
   567    0.23926E+04    0.10455E+02    0.56432E-01    0.17337E+02
   568    0.23865E+04    0.10648E+02    0.56520E-01    0.18165E+02
   569    0.23803E+04    0.10846E+02    0.56608E-01    0.18972E+02
   570    0.23740E+04    0.11046E+02    0.56694E-01    0.19753E+02
   571    0.23675E+04    0.11251E+02    0.56779E-01    0.20511E+02
   572    0.23608E+04    0.11460E+02    0.56863E-01    0.21245E+02
   573    0.23541E+04    0.11672E+02    0.56945E-01    0.21953E+02
   574    0.23472E+04    0.11888E+02    0.57027E-01    0.22637E+02
   575    0.23402E+04    0.12108E+02    0.57107E-01    0.23294E+02
   576    0.23331E+04    0.12331E+02    0.57186E-01    0.23926E+02
   577    0.23258E+04    0.12558E+02    0.57264E-01    0.24532E+02
   578    0.23184E+04    0.12788E+02    0.57340E-01    0.25110E+02
   579    0.23109E+04    0.13022E+02    0.57416E-01    0.25662E+02
   580    0.23034E+04    0.13258E+02    0.57490E-01    0.26186E+02
   581    0.22956E+04    0.13498E+02    0.57563E-01    0.26683E+02
   582    0.22878E+04    0.13741E+02    0.57635E-01    0.27151E+02
   583    0.22799E+04    0.13987E+02    0.57706E-01    0.27590E+02
   584    0.22719E+04    0.14236E+02    0.57776E-01    0.28001E+02
   585    0.22638E+04    0.14487E+02    0.57844E-01    0.28383E+02
   586    0.22556E+04    0.14741E+02    0.57911E-01    0.28735E+02
   587    0.22474E+04    0.14998E+02    0.57977E-01    0.29058E+02
   588    0.22391E+04    0.15258E+02    0.58042E-01    0.29350E+02
   589    0.22307E+04    0.15520E+02    0.58105E-01    0.29613E+02
   590    0.22222E+04    0.15784E+02    0.58167E-01    0.29846E+02
   591    0.22137E+04    0.16051E+02    0.58228E-01    0.30048E+02
   592    0.22051E+04    0.16319E+02    0.58288E-01    0.30219E+02
   593    0.21964E+04    0.16590E+02    0.58346E-01    0.30361E+02
   594    0.21876E+04    0.16863E+02    0.58403E-01    0.30470E+02
   595    0.21788E+04    0.17137E+02    0.58459E-01    0.30549E+02
   596    0.21701E+04    0.17414E+02    0.58513E-01    0.30597E+02
   597    0.21613E+04    0.17690E+02    0.58566E-01    0.30613E+02
   598    0.21526E+04    0.17970E+02    0.58618E-01    0.30598E+02
   599    0.21438E+04    0.18251E+02    0.58668E-01    0.30553E+02
   600    0.21349E+04    0.18533E+02    0.58717E-01    0.30475E+02
   601    0.21260E+04    0.18816E+02    0.58765E-01    0.30366E+02
   602    0.21171E+04    0.19100E+02    0.58811E-01    0.30225E+02
   603    0.21081E+04    0.19386E+02    0.58856E-01    0.30053E+02
   604    0.20992E+04    0.19672E+02    0.58900E-01    0.29850E+02
   605    0.20903E+04    0.19958E+02    0.58942E-01    0.29615E+02
   606    0.20814E+04    0.20246E+02    0.58983E-01    0.29349E+02
   607    0.20724E+04    0.20534E+02    0.59022E-01    0.29051E+02
   608    0.20635E+04    0.20822E+02    0.59060E-01    0.28722E+02
   609    0.20547E+04    0.21110E+02    0.59097E-01    0.28361E+02
   610    0.20458E+04    0.21399E+02    0.59133E-01    0.27969E+02
   611    0.20370E+04    0.21688E+02    0.59167E-01    0.27546E+02
   612    0.20282E+04    0.21977E+02    0.59200E-01    0.27092E+02
   613    0.20194E+04    0.22264E+02    0.59231E-01    0.26607E+02
   614    0.20107E+04    0.22552E+02    0.59262E-01    0.26090E+02
   615    0.20020E+04    0.22839E+02    0.59291E-01    0.25544E+02
   616    0.19934E+04    0.23127E+02    0.59319E-01    0.24967E+02
   617    0.19849E+04    0.23414E+02    0.59346E-01    0.24359E+02
   618    0.19764E+04    0.23700E+02    0.59372E-01    0.23721E+02
   619    0.19679E+04    0.23987E+02    0.59396E-01    0.23055E+02
   620    0.19596E+04    0.24271E+02    0.59420E-01    0.22359E+02
   621    0.19513E+04    0.24554E+02    0.59442E-01    0.21633E+02
   622    0.19431E+04    0.24837E+02    0.59464E-01    0.20877E+02
   623    0.19350E+04    0.25117E+02    0.59484E-01    0.20094E+02
   624    0.19269E+04    0.25396E+02    0.59504E-01    0.19282E+02
   625    0.19188E+04    0.25674E+02    0.59522E-01    0.18441E+02
   626    0.19110E+04    0.25950E+02    0.59540E-01    0.17572E+02
   627    0.19032E+04    0.26225E+02    0.59558E-01    0.16676E+02
   628    0.18955E+04    0.26497E+02    0.59574E-01    0.15753E+02
   629    0.18880E+04    0.26767E+02    0.59590E-01    0.14802E+02
   630    0.18804E+04    0.27035E+02    0.59605E-01    0.13824E+02
   631    0.18730E+04    0.27302E+02    0.59619E-01    0.12822E+02
   632    0.18658E+04    0.27565E+02    0.59633E-01    0.11792E+02
   633    0.18586E+04    0.27827E+02    0.59646E-01    0.10737E+02
   634    0.18516E+04    0.28085E+02    0.59659E-01    0.96582E+01
   635    0.18447E+04    0.28342E+02    0.59672E-01    0.85546E+01
   636    0.18379E+04    0.28596E+02    0.59684E-01    0.74270E+01
   637    0.18312E+04    0.28846E+02    0.59696E-01    0.62751E+01
   638    0.18247E+04    0.29095E+02    0.59708E-01    0.51008E+01
   639    0.18183E+04    0.29339E+02    0.59719E-01    0.39032E+01
   640    0.18121E+04    0.29582E+02    0.59730E-01    0.26839E+01
   641    0.18060E+04    0.29821E+02    0.59741E-01    0.14427E+01
   642    0.17999E+04    0.30055E+02    0.59752E-01    0.18039E+00
   643    0.17941E+04    0.30288E+02    0.59763E-01   -0.11025E+01
   644    0.17885E+04    0.30516E+02    0.59773E-01   -0.24055E+01
   645    0.17829E+04    0.30740E+02    0.59784E-01   -0.37282E+01
   646    0.17775E+04    0.30962E+02    0.59795E-01   -0.50700E+01
   647    0.17723E+04    0.31179E+02    0.59805E-01   -0.64308E+01
   648    0.17672E+04    0.31392E+02    0.59816E-01   -0.78088E+01
   649    0.17623E+04    0.31601E+02    0.59827E-01   -0.92046E+01
   650    0.17576E+04    0.31806E+02    0.59838E-01   -0.10617E+02
   651    0.17530E+04    0.32008E+02    0.59849E-01   -0.12046E+02
   652    0.17485E+04    0.32206E+02    0.59860E-01   -0.13490E+02
   653    0.17443E+04    0.32398E+02    0.59871E-01   -0.14949E+02
   654    0.17402E+04    0.32586E+02    0.59882E-01   -0.16422E+02
   655    0.17362E+04    0.32771E+02    0.59893E-01   -0.17909E+02
   656    0.17325E+04    0.32950E+02    0.59905E-01   -0.19409E+02
   657    0.17290E+04    0.33125E+02    0.59917E-01   -0.20920E+02
   658    0.17255E+04    0.33296E+02    0.59929E-01   -0.22444E+02
   659    0.17223E+04    0.33462E+02    0.59941E-01   -0.23979E+02
   660    0.17193E+04    0.33622E+02    0.59953E-01   -0.25523E+02
   661    0.17164E+04    0.33778E+02    0.59965E-01   -0.27077E+02
   662    0.17138E+04    0.33929E+02    0.59978E-01   -0.28641E+02
   663    0.17112E+04    0.34076E+02    0.59990E-01   -0.30213E+02
   664    0.17089E+04    0.34216E+02    0.60003E-01   -0.31793E+02
   665    0.17067E+04    0.34352E+02    0.60016E-01   -0.33379E+02
   666    0.17047E+04    0.34483E+02    0.60028E-01   -0.34972E+02
   667    0.17030E+04    0.34608E+02    0.60041E-01   -0.36571E+02
   668    0.17013E+04    0.34729E+02    0.60055E-01   -0.38175E+02
   669    0.16999E+04    0.34844E+02    0.60068E-01   -0.39783E+02
   670    0.16986E+04    0.34954E+02    0.60081E-01   -0.41393E+02
   671    0.16976E+04    0.35059E+02    0.60094E-01   -0.43008E+02
   672    0.16967E+04    0.35158E+02    0.60108E-01   -0.44625E+02
   673    0.16960E+04    0.35252E+02    0.60122E-01   -0.46242E+02
   674    0.16955E+04    0.35341E+02    0.60135E-01   -0.47861E+02
   675    0.16951E+04    0.35423E+02    0.60149E-01   -0.49480E+02
   676    0.16950E+04    0.35501E+02    0.60163E-01   -0.51098E+02
   677    0.16950E+04    0.35573E+02    0.60177E-01   -0.52714E+02
   678    0.16952E+04    0.35638E+02    0.60191E-01   -0.54329E+02
   679    0.16956E+04    0.35699E+02    0.60205E-01   -0.55942E+02
   680    0.16963E+04    0.35754E+02    0.60219E-01   -0.57551E+02
   681    0.16971E+04    0.35804E+02    0.60233E-01   -0.59155E+02
   682    0.16980E+04    0.35847E+02    0.60248E-01   -0.60756E+02
   683    0.16992E+04    0.35886E+02    0.60263E-01   -0.62353E+02
   684    0.17005E+04    0.35917E+02    0.60277E-01   -0.63943E+02
   685    0.17019E+04    0.35943E+02    0.60293E-01   -0.65527E+02
   686    0.17035E+04    0.35964E+02    0.60308E-01   -0.67096E+02
   687    0.17054E+04    0.35979E+02    0.60323E-01   -0.68660E+02
   688    0.17074E+04    0.35988E+02    0.60339E-01   -0.70219E+02
   689    0.17096E+04    0.35991E+02    0.60356E-01   -0.71765E+02
   690    0.17119E+04    0.35990E+02    0.60372E-01   -0.73304E+02
   691    0.17145E+04    0.35981E+02    0.60389E-01   -0.74830E+02
   692    0.17172E+04    0.35968E+02    0.60406E-01   -0.76343E+02
   693    0.17200E+04    0.35949E+02    0.60424E-01   -0.77850E+02
   694    0.17230E+04    0.35923E+02    0.60443E-01   -0.79336E+02
   695    0.17262E+04    0.35894E+02    0.60461E-01   -0.80810E+02
   696    0.17296E+04    0.35858E+02    0.60481E-01   -0.82285E+02
   697    0.17332E+04    0.35816E+02    0.60501E-01   -0.83732E+02
   698    0.17368E+04    0.35768E+02    0.60522E-01   -0.85167E+02
   699    0.17406E+04    0.35716E+02    0.60543E-01   -0.86581E+02
   700    0.17446E+04    0.35657E+02    0.60565E-01   -0.87983E+02
