    0.10000E-03    0.80291E+03
    0.10202E-03    0.81846E+03
    0.10408E-03    0.83431E+03
    0.10618E-03    0.85047E+03
    0.10833E-03    0.86694E+03
    0.11052E-03    0.88372E+03
    0.11275E-03    0.90083E+03
    0.11503E-03    0.91828E+03
    0.11735E-03    0.93606E+03
    0.11972E-03    0.95418E+03
    0.12214E-03    0.97265E+03
    0.12461E-03    0.99148E+03
    0.12712E-03    0.10107E+04
    0.12969E-03    0.10302E+04
    0.13231E-03    0.10502E+04
    0.13499E-03    0.10705E+04
    0.13771E-03    0.10912E+04
    0.14049E-03    0.11123E+04
    0.14333E-03    0.11339E+04
    0.14623E-03    0.11558E+04
    0.14918E-03    0.11781E+04
    0.15220E-03    0.12009E+04
    0.15527E-03    0.12242E+04
    0.15841E-03    0.12478E+04
    0.16161E-03    0.12720E+04
    0.16487E-03    0.12966E+04
    0.16820E-03    0.13216E+04
    0.17160E-03    0.13472E+04
    0.17507E-03    0.13732E+04
    0.17860E-03    0.13998E+04
    0.18221E-03    0.14268E+04
    0.18589E-03    0.14544E+04
    0.18965E-03    0.14825E+04
    0.19348E-03    0.15112E+04
    0.19739E-03    0.15404E+04
    0.20138E-03    0.15701E+04
    0.20544E-03    0.16004E+04
    0.20959E-03    0.16313E+04
    0.21383E-03    0.16628E+04
    0.21815E-03    0.16949E+04
    0.22255E-03    0.17276E+04
    0.22705E-03    0.17610E+04
    0.23164E-03    0.17950E+04
    0.23632E-03    0.18296E+04
    0.24109E-03    0.18649E+04
    0.24596E-03    0.19008E+04
    0.25093E-03    0.19375E+04
    0.25600E-03    0.19748E+04
    0.26117E-03    0.20129E+04
    0.26645E-03    0.20516E+04
    0.27183E-03    0.20912E+04
    0.27732E-03    0.21314E+04
    0.28292E-03    0.21724E+04
    0.28864E-03    0.22143E+04
    0.29447E-03    0.22569E+04
    0.30042E-03    0.23003E+04
    0.30649E-03    0.23445E+04
    0.31268E-03    0.23896E+04
    0.31899E-03    0.24355E+04
    0.32544E-03    0.24823E+04
    0.33201E-03    0.25299E+04
    0.33872E-03    0.25785E+04
    0.34556E-03    0.26280E+04
    0.35254E-03    0.26784E+04
    0.35966E-03    0.27297E+04
    0.36693E-03    0.27821E+04
    0.37434E-03    0.28354E+04
    0.38190E-03    0.28897E+04
    0.38962E-03    0.29450E+04
    0.39749E-03    0.30013E+04
    0.40552E-03    0.30587E+04
    0.41371E-03    0.31172E+04
    0.42207E-03    0.31767E+04
    0.43060E-03    0.32374E+04
    0.43929E-03    0.32991E+04
    0.44817E-03    0.33621E+04
    0.45722E-03    0.34261E+04
    0.46646E-03    0.34914E+04
    0.47588E-03    0.35579E+04
    0.48550E-03    0.36255E+04
    0.49530E-03    0.36945E+04
    0.50531E-03    0.37647E+04
    0.51552E-03    0.38361E+04
    0.52593E-03    0.39089E+04
    0.53656E-03    0.39830E+04
    0.54739E-03    0.40584E+04
    0.55845E-03    0.41353E+04
    0.56973E-03    0.42135E+04
    0.58124E-03    0.42931E+04
    0.59299E-03    0.43741E+04
