#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
   122    0.33518E+04   -0.35762E+02    0.26140E-05    0.18744E-01    0.29294E-01   -0.35762E+02    0.98181E+00   -0.40156E-08   -0.16613E-07    0.12507E-05    0.26140E-05   -0.40156E-08    0.54281E-11    0.74202E-07    0.81968E-07    0.18744E-01   -0.16613E-07    0.74202E-07    0.33592E-01    0.12667E-03    0.29294E-01    0.12507E-05    0.81968E-07    0.12667E-03    0.42241E-02
   123    0.33855E+04   -0.36278E+02    0.25650E-05    0.18503E-01    0.29076E-01   -0.36278E+02    0.98934E+00   -0.43529E-08   -0.14743E-07    0.10978E-05    0.25650E-05   -0.43529E-08    0.53059E-11    0.73313E-07    0.81355E-07    0.18503E-01   -0.14743E-07    0.73313E-07    0.33705E-01    0.12752E-03    0.29076E-01    0.10978E-05    0.81355E-07    0.12752E-03    0.42635E-02
   124    0.34193E+04   -0.36781E+02    0.25162E-05    0.18266E-01    0.28860E-01   -0.36781E+02    0.99651E+00   -0.46754E-08   -0.12795E-07    0.94610E-06    0.25162E-05   -0.46754E-08    0.51874E-11    0.72439E-07    0.80751E-07    0.18266E-01   -0.12795E-07    0.72439E-07    0.33817E-01    0.12834E-03    0.28860E-01    0.94610E-06    0.80751E-07    0.12834E-03    0.43029E-02
   125    0.34530E+04   -0.37273E+02    0.24675E-05    0.18032E-01    0.28648E-01   -0.37273E+02    0.10032E+01   -0.49768E-08   -0.10811E-07    0.79760E-06    0.24675E-05   -0.49768E-08    0.50722E-11    0.71580E-07    0.80155E-07    0.18032E-01   -0.10811E-07    0.71580E-07    0.33928E-01    0.12913E-03    0.28648E-01    0.79760E-06    0.80155E-07    0.12913E-03    0.43423E-02
   126    0.34869E+04   -0.37752E+02    0.24190E-05    0.17802E-01    0.28438E-01   -0.37752E+02    0.10096E+01   -0.52506E-08   -0.88355E-08    0.65429E-06    0.24190E-05   -0.52506E-08    0.49603E-11    0.70734E-07    0.79567E-07    0.17802E-01   -0.88355E-08    0.70734E-07    0.34040E-01    0.12989E-03    0.28438E-01    0.65429E-06    0.79567E-07    0.12989E-03    0.43816E-02
   127    0.35206E+04   -0.38219E+02    0.23709E-05    0.17575E-01    0.28231E-01   -0.38219E+02    0.10155E+01   -0.54906E-08   -0.69118E-08    0.51819E-06    0.23709E-05   -0.54906E-08    0.48515E-11    0.69904E-07    0.78986E-07    0.17575E-01   -0.69118E-08    0.69904E-07    0.34153E-01    0.13061E-03    0.28231E-01    0.51819E-06    0.78986E-07    0.13061E-03    0.44209E-02
   128    0.35544E+04   -0.38672E+02    0.23233E-05    0.17352E-01    0.28026E-01   -0.38672E+02    0.10210E+01   -0.56904E-08   -0.50831E-08    0.39131E-06    0.23233E-05   -0.56904E-08    0.47458E-11    0.69087E-07    0.78413E-07    0.17352E-01   -0.50831E-08    0.69087E-07    0.34267E-01    0.13129E-03    0.28026E-01    0.39131E-06    0.78413E-07    0.13129E-03    0.44601E-02
   129    0.35883E+04   -0.39111E+02    0.22762E-05    0.17133E-01    0.27823E-01   -0.39111E+02    0.10260E+01   -0.58437E-08   -0.33927E-08    0.27567E-06    0.22762E-05   -0.58437E-08    0.46429E-11    0.68286E-07    0.77846E-07    0.17133E-01   -0.33927E-08    0.68286E-07    0.34382E-01    0.13194E-03    0.27823E-01    0.27567E-06    0.77846E-07    0.13194E-03    0.44992E-02
   130    0.36221E+04   -0.39535E+02    0.22296E-05    0.16917E-01    0.27623E-01   -0.39535E+02    0.10305E+01   -0.59440E-08   -0.18840E-08    0.17327E-06    0.22296E-05   -0.59440E-08    0.45429E-11    0.67499E-07    0.77285E-07    0.16917E-01   -0.18840E-08    0.67499E-07    0.34500E-01    0.13253E-03    0.27623E-01    0.17327E-06    0.77285E-07    0.13253E-03    0.45382E-02
   131    0.36559E+04   -0.39945E+02    0.21838E-05    0.16705E-01    0.27424E-01   -0.39945E+02    0.10347E+01   -0.59868E-08   -0.59089E-09    0.85631E-07    0.21838E-05   -0.59868E-08    0.44455E-11    0.66726E-07    0.76731E-07    0.16705E-01   -0.59089E-09    0.66726E-07    0.34621E-01    0.13308E-03    0.27424E-01    0.85631E-07    0.76731E-07    0.13308E-03    0.45771E-02
   132    0.36897E+04   -0.40338E+02    0.21387E-05    0.16497E-01    0.27228E-01   -0.40338E+02    0.10383E+01   -0.59750E-08    0.49052E-09    0.12306E-07    0.21387E-05   -0.59750E-08    0.43508E-11    0.65969E-07    0.76181E-07    0.16497E-01    0.49052E-09    0.65969E-07    0.34744E-01    0.13359E-03    0.27228E-01    0.12306E-07    0.76181E-07    0.13359E-03    0.46158E-02
   133    0.37235E+04   -0.40718E+02    0.20942E-05    0.16292E-01    0.27033E-01   -0.40718E+02    0.10415E+01   -0.59129E-08    0.13735E-08   -0.47658E-07    0.20942E-05   -0.59129E-08    0.42585E-11    0.65225E-07    0.75638E-07    0.16292E-01    0.13735E-08    0.65225E-07    0.34870E-01    0.13405E-03    0.27033E-01   -0.47658E-07    0.75638E-07    0.13405E-03    0.46543E-02
   134    0.37572E+04   -0.41078E+02    0.20506E-05    0.16091E-01    0.26840E-01   -0.41078E+02    0.10443E+01   -0.58053E-08    0.20714E-08   -0.95208E-07    0.20506E-05   -0.58053E-08    0.41688E-11    0.64496E-07    0.75099E-07    0.16091E-01    0.20714E-08    0.64496E-07    0.34998E-01    0.13448E-03    0.26840E-01   -0.95208E-07    0.75099E-07    0.13448E-03    0.46927E-02
   135    0.37910E+04   -0.41423E+02    0.20077E-05    0.15894E-01    0.26649E-01   -0.41423E+02    0.10466E+01   -0.56566E-08    0.25974E-08   -0.13129E-06    0.20077E-05   -0.56566E-08    0.40814E-11    0.63781E-07    0.74566E-07    0.15894E-01    0.25974E-08    0.63781E-07    0.35128E-01    0.13487E-03    0.26649E-01   -0.13129E-06    0.74566E-07    0.13487E-03    0.47308E-02
   136    0.38245E+04   -0.41749E+02    0.19657E-05    0.15699E-01    0.26460E-01   -0.41749E+02    0.10484E+01   -0.54714E-08    0.29648E-08   -0.15686E-06    0.19657E-05   -0.54714E-08    0.39964E-11    0.63079E-07    0.74037E-07    0.15699E-01    0.29648E-08    0.63079E-07    0.35261E-01    0.13523E-03    0.26460E-01   -0.15686E-06    0.74037E-07    0.13523E-03    0.47688E-02
   137    0.38581E+04   -0.42057E+02    0.19244E-05    0.15509E-01    0.26272E-01   -0.42057E+02    0.10498E+01   -0.52543E-08    0.31871E-08   -0.17286E-06    0.19244E-05   -0.52543E-08    0.39136E-11    0.62390E-07    0.73514E-07    0.15509E-01    0.31871E-08    0.62390E-07    0.35395E-01    0.13556E-03    0.26272E-01   -0.17286E-06    0.73514E-07    0.13556E-03    0.48065E-02
   138    0.38915E+04   -0.42347E+02    0.18840E-05    0.15321E-01    0.26086E-01   -0.42347E+02    0.10506E+01   -0.50098E-08    0.32773E-08   -0.18024E-06    0.18840E-05   -0.50098E-08    0.38331E-11    0.61714E-07    0.72995E-07    0.15321E-01    0.32773E-08    0.61714E-07    0.35531E-01    0.13586E-03    0.26086E-01   -0.18024E-06    0.72995E-07    0.13586E-03    0.48439E-02
   139    0.39248E+04   -0.42618E+02    0.18445E-05    0.15137E-01    0.25901E-01   -0.42618E+02    0.10511E+01   -0.47425E-08    0.32489E-08   -0.17995E-06    0.18445E-05   -0.47425E-08    0.37547E-11    0.61052E-07    0.72481E-07    0.15137E-01    0.32489E-08    0.61052E-07    0.35668E-01    0.13615E-03    0.25901E-01   -0.17995E-06    0.72481E-07    0.13615E-03    0.48811E-02
   140    0.39581E+04   -0.42870E+02    0.18059E-05    0.14956E-01    0.25718E-01   -0.42870E+02    0.10510E+01   -0.44569E-08    0.31151E-08   -0.17293E-06    0.18059E-05   -0.44569E-08    0.36784E-11    0.60402E-07    0.71970E-07    0.14956E-01    0.31151E-08    0.60402E-07    0.35807E-01    0.13641E-03    0.25718E-01   -0.17293E-06    0.71970E-07    0.13641E-03    0.49180E-02
   141    0.39911E+04   -0.43101E+02    0.17682E-05    0.14778E-01    0.25536E-01   -0.43101E+02    0.10505E+01   -0.41577E-08    0.28892E-08   -0.16014E-06    0.17682E-05   -0.41577E-08    0.36041E-11    0.59764E-07    0.71464E-07    0.14778E-01    0.28892E-08    0.59764E-07    0.35947E-01    0.13666E-03    0.25536E-01   -0.16014E-06    0.71464E-07    0.13666E-03    0.49547E-02
   142    0.40242E+04   -0.43313E+02    0.17314E-05    0.14603E-01    0.25356E-01   -0.43313E+02    0.10495E+01   -0.38493E-08    0.25845E-08   -0.14252E-06    0.17314E-05   -0.38493E-08    0.35317E-11    0.59138E-07    0.70963E-07    0.14603E-01    0.25845E-08    0.59138E-07    0.36089E-01    0.13689E-03    0.25356E-01   -0.14252E-06    0.70963E-07    0.13689E-03    0.49910E-02
   143    0.40572E+04   -0.43504E+02    0.16956E-05    0.14432E-01    0.25177E-01   -0.43504E+02    0.10480E+01   -0.35364E-08    0.22143E-08   -0.12101E-06    0.16956E-05   -0.35364E-08    0.34613E-11    0.58525E-07    0.70464E-07    0.14432E-01    0.22143E-08    0.58525E-07    0.36231E-01    0.13711E-03    0.25177E-01   -0.12101E-06    0.70464E-07    0.13711E-03    0.50269E-02
   144    0.40899E+04   -0.43676E+02    0.16608E-05    0.14263E-01    0.24999E-01   -0.43676E+02    0.10461E+01   -0.32234E-08    0.17918E-08   -0.96582E-07    0.16608E-05   -0.32234E-08    0.33927E-11    0.57923E-07    0.69970E-07    0.14263E-01    0.17918E-08    0.57923E-07    0.36374E-01    0.13733E-03    0.24999E-01   -0.96582E-07    0.69970E-07    0.13733E-03    0.50625E-02
   145    0.41226E+04   -0.43826E+02    0.16270E-05    0.14097E-01    0.24822E-01   -0.43826E+02    0.10438E+01   -0.29150E-08    0.13305E-08   -0.70166E-07    0.16270E-05   -0.29150E-08    0.33258E-11    0.57332E-07    0.69479E-07    0.14097E-01    0.13305E-08    0.57332E-07    0.36517E-01    0.13755E-03    0.24822E-01   -0.70166E-07    0.69479E-07    0.13755E-03    0.50978E-02
   146    0.41552E+04   -0.43954E+02    0.15942E-05    0.13934E-01    0.24647E-01   -0.43954E+02    0.10410E+01   -0.26157E-08    0.84354E-09   -0.42716E-07    0.15942E-05   -0.26157E-08    0.32606E-11    0.56753E-07    0.68992E-07    0.13934E-01    0.84354E-09    0.56753E-07    0.36661E-01    0.13776E-03    0.24647E-01   -0.42716E-07    0.68992E-07    0.13776E-03    0.51326E-02
   147    0.41875E+04   -0.44060E+02    0.15625E-05    0.13774E-01    0.24473E-01   -0.44060E+02    0.10378E+01   -0.23300E-08    0.34423E-09   -0.15178E-07    0.15625E-05   -0.23300E-08    0.31971E-11    0.56184E-07    0.68508E-07    0.13774E-01    0.34423E-09    0.56184E-07    0.36806E-01    0.13798E-03    0.24473E-01   -0.15178E-07    0.68508E-07    0.13798E-03    0.51671E-02
   148    0.42197E+04   -0.44145E+02    0.15319E-05    0.13617E-01    0.24300E-01   -0.44145E+02    0.10341E+01   -0.20626E-08   -0.15412E-09    0.11499E-07    0.15319E-05   -0.20626E-08    0.31351E-11    0.55626E-07    0.68026E-07    0.13617E-01   -0.15412E-09    0.55626E-07    0.36950E-01    0.13820E-03    0.24300E-01    0.11499E-07    0.68026E-07    0.13820E-03    0.52011E-02
   149    0.42518E+04   -0.44207E+02    0.15024E-05    0.13463E-01    0.24128E-01   -0.44207E+02    0.10299E+01   -0.18179E-08   -0.63822E-09    0.36366E-07    0.15024E-05   -0.18179E-08    0.30747E-11    0.55079E-07    0.67548E-07    0.13463E-01   -0.63822E-09    0.55079E-07    0.37094E-01    0.13843E-03    0.24128E-01    0.36366E-07    0.67548E-07    0.13843E-03    0.52347E-02
   150    0.42836E+04   -0.44245E+02    0.14740E-05    0.13311E-01    0.23957E-01   -0.44245E+02    0.10255E+01   -0.16006E-08   -0.10948E-08    0.58475E-07    0.14740E-05   -0.16006E-08    0.30156E-11    0.54541E-07    0.67073E-07    0.13311E-01   -0.10948E-08    0.54541E-07    0.37239E-01    0.13867E-03    0.23957E-01    0.58475E-07    0.67073E-07    0.13867E-03    0.52679E-02
   151    0.43152E+04   -0.44260E+02    0.14468E-05    0.13161E-01    0.23787E-01   -0.44260E+02    0.10206E+01   -0.14141E-08   -0.15130E-08    0.77072E-07    0.14468E-05   -0.14141E-08    0.29580E-11    0.54014E-07    0.66600E-07    0.13161E-01   -0.15130E-08    0.54014E-07    0.37383E-01    0.13893E-03    0.23787E-01    0.77072E-07    0.66600E-07    0.13893E-03    0.53006E-02
   152    0.43466E+04   -0.44253E+02    0.14206E-05    0.13015E-01    0.23617E-01   -0.44253E+02    0.10152E+01   -0.12576E-08   -0.18923E-08    0.92175E-07    0.14206E-05   -0.12576E-08    0.29017E-11    0.53497E-07    0.66129E-07    0.13015E-01   -0.18923E-08    0.53497E-07    0.37526E-01    0.13920E-03    0.23617E-01    0.92175E-07    0.66129E-07    0.13920E-03    0.53328E-02
   153    0.43778E+04   -0.44220E+02    0.13955E-05    0.12870E-01    0.23449E-01   -0.44220E+02    0.10094E+01   -0.11293E-08   -0.22342E-08    0.10400E-06    0.13955E-05   -0.11293E-08    0.28467E-11    0.52988E-07    0.65662E-07    0.12870E-01   -0.22342E-08    0.52988E-07    0.37670E-01    0.13949E-03    0.23449E-01    0.10400E-06    0.65662E-07    0.13949E-03    0.53645E-02
   154    0.44088E+04   -0.44163E+02    0.13714E-05    0.12729E-01    0.23282E-01   -0.44163E+02    0.10033E+01   -0.10271E-08   -0.25408E-08    0.11275E-06    0.13714E-05   -0.10271E-08    0.27931E-11    0.52490E-07    0.65196E-07    0.12729E-01   -0.25408E-08    0.52490E-07    0.37812E-01    0.13979E-03    0.23282E-01    0.11275E-06    0.65196E-07    0.13979E-03    0.53958E-02
   155    0.44395E+04   -0.44083E+02    0.13482E-05    0.12589E-01    0.23115E-01   -0.44083E+02    0.99686E+00   -0.94938E-09   -0.28137E-08    0.11864E-06    0.13482E-05   -0.94938E-09    0.27406E-11    0.52000E-07    0.64734E-07    0.12589E-01   -0.28137E-08    0.52000E-07    0.37955E-01    0.14010E-03    0.23115E-01    0.11864E-06    0.64734E-07    0.14010E-03    0.54266E-02
   156    0.44699E+04   -0.43979E+02    0.13259E-05    0.12452E-01    0.22950E-01   -0.43979E+02    0.99006E+00   -0.89407E-09   -0.30547E-08    0.12188E-06    0.13259E-05   -0.89407E-09    0.26895E-11    0.51519E-07    0.64274E-07    0.12452E-01   -0.30547E-08    0.51519E-07    0.38097E-01    0.14043E-03    0.22950E-01    0.12188E-06    0.64274E-07    0.14043E-03    0.54569E-02
   157    0.45003E+04   -0.43849E+02    0.13044E-05    0.12317E-01    0.22785E-01   -0.43849E+02    0.98291E+00   -0.85935E-09   -0.32658E-08    0.12269E-06    0.13044E-05   -0.85935E-09    0.26395E-11    0.51047E-07    0.63816E-07    0.12317E-01   -0.32658E-08    0.51047E-07    0.38238E-01    0.14076E-03    0.22785E-01    0.12269E-06    0.63816E-07    0.14076E-03    0.54868E-02
   158    0.45303E+04   -0.43694E+02    0.12837E-05    0.12183E-01    0.22621E-01   -0.43694E+02    0.97548E+00   -0.84332E-09   -0.34485E-08    0.12127E-06    0.12837E-05   -0.84332E-09    0.25907E-11    0.50583E-07    0.63361E-07    0.12183E-01   -0.34485E-08    0.50583E-07    0.38379E-01    0.14111E-03    0.22621E-01    0.12127E-06    0.63361E-07    0.14111E-03    0.55162E-02
   159    0.45600E+04   -0.43515E+02    0.12637E-05    0.12053E-01    0.22458E-01   -0.43515E+02    0.96762E+00   -0.84409E-09   -0.36048E-08    0.11784E-06    0.12637E-05   -0.84409E-09    0.25431E-11    0.50127E-07    0.62908E-07    0.12053E-01   -0.36048E-08    0.50127E-07    0.38520E-01    0.14147E-03    0.22458E-01    0.11784E-06    0.62908E-07    0.14147E-03    0.55451E-02
   160    0.45895E+04   -0.43309E+02    0.12444E-05    0.11924E-01    0.22296E-01   -0.43309E+02    0.95949E+00   -0.85978E-09   -0.37365E-08    0.11261E-06    0.12444E-05   -0.85978E-09    0.24966E-11    0.49680E-07    0.62458E-07    0.11924E-01   -0.37365E-08    0.49680E-07    0.38660E-01    0.14183E-03    0.22296E-01    0.11261E-06    0.62458E-07    0.14183E-03    0.55735E-02
   161    0.46188E+04   -0.43078E+02    0.12257E-05    0.11796E-01    0.22135E-01   -0.43078E+02    0.95116E+00   -0.88851E-09   -0.38453E-08    0.10579E-06    0.12257E-05   -0.88851E-09    0.24512E-11    0.49240E-07    0.62011E-07    0.11796E-01   -0.38453E-08    0.49240E-07    0.38800E-01    0.14221E-03    0.22135E-01    0.10579E-06    0.62011E-07    0.14221E-03    0.56015E-02
   162    0.46478E+04   -0.42823E+02    0.12075E-05    0.11671E-01    0.21975E-01   -0.42823E+02    0.94247E+00   -0.92838E-09   -0.39330E-08    0.97595E-07    0.12075E-05   -0.92838E-09    0.24068E-11    0.48807E-07    0.61566E-07    0.11671E-01   -0.39330E-08    0.48807E-07    0.38939E-01    0.14259E-03    0.21975E-01    0.97595E-07    0.61566E-07    0.14259E-03    0.56290E-02
   163    0.46766E+04   -0.42541E+02    0.11899E-05    0.11548E-01    0.21815E-01   -0.42541E+02    0.93350E+00   -0.97752E-09   -0.40015E-08    0.88233E-07    0.11899E-05   -0.97752E-09    0.23635E-11    0.48382E-07    0.61123E-07    0.11548E-01   -0.40015E-08    0.48382E-07    0.39077E-01    0.14299E-03    0.21815E-01    0.88233E-07    0.61123E-07    0.14299E-03    0.56560E-02
   164    0.47050E+04   -0.42235E+02    0.11727E-05    0.11426E-01    0.21656E-01   -0.42235E+02    0.92433E+00   -0.10340E-08   -0.40525E-08    0.77917E-07    0.11727E-05   -0.10340E-08    0.23213E-11    0.47964E-07    0.60683E-07    0.11426E-01   -0.40525E-08    0.47964E-07    0.39215E-01    0.14338E-03    0.21656E-01    0.77917E-07    0.60683E-07    0.14338E-03    0.56826E-02
   165    0.47332E+04   -0.41901E+02    0.11558E-05    0.11306E-01    0.21499E-01   -0.41901E+02    0.91488E+00   -0.10960E-08   -0.40878E-08    0.66858E-07    0.11558E-05   -0.10960E-08    0.22800E-11    0.47553E-07    0.60246E-07    0.11306E-01   -0.40878E-08    0.47553E-07    0.39352E-01    0.14379E-03    0.21499E-01    0.66858E-07    0.60246E-07    0.14379E-03    0.57086E-02
   166    0.47611E+04   -0.41542E+02    0.11394E-05    0.11187E-01    0.21342E-01   -0.41542E+02    0.90529E+00   -0.11616E-08   -0.41093E-08    0.55268E-07    0.11394E-05   -0.11616E-08    0.22397E-11    0.47148E-07    0.59811E-07    0.11187E-01   -0.41093E-08    0.47148E-07    0.39489E-01    0.14420E-03    0.21342E-01    0.55268E-07    0.59811E-07    0.14420E-03    0.57342E-02
   167    0.47888E+04   -0.41158E+02    0.11232E-05    0.11070E-01    0.21186E-01   -0.41158E+02    0.89536E+00   -0.12289E-08   -0.41187E-08    0.43359E-07    0.11232E-05   -0.12289E-08    0.22003E-11    0.46750E-07    0.59378E-07    0.11070E-01   -0.41187E-08    0.46750E-07    0.39625E-01    0.14461E-03    0.21186E-01    0.43359E-07    0.59378E-07    0.14461E-03    0.57593E-02
   168    0.48161E+04   -0.40747E+02    0.11072E-05    0.10954E-01    0.21030E-01   -0.40747E+02    0.88544E+00   -0.12961E-08   -0.41178E-08    0.31343E-07    0.11072E-05   -0.12961E-08    0.21618E-11    0.46358E-07    0.58948E-07    0.10954E-01   -0.41178E-08    0.46358E-07    0.39760E-01    0.14503E-03    0.21030E-01    0.31343E-07    0.58948E-07    0.14503E-03    0.57840E-02
   169    0.48430E+04   -0.40309E+02    0.10914E-05    0.10840E-01    0.20876E-01   -0.40309E+02    0.87524E+00   -0.13612E-08   -0.41085E-08    0.19431E-07    0.10914E-05   -0.13612E-08    0.21242E-11    0.45972E-07    0.58520E-07    0.10840E-01   -0.41085E-08    0.45972E-07    0.39895E-01    0.14546E-03    0.20876E-01    0.19431E-07    0.58520E-07    0.14546E-03    0.58081E-02
   170    0.48696E+04   -0.39845E+02    0.10758E-05    0.10726E-01    0.20722E-01   -0.39845E+02    0.86498E+00   -0.14223E-08   -0.40924E-08    0.78351E-08    0.10758E-05   -0.14223E-08    0.20875E-11    0.45592E-07    0.58095E-07    0.10726E-01   -0.40924E-08    0.45592E-07    0.40029E-01    0.14588E-03    0.20722E-01    0.78351E-08    0.58095E-07    0.14588E-03    0.58318E-02
   171    0.48958E+04   -0.39353E+02    0.10602E-05    0.10614E-01    0.20570E-01   -0.39353E+02    0.85466E+00   -0.14776E-08   -0.40715E-08   -0.32336E-08    0.10602E-05   -0.14776E-08    0.20516E-11    0.45218E-07    0.57672E-07    0.10614E-01   -0.40715E-08    0.45218E-07    0.40162E-01    0.14631E-03    0.20570E-01   -0.32336E-08    0.57672E-07    0.14631E-03    0.58550E-02
   172    0.49216E+04   -0.38836E+02    0.10446E-05    0.10504E-01    0.20418E-01   -0.38836E+02    0.84421E+00   -0.15252E-08   -0.40474E-08   -0.13563E-07    0.10446E-05   -0.15252E-08    0.20164E-11    0.44848E-07    0.57251E-07    0.10504E-01   -0.40474E-08    0.44848E-07    0.40295E-01    0.14674E-03    0.20418E-01   -0.13563E-07    0.57251E-07    0.14674E-03    0.58778E-02
   173    0.49469E+04   -0.38291E+02    0.10290E-05    0.10394E-01    0.20267E-01   -0.38291E+02    0.83362E+00   -0.15632E-08   -0.40221E-08   -0.22942E-07    0.10290E-05   -0.15632E-08    0.19821E-11    0.44484E-07    0.56833E-07    0.10394E-01   -0.40221E-08    0.44484E-07    0.40427E-01    0.14717E-03    0.20267E-01   -0.22942E-07    0.56833E-07    0.14717E-03    0.59000E-02
   174    0.49719E+04   -0.37721E+02    0.10132E-05    0.10285E-01    0.20116E-01   -0.37721E+02    0.82320E+00   -0.15897E-08   -0.39973E-08   -0.31158E-07    0.10132E-05   -0.15897E-08    0.19485E-11    0.44125E-07    0.56418E-07    0.10285E-01   -0.39973E-08    0.44125E-07    0.40558E-01    0.14761E-03    0.20116E-01   -0.31158E-07    0.56418E-07    0.14761E-03    0.59218E-02
   175    0.49966E+04   -0.37123E+02    0.99737E-06    0.10177E-01    0.19967E-01   -0.37123E+02    0.81265E+00   -0.16028E-08   -0.39748E-08   -0.37999E-07    0.99737E-06   -0.16028E-08    0.19156E-11    0.43770E-07    0.56004E-07    0.10177E-01   -0.39748E-08    0.43770E-07    0.40688E-01    0.14804E-03    0.19967E-01   -0.37999E-07    0.56004E-07    0.14804E-03    0.59431E-02
   176    0.50207E+04   -0.36498E+02    0.98132E-06    0.10070E-01    0.19818E-01   -0.36498E+02    0.80218E+00   -0.16011E-08   -0.39566E-08   -0.43304E-07    0.98132E-06   -0.16011E-08    0.18834E-11    0.43420E-07    0.55594E-07    0.10070E-01   -0.39566E-08    0.43420E-07    0.40817E-01    0.14847E-03    0.19818E-01   -0.43304E-07    0.55594E-07    0.14847E-03    0.59639E-02
   177    0.50444E+04   -0.35848E+02    0.96508E-06    0.99638E-02    0.19670E-01   -0.35848E+02    0.79173E+00   -0.15851E-08   -0.39456E-08   -0.47100E-07    0.96508E-06   -0.15851E-08    0.18518E-11    0.43074E-07    0.55185E-07    0.99638E-02   -0.39456E-08    0.43074E-07    0.40946E-01    0.14890E-03    0.19670E-01   -0.47100E-07    0.55185E-07    0.14890E-03    0.59843E-02
   178    0.50677E+04   -0.35170E+02    0.94869E-06    0.98584E-02    0.19523E-01   -0.35170E+02    0.78151E+00   -0.15555E-08   -0.39448E-08   -0.49467E-07    0.94869E-06   -0.15555E-08    0.18210E-11    0.42732E-07    0.54779E-07    0.98584E-02   -0.39448E-08    0.42732E-07    0.41073E-01    0.14933E-03    0.19523E-01   -0.49467E-07    0.54779E-07    0.14933E-03    0.60042E-02
   179    0.50905E+04   -0.34466E+02    0.93217E-06    0.97538E-02    0.19376E-01   -0.34466E+02    0.77123E+00   -0.15133E-08   -0.39573E-08   -0.50482E-07    0.93217E-06   -0.15133E-08    0.17907E-11    0.42395E-07    0.54376E-07    0.97538E-02   -0.39573E-08    0.42395E-07    0.41201E-01    0.14976E-03    0.19376E-01   -0.50482E-07    0.54376E-07    0.14976E-03    0.60237E-02
   180    0.51130E+04   -0.33735E+02    0.91553E-06    0.96499E-02    0.19231E-01   -0.33735E+02    0.76111E+00   -0.14592E-08   -0.39862E-08   -0.50223E-07    0.91553E-06   -0.14592E-08    0.17611E-11    0.42062E-07    0.53975E-07    0.96499E-02   -0.39862E-08    0.42062E-07    0.41327E-01    0.15019E-03    0.19231E-01   -0.50223E-07    0.53975E-07    0.15019E-03    0.60428E-02
   181    0.51350E+04   -0.32979E+02    0.89881E-06    0.95468E-02    0.19086E-01   -0.32979E+02    0.75115E+00   -0.13943E-08   -0.40346E-08   -0.48769E-07    0.89881E-06   -0.13943E-08    0.17322E-11    0.41733E-07    0.53577E-07    0.95468E-02   -0.40346E-08    0.41733E-07    0.41453E-01    0.15061E-03    0.19086E-01   -0.48769E-07    0.53577E-07    0.15061E-03    0.60614E-02
   182    0.51565E+04   -0.32196E+02    0.88202E-06    0.94445E-02    0.18943E-01   -0.32196E+02    0.74142E+00   -0.13194E-08   -0.41054E-08   -0.46197E-07    0.88202E-06   -0.13194E-08    0.17038E-11    0.41408E-07    0.53181E-07    0.94445E-02   -0.41054E-08    0.41408E-07    0.41579E-01    0.15103E-03    0.18943E-01   -0.46197E-07    0.53181E-07    0.15103E-03    0.60798E-02
   183    0.51775E+04   -0.31388E+02    0.86519E-06    0.93429E-02    0.18800E-01   -0.31388E+02    0.73185E+00   -0.12353E-08   -0.42018E-08   -0.42586E-07    0.86519E-06   -0.12353E-08    0.16760E-11    0.41088E-07    0.52788E-07    0.93429E-02   -0.42018E-08    0.41088E-07    0.41704E-01    0.15146E-03    0.18800E-01   -0.42586E-07    0.52788E-07    0.15146E-03    0.60977E-02
   184    0.51981E+04   -0.30553E+02    0.84835E-06    0.92419E-02    0.18658E-01   -0.30553E+02    0.72251E+00   -0.11429E-08   -0.43269E-08   -0.38013E-07    0.84835E-06   -0.11429E-08    0.16488E-11    0.40771E-07    0.52398E-07    0.92419E-02   -0.43269E-08    0.40771E-07    0.41828E-01    0.15187E-03    0.18658E-01   -0.38013E-07    0.52398E-07    0.15187E-03    0.61153E-02
   185    0.52183E+04   -0.29694E+02    0.83151E-06    0.91417E-02    0.18517E-01   -0.29694E+02    0.71355E+00   -0.10431E-08   -0.44837E-08   -0.32556E-07    0.83151E-06   -0.10431E-08    0.16222E-11    0.40459E-07    0.52010E-07    0.91417E-02   -0.44837E-08    0.40459E-07    0.41952E-01    0.15229E-03    0.18517E-01   -0.32556E-07    0.52010E-07    0.15229E-03    0.61326E-02
   186    0.52376E+04   -0.28808E+02    0.81470E-06    0.90421E-02    0.18377E-01   -0.28808E+02    0.70482E+00   -0.93671E-09   -0.46753E-08   -0.26295E-07    0.81470E-06   -0.93671E-09    0.15961E-11    0.40150E-07    0.51625E-07    0.90421E-02   -0.46753E-08    0.40150E-07    0.42076E-01    0.15271E-03    0.18377E-01   -0.26295E-07    0.51625E-07    0.15271E-03    0.61496E-02
   187    0.52568E+04   -0.27896E+02    0.79794E-06    0.89432E-02    0.18238E-01   -0.27896E+02    0.69647E+00   -0.82468E-09   -0.49047E-08   -0.19306E-07    0.79794E-06   -0.82468E-09    0.15706E-11    0.39845E-07    0.51243E-07    0.89432E-02   -0.49047E-08    0.39845E-07    0.42200E-01    0.15312E-03    0.18238E-01   -0.19306E-07    0.51243E-07    0.15312E-03    0.61664E-02
