     2    0.11281E+04    0.54882E-01    0.15169E-05    0.33817E+01
     3    0.10502E+04    0.88316E-01    0.30343E-05    0.42343E+01
     4    0.97792E+03    0.97760E-01    0.50582E-05    0.43464E+01
     5    0.92222E+03    0.85346E-01    0.75894E-05    0.40195E+01
     6    0.88172E+03    0.62041E-01    0.10628E-04    0.34872E+01
     7    0.85352E+03    0.38896E-01    0.14176E-04    0.28980E+01
     8    0.83441E+03    0.22232E-01    0.18234E-04    0.23431E+01
     9    0.82225E+03    0.13125E-01    0.22804E-04    0.18686E+01
    10    0.81550E+03    0.94471E-02    0.27885E-04    0.14998E+01
    11    0.81258E+03    0.83260E-02    0.33481E-04    0.12445E+01
    12    0.81360E+03    0.77794E-02    0.39591E-04    0.11002E+01
    13    0.81680E+03    0.69571E-02    0.46219E-04    0.10427E+01
    14    0.82124E+03    0.60586E-02    0.53366E-04    0.10431E+01
    15    0.82718E+03    0.53749E-02    0.61032E-04    0.10823E+01
    16    0.83498E+03    0.51123E-02    0.69221E-04    0.11446E+01
    17    0.84457E+03    0.52664E-02    0.77934E-04    0.12150E+01
    18    0.85497E+03    0.55954E-02    0.87172E-04    0.12819E+01
    19    0.86703E+03    0.59666E-02    0.96938E-04    0.13399E+01
    20    0.87906E+03    0.63575E-02    0.10723E-03    0.13841E+01
    21    0.89140E+03    0.68131E-02    0.11806E-03    0.14205E+01
    22    0.90433E+03    0.74654E-02    0.12942E-03    0.14554E+01
    23    0.91765E+03    0.83690E-02    0.14131E-03    0.14905E+01
    24    0.93143E+03    0.95197E-02    0.15374E-03    0.15265E+01
    25    0.94559E+03    0.10927E-01    0.16671E-03    0.15652E+01
    26    0.95996E+03    0.12559E-01    0.18021E-03    0.16092E+01
    27    0.97476E+03    0.14371E-01    0.19426E-03    0.16555E+01
    28    0.98984E+03    0.16352E-01    0.20884E-03    0.17014E+01
    29    0.10053E+04    0.18510E-01    0.22397E-03    0.17449E+01
    30    0.10209E+04    0.20862E-01    0.23964E-03    0.17829E+01
    31    0.10367E+04    0.23393E-01    0.25586E-03    0.18130E+01
    32    0.10529E+04    0.26078E-01    0.27262E-03    0.18330E+01
    33    0.10694E+04    0.28926E-01    0.28993E-03    0.18402E+01
    34    0.10862E+04    0.31967E-01    0.30778E-03    0.18338E+01
    35    0.11031E+04    0.35224E-01    0.32618E-03    0.18180E+01
    36    0.11201E+04    0.38716E-01    0.34512E-03    0.17958E+01
    37    0.11372E+04    0.42438E-01    0.36461E-03    0.17632E+01
    38    0.11547E+04    0.46384E-01    0.38465E-03    0.17181E+01
    39    0.11726E+04    0.50566E-01    0.40523E-03    0.16625E+01
    40    0.11906E+04    0.55006E-01    0.42636E-03    0.15994E+01
    41    0.12089E+04    0.59724E-01    0.44803E-03    0.15305E+01
    42    0.12271E+04    0.64721E-01    0.47024E-03    0.14541E+01
    43    0.12455E+04    0.69994E-01    0.49300E-03    0.13672E+01
    44    0.12639E+04    0.75523E-01    0.51630E-03    0.12679E+01
    45    0.12827E+04    0.81301E-01    0.54015E-03    0.11545E+01
    46    0.13017E+04    0.87323E-01    0.56453E-03    0.10237E+01
    47    0.13209E+04    0.93592E-01    0.58945E-03    0.87733E+00
    48    0.13402E+04    0.10012E+00    0.61492E-03    0.72110E+00
    49    0.13596E+04    0.10690E+00    0.64092E-03    0.56005E+00
    50    0.13794E+04    0.11390E+00    0.66745E-03    0.39245E+00
    51    0.13994E+04    0.12111E+00    0.69452E-03    0.21477E+00
    52    0.14198E+04    0.12860E+00    0.72213E-03    0.21787E-01
    53    0.14402E+04    0.13653E+00    0.75026E-03   -0.19029E+00
    54    0.14606E+04    0.14488E+00    0.77893E-03   -0.41728E+00
    55    0.14810E+04    0.15361E+00    0.80813E-03   -0.65488E+00
    56    0.15019E+04    0.16259E+00    0.83786E-03   -0.90489E+00
    57    0.15230E+04    0.17171E+00    0.86812E-03   -0.11671E+01
    58    0.15444E+04    0.18097E+00    0.89891E-03   -0.14422E+01
    59    0.15660E+04    0.19043E+00    0.93023E-03   -0.17307E+01
    60    0.15877E+04    0.20014E+00    0.96207E-03   -0.20317E+01
    61    0.16099E+04    0.21018E+00    0.99444E-03   -0.23443E+01
    62    0.16320E+04    0.22056E+00    0.10273E-02   -0.26696E+01
    63    0.16541E+04    0.23122E+00    0.10608E-02   -0.30085E+01
    64    0.16767E+04    0.24218E+00    0.10947E-02   -0.33623E+01
    65    0.16993E+04    0.25341E+00    0.11292E-02   -0.37319E+01
    66    0.17223E+04    0.26483E+00    0.11642E-02   -0.41153E+01
    67    0.17454E+04    0.27646E+00    0.11997E-02   -0.45098E+01
    68    0.17689E+04    0.28833E+00    0.12358E-02   -0.49135E+01
    69    0.17926E+04    0.30040E+00    0.12724E-02   -0.53246E+01
    70    0.18166E+04    0.31271E+00    0.13095E-02   -0.57445E+01
    71    0.18408E+04    0.32525E+00    0.13471E-02   -0.61758E+01
    72    0.18651E+04    0.33801E+00    0.13853E-02   -0.66196E+01
    73    0.18896E+04    0.35093E+00    0.14240E-02   -0.70768E+01
    74    0.19143E+04    0.36401E+00    0.14633E-02   -0.75465E+01
    75    0.19393E+04    0.37727E+00    0.15031E-02   -0.80274E+01
    76    0.19646E+04    0.39070E+00    0.15434E-02   -0.85189E+01
    77    0.19901E+04    0.40429E+00    0.15843E-02   -0.90208E+01
    78    0.20161E+04    0.41807E+00    0.16257E-02   -0.95346E+01
    79    0.20422E+04    0.43199E+00    0.16677E-02   -0.10056E+02
    80    0.20686E+04    0.44604E+00    0.17102E-02   -0.10587E+02
    81    0.20952E+04    0.46019E+00    0.17532E-02   -0.11128E+02
    82    0.21220E+04    0.47444E+00    0.17968E-02   -0.11678E+02
    83    0.21491E+04    0.48878E+00    0.18410E-02   -0.12237E+02
    84    0.21763E+04    0.50320E+00    0.18857E-02   -0.12801E+02
    85    0.22037E+04    0.51767E+00    0.19310E-02   -0.13373E+02
    86    0.22313E+04    0.53222E+00    0.19769E-02   -0.13952E+02
    87    0.22593E+04    0.54680E+00    0.20233E-02   -0.14536E+02
    88    0.22873E+04    0.56143E+00    0.20703E-02   -0.15126E+02
    89    0.23157E+04    0.57611E+00    0.21179E-02   -0.15723E+02
    90    0.23442E+04    0.59079E+00    0.21660E-02   -0.16325E+02
    91    0.23729E+04    0.60546E+00    0.22147E-02   -0.16932E+02
    92    0.24019E+04    0.62011E+00    0.22640E-02   -0.17544E+02
    93    0.24311E+04    0.63474E+00    0.23139E-02   -0.18160E+02
    94    0.24604E+04    0.64930E+00    0.23644E-02   -0.18779E+02
    95    0.24900E+04    0.66380E+00    0.24155E-02   -0.19403E+02
    96    0.25196E+04    0.67822E+00    0.24671E-02   -0.20030E+02
    97    0.25496E+04    0.69256E+00    0.25194E-02   -0.20659E+02
    98    0.25798E+04    0.70680E+00    0.25723E-02   -0.21289E+02
    99    0.26101E+04    0.72090E+00    0.26257E-02   -0.21922E+02
   100    0.26407E+04    0.73487E+00    0.26798E-02   -0.22554E+02
   101    0.26714E+04    0.74877E+00    0.27345E-02   -0.23188E+02
   102    0.27026E+04    0.76245E+00    0.27898E-02   -0.23821E+02
   103    0.27338E+04    0.77599E+00    0.28457E-02   -0.24456E+02
   104    0.27651E+04    0.78938E+00    0.29023E-02   -0.25087E+02
   105    0.27966E+04    0.80255E+00    0.29594E-02   -0.25718E+02
   106    0.28284E+04    0.81558E+00    0.30172E-02   -0.26348E+02
   107    0.28600E+04    0.82832E+00    0.30756E-02   -0.26974E+02
   108    0.28920E+04    0.84085E+00    0.31347E-02   -0.27598E+02
   109    0.29242E+04    0.85309E+00    0.31944E-02   -0.28218E+02
   110    0.29564E+04    0.86503E+00    0.32547E-02   -0.28833E+02
