     2    0.16153E+04    0.69950E-01    0.25572E-01    0.41150E+01
     3    0.14408E+04    0.10653E+00    0.29174E-01    0.41330E+01
     4    0.13430E+04    0.11709E+00    0.28342E-01    0.39329E+01
     5    0.12768E+04    0.10324E+00    0.24637E-01    0.35013E+01
     6    0.12316E+04    0.76848E-01    0.19707E-01    0.29685E+01
     7    0.12016E+04    0.50119E-01    0.14827E-01    0.24256E+01
     8    0.11822E+04    0.30281E-01    0.10742E-01    0.19290E+01
     9    0.11708E+04    0.18864E-01    0.77361E-02    0.15075E+01
    10    0.11654E+04    0.13839E-01    0.57982E-02    0.11823E+01
    11    0.11638E+04    0.12186E-01    0.47607E-02    0.95683E+00
    12    0.11657E+04    0.11685E-01    0.44083E-02    0.82929E+00
    13    0.11696E+04    0.11278E-01    0.45373E-02    0.77714E+00
    14    0.11748E+04    0.10989E-01    0.49666E-02    0.77302E+00
    15    0.11818E+04    0.11022E-01    0.55852E-02    0.79947E+00
    16    0.11910E+04    0.11527E-01    0.63100E-02    0.84235E+00
    17    0.12018E+04    0.12485E-01    0.70992E-02    0.88761E+00
    18    0.12130E+04    0.13652E-01    0.79259E-02    0.92455E+00
    19    0.12255E+04    0.14896E-01    0.87814E-02    0.94903E+00
    20    0.12375E+04    0.16193E-01    0.96624E-02    0.95731E+00
    21    0.12496E+04    0.17589E-01    0.10567E-01    0.95513E+00
    22    0.12620E+04    0.19214E-01    0.11493E-01    0.94844E+00
    23    0.12747E+04    0.21120E-01    0.12439E-01    0.93921E+00
    24    0.12875E+04    0.23298E-01    0.13404E-01    0.92871E+00
    25    0.13006E+04    0.25756E-01    0.14385E-01    0.91901E+00
    26    0.13137E+04    0.28458E-01    0.15380E-01    0.91291E+00
    27    0.13271E+04    0.31356E-01    0.16389E-01    0.90805E+00
    28    0.13407E+04    0.34435E-01    0.17412E-01    0.90205E+00
    29    0.13544E+04    0.37715E-01    0.18450E-01    0.89243E+00
    30    0.13682E+04    0.41224E-01    0.19502E-01    0.87554E+00
    31    0.13820E+04    0.44944E-01    0.20566E-01    0.84945E+00
    32    0.13960E+04    0.48842E-01    0.21641E-01    0.81241E+00
    33    0.14103E+04    0.52919E-01    0.22727E-01    0.76198E+00
    34    0.14247E+04    0.57197E-01    0.23822E-01    0.69757E+00
    35    0.14390E+04    0.61701E-01    0.24923E-01    0.62355E+00
    36    0.14534E+04    0.66458E-01    0.26026E-01    0.54291E+00
    37    0.14678E+04    0.71463E-01    0.27134E-01    0.45199E+00
    38    0.14825E+04    0.76711E-01    0.28249E-01    0.34874E+00
    39    0.14975E+04    0.82211E-01    0.29369E-01    0.23530E+00
    40    0.15125E+04    0.87980E-01    0.30488E-01    0.11464E+00
    41    0.15276E+04    0.94035E-01    0.31605E-01   -0.11369E-01
    42    0.15427E+04    0.10038E+00    0.32719E-01   -0.14455E+00
    43    0.15578E+04    0.10700E+00    0.33827E-01   -0.28762E+00
    44    0.15728E+04    0.11389E+00    0.34929E-01   -0.44240E+00
    45    0.15881E+04    0.12103E+00    0.36024E-01   -0.61065E+00
    46    0.16036E+04    0.12842E+00    0.37112E-01   -0.79538E+00
    47    0.16192E+04    0.13606E+00    0.38190E-01   -0.99469E+00
    48    0.16348E+04    0.14397E+00    0.39257E-01   -0.12028E+01
    49    0.16505E+04    0.15212E+00    0.40312E-01   -0.14146E+01
    50    0.16666E+04    0.16050E+00    0.41353E-01   -0.16317E+01
    51    0.16827E+04    0.16908E+00    0.42379E-01   -0.18575E+01
    52    0.16992E+04    0.17795E+00    0.43390E-01   -0.20973E+01
    53    0.17157E+04    0.18724E+00    0.44383E-01   -0.23546E+01
    54    0.17321E+04    0.19694E+00    0.45359E-01   -0.26254E+01
    55    0.17485E+04    0.20703E+00    0.46316E-01   -0.29053E+01
    56    0.17653E+04    0.21735E+00    0.47255E-01   -0.31960E+01
    57    0.17823E+04    0.22780E+00    0.48173E-01   -0.34974E+01
    58    0.17996E+04    0.23838E+00    0.49070E-01   -0.38098E+01
    59    0.18170E+04    0.24915E+00    0.49945E-01   -0.41338E+01
    60    0.18346E+04    0.26015E+00    0.50796E-01   -0.44686E+01
    61    0.18525E+04    0.27149E+00    0.51624E-01   -0.48131E+01
    62    0.18704E+04    0.28314E+00    0.52427E-01   -0.51683E+01
    63    0.18883E+04    0.29506E+00    0.53204E-01   -0.55353E+01
    64    0.19067E+04    0.30726E+00    0.53957E-01   -0.59154E+01
    65    0.19250E+04    0.31971E+00    0.54683E-01   -0.63093E+01
    66    0.19437E+04    0.33234E+00    0.55383E-01   -0.67154E+01
    67    0.19626E+04    0.34515E+00    0.56056E-01   -0.71306E+01
    68    0.19818E+04    0.35819E+00    0.56702E-01   -0.75531E+01
    69    0.20013E+04    0.37140E+00    0.57319E-01   -0.79810E+01
    70    0.20211E+04    0.38483E+00    0.57908E-01   -0.84156E+01
    71    0.20410E+04    0.39847E+00    0.58468E-01   -0.88592E+01
    72    0.20611E+04    0.41229E+00    0.58998E-01   -0.93134E+01
    73    0.20813E+04    0.42625E+00    0.59499E-01   -0.97790E+01
    74    0.21018E+04    0.44036E+00    0.59971E-01   -0.10255E+02
    75    0.21226E+04    0.45462E+00    0.60413E-01   -0.10741E+02
    76    0.21437E+04    0.46902E+00    0.60827E-01   -0.11236E+02
    77    0.21652E+04    0.48357E+00    0.61211E-01   -0.11740E+02
    78    0.21870E+04    0.49828E+00    0.61566E-01   -0.12253E+02
    79    0.22091E+04    0.51309E+00    0.61892E-01   -0.12773E+02
    80    0.22314E+04    0.52801E+00    0.62188E-01   -0.13300E+02
    81    0.22540E+04    0.54298E+00    0.62454E-01   -0.13835E+02
    82    0.22768E+04    0.55803E+00    0.62691E-01   -0.14377E+02
    83    0.22999E+04    0.57312E+00    0.62898E-01   -0.14925E+02
    84    0.23232E+04    0.58827E+00    0.63075E-01   -0.15478E+02
    85    0.23468E+04    0.60344E+00    0.63224E-01   -0.16037E+02
    86    0.23705E+04    0.61864E+00    0.63342E-01   -0.16601E+02
    87    0.23948E+04    0.63385E+00    0.63432E-01   -0.17169E+02
    88    0.24190E+04    0.64909E+00    0.63492E-01   -0.17741E+02
    89    0.24437E+04    0.66433E+00    0.63524E-01   -0.18319E+02
    90    0.24686E+04    0.67953E+00    0.63527E-01   -0.18900E+02
    91    0.24937E+04    0.69469E+00    0.63502E-01   -0.19485E+02
    92    0.25191E+04    0.70980E+00    0.63449E-01   -0.20073E+02
    93    0.25448E+04    0.72484E+00    0.63369E-01   -0.20664E+02
    94    0.25707E+04    0.73979E+00    0.63262E-01   -0.21258E+02
    95    0.25969E+04    0.75463E+00    0.63130E-01   -0.21854E+02
    96    0.26232E+04    0.76937E+00    0.62972E-01   -0.22452E+02
    97    0.26499E+04    0.78398E+00    0.62789E-01   -0.23052E+02
    98    0.26769E+04    0.79845E+00    0.62582E-01   -0.23651E+02
    99    0.27040E+04    0.81276E+00    0.62351E-01   -0.24252E+02
   100    0.27315E+04    0.82690E+00    0.62098E-01   -0.24851E+02
   101    0.27591E+04    0.84093E+00    0.61822E-01   -0.25451E+02
   102    0.27874E+04    0.85471E+00    0.61524E-01   -0.26050E+02
   103    0.28156E+04    0.86831E+00    0.61205E-01   -0.26649E+02
   104    0.28441E+04    0.88173E+00    0.60866E-01   -0.27244E+02
   105    0.28727E+04    0.89490E+00    0.60506E-01   -0.27838E+02
   106    0.29017E+04    0.90789E+00    0.60128E-01   -0.28430E+02
   107    0.29306E+04    0.92055E+00    0.59730E-01   -0.29018E+02
   108    0.29600E+04    0.93297E+00    0.59314E-01   -0.29603E+02
   109    0.29896E+04    0.94506E+00    0.58881E-01   -0.30184E+02
   110    0.30193E+04    0.95684E+00    0.58430E-01   -0.30759E+02
   111    0.30492E+04    0.96836E+00    0.57963E-01   -0.31330E+02
   112    0.30794E+04    0.97957E+00    0.57481E-01   -0.31896E+02
   113    0.31098E+04    0.99045E+00    0.56983E-01   -0.32456E+02
   114    0.31403E+04    0.10009E+01    0.56472E-01   -0.33009E+02
   115    0.31712E+04    0.10112E+01    0.55947E-01   -0.33555E+02
   116    0.32020E+04    0.10210E+01    0.55410E-01   -0.34094E+02
   117    0.32333E+04    0.10304E+01    0.54861E-01   -0.34624E+02
   118    0.32647E+04    0.10395E+01    0.54300E-01   -0.35146E+02
   119    0.32962E+04    0.10483E+01    0.53730E-01   -0.35659E+02
   120    0.33279E+04    0.10565E+01    0.53150E-01   -0.36161E+02
   121    0.33596E+04    0.10645E+01    0.52561E-01   -0.36654E+02
   122    0.33914E+04    0.10720E+01    0.51964E-01   -0.37137E+02
   123    0.34234E+04    0.10790E+01    0.51360E-01   -0.37608E+02
   124    0.34555E+04    0.10856E+01    0.50750E-01   -0.38067E+02
   125    0.34876E+04    0.10918E+01    0.50133E-01   -0.38514E+02
   126    0.35198E+04    0.10975E+01    0.49512E-01   -0.38949E+02
   127    0.35521E+04    0.11028E+01    0.48887E-01   -0.39372E+02
   128    0.35844E+04    0.11076E+01    0.48258E-01   -0.39781E+02
   129    0.36168E+04    0.11120E+01    0.47627E-01   -0.40177E+02
   130    0.36492E+04    0.11158E+01    0.46994E-01   -0.40557E+02
   131    0.36817E+04    0.11192E+01    0.46360E-01   -0.40924E+02
   132    0.37143E+04    0.11221E+01    0.45725E-01   -0.41275E+02
   133    0.37468E+04    0.11246E+01    0.45090E-01   -0.41612E+02
   134    0.37794E+04    0.11266E+01    0.44456E-01   -0.41931E+02
   135    0.38120E+04    0.11281E+01    0.43823E-01   -0.42235E+02
   136    0.38445E+04    0.11290E+01    0.43192E-01   -0.42519E+02
   137    0.38770E+04    0.11296E+01    0.42563E-01   -0.42787E+02
   138    0.39094E+04    0.11296E+01    0.41936E-01   -0.43037E+02
   139    0.39417E+04    0.11292E+01    0.41314E-01   -0.43268E+02
   140    0.39741E+04    0.11283E+01    0.40695E-01   -0.43482E+02
   141    0.40063E+04    0.11268E+01    0.40080E-01   -0.43675E+02
   142    0.40386E+04    0.11249E+01    0.39471E-01   -0.43849E+02
   143    0.40707E+04    0.11226E+01    0.38867E-01   -0.44003E+02
   144    0.41027E+04    0.11198E+01    0.38269E-01   -0.44138E+02
   145    0.41346E+04    0.11166E+01    0.37678E-01   -0.44252E+02
   146    0.41666E+04    0.11128E+01    0.37095E-01   -0.44346E+02
   147    0.41983E+04    0.11087E+01    0.36519E-01   -0.44418E+02
   148    0.42298E+04    0.11040E+01    0.35951E-01   -0.44469E+02
   149    0.42613E+04    0.10990E+01    0.35393E-01   -0.44499E+02
   150    0.42926E+04    0.10936E+01    0.34844E-01   -0.44505E+02
   151    0.43237E+04    0.10877E+01    0.34305E-01   -0.44489E+02
   152    0.43546E+04    0.10814E+01    0.33776E-01   -0.44451E+02
   153    0.43853E+04    0.10747E+01    0.33258E-01   -0.44389E+02
   154    0.44159E+04    0.10677E+01    0.32750E-01   -0.44304E+02
   155    0.44462E+04    0.10604E+01    0.32253E-01   -0.44196E+02
   156    0.44762E+04    0.10526E+01    0.31767E-01   -0.44065E+02
   157    0.45062E+04    0.10446E+01    0.31293E-01   -0.43909E+02
   158    0.45359E+04    0.10363E+01    0.30829E-01   -0.43729E+02
   159    0.45653E+04    0.10275E+01    0.30377E-01   -0.43525E+02
   160    0.45945E+04    0.10185E+01    0.29937E-01   -0.43296E+02
