#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
   159    0.45601E+04   -0.43515E+02    0.12642E-05    0.25722E-02    0.10065E-03   -0.43515E+02    0.96763E+00   -0.85762E-09   -0.18319E-07   -0.82659E-11    0.12642E-05   -0.85762E-09    0.25431E-11    0.35899E-07    0.55423E-09    0.25722E-02   -0.18319E-07    0.35899E-07    0.56959E-01    0.29904E-03    0.10065E-03   -0.82659E-11    0.55423E-09    0.29904E-03    0.32946E-05
   160    0.45896E+04   -0.43309E+02    0.12449E-05    0.24819E-02    0.99371E-04   -0.43309E+02    0.95950E+00   -0.87444E-09   -0.18309E-07   -0.13271E-10    0.12449E-05   -0.87444E-09    0.24966E-11    0.35620E-07    0.54951E-09    0.24819E-02   -0.18309E-07    0.35620E-07    0.57231E-01    0.30048E-03    0.99371E-04   -0.13271E-10    0.54951E-09    0.30048E-03    0.33092E-05
   161    0.46189E+04   -0.43079E+02    0.12263E-05    0.23933E-02    0.98107E-04   -0.43079E+02    0.95116E+00   -0.90422E-09   -0.18253E-07   -0.18485E-10    0.12263E-05   -0.90422E-09    0.24512E-11    0.35345E-07    0.54487E-09    0.23933E-02   -0.18253E-07    0.35345E-07    0.57502E-01    0.30191E-03    0.98107E-04   -0.18485E-10    0.54487E-09    0.30191E-03    0.33238E-05
   162    0.46479E+04   -0.42823E+02    0.12081E-05    0.23063E-02    0.96862E-04   -0.42823E+02    0.94247E+00   -0.94508E-09   -0.18154E-07   -0.23867E-10    0.12081E-05   -0.94508E-09    0.24069E-11    0.35075E-07    0.54029E-09    0.23063E-02   -0.18154E-07    0.35075E-07    0.57775E-01    0.30335E-03    0.96862E-04   -0.23867E-10    0.54029E-09    0.30335E-03    0.33384E-05
   163    0.46767E+04   -0.42542E+02    0.11905E-05    0.22211E-02    0.95633E-04   -0.42542E+02    0.93350E+00   -0.99512E-09   -0.18016E-07   -0.29378E-10    0.11905E-05   -0.99512E-09    0.23636E-11    0.34809E-07    0.53578E-09    0.22211E-02   -0.18016E-07    0.34809E-07    0.58047E-01    0.30480E-03    0.95633E-04   -0.29378E-10    0.53578E-09    0.30480E-03    0.33530E-05
   164    0.47051E+04   -0.42235E+02    0.11734E-05    0.21376E-02    0.94421E-04   -0.42235E+02    0.92433E+00   -0.10525E-08   -0.17844E-07   -0.34977E-10    0.11734E-05   -0.10525E-08    0.23213E-11    0.34547E-07    0.53134E-09    0.21376E-02   -0.17844E-07    0.34547E-07    0.58321E-01    0.30624E-03    0.94421E-04   -0.34977E-10    0.53134E-09    0.30624E-03    0.33676E-05
   165    0.47333E+04   -0.41902E+02    0.11566E-05    0.20558E-02    0.93226E-04   -0.41902E+02    0.91488E+00   -0.11152E-08   -0.17640E-07   -0.40623E-10    0.11566E-05   -0.11152E-08    0.22801E-11    0.34290E-07    0.52696E-09    0.20558E-02   -0.17640E-07    0.34290E-07    0.58595E-01    0.30769E-03    0.93226E-04   -0.40623E-10    0.52696E-09    0.30769E-03    0.33822E-05
   166    0.47612E+04   -0.41543E+02    0.11402E-05    0.19759E-02    0.92047E-04   -0.41543E+02    0.90529E+00   -0.11814E-08   -0.17410E-07   -0.46277E-10    0.11402E-05   -0.11814E-08    0.22398E-11    0.34036E-07    0.52265E-09    0.19759E-02   -0.17410E-07    0.34036E-07    0.58869E-01    0.30914E-03    0.92047E-04   -0.46277E-10    0.52265E-09    0.30914E-03    0.33969E-05
   167    0.47889E+04   -0.41159E+02    0.11240E-05    0.18978E-02    0.90884E-04   -0.41159E+02    0.89536E+00   -0.12493E-08   -0.17157E-07   -0.51899E-10    0.11240E-05   -0.12493E-08    0.22004E-11    0.33786E-07    0.51841E-09    0.18978E-02   -0.17157E-07    0.33786E-07    0.59144E-01    0.31059E-03    0.90884E-04   -0.51899E-10    0.51841E-09    0.31059E-03    0.34115E-05
   168    0.48162E+04   -0.40748E+02    0.11081E-05    0.18215E-02    0.89738E-04   -0.40748E+02    0.88544E+00   -0.13170E-08   -0.16885E-07   -0.57447E-10    0.11081E-05   -0.13170E-08    0.21619E-11    0.33540E-07    0.51422E-09    0.18215E-02   -0.16885E-07    0.33540E-07    0.59419E-01    0.31204E-03    0.89738E-04   -0.57447E-10    0.51422E-09    0.31204E-03    0.34262E-05
   169    0.48431E+04   -0.40309E+02    0.10923E-05    0.17471E-02    0.88606E-04   -0.40309E+02    0.87523E+00   -0.13824E-08   -0.16598E-07   -0.62881E-10    0.10923E-05   -0.13824E-08    0.21243E-11    0.33298E-07    0.51010E-09    0.17471E-02   -0.16598E-07    0.33298E-07    0.59695E-01    0.31350E-03    0.88606E-04   -0.62881E-10    0.51010E-09    0.31350E-03    0.34408E-05
   170    0.48697E+04   -0.39846E+02    0.10767E-05    0.16746E-02    0.87491E-04   -0.39846E+02    0.86497E+00   -0.14439E-08   -0.16299E-07   -0.68163E-10    0.10767E-05   -0.14439E-08    0.20876E-11    0.33060E-07    0.50604E-09    0.16746E-02   -0.16299E-07    0.33060E-07    0.59972E-01    0.31496E-03    0.87491E-04   -0.68163E-10    0.50604E-09    0.31496E-03    0.34555E-05
   171    0.48959E+04   -0.39354E+02    0.10611E-05    0.16041E-02    0.86390E-04   -0.39354E+02    0.85466E+00   -0.14994E-08   -0.15993E-07   -0.73250E-10    0.10611E-05   -0.14994E-08    0.20517E-11    0.32825E-07    0.50204E-09    0.16041E-02   -0.15993E-07    0.32825E-07    0.60249E-01    0.31642E-03    0.86390E-04   -0.73250E-10    0.50204E-09    0.31642E-03    0.34701E-05
   172    0.49217E+04   -0.38836E+02    0.10456E-05    0.15355E-02    0.85304E-04   -0.38836E+02    0.84421E+00   -0.15471E-08   -0.15684E-07   -0.78103E-10    0.10456E-05   -0.15471E-08    0.20166E-11    0.32594E-07    0.49809E-09    0.15355E-02   -0.15684E-07    0.32594E-07    0.60526E-01    0.31789E-03    0.85304E-04   -0.78103E-10    0.49809E-09    0.31789E-03    0.34848E-05
   173    0.49470E+04   -0.38292E+02    0.10300E-05    0.14690E-02    0.84233E-04   -0.38292E+02    0.83362E+00   -0.15851E-08   -0.15375E-07   -0.82681E-10    0.10300E-05   -0.15851E-08    0.19822E-11    0.32366E-07    0.49420E-09    0.14690E-02   -0.15375E-07    0.32366E-07    0.60805E-01    0.31935E-03    0.84233E-04   -0.82681E-10    0.49420E-09    0.31935E-03    0.34995E-05
   174    0.49721E+04   -0.37722E+02    0.10143E-05    0.14045E-02    0.83176E-04   -0.37722E+02    0.82320E+00   -0.16115E-08   -0.15071E-07   -0.86944E-10    0.10143E-05   -0.16115E-08    0.19486E-11    0.32141E-07    0.49037E-09    0.14045E-02   -0.15071E-07    0.32141E-07    0.61083E-01    0.32082E-03    0.83176E-04   -0.86944E-10    0.49037E-09    0.32082E-03    0.35142E-05
   175    0.49967E+04   -0.37124E+02    0.99842E-06    0.13420E-02    0.82133E-04   -0.37124E+02    0.81265E+00   -0.16244E-08   -0.14775E-07   -0.90853E-10    0.99842E-06   -0.16244E-08    0.19157E-11    0.31920E-07    0.48660E-09    0.13420E-02   -0.14775E-07    0.31920E-07    0.61363E-01    0.32230E-03    0.82133E-04   -0.90853E-10    0.48660E-09    0.32230E-03    0.35289E-05
   176    0.50208E+04   -0.36499E+02    0.98236E-06    0.12817E-02    0.81104E-04   -0.36499E+02    0.80218E+00   -0.16224E-08   -0.14491E-07   -0.94377E-10    0.98236E-06   -0.16224E-08    0.18835E-11    0.31701E-07    0.48288E-09    0.12817E-02   -0.14491E-07    0.31701E-07    0.61643E-01    0.32377E-03    0.81104E-04   -0.94377E-10    0.48288E-09    0.32377E-03    0.35436E-05
   177    0.50445E+04   -0.35849E+02    0.96612E-06    0.12233E-02    0.80089E-04   -0.35849E+02    0.79173E+00   -0.16059E-08   -0.14218E-07   -0.97533E-10    0.96612E-06   -0.16059E-08    0.18520E-11    0.31486E-07    0.47921E-09    0.12233E-02   -0.14218E-07    0.31486E-07    0.61923E-01    0.32525E-03    0.80089E-04   -0.97533E-10    0.47921E-09    0.32525E-03    0.35584E-05
   178    0.50678E+04   -0.35171E+02    0.94971E-06    0.11670E-02    0.79087E-04   -0.35171E+02    0.78151E+00   -0.15759E-08   -0.13957E-07   -0.10035E-09    0.94971E-06   -0.15759E-08    0.18211E-11    0.31274E-07    0.47559E-09    0.11670E-02   -0.13957E-07    0.31274E-07    0.62205E-01    0.32673E-03    0.79087E-04   -0.10035E-09    0.47559E-09    0.32673E-03    0.35731E-05
   179    0.50906E+04   -0.34466E+02    0.93317E-06    0.11127E-02    0.78098E-04   -0.34466E+02    0.77123E+00   -0.15330E-08   -0.13706E-07   -0.10285E-09    0.93317E-06   -0.15330E-08    0.17909E-11    0.31064E-07    0.47203E-09    0.11127E-02   -0.13706E-07    0.31064E-07    0.62486E-01    0.32821E-03    0.78098E-04   -0.10285E-09    0.47203E-09    0.32821E-03    0.35879E-05
   180    0.51131E+04   -0.33736E+02    0.91651E-06    0.10602E-02    0.77122E-04   -0.33736E+02    0.76111E+00   -0.14784E-08   -0.13465E-07   -0.10506E-09    0.91651E-06   -0.14784E-08    0.17613E-11    0.30858E-07    0.46852E-09    0.10602E-02   -0.13465E-07    0.30858E-07    0.62769E-01    0.32970E-03    0.77122E-04   -0.10506E-09    0.46852E-09    0.32970E-03    0.36026E-05
   181    0.51351E+04   -0.32980E+02    0.89976E-06    0.10096E-02    0.76160E-04   -0.32980E+02    0.75115E+00   -0.14127E-08   -0.13233E-07   -0.10702E-09    0.89976E-06   -0.14127E-08    0.17323E-11    0.30654E-07    0.46505E-09    0.10096E-02   -0.13233E-07    0.30654E-07    0.63051E-01    0.33119E-03    0.76160E-04   -0.10702E-09    0.46505E-09    0.33119E-03    0.36174E-05
   182    0.51566E+04   -0.32197E+02    0.88294E-06    0.96091E-03    0.75210E-04   -0.32197E+02    0.74142E+00   -0.13369E-08   -0.13009E-07   -0.10874E-09    0.88294E-06   -0.13369E-08    0.17040E-11    0.30454E-07    0.46164E-09    0.96091E-03   -0.13009E-07    0.30454E-07    0.63335E-01    0.33268E-03    0.75210E-04   -0.10874E-09    0.46164E-09    0.33268E-03    0.36322E-05
   183    0.51776E+04   -0.31389E+02    0.86608E-06    0.91396E-03    0.74272E-04   -0.31389E+02    0.73184E+00   -0.12520E-08   -0.12794E-07   -0.11026E-09    0.86608E-06   -0.12520E-08    0.16762E-11    0.30256E-07    0.45827E-09    0.91396E-03   -0.12794E-07    0.30256E-07    0.63619E-01    0.33417E-03    0.74272E-04   -0.11026E-09    0.45827E-09    0.33417E-03    0.36470E-05
   184    0.51982E+04   -0.30554E+02    0.84920E-06    0.86875E-03    0.73346E-04   -0.30554E+02    0.72250E+00   -0.11587E-08   -0.12587E-07   -0.11159E-09    0.84920E-06   -0.11587E-08    0.16490E-11    0.30060E-07    0.45495E-09    0.86875E-03   -0.12587E-07    0.30060E-07    0.63903E-01    0.33567E-03    0.73346E-04   -0.11159E-09    0.45495E-09    0.33567E-03    0.36618E-05
   185    0.52183E+04   -0.29695E+02    0.83231E-06    0.82523E-03    0.72433E-04   -0.29695E+02    0.71354E+00   -0.10579E-08   -0.12386E-07   -0.11278E-09    0.83231E-06   -0.10579E-08    0.16224E-11    0.29868E-07    0.45168E-09    0.82523E-03   -0.12386E-07    0.29868E-07    0.64189E-01    0.33716E-03    0.72433E-04   -0.11278E-09    0.45168E-09    0.33716E-03    0.36766E-05
   186    0.52377E+04   -0.28809E+02    0.81546E-06    0.78336E-03    0.71531E-04   -0.28809E+02    0.70482E+00   -0.95051E-09   -0.12191E-07   -0.11385E-09    0.81546E-06   -0.95051E-09    0.15963E-11    0.29678E-07    0.44845E-09    0.78336E-03   -0.12191E-07    0.29678E-07    0.64474E-01    0.33866E-03    0.71531E-04   -0.11385E-09    0.44845E-09    0.33866E-03    0.36914E-05
   187    0.52568E+04   -0.27897E+02    0.79865E-06    0.74311E-03    0.70641E-04   -0.27897E+02    0.69647E+00   -0.83745E-09   -0.12002E-07   -0.11481E-09    0.79865E-06   -0.83745E-09    0.15708E-11    0.29490E-07    0.44526E-09    0.74311E-03   -0.12002E-07    0.29490E-07    0.64760E-01    0.34017E-03    0.70641E-04   -0.11481E-09    0.44526E-09    0.34017E-03    0.37062E-05
   188    0.52755E+04   -0.26961E+02    0.78192E-06    0.70441E-03    0.69762E-04   -0.26961E+02    0.68848E+00   -0.71955E-09   -0.11818E-07   -0.11571E-09    0.78192E-06   -0.71955E-09    0.15458E-11    0.29305E-07    0.44212E-09    0.70441E-03   -0.11818E-07    0.29305E-07    0.65047E-01    0.34167E-03    0.69762E-04   -0.11571E-09    0.44212E-09    0.34167E-03    0.37210E-05
   189    0.52936E+04   -0.26000E+02    0.76528E-06    0.66724E-03    0.68895E-04   -0.26000E+02    0.68089E+00   -0.59771E-09   -0.11639E-07   -0.11656E-09    0.76528E-06   -0.59771E-09    0.15213E-11    0.29123E-07    0.43902E-09    0.66724E-03   -0.11639E-07    0.29123E-07    0.65334E-01    0.34318E-03    0.68895E-04   -0.11656E-09    0.43902E-09    0.34318E-03    0.37358E-05
   190    0.53115E+04   -0.25015E+02    0.74877E-06    0.63154E-03    0.68038E-04   -0.25015E+02    0.67375E+00   -0.47279E-09   -0.11463E-07   -0.11740E-09    0.74877E-06   -0.47279E-09    0.14973E-11    0.28943E-07    0.43596E-09    0.63154E-03   -0.11463E-07    0.28943E-07    0.65622E-01    0.34469E-03    0.68038E-04   -0.11740E-09    0.43596E-09    0.34469E-03    0.37507E-05
   191    0.53285E+04   -0.24004E+02    0.73240E-06    0.59727E-03    0.67192E-04   -0.24004E+02    0.66708E+00   -0.34569E-09   -0.11291E-07   -0.11826E-09    0.73240E-06   -0.34569E-09    0.14738E-11    0.28765E-07    0.43295E-09    0.59727E-03   -0.11291E-07    0.28765E-07    0.65910E-01    0.34620E-03    0.67192E-04   -0.11826E-09    0.43295E-09    0.34620E-03    0.37655E-05
   192    0.53451E+04   -0.22969E+02    0.71619E-06    0.56439E-03    0.66357E-04   -0.22969E+02    0.66090E+00   -0.21727E-09   -0.11121E-07   -0.11915E-09    0.71619E-06   -0.21727E-09    0.14507E-11    0.28590E-07    0.42997E-09    0.56439E-03   -0.11121E-07    0.28590E-07    0.66199E-01    0.34772E-03    0.66357E-04   -0.11915E-09    0.42997E-09    0.34772E-03    0.37804E-05
   193    0.53612E+04   -0.21911E+02    0.70018E-06    0.53285E-03    0.65532E-04   -0.21911E+02    0.65525E+00   -0.88416E-10   -0.10953E-07   -0.12010E-09    0.70018E-06   -0.88416E-10    0.14281E-11    0.28417E-07    0.42703E-09    0.53285E-03   -0.10953E-07    0.28417E-07    0.66489E-01    0.34924E-03    0.65532E-04   -0.12010E-09    0.42703E-09    0.34924E-03    0.37952E-05
   194    0.53769E+04   -0.20829E+02    0.68438E-06    0.50261E-03    0.64718E-04   -0.20829E+02    0.65017E+00    0.39993E-10   -0.10787E-07   -0.12115E-09    0.68438E-06    0.39993E-10    0.14060E-11    0.28246E-07    0.42413E-09    0.50261E-03   -0.10787E-07    0.28246E-07    0.66778E-01    0.35076E-03    0.64718E-04   -0.12115E-09    0.42413E-09    0.35076E-03    0.38101E-05
   195    0.53920E+04   -0.19724E+02    0.66882E-06    0.47363E-03    0.63913E-04   -0.19724E+02    0.64570E+00    0.16708E-09   -0.10622E-07   -0.12232E-09    0.66882E-06    0.16708E-09    0.13843E-11    0.28077E-07    0.42127E-09    0.47363E-03   -0.10622E-07    0.28077E-07    0.67069E-01    0.35228E-03    0.63913E-04   -0.12232E-09    0.42127E-09    0.35228E-03    0.38249E-05
   196    0.54065E+04   -0.18595E+02    0.65352E-06    0.44585E-03    0.63118E-04   -0.18595E+02    0.64185E+00    0.29197E-09   -0.10456E-07   -0.12364E-09    0.65352E-06    0.29197E-09    0.13630E-11    0.27910E-07    0.41844E-09    0.44585E-03   -0.10456E-07    0.27910E-07    0.67360E-01    0.35380E-03    0.63118E-04   -0.12364E-09    0.41844E-09    0.35380E-03    0.38398E-05
   197    0.54205E+04   -0.17445E+02    0.63850E-06    0.41925E-03    0.62333E-04   -0.17445E+02    0.63869E+00    0.41378E-09   -0.10291E-07   -0.12513E-09    0.63850E-06    0.41378E-09    0.13422E-11    0.27746E-07    0.41565E-09    0.41925E-03   -0.10291E-07    0.27746E-07    0.67651E-01    0.35533E-03    0.62333E-04   -0.12513E-09    0.41565E-09    0.35533E-03    0.38547E-05
   198    0.54341E+04   -0.16272E+02    0.62380E-06    0.39376E-03    0.61557E-04   -0.16272E+02    0.63624E+00    0.53162E-09   -0.10124E-07   -0.12683E-09    0.62380E-06    0.53162E-09    0.13217E-11    0.27583E-07    0.41290E-09    0.39376E-03   -0.10124E-07    0.27583E-07    0.67943E-01    0.35686E-03    0.61557E-04   -0.12683E-09    0.41290E-09    0.35686E-03    0.38695E-05
   199    0.54471E+04   -0.15078E+02    0.60943E-06    0.36935E-03    0.60790E-04   -0.15078E+02    0.63452E+00    0.64464E-09   -0.99560E-08   -0.12875E-09    0.60943E-06    0.64464E-09    0.13016E-11    0.27423E-07    0.41017E-09    0.36935E-03   -0.99560E-08    0.27423E-07    0.68235E-01    0.35839E-03    0.60790E-04   -0.12875E-09    0.41017E-09    0.35839E-03    0.38844E-05
   200    0.54597E+04   -0.13862E+02    0.59541E-06    0.34597E-03    0.60032E-04   -0.13862E+02    0.63357E+00    0.75194E-09   -0.97855E-08   -0.13093E-09    0.59541E-06    0.75194E-09    0.12819E-11    0.27264E-07    0.40748E-09    0.34597E-03   -0.97855E-08    0.27264E-07    0.68528E-01    0.35992E-03    0.60032E-04   -0.13093E-09    0.40748E-09    0.35992E-03    0.38993E-05
   201    0.54716E+04   -0.12625E+02    0.58176E-06    0.32359E-03    0.59283E-04   -0.12625E+02    0.63344E+00    0.85281E-09   -0.96124E-08   -0.13339E-09    0.58176E-06    0.85281E-09    0.12625E-11    0.27107E-07    0.40482E-09    0.32359E-03   -0.96124E-08    0.27107E-07    0.68821E-01    0.36146E-03    0.59283E-04   -0.13339E-09    0.40482E-09    0.36146E-03    0.39142E-05
   202    0.54830E+04   -0.11367E+02    0.56849E-06    0.30218E-03    0.58543E-04   -0.11367E+02    0.63415E+00    0.94724E-09   -0.94367E-08   -0.13613E-09    0.56849E-06    0.94724E-09    0.12435E-11    0.26952E-07    0.40220E-09    0.30218E-03   -0.94367E-08    0.26952E-07    0.69115E-01    0.36300E-03    0.58543E-04   -0.13613E-09    0.40220E-09    0.36300E-03    0.39291E-05
   203    0.54938E+04   -0.10088E+02    0.55559E-06    0.28171E-03    0.57811E-04   -0.10088E+02    0.63575E+00    0.10354E-08   -0.92585E-08   -0.13914E-09    0.55559E-06    0.10354E-08    0.12248E-11    0.26799E-07    0.39960E-09    0.28171E-03   -0.92585E-08    0.26799E-07    0.69409E-01    0.36454E-03    0.57811E-04   -0.13914E-09    0.39960E-09    0.36454E-03    0.39439E-05
   204    0.55040E+04   -0.87907E+01    0.54304E-06    0.26217E-03    0.57088E-04   -0.87907E+01    0.63826E+00    0.11173E-08   -0.90780E-08   -0.14242E-09    0.54304E-06    0.11173E-08    0.12064E-11    0.26648E-07    0.39704E-09    0.26217E-03   -0.90780E-08    0.26648E-07    0.69703E-01    0.36608E-03    0.57088E-04   -0.14242E-09    0.39704E-09    0.36608E-03    0.39588E-05
   205    0.55137E+04   -0.74733E+01    0.53084E-06    0.24354E-03    0.56373E-04   -0.74733E+01    0.64173E+00    0.11932E-08   -0.88953E-08   -0.14596E-09    0.53084E-06    0.11932E-08    0.11884E-11    0.26498E-07    0.39450E-09    0.24354E-03   -0.88953E-08    0.26498E-07    0.69998E-01    0.36763E-03    0.56373E-04   -0.14596E-09    0.39450E-09    0.36763E-03    0.39737E-05
   206    0.55227E+04   -0.61367E+01    0.51899E-06    0.22579E-03    0.55666E-04   -0.61367E+01    0.64620E+00    0.12633E-08   -0.87106E-08   -0.14976E-09    0.51899E-06    0.12633E-08    0.11707E-11    0.26350E-07    0.39200E-09    0.22579E-03   -0.87106E-08    0.26350E-07    0.70294E-01    0.36917E-03    0.55666E-04   -0.14976E-09    0.39200E-09    0.36917E-03    0.39886E-05
   207    0.55312E+04   -0.47814E+01    0.50747E-06    0.20891E-03    0.54968E-04   -0.47814E+01    0.65167E+00    0.13276E-08   -0.85242E-08   -0.15381E-09    0.50747E-06    0.13276E-08    0.11534E-11    0.26204E-07    0.38952E-09    0.20891E-03   -0.85242E-08    0.26204E-07    0.70590E-01    0.37072E-03    0.54968E-04   -0.15381E-09    0.38952E-09    0.37072E-03    0.40035E-05
   208    0.55389E+04   -0.34080E+01    0.49629E-06    0.19287E-03    0.54277E-04   -0.34080E+01    0.65821E+00    0.13863E-08   -0.83361E-08   -0.15812E-09    0.49629E-06    0.13863E-08    0.11363E-11    0.26060E-07    0.38708E-09    0.19287E-03   -0.83361E-08    0.26060E-07    0.70886E-01    0.37227E-03    0.54277E-04   -0.15812E-09    0.38708E-09    0.37227E-03    0.40184E-05
   209    0.55461E+04   -0.20167E+01    0.48542E-06    0.17766E-03    0.53595E-04   -0.20167E+01    0.66584E+00    0.14396E-08   -0.81465E-08   -0.16266E-09    0.48542E-06    0.14396E-08    0.11196E-11    0.25917E-07    0.38466E-09    0.17766E-03   -0.81465E-08    0.25917E-07    0.71183E-01    0.37383E-03    0.53595E-04   -0.16266E-09    0.38466E-09    0.37383E-03    0.40333E-05
   210    0.55526E+04   -0.60854E+00    0.47487E-06    0.16324E-03    0.52921E-04   -0.60854E+00    0.67461E+00    0.14876E-08   -0.79555E-08   -0.16745E-09    0.47487E-06    0.14876E-08    0.11032E-11    0.25776E-07    0.38227E-09    0.16324E-03   -0.79555E-08    0.25776E-07    0.71480E-01    0.37538E-03    0.52921E-04   -0.16745E-09    0.38227E-09    0.37538E-03    0.40482E-05
   211    0.55586E+04    0.81654E+00    0.46463E-06    0.14961E-03    0.52254E-04    0.81654E+00    0.68454E+00    0.15304E-08   -0.77634E-08   -0.17246E-09    0.46463E-06    0.15304E-08    0.10871E-11    0.25637E-07    0.37991E-09    0.14961E-03   -0.77634E-08    0.25637E-07    0.71778E-01    0.37694E-03    0.52254E-04   -0.17246E-09    0.37991E-09    0.37694E-03    0.40631E-05
   212    0.55639E+04    0.22576E+01    0.45469E-06    0.13674E-03    0.51596E-04    0.22576E+01    0.69567E+00    0.15682E-08   -0.75703E-08   -0.17771E-09    0.45469E-06    0.15682E-08    0.10713E-11    0.25499E-07    0.37758E-09    0.13674E-03   -0.75703E-08    0.25499E-07    0.72076E-01    0.37850E-03    0.51596E-04   -0.17771E-09    0.37758E-09    0.37850E-03    0.40780E-05
   213    0.55686E+04    0.37146E+01    0.44504E-06    0.12461E-03    0.50945E-04    0.37146E+01    0.70803E+00    0.16011E-08   -0.73764E-08   -0.18318E-09    0.44504E-06    0.16011E-08    0.10558E-11    0.25363E-07    0.37527E-09    0.12461E-03   -0.73764E-08    0.25363E-07    0.72375E-01    0.38006E-03    0.50945E-04   -0.18318E-09    0.37527E-09    0.38006E-03    0.40929E-05
   214    0.55727E+04    0.51865E+01    0.43568E-06    0.11319E-03    0.50302E-04    0.51865E+01    0.72163E+00    0.16293E-08   -0.71818E-08   -0.18887E-09    0.43568E-06    0.16293E-08    0.10406E-11    0.25228E-07    0.37300E-09    0.11319E-03   -0.71818E-08    0.25228E-07    0.72674E-01    0.38163E-03    0.50302E-04   -0.18887E-09    0.37300E-09    0.38163E-03    0.41078E-05
   215    0.55762E+04    0.66725E+01    0.42660E-06    0.10248E-03    0.49666E-04    0.66725E+01    0.73665E+00    0.16529E-08   -0.69867E-08   -0.19477E-09    0.42660E-06    0.16529E-08    0.10256E-11    0.25095E-07    0.37075E-09    0.10248E-03   -0.69867E-08    0.25095E-07    0.72973E-01    0.38319E-03    0.49666E-04   -0.19477E-09    0.37075E-09    0.38319E-03    0.41227E-05
   216    0.55790E+04    0.81731E+01    0.41779E-06    0.92440E-04    0.49038E-04    0.81731E+01    0.75290E+00    0.16721E-08   -0.67913E-08   -0.20088E-09    0.41779E-06    0.16721E-08    0.10110E-11    0.24964E-07    0.36852E-09    0.92440E-04   -0.67913E-08    0.24964E-07    0.73273E-01    0.38476E-03    0.49038E-04   -0.20088E-09    0.36852E-09    0.38476E-03    0.41377E-05
   217    0.55813E+04    0.96863E+01    0.40925E-06    0.83059E-04    0.48417E-04    0.96863E+01    0.77055E+00    0.16869E-08   -0.65957E-08   -0.20720E-09    0.40925E-06    0.16869E-08    0.99661E-12    0.24834E-07    0.36632E-09    0.83059E-04   -0.65957E-08    0.24834E-07    0.73573E-01    0.38633E-03    0.48417E-04   -0.20720E-09    0.36632E-09    0.38633E-03    0.41526E-05
   218    0.55829E+04    0.11212E+02    0.40096E-06    0.74313E-04    0.47804E-04    0.11212E+02    0.78959E+00    0.16976E-08   -0.64001E-08   -0.21371E-09    0.40096E-06    0.16976E-08    0.98251E-12    0.24705E-07    0.36415E-09    0.74313E-04   -0.64001E-08    0.24705E-07    0.73874E-01    0.38790E-03    0.47804E-04   -0.21371E-09    0.36415E-09    0.38790E-03    0.41675E-05
   219    0.55840E+04    0.12752E+02    0.39293E-06    0.66183E-04    0.47198E-04    0.12752E+02    0.81002E+00    0.17043E-08   -0.62047E-08   -0.22041E-09    0.39293E-06    0.17043E-08    0.96867E-12    0.24579E-07    0.36200E-09    0.66183E-04   -0.62047E-08    0.24579E-07    0.74175E-01    0.38947E-03    0.47198E-04   -0.22041E-09    0.36200E-09    0.38947E-03    0.41824E-05
   220    0.55845E+04    0.14302E+02    0.38514E-06    0.58646E-04    0.46598E-04    0.14302E+02    0.83198E+00    0.17071E-08   -0.60095E-08   -0.22731E-09    0.38514E-06    0.17071E-08    0.95509E-12    0.24453E-07    0.35988E-09    0.58646E-04   -0.60095E-08    0.24453E-07    0.74476E-01    0.39105E-03    0.46598E-04   -0.22731E-09    0.35988E-09    0.39105E-03    0.41974E-05
   221    0.55843E+04    0.15863E+02    0.37758E-06    0.51683E-04    0.46006E-04    0.15863E+02    0.85541E+00    0.17061E-08   -0.58149E-08   -0.23439E-09    0.37758E-06    0.17061E-08    0.94178E-12    0.24329E-07    0.35778E-09    0.51683E-04   -0.58149E-08    0.24329E-07    0.74778E-01    0.39263E-03    0.46006E-04   -0.23439E-09    0.35778E-09    0.39263E-03    0.42123E-05
   222    0.55836E+04    0.17434E+02    0.37026E-06    0.45273E-04    0.45421E-04    0.17434E+02    0.88044E+00    0.17016E-08   -0.56209E-08   -0.24164E-09    0.37026E-06    0.17016E-08    0.92871E-12    0.24206E-07    0.35571E-09    0.45273E-04   -0.56209E-08    0.24206E-07    0.75081E-01    0.39421E-03    0.45421E-04   -0.24164E-09    0.35571E-09    0.39421E-03    0.42273E-05
   223    0.55822E+04    0.19016E+02    0.36316E-06    0.39394E-04    0.44843E-04    0.19016E+02    0.90702E+00    0.16936E-08   -0.54277E-08   -0.24908E-09    0.36316E-06    0.16936E-08    0.91589E-12    0.24085E-07    0.35366E-09    0.39394E-04   -0.54277E-08    0.24085E-07    0.75383E-01    0.39579E-03    0.44843E-04   -0.24908E-09    0.35366E-09    0.39579E-03    0.42422E-05
   224    0.55803E+04    0.20605E+02    0.35627E-06    0.34026E-04    0.44271E-04    0.20605E+02    0.93512E+00    0.16824E-08   -0.52355E-08   -0.25667E-09    0.35627E-06    0.16824E-08    0.90331E-12    0.23965E-07    0.35163E-09    0.34026E-04   -0.52355E-08    0.23965E-07    0.75686E-01    0.39737E-03    0.44271E-04   -0.25667E-09    0.35163E-09    0.39737E-03    0.42571E-05
