#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
  6494    0.11620E-01    0.35764E-03    0.99930E-12   -0.15083E-03    0.35764E-03   -0.28391E-04    0.14056E-13   -0.10916E-05    0.99930E-12    0.14056E-13    0.20409E-17   -0.23124E-10   -0.15083E-03   -0.10916E-05   -0.23124E-10    0.25472E+01
  6495    0.11606E-01    0.35718E-03    0.99853E-12   -0.15077E-03    0.35718E-03   -0.28452E-04    0.14033E-13   -0.10897E-05    0.99853E-12    0.14033E-13    0.20396E-17   -0.23116E-10   -0.15077E-03   -0.10897E-05   -0.23116E-10    0.25474E+01
  6496    0.11592E-01    0.35672E-03    0.99776E-12   -0.15071E-03    0.35672E-03   -0.28512E-04    0.14010E-13   -0.10878E-05    0.99776E-12    0.14010E-13    0.20382E-17   -0.23108E-10   -0.15071E-03   -0.10878E-05   -0.23108E-10    0.25476E+01
  6497    0.11578E-01    0.35626E-03    0.99700E-12   -0.15065E-03    0.35626E-03   -0.28570E-04    0.13987E-13   -0.10859E-05    0.99700E-12    0.13987E-13    0.20368E-17   -0.23100E-10   -0.15065E-03   -0.10859E-05   -0.23100E-10    0.25477E+01
  6498    0.11564E-01    0.35580E-03    0.99623E-12   -0.15059E-03    0.35580E-03   -0.28627E-04    0.13964E-13   -0.10840E-05    0.99623E-12    0.13964E-13    0.20354E-17   -0.23092E-10   -0.15059E-03   -0.10840E-05   -0.23092E-10    0.25479E+01
  6499    0.11550E-01    0.35533E-03    0.99546E-12   -0.15053E-03    0.35533E-03   -0.28682E-04    0.13940E-13   -0.10821E-05    0.99546E-12    0.13940E-13    0.20340E-17   -0.23084E-10   -0.15053E-03   -0.10821E-05   -0.23084E-10    0.25480E+01
  6500    0.11536E-01    0.35486E-03    0.99469E-12   -0.15047E-03    0.35486E-03   -0.28736E-04    0.13917E-13   -0.10802E-05    0.99469E-12    0.13917E-13    0.20327E-17   -0.23076E-10   -0.15047E-03   -0.10802E-05   -0.23076E-10    0.25482E+01
  6501    0.11522E-01    0.35439E-03    0.99393E-12   -0.15041E-03    0.35439E-03   -0.28788E-04    0.13893E-13   -0.10782E-05    0.99393E-12    0.13893E-13    0.20313E-17   -0.23068E-10   -0.15041E-03   -0.10782E-05   -0.23068E-10    0.25483E+01
  6502    0.11508E-01    0.35391E-03    0.99316E-12   -0.15035E-03    0.35391E-03   -0.28838E-04    0.13869E-13   -0.10763E-05    0.99316E-12    0.13869E-13    0.20299E-17   -0.23060E-10   -0.15035E-03   -0.10763E-05   -0.23060E-10    0.25485E+01
  6503    0.11494E-01    0.35344E-03    0.99239E-12   -0.15028E-03    0.35344E-03   -0.28887E-04    0.13845E-13   -0.10743E-05    0.99239E-12    0.13845E-13    0.20286E-17   -0.23052E-10   -0.15028E-03   -0.10743E-05   -0.23052E-10    0.25487E+01
  6504    0.11480E-01    0.35295E-03    0.99162E-12   -0.15022E-03    0.35295E-03   -0.28934E-04    0.13821E-13   -0.10724E-05    0.99162E-12    0.13821E-13    0.20272E-17   -0.23044E-10   -0.15022E-03   -0.10724E-05   -0.23044E-10    0.25488E+01
  6505    0.11466E-01    0.35247E-03    0.99085E-12   -0.15016E-03    0.35247E-03   -0.28980E-04    0.13797E-13   -0.10704E-05    0.99085E-12    0.13797E-13    0.20258E-17   -0.23036E-10   -0.15016E-03   -0.10704E-05   -0.23036E-10    0.25490E+01
  6506    0.11453E-01    0.35198E-03    0.99008E-12   -0.15010E-03    0.35198E-03   -0.29025E-04    0.13773E-13   -0.10684E-05    0.99008E-12    0.13773E-13    0.20244E-17   -0.23027E-10   -0.15010E-03   -0.10684E-05   -0.23027E-10    0.25491E+01
  6507    0.11439E-01    0.35149E-03    0.98931E-12   -0.15004E-03    0.35149E-03   -0.29067E-04    0.13748E-13   -0.10664E-05    0.98931E-12    0.13748E-13    0.20231E-17   -0.23019E-10   -0.15004E-03   -0.10664E-05   -0.23019E-10    0.25493E+01
  6508    0.11425E-01    0.35100E-03    0.98854E-12   -0.14998E-03    0.35100E-03   -0.29108E-04    0.13724E-13   -0.10644E-05    0.98854E-12    0.13724E-13    0.20217E-17   -0.23011E-10   -0.14998E-03   -0.10644E-05   -0.23011E-10    0.25494E+01
  6509    0.11411E-01    0.35051E-03    0.98778E-12   -0.14992E-03    0.35051E-03   -0.29148E-04    0.13699E-13   -0.10624E-05    0.98778E-12    0.13699E-13    0.20204E-17   -0.23003E-10   -0.14992E-03   -0.10624E-05   -0.23003E-10    0.25496E+01
  6510    0.11397E-01    0.35001E-03    0.98701E-12   -0.14986E-03    0.35001E-03   -0.29186E-04    0.13675E-13   -0.10604E-05    0.98701E-12    0.13675E-13    0.20190E-17   -0.22996E-10   -0.14986E-03   -0.10604E-05   -0.22996E-10    0.25497E+01
  6511    0.11383E-01    0.34951E-03    0.98624E-12   -0.14979E-03    0.34951E-03   -0.29223E-04    0.13650E-13   -0.10584E-05    0.98624E-12    0.13650E-13    0.20176E-17   -0.22988E-10   -0.14979E-03   -0.10584E-05   -0.22988E-10    0.25499E+01
  6512    0.11369E-01    0.34901E-03    0.98547E-12   -0.14973E-03    0.34901E-03   -0.29258E-04    0.13625E-13   -0.10563E-05    0.98547E-12    0.13625E-13    0.20163E-17   -0.22980E-10   -0.14973E-03   -0.10563E-05   -0.22980E-10    0.25501E+01
  6513    0.11355E-01    0.34850E-03    0.98470E-12   -0.14967E-03    0.34850E-03   -0.29292E-04    0.13600E-13   -0.10543E-05    0.98470E-12    0.13600E-13    0.20149E-17   -0.22972E-10   -0.14967E-03   -0.10543E-05   -0.22972E-10    0.25502E+01
  6514    0.11341E-01    0.34799E-03    0.98393E-12   -0.14961E-03    0.34799E-03   -0.29324E-04    0.13575E-13   -0.10522E-05    0.98393E-12    0.13575E-13    0.20136E-17   -0.22964E-10   -0.14961E-03   -0.10522E-05   -0.22964E-10    0.25504E+01
  6515    0.11327E-01    0.34748E-03    0.98316E-12   -0.14955E-03    0.34748E-03   -0.29354E-04    0.13550E-13   -0.10502E-05    0.98316E-12    0.13550E-13    0.20122E-17   -0.22956E-10   -0.14955E-03   -0.10502E-05   -0.22956E-10    0.25505E+01
  6516    0.11314E-01    0.34697E-03    0.98239E-12   -0.14949E-03    0.34697E-03   -0.29384E-04    0.13525E-13   -0.10481E-05    0.98239E-12    0.13525E-13    0.20108E-17   -0.22948E-10   -0.14949E-03   -0.10481E-05   -0.22948E-10    0.25507E+01
  6517    0.11300E-01    0.34645E-03    0.98162E-12   -0.14943E-03    0.34645E-03   -0.29411E-04    0.13500E-13   -0.10460E-05    0.98162E-12    0.13500E-13    0.20095E-17   -0.22940E-10   -0.14943E-03   -0.10460E-05   -0.22940E-10    0.25508E+01
  6518    0.11286E-01    0.34593E-03    0.98085E-12   -0.14937E-03    0.34593E-03   -0.29437E-04    0.13474E-13   -0.10439E-05    0.98085E-12    0.13474E-13    0.20081E-17   -0.22932E-10   -0.14937E-03   -0.10439E-05   -0.22932E-10    0.25510E+01
  6519    0.11272E-01    0.34541E-03    0.98008E-12   -0.14930E-03    0.34541E-03   -0.29462E-04    0.13449E-13   -0.10418E-05    0.98008E-12    0.13449E-13    0.20068E-17   -0.22924E-10   -0.14930E-03   -0.10418E-05   -0.22924E-10    0.25512E+01
  6520    0.11258E-01    0.34489E-03    0.97930E-12   -0.14924E-03    0.34489E-03   -0.29485E-04    0.13423E-13   -0.10397E-05    0.97930E-12    0.13423E-13    0.20054E-17   -0.22916E-10   -0.14924E-03   -0.10397E-05   -0.22916E-10    0.25513E+01
  6521    0.11244E-01    0.34436E-03    0.97853E-12   -0.14918E-03    0.34436E-03   -0.29507E-04    0.13397E-13   -0.10376E-05    0.97853E-12    0.13397E-13    0.20041E-17   -0.22908E-10   -0.14918E-03   -0.10376E-05   -0.22908E-10    0.25515E+01
  6522    0.11231E-01    0.34383E-03    0.97776E-12   -0.14912E-03    0.34383E-03   -0.29527E-04    0.13371E-13   -0.10355E-05    0.97776E-12    0.13371E-13    0.20027E-17   -0.22900E-10   -0.14912E-03   -0.10355E-05   -0.22900E-10    0.25516E+01
  6523    0.11217E-01    0.34330E-03    0.97699E-12   -0.14906E-03    0.34330E-03   -0.29546E-04    0.13345E-13   -0.10333E-05    0.97699E-12    0.13345E-13    0.20014E-17   -0.22892E-10   -0.14906E-03   -0.10333E-05   -0.22892E-10    0.25518E+01
  6524    0.11203E-01    0.34277E-03    0.97622E-12   -0.14900E-03    0.34277E-03   -0.29564E-04    0.13319E-13   -0.10312E-05    0.97622E-12    0.13319E-13    0.20000E-17   -0.22884E-10   -0.14900E-03   -0.10312E-05   -0.22884E-10    0.25519E+01
  6525    0.11189E-01    0.34223E-03    0.97545E-12   -0.14894E-03    0.34223E-03   -0.29580E-04    0.13293E-13   -0.10290E-05    0.97545E-12    0.13293E-13    0.19987E-17   -0.22876E-10   -0.14894E-03   -0.10290E-05   -0.22876E-10    0.25521E+01
  6526    0.11175E-01    0.34169E-03    0.97468E-12   -0.14887E-03    0.34169E-03   -0.29594E-04    0.13267E-13   -0.10269E-05    0.97468E-12    0.13267E-13    0.19973E-17   -0.22868E-10   -0.14887E-03   -0.10269E-05   -0.22868E-10    0.25522E+01
  6527    0.11162E-01    0.34115E-03    0.97391E-12   -0.14881E-03    0.34115E-03   -0.29607E-04    0.13241E-13   -0.10247E-05    0.97391E-12    0.13241E-13    0.19960E-17   -0.22860E-10   -0.14881E-03   -0.10247E-05   -0.22860E-10    0.25524E+01
  6528    0.11148E-01    0.34061E-03    0.97313E-12   -0.14875E-03    0.34061E-03   -0.29619E-04    0.13214E-13   -0.10226E-05    0.97313E-12    0.13214E-13    0.19947E-17   -0.22852E-10   -0.14875E-03   -0.10226E-05   -0.22852E-10    0.25526E+01
  6529    0.11134E-01    0.34006E-03    0.97236E-12   -0.14869E-03    0.34006E-03   -0.29629E-04    0.13188E-13   -0.10204E-05    0.97236E-12    0.13188E-13    0.19933E-17   -0.22844E-10   -0.14869E-03   -0.10204E-05   -0.22844E-10    0.25527E+01
  6530    0.11120E-01    0.33951E-03    0.97159E-12   -0.14863E-03    0.33951E-03   -0.29638E-04    0.13161E-13   -0.10182E-05    0.97159E-12    0.13161E-13    0.19920E-17   -0.22836E-10   -0.14863E-03   -0.10182E-05   -0.22836E-10    0.25529E+01
  6531    0.11107E-01    0.33896E-03    0.97082E-12   -0.14857E-03    0.33896E-03   -0.29645E-04    0.13135E-13   -0.10160E-05    0.97082E-12    0.13135E-13    0.19906E-17   -0.22829E-10   -0.14857E-03   -0.10160E-05   -0.22829E-10    0.25530E+01
  6532    0.11093E-01    0.33840E-03    0.97005E-12   -0.14851E-03    0.33840E-03   -0.29651E-04    0.13108E-13   -0.10138E-05    0.97005E-12    0.13108E-13    0.19893E-17   -0.22821E-10   -0.14851E-03   -0.10138E-05   -0.22821E-10    0.25532E+01
  6533    0.11079E-01    0.33785E-03    0.96928E-12   -0.14844E-03    0.33785E-03   -0.29656E-04    0.13081E-13   -0.10116E-05    0.96928E-12    0.13081E-13    0.19880E-17   -0.22813E-10   -0.14844E-03   -0.10116E-05   -0.22813E-10    0.25533E+01
  6534    0.11065E-01    0.33729E-03    0.96850E-12   -0.14838E-03    0.33729E-03   -0.29659E-04    0.13054E-13   -0.10093E-05    0.96850E-12    0.13054E-13    0.19866E-17   -0.22805E-10   -0.14838E-03   -0.10093E-05   -0.22805E-10    0.25535E+01
  6535    0.11052E-01    0.33673E-03    0.96773E-12   -0.14832E-03    0.33673E-03   -0.29661E-04    0.13027E-13   -0.10071E-05    0.96773E-12    0.13027E-13    0.19853E-17   -0.22797E-10   -0.14832E-03   -0.10071E-05   -0.22797E-10    0.25536E+01
  6536    0.11038E-01    0.33616E-03    0.96696E-12   -0.14826E-03    0.33616E-03   -0.29662E-04    0.13000E-13   -0.10049E-05    0.96696E-12    0.13000E-13    0.19840E-17   -0.22789E-10   -0.14826E-03   -0.10049E-05   -0.22789E-10    0.25538E+01
  6537    0.11024E-01    0.33560E-03    0.96619E-12   -0.14820E-03    0.33560E-03   -0.29661E-04    0.12973E-13   -0.10026E-05    0.96619E-12    0.12973E-13    0.19826E-17   -0.22781E-10   -0.14820E-03   -0.10026E-05   -0.22781E-10    0.25540E+01
  6538    0.11010E-01    0.33503E-03    0.96541E-12   -0.14814E-03    0.33503E-03   -0.29658E-04    0.12945E-13   -0.10004E-05    0.96541E-12    0.12945E-13    0.19813E-17   -0.22773E-10   -0.14814E-03   -0.10004E-05   -0.22773E-10    0.25541E+01
  6539    0.10997E-01    0.33446E-03    0.96464E-12   -0.14807E-03    0.33446E-03   -0.29655E-04    0.12918E-13   -0.99813E-06    0.96464E-12    0.12918E-13    0.19800E-17   -0.22765E-10   -0.14807E-03   -0.99813E-06   -0.22765E-10    0.25543E+01
  6540    0.10983E-01    0.33388E-03    0.96387E-12   -0.14801E-03    0.33388E-03   -0.29649E-04    0.12890E-13   -0.99586E-06    0.96387E-12    0.12890E-13    0.19787E-17   -0.22758E-10   -0.14801E-03   -0.99586E-06   -0.22758E-10    0.25544E+01
  6541    0.10969E-01    0.33331E-03    0.96310E-12   -0.14795E-03    0.33331E-03   -0.29643E-04    0.12863E-13   -0.99358E-06    0.96310E-12    0.12863E-13    0.19773E-17   -0.22750E-10   -0.14795E-03   -0.99358E-06   -0.22750E-10    0.25546E+01
  6542    0.10956E-01    0.33273E-03    0.96232E-12   -0.14789E-03    0.33273E-03   -0.29635E-04    0.12835E-13   -0.99130E-06    0.96232E-12    0.12835E-13    0.19760E-17   -0.22742E-10   -0.14789E-03   -0.99130E-06   -0.22742E-10    0.25547E+01
  6543    0.10942E-01    0.33215E-03    0.96155E-12   -0.14783E-03    0.33215E-03   -0.29626E-04    0.12807E-13   -0.98901E-06    0.96155E-12    0.12807E-13    0.19747E-17   -0.22734E-10   -0.14783E-03   -0.98901E-06   -0.22734E-10    0.25549E+01
  6544    0.10928E-01    0.33157E-03    0.96078E-12   -0.14777E-03    0.33157E-03   -0.29616E-04    0.12780E-13   -0.98671E-06    0.96078E-12    0.12780E-13    0.19733E-17   -0.22726E-10   -0.14777E-03   -0.98671E-06   -0.22726E-10    0.25550E+01
  6545    0.10915E-01    0.33098E-03    0.96001E-12   -0.14770E-03    0.33098E-03   -0.29604E-04    0.12752E-13   -0.98440E-06    0.96001E-12    0.12752E-13    0.19720E-17   -0.22718E-10   -0.14770E-03   -0.98440E-06   -0.22718E-10    0.25552E+01
  6546    0.10901E-01    0.33040E-03    0.95923E-12   -0.14764E-03    0.33040E-03   -0.29591E-04    0.12724E-13   -0.98209E-06    0.95923E-12    0.12724E-13    0.19707E-17   -0.22710E-10   -0.14764E-03   -0.98209E-06   -0.22710E-10    0.25553E+01
  6547    0.10887E-01    0.32981E-03    0.95846E-12   -0.14758E-03    0.32981E-03   -0.29576E-04    0.12696E-13   -0.97977E-06    0.95846E-12    0.12696E-13    0.19694E-17   -0.22702E-10   -0.14758E-03   -0.97977E-06   -0.22702E-10    0.25555E+01
  6548    0.10874E-01    0.32921E-03    0.95769E-12   -0.14752E-03    0.32921E-03   -0.29560E-04    0.12667E-13   -0.97744E-06    0.95769E-12    0.12667E-13    0.19681E-17   -0.22695E-10   -0.14752E-03   -0.97744E-06   -0.22695E-10    0.25557E+01
  6549    0.10860E-01    0.32862E-03    0.95691E-12   -0.14746E-03    0.32862E-03   -0.29543E-04    0.12639E-13   -0.97511E-06    0.95691E-12    0.12639E-13    0.19667E-17   -0.22687E-10   -0.14746E-03   -0.97511E-06   -0.22687E-10    0.25558E+01
  6550    0.10847E-01    0.32802E-03    0.95614E-12   -0.14740E-03    0.32802E-03   -0.29525E-04    0.12611E-13   -0.97276E-06    0.95614E-12    0.12611E-13    0.19654E-17   -0.22679E-10   -0.14740E-03   -0.97276E-06   -0.22679E-10    0.25560E+01
  6551    0.10833E-01    0.32742E-03    0.95537E-12   -0.14733E-03    0.32742E-03   -0.29505E-04    0.12582E-13   -0.97041E-06    0.95537E-12    0.12582E-13    0.19641E-17   -0.22671E-10   -0.14733E-03   -0.97041E-06   -0.22671E-10    0.25561E+01
  6552    0.10819E-01    0.32682E-03    0.95459E-12   -0.14727E-03    0.32682E-03   -0.29484E-04    0.12554E-13   -0.96806E-06    0.95459E-12    0.12554E-13    0.19628E-17   -0.22663E-10   -0.14727E-03   -0.96806E-06   -0.22663E-10    0.25563E+01
  6553    0.10806E-01    0.32622E-03    0.95382E-12   -0.14721E-03    0.32622E-03   -0.29461E-04    0.12525E-13   -0.96569E-06    0.95382E-12    0.12525E-13    0.19615E-17   -0.22655E-10   -0.14721E-03   -0.96569E-06   -0.22655E-10    0.25564E+01
  6554    0.10792E-01    0.32561E-03    0.95305E-12   -0.14715E-03    0.32561E-03   -0.29438E-04    0.12497E-13   -0.96332E-06    0.95305E-12    0.12497E-13    0.19602E-17   -0.22648E-10   -0.14715E-03   -0.96332E-06   -0.22648E-10    0.25566E+01
  6555    0.10779E-01    0.32501E-03    0.95227E-12   -0.14709E-03    0.32501E-03   -0.29413E-04    0.12468E-13   -0.96094E-06    0.95227E-12    0.12468E-13    0.19589E-17   -0.22640E-10   -0.14709E-03   -0.96094E-06   -0.22640E-10    0.25567E+01
  6556    0.10765E-01    0.32440E-03    0.95150E-12   -0.14702E-03    0.32440E-03   -0.29386E-04    0.12439E-13   -0.95856E-06    0.95150E-12    0.12439E-13    0.19576E-17   -0.22632E-10   -0.14702E-03   -0.95856E-06   -0.22632E-10    0.25569E+01
  6557    0.10751E-01    0.32379E-03    0.95073E-12   -0.14696E-03    0.32379E-03   -0.29359E-04    0.12410E-13   -0.95616E-06    0.95073E-12    0.12410E-13    0.19562E-17   -0.22624E-10   -0.14696E-03   -0.95616E-06   -0.22624E-10    0.25570E+01
  6558    0.10738E-01    0.32317E-03    0.94995E-12   -0.14690E-03    0.32317E-03   -0.29330E-04    0.12381E-13   -0.95376E-06    0.94995E-12    0.12381E-13    0.19549E-17   -0.22616E-10   -0.14690E-03   -0.95376E-06   -0.22616E-10    0.25572E+01
  6559    0.10724E-01    0.32256E-03    0.94918E-12   -0.14684E-03    0.32256E-03   -0.29300E-04    0.12352E-13   -0.95136E-06    0.94918E-12    0.12352E-13    0.19536E-17   -0.22609E-10   -0.14684E-03   -0.95136E-06   -0.22609E-10    0.25574E+01
  6560    0.10711E-01    0.32194E-03    0.94841E-12   -0.14678E-03    0.32194E-03   -0.29269E-04    0.12323E-13   -0.94894E-06    0.94841E-12    0.12323E-13    0.19523E-17   -0.22601E-10   -0.14678E-03   -0.94894E-06   -0.22601E-10    0.25575E+01
  6561    0.10697E-01    0.32132E-03    0.94763E-12   -0.14672E-03    0.32132E-03   -0.29236E-04    0.12293E-13   -0.94652E-06    0.94763E-12    0.12293E-13    0.19510E-17   -0.22593E-10   -0.14672E-03   -0.94652E-06   -0.22593E-10    0.25577E+01
  6562    0.10684E-01    0.32069E-03    0.94686E-12   -0.14665E-03    0.32069E-03   -0.29202E-04    0.12264E-13   -0.94409E-06    0.94686E-12    0.12264E-13    0.19497E-17   -0.22585E-10   -0.14665E-03   -0.94409E-06   -0.22585E-10    0.25578E+01
  6563    0.10670E-01    0.32007E-03    0.94609E-12   -0.14659E-03    0.32007E-03   -0.29167E-04    0.12235E-13   -0.94166E-06    0.94609E-12    0.12235E-13    0.19484E-17   -0.22577E-10   -0.14659E-03   -0.94166E-06   -0.22577E-10    0.25580E+01
  6564    0.10657E-01    0.31944E-03    0.94531E-12   -0.14653E-03    0.31944E-03   -0.29131E-04    0.12205E-13   -0.93922E-06    0.94531E-12    0.12205E-13    0.19471E-17   -0.22570E-10   -0.14653E-03   -0.93922E-06   -0.22570E-10    0.25581E+01
  6565    0.10643E-01    0.31881E-03    0.94454E-12   -0.14647E-03    0.31881E-03   -0.29093E-04    0.12176E-13   -0.93677E-06    0.94454E-12    0.12176E-13    0.19458E-17   -0.22562E-10   -0.14647E-03   -0.93677E-06   -0.22562E-10    0.25583E+01
  6566    0.10630E-01    0.31818E-03    0.94377E-12   -0.14641E-03    0.31818E-03   -0.29054E-04    0.12146E-13   -0.93432E-06    0.94377E-12    0.12146E-13    0.19445E-17   -0.22554E-10   -0.14641E-03   -0.93432E-06   -0.22554E-10    0.25584E+01
  6567    0.10616E-01    0.31755E-03    0.94299E-12   -0.14634E-03    0.31755E-03   -0.29014E-04    0.12116E-13   -0.93186E-06    0.94299E-12    0.12116E-13    0.19432E-17   -0.22546E-10   -0.14634E-03   -0.93186E-06   -0.22546E-10    0.25586E+01
  6568    0.10603E-01    0.31691E-03    0.94222E-12   -0.14628E-03    0.31691E-03   -0.28973E-04    0.12086E-13   -0.92939E-06    0.94222E-12    0.12086E-13    0.19419E-17   -0.22539E-10   -0.14628E-03   -0.92939E-06   -0.22539E-10    0.25587E+01
  6569    0.10589E-01    0.31628E-03    0.94144E-12   -0.14622E-03    0.31628E-03   -0.28930E-04    0.12057E-13   -0.92691E-06    0.94144E-12    0.12057E-13    0.19406E-17   -0.22531E-10   -0.14622E-03   -0.92691E-06   -0.22531E-10    0.25589E+01
  6570    0.10576E-01    0.31564E-03    0.94067E-12   -0.14616E-03    0.31564E-03   -0.28887E-04    0.12027E-13   -0.92443E-06    0.94067E-12    0.12027E-13    0.19393E-17   -0.22523E-10   -0.14616E-03   -0.92443E-06   -0.22523E-10    0.25590E+01
  6571    0.10562E-01    0.31500E-03    0.93990E-12   -0.14610E-03    0.31500E-03   -0.28842E-04    0.11997E-13   -0.92195E-06    0.93990E-12    0.11997E-13    0.19380E-17   -0.22515E-10   -0.14610E-03   -0.92195E-06   -0.22515E-10    0.25592E+01
  6572    0.10549E-01    0.31435E-03    0.93912E-12   -0.14603E-03    0.31435E-03   -0.28795E-04    0.11966E-13   -0.91945E-06    0.93912E-12    0.11966E-13    0.19367E-17   -0.22508E-10   -0.14603E-03   -0.91945E-06   -0.22508E-10    0.25594E+01
  6573    0.10535E-01    0.31371E-03    0.93835E-12   -0.14597E-03    0.31371E-03   -0.28748E-04    0.11936E-13   -0.91695E-06    0.93835E-12    0.11936E-13    0.19354E-17   -0.22500E-10   -0.14597E-03   -0.91695E-06   -0.22500E-10    0.25595E+01
  6574    0.10522E-01    0.31306E-03    0.93758E-12   -0.14591E-03    0.31306E-03   -0.28700E-04    0.11906E-13   -0.91445E-06    0.93758E-12    0.11906E-13    0.19342E-17   -0.22492E-10   -0.14591E-03   -0.91445E-06   -0.22492E-10    0.25597E+01
  6575    0.10509E-01    0.31241E-03    0.93680E-12   -0.14585E-03    0.31241E-03   -0.28650E-04    0.11876E-13   -0.91193E-06    0.93680E-12    0.11876E-13    0.19329E-17   -0.22484E-10   -0.14585E-03   -0.91193E-06   -0.22484E-10    0.25598E+01
  6576    0.10495E-01    0.31176E-03    0.93603E-12   -0.14579E-03    0.31176E-03   -0.28599E-04    0.11845E-13   -0.90941E-06    0.93603E-12    0.11845E-13    0.19316E-17   -0.22477E-10   -0.14579E-03   -0.90941E-06   -0.22477E-10    0.25600E+01
