#    L    TT             EE             BB             TE             PP             TP             EP          
   221    0.55844E+04    0.85541E+00    0.00000E+00    0.15863E+02    0.46362E-07   -0.85616E-06    0.13779E-08
   222    0.55836E+04    0.88045E+00    0.00000E+00    0.17434E+02    0.46138E-07   -0.84767E-06    0.13643E-08
   223    0.55822E+04    0.90702E+00    0.00000E+00    0.19016E+02    0.45915E-07   -0.83606E-06    0.13456E-08
   224    0.55803E+04    0.93512E+00    0.00000E+00    0.20605E+02    0.45694E-07   -0.82153E-06    0.13222E-08
   225    0.55777E+04    0.96491E+00    0.00000E+00    0.22204E+02    0.45474E-07   -0.80425E-06    0.12944E-08
   226    0.55746E+04    0.99637E+00    0.00000E+00    0.23810E+02    0.45257E-07   -0.78440E-06    0.12624E-08
   227    0.55708E+04    0.10295E+01    0.00000E+00    0.25424E+02    0.45041E-07   -0.76215E-06    0.12266E-08
   228    0.55665E+04    0.10643E+01    0.00000E+00    0.27044E+02    0.44827E-07   -0.73769E-06    0.11873E-08
   229    0.55615E+04    0.11009E+01    0.00000E+00    0.28670E+02    0.44614E-07   -0.71119E-06    0.11446E-08
   230    0.55559E+04    0.11392E+01    0.00000E+00    0.30301E+02    0.44404E-07   -0.68283E-06    0.10990E-08
   231    0.55497E+04    0.11794E+01    0.00000E+00    0.31937E+02    0.44194E-07   -0.65279E-06    0.10506E-08
   232    0.55429E+04    0.12213E+01    0.00000E+00    0.33577E+02    0.43987E-07   -0.62125E-06    0.99987E-09
   233    0.55356E+04    0.12652E+01    0.00000E+00    0.35219E+02    0.43781E-07   -0.58839E-06    0.94698E-09
   234    0.55275E+04    0.13109E+01    0.00000E+00    0.36864E+02    0.43577E-07   -0.55438E-06    0.89225E-09
   235    0.55189E+04    0.13585E+01    0.00000E+00    0.38510E+02    0.43374E-07   -0.51941E-06    0.83596E-09
   236    0.55096E+04    0.14079E+01    0.00000E+00    0.40157E+02    0.43173E-07   -0.48365E-06    0.77840E-09
   237    0.54997E+04    0.14594E+01    0.00000E+00    0.41805E+02    0.42974E-07   -0.44727E-06    0.71986E-09
   238    0.54892E+04    0.15129E+01    0.00000E+00    0.43452E+02    0.42775E-07   -0.41047E-06    0.66063E-09
   239    0.54782E+04    0.15683E+01    0.00000E+00    0.45099E+02    0.42579E-07   -0.37341E-06    0.60098E-09
   240    0.54665E+04    0.16256E+01    0.00000E+00    0.46742E+02    0.42384E-07   -0.33628E-06    0.54122E-09
   241    0.54543E+04    0.16851E+01    0.00000E+00    0.48384E+02    0.42190E-07   -0.29925E-06    0.48162E-09
   242    0.54416E+04    0.17465E+01    0.00000E+00    0.50022E+02    0.41998E-07   -0.26250E-06    0.42248E-09
   243    0.54282E+04    0.18100E+01    0.00000E+00    0.51656E+02    0.41808E-07   -0.22621E-06    0.36407E-09
   244    0.54143E+04    0.18756E+01    0.00000E+00    0.53286E+02    0.41618E-07   -0.19056E-06    0.30669E-09
   245    0.53997E+04    0.19433E+01    0.00000E+00    0.54909E+02    0.41430E-07   -0.15572E-06    0.25062E-09
   246    0.53847E+04    0.20131E+01    0.00000E+00    0.56527E+02    0.41244E-07   -0.12187E-06    0.19615E-09
   247    0.53691E+04    0.20849E+01    0.00000E+00    0.58138E+02    0.41059E-07   -0.89203E-07    0.14357E-09
   248    0.53529E+04    0.21591E+01    0.00000E+00    0.59741E+02    0.40875E-07   -0.57881E-07    0.93157E-10
   249    0.53363E+04    0.22352E+01    0.00000E+00    0.61337E+02    0.40693E-07   -0.28088E-07    0.45206E-10
   250    0.53191E+04    0.23136E+01    0.00000E+00    0.62922E+02    0.40511E-07    0.00000E+00    0.00000E+00
   251    0.53014E+04    0.23941E+01    0.00000E+00    0.64499E+02    0.40332E-07    0.26241E-07   -0.42234E-10
   252    0.52831E+04    0.24768E+01    0.00000E+00    0.66066E+02    0.40153E-07    0.50646E-07   -0.81513E-10
   253    0.52645E+04    0.25615E+01    0.00000E+00    0.67620E+02    0.39976E-07    0.73263E-07   -0.11791E-09
   254    0.52453E+04    0.26486E+01    0.00000E+00    0.69163E+02    0.39800E-07    0.94140E-07   -0.15151E-09
   255    0.52255E+04    0.27377E+01    0.00000E+00    0.70694E+02    0.39625E-07    0.11332E-06   -0.18239E-09
   256    0.52053E+04    0.28292E+01    0.00000E+00    0.72214E+02    0.39451E-07    0.13086E-06   -0.21062E-09
   257    0.51847E+04    0.29227E+01    0.00000E+00    0.73713E+02    0.39279E-07    0.14681E-06   -0.23627E-09
   258    0.51636E+04    0.30185E+01    0.00000E+00    0.75205E+02    0.39108E-07    0.16120E-06   -0.25944E-09
   259    0.51420E+04    0.31165E+01    0.00000E+00    0.76675E+02    0.38938E-07    0.17409E-06   -0.28019E-09
   260    0.51200E+04    0.32166E+01    0.00000E+00    0.78138E+02    0.38769E-07    0.18553E-06   -0.29860E-09
   261    0.50975E+04    0.33189E+01    0.00000E+00    0.79571E+02    0.38601E-07    0.19556E-06   -0.31475E-09
   262    0.50745E+04    0.34235E+01    0.00000E+00    0.80997E+02    0.38435E-07    0.20424E-06   -0.32871E-09
   263    0.50514E+04    0.35302E+01    0.00000E+00    0.82409E+02    0.38269E-07    0.21161E-06   -0.34057E-09
   264    0.50276E+04    0.36391E+01    0.00000E+00    0.83798E+02    0.38105E-07    0.21771E-06   -0.35039E-09
   265    0.50033E+04    0.37501E+01    0.00000E+00    0.85158E+02    0.37942E-07    0.22260E-06   -0.35826E-09
   266    0.49788E+04    0.38635E+01    0.00000E+00    0.86510E+02    0.37781E-07    0.22632E-06   -0.36426E-09
   267    0.49537E+04    0.39788E+01    0.00000E+00    0.87834E+02    0.37620E-07    0.22893E-06   -0.36845E-09
   268    0.49283E+04    0.40964E+01    0.00000E+00    0.89142E+02    0.37460E-07    0.23046E-06   -0.37092E-09
   269    0.49023E+04    0.42161E+01    0.00000E+00    0.90429E+02    0.37302E-07    0.23098E-06   -0.37174E-09
   270    0.48761E+04    0.43379E+01    0.00000E+00    0.91693E+02    0.37144E-07    0.23051E-06   -0.37100E-09
   271    0.48494E+04    0.44618E+01    0.00000E+00    0.92936E+02    0.36988E-07    0.22912E-06   -0.36876E-09
   272    0.48226E+04    0.45880E+01    0.00000E+00    0.94149E+02    0.36833E-07    0.22685E-06   -0.36510E-09
   273    0.47953E+04    0.47159E+01    0.00000E+00    0.95348E+02    0.36678E-07    0.22375E-06   -0.36011E-09
   274    0.47677E+04    0.48462E+01    0.00000E+00    0.96510E+02    0.36525E-07    0.21986E-06   -0.35385E-09
   275    0.47397E+04    0.49783E+01    0.00000E+00    0.97657E+02    0.36373E-07    0.21524E-06   -0.34641E-09
   276    0.47115E+04    0.51124E+01    0.00000E+00    0.98768E+02    0.36222E-07    0.20993E-06   -0.33787E-09
   277    0.46829E+04    0.52486E+01    0.00000E+00    0.99864E+02    0.36072E-07    0.20398E-06   -0.32829E-09
   278    0.46540E+04    0.53867E+01    0.00000E+00    0.10092E+03    0.35923E-07    0.19743E-06   -0.31775E-09
   279    0.46249E+04    0.55268E+01    0.00000E+00    0.10195E+03    0.35775E-07    0.19034E-06   -0.30634E-09
   280    0.45954E+04    0.56687E+01    0.00000E+00    0.10297E+03    0.35627E-07    0.18275E-06   -0.29413E-09
   281    0.45658E+04    0.58127E+01    0.00000E+00    0.10395E+03    0.35481E-07    0.17471E-06   -0.28119E-09
   282    0.45358E+04    0.59582E+01    0.00000E+00    0.10490E+03    0.35336E-07    0.16627E-06   -0.26761E-09
   283    0.45056E+04    0.61057E+01    0.00000E+00    0.10582E+03    0.35192E-07    0.15748E-06   -0.25346E-09
   284    0.44751E+04    0.62551E+01    0.00000E+00    0.10671E+03    0.35049E-07    0.14838E-06   -0.23881E-09
   285    0.44445E+04    0.64062E+01    0.00000E+00    0.10757E+03    0.34906E-07    0.13902E-06   -0.22374E-09
   286    0.44136E+04    0.65591E+01    0.00000E+00    0.10840E+03    0.34765E-07    0.12945E-06   -0.20834E-09
   287    0.43824E+04    0.67136E+01    0.00000E+00    0.10920E+03    0.34624E-07    0.11972E-06   -0.19267E-09
   288    0.43511E+04    0.68698E+01    0.00000E+00    0.10997E+03    0.34485E-07    0.10987E-06   -0.17682E-09
   289    0.43196E+04    0.70276E+01    0.00000E+00    0.11070E+03    0.34346E-07    0.99947E-07   -0.16086E-09
   290    0.42879E+04    0.71868E+01    0.00000E+00    0.11141E+03    0.34208E-07    0.90009E-07   -0.14486E-09
   291    0.42561E+04    0.73483E+01    0.00000E+00    0.11208E+03    0.34071E-07    0.80098E-07   -0.12891E-09
   292    0.42238E+04    0.75108E+01    0.00000E+00    0.11272E+03    0.33935E-07    0.70262E-07   -0.11308E-09
   293    0.41917E+04    0.76741E+01    0.00000E+00    0.11332E+03    0.33800E-07    0.60549E-07   -0.97450E-10
   294    0.41593E+04    0.78395E+01    0.00000E+00    0.11390E+03    0.33665E-07    0.51006E-07   -0.82091E-10
   295    0.41270E+04    0.80057E+01    0.00000E+00    0.11443E+03    0.33532E-07    0.41681E-07   -0.67084E-10
   296    0.40944E+04    0.81741E+01    0.00000E+00    0.11493E+03    0.33399E-07    0.32623E-07   -0.52504E-10
   297    0.40617E+04    0.83425E+01    0.00000E+00    0.11541E+03    0.33267E-07    0.23878E-07   -0.38430E-10
   298    0.40287E+04    0.85131E+01    0.00000E+00    0.11584E+03    0.33136E-07    0.15494E-07   -0.24936E-10
   299    0.39958E+04    0.86851E+01    0.00000E+00    0.11623E+03    0.33006E-07    0.75185E-08   -0.12101E-10
   300    0.39628E+04    0.88571E+01    0.00000E+00    0.11659E+03    0.32876E-07    0.00000E+00    0.00000E+00
   301    0.39296E+04    0.90306E+01    0.00000E+00    0.11692E+03    0.32747E-07   -0.70244E-08    0.11305E-10
   302    0.38965E+04    0.92048E+01    0.00000E+00    0.11722E+03    0.32619E-07   -0.13557E-07    0.21820E-10
   303    0.38633E+04    0.93805E+01    0.00000E+00    0.11747E+03    0.32492E-07   -0.19612E-07    0.31564E-10
   304    0.38300E+04    0.95577E+01    0.00000E+00    0.11769E+03    0.32366E-07   -0.25200E-07    0.40558E-10
   305    0.37967E+04    0.97348E+01    0.00000E+00    0.11787E+03    0.32240E-07   -0.30336E-07    0.48824E-10
   306    0.37633E+04    0.99127E+01    0.00000E+00    0.11802E+03    0.32115E-07   -0.35031E-07    0.56381E-10
   307    0.37300E+04    0.10091E+02    0.00000E+00    0.11812E+03    0.31991E-07   -0.39299E-07    0.63250E-10
   308    0.36966E+04    0.10272E+02    0.00000E+00    0.11820E+03    0.31867E-07   -0.43152E-07    0.69451E-10
   309    0.36633E+04    0.10452E+02    0.00000E+00    0.11823E+03    0.31744E-07   -0.46604E-07    0.75007E-10
   310    0.36300E+04    0.10632E+02    0.00000E+00    0.11823E+03    0.31622E-07   -0.49667E-07    0.79936E-10
   311    0.35967E+04    0.10814E+02    0.00000E+00    0.11818E+03    0.31501E-07   -0.52353E-07    0.84259E-10
   312    0.35635E+04    0.10996E+02    0.00000E+00    0.11811E+03    0.31380E-07   -0.54676E-07    0.87998E-10
   313    0.35303E+04    0.11178E+02    0.00000E+00    0.11799E+03    0.31260E-07   -0.56648E-07    0.91172E-10
   314    0.34971E+04    0.11361E+02    0.00000E+00    0.11785E+03    0.31141E-07   -0.58283E-07    0.93803E-10
   315    0.34641E+04    0.11544E+02    0.00000E+00    0.11766E+03    0.31022E-07   -0.59592E-07    0.95910E-10
   316    0.34311E+04    0.11727E+02    0.00000E+00    0.11743E+03    0.30904E-07   -0.60590E-07    0.97515E-10
   317    0.33982E+04    0.11909E+02    0.00000E+00    0.11717E+03    0.30787E-07   -0.61287E-07    0.98639E-10
   318    0.33653E+04    0.12093E+02    0.00000E+00    0.11687E+03    0.30671E-07   -0.61699E-07    0.99300E-10
   319    0.33326E+04    0.12276E+02    0.00000E+00    0.11653E+03    0.30555E-07   -0.61836E-07    0.99521E-10
   320    0.33001E+04    0.12459E+02    0.00000E+00    0.11616E+03    0.30440E-07   -0.61712E-07    0.99322E-10
   321    0.32676E+04    0.12643E+02    0.00000E+00    0.11575E+03    0.30325E-07   -0.61340E-07    0.98723E-10
   322    0.32353E+04    0.12825E+02    0.00000E+00    0.11531E+03    0.30211E-07   -0.60733E-07    0.97746E-10
   323    0.32031E+04    0.13007E+02    0.00000E+00    0.11482E+03    0.30098E-07   -0.59902E-07    0.96409E-10
   324    0.31710E+04    0.13190E+02    0.00000E+00    0.11429E+03    0.29986E-07   -0.58862E-07    0.94735E-10
   325    0.31392E+04    0.13370E+02    0.00000E+00    0.11374E+03    0.29874E-07   -0.57625E-07    0.92744E-10
   326    0.31075E+04    0.13552E+02    0.00000E+00    0.11314E+03    0.29762E-07   -0.56203E-07    0.90456E-10
   327    0.30759E+04    0.13733E+02    0.00000E+00    0.11251E+03    0.29652E-07   -0.54610E-07    0.87892E-10
   328    0.30446E+04    0.13912E+02    0.00000E+00    0.11185E+03    0.29542E-07   -0.52858E-07    0.85072E-10
   329    0.30135E+04    0.14092E+02    0.00000E+00    0.11115E+03    0.29432E-07   -0.50960E-07    0.82017E-10
   330    0.29825E+04    0.14270E+02    0.00000E+00    0.11041E+03    0.29323E-07   -0.48929E-07    0.78748E-10
   331    0.29519E+04    0.14447E+02    0.00000E+00    0.10964E+03    0.29215E-07   -0.46777E-07    0.75285E-10
   332    0.29214E+04    0.14625E+02    0.00000E+00    0.10884E+03    0.29108E-07   -0.44518E-07    0.71649E-10
   333    0.28911E+04    0.14800E+02    0.00000E+00    0.10800E+03    0.29000E-07   -0.42163E-07    0.67859E-10
   334    0.28611E+04    0.14976E+02    0.00000E+00    0.10713E+03    0.28894E-07   -0.39727E-07    0.63938E-10
   335    0.28312E+04    0.15149E+02    0.00000E+00    0.10622E+03    0.28788E-07   -0.37221E-07    0.59905E-10
   336    0.28017E+04    0.15321E+02    0.00000E+00    0.10528E+03    0.28683E-07   -0.34659E-07    0.55781E-10
   337    0.27724E+04    0.15492E+02    0.00000E+00    0.10429E+03    0.28578E-07   -0.32053E-07    0.51587E-10
   338    0.27433E+04    0.15662E+02    0.00000E+00    0.10329E+03    0.28474E-07   -0.29416E-07    0.47343E-10
   339    0.27147E+04    0.15831E+02    0.00000E+00    0.10224E+03    0.28371E-07   -0.26760E-07    0.43069E-10
   340    0.26862E+04    0.15998E+02    0.00000E+00    0.10118E+03    0.28268E-07   -0.24099E-07    0.38787E-10
   341    0.26579E+04    0.16163E+02    0.00000E+00    0.10007E+03    0.28165E-07   -0.21446E-07    0.34516E-10
   342    0.26301E+04    0.16328E+02    0.00000E+00    0.98929E+02    0.28063E-07   -0.18812E-07    0.30278E-10
   343    0.26025E+04    0.16490E+02    0.00000E+00    0.97761E+02    0.27962E-07   -0.16212E-07    0.26092E-10
   344    0.25752E+04    0.16651E+02    0.00000E+00    0.96563E+02    0.27861E-07   -0.13657E-07    0.21980E-10
   345    0.25482E+04    0.16810E+02    0.00000E+00    0.95336E+02    0.27761E-07   -0.11160E-07    0.17962E-10
   346    0.25216E+04    0.16967E+02    0.00000E+00    0.94086E+02    0.27661E-07   -0.87349E-08    0.14058E-10
   347    0.24952E+04    0.17122E+02    0.00000E+00    0.92800E+02    0.27562E-07   -0.63933E-08    0.10290E-10
   348    0.24692E+04    0.17275E+02    0.00000E+00    0.91484E+02    0.27463E-07   -0.41485E-08    0.66768E-11
   349    0.24435E+04    0.17426E+02    0.00000E+00    0.90138E+02    0.27365E-07   -0.20131E-08    0.32400E-11
   350    0.24182E+04    0.17575E+02    0.00000E+00    0.88770E+02    0.27267E-07    0.00000E+00    0.00000E+00
   351    0.23933E+04    0.17722E+02    0.00000E+00    0.87373E+02    0.27170E-07    0.18808E-08   -0.30271E-11
   352    0.23687E+04    0.17866E+02    0.00000E+00    0.85946E+02    0.27073E-07    0.36301E-08   -0.58425E-11
   353    0.23444E+04    0.18008E+02    0.00000E+00    0.84504E+02    0.26976E-07    0.52513E-08   -0.84516E-11
   354    0.23204E+04    0.18148E+02    0.00000E+00    0.83026E+02    0.26881E-07    0.67477E-08   -0.10860E-10
   355    0.22969E+04    0.18285E+02    0.00000E+00    0.81525E+02    0.26785E-07    0.81228E-08   -0.13073E-10
   356    0.22738E+04    0.18421E+02    0.00000E+00    0.80009E+02    0.26691E-07    0.93801E-08   -0.15097E-10
   357    0.22510E+04    0.18553E+02    0.00000E+00    0.78463E+02    0.26596E-07    0.10523E-07   -0.16936E-10
   358    0.22286E+04    0.18682E+02    0.00000E+00    0.76903E+02    0.26502E-07    0.11555E-07   -0.18597E-10
   359    0.22066E+04    0.18808E+02    0.00000E+00    0.75313E+02    0.26409E-07    0.12479E-07   -0.20084E-10
   360    0.21849E+04    0.18933E+02    0.00000E+00    0.73705E+02    0.26316E-07    0.13299E-07   -0.21404E-10
   361    0.21637E+04    0.19054E+02    0.00000E+00    0.72073E+02    0.26224E-07    0.14019E-07   -0.22562E-10
   362    0.21429E+04    0.19173E+02    0.00000E+00    0.70421E+02    0.26132E-07    0.14641E-07   -0.23563E-10
   363    0.21224E+04    0.19289E+02    0.00000E+00    0.68752E+02    0.26040E-07    0.15169E-07   -0.24413E-10
   364    0.21024E+04    0.19402E+02    0.00000E+00    0.67061E+02    0.25949E-07    0.15607E-07   -0.25118E-10
   365    0.20827E+04    0.19511E+02    0.00000E+00    0.65354E+02    0.25858E-07    0.15957E-07   -0.25682E-10
   366    0.20635E+04    0.19618E+02    0.00000E+00    0.63629E+02    0.25768E-07    0.16224E-07   -0.26112E-10
   367    0.20448E+04    0.19721E+02    0.00000E+00    0.61887E+02    0.25678E-07    0.16411E-07   -0.26413E-10
   368    0.20263E+04    0.19821E+02    0.00000E+00    0.60130E+02    0.25589E-07    0.16522E-07   -0.26590E-10
   369    0.20084E+04    0.19919E+02    0.00000E+00    0.58356E+02    0.25500E-07    0.16558E-07   -0.26650E-10
   370    0.19909E+04    0.20013E+02    0.00000E+00    0.56570E+02    0.25412E-07    0.16525E-07   -0.26596E-10
   371    0.19737E+04    0.20103E+02    0.00000E+00    0.54769E+02    0.25324E-07    0.16426E-07   -0.26436E-10
   372    0.19570E+04    0.20190E+02    0.00000E+00    0.52956E+02    0.25236E-07    0.16263E-07   -0.26175E-10
   373    0.19407E+04    0.20274E+02    0.00000E+00    0.51128E+02    0.25149E-07    0.16041E-07   -0.25817E-10
   374    0.19249E+04    0.20355E+02    0.00000E+00    0.49291E+02    0.25063E-07    0.15762E-07   -0.25369E-10
   375    0.19094E+04    0.20432E+02    0.00000E+00    0.47442E+02    0.24976E-07    0.15431E-07   -0.24835E-10
   376    0.18945E+04    0.20506E+02    0.00000E+00    0.45583E+02    0.24891E-07    0.15050E-07   -0.24223E-10
   377    0.18800E+04    0.20576E+02    0.00000E+00    0.43717E+02    0.24805E-07    0.14624E-07   -0.23536E-10
   378    0.18658E+04    0.20642E+02    0.00000E+00    0.41839E+02    0.24720E-07    0.14155E-07   -0.22781E-10
   379    0.18521E+04    0.20705E+02    0.00000E+00    0.39956E+02    0.24636E-07    0.13646E-07   -0.21963E-10
   380    0.18389E+04    0.20766E+02    0.00000E+00    0.38064E+02    0.24551E-07    0.13103E-07   -0.21088E-10
   381    0.18261E+04    0.20820E+02    0.00000E+00    0.36167E+02    0.24468E-07    0.12526E-07   -0.20161E-10
   382    0.18137E+04    0.20872E+02    0.00000E+00    0.34265E+02    0.24384E-07    0.11921E-07   -0.19187E-10
   383    0.18017E+04    0.20920E+02    0.00000E+00    0.32356E+02    0.24301E-07    0.11291E-07   -0.18172E-10
   384    0.17903E+04    0.20964E+02    0.00000E+00    0.30445E+02    0.24219E-07    0.10639E-07   -0.17122E-10
   385    0.17792E+04    0.21005E+02    0.00000E+00    0.28531E+02    0.24137E-07    0.99676E-08   -0.16042E-10
   386    0.17686E+04    0.21042E+02    0.00000E+00    0.26614E+02    0.24055E-07    0.92815E-08   -0.14938E-10
   387    0.17583E+04    0.21075E+02    0.00000E+00    0.24695E+02    0.23974E-07    0.85836E-08   -0.13815E-10
   388    0.17485E+04    0.21104E+02    0.00000E+00    0.22777E+02    0.23893E-07    0.78774E-08   -0.12678E-10
   389    0.17392E+04    0.21127E+02    0.00000E+00    0.20857E+02    0.23812E-07    0.71663E-08   -0.11534E-10
   390    0.17303E+04    0.21150E+02    0.00000E+00    0.18940E+02    0.23732E-07    0.64538E-08   -0.10387E-10
   391    0.17218E+04    0.21167E+02    0.00000E+00    0.17023E+02    0.23652E-07    0.57432E-08   -0.92433E-11
   392    0.17137E+04    0.21182E+02    0.00000E+00    0.15109E+02    0.23572E-07    0.50380E-08   -0.81083E-11
   393    0.17061E+04    0.21192E+02    0.00000E+00    0.13198E+02    0.23493E-07    0.43416E-08   -0.69875E-11
   394    0.16989E+04    0.21199E+02    0.00000E+00    0.11292E+02    0.23415E-07    0.36573E-08   -0.58863E-11
   395    0.16920E+04    0.21201E+02    0.00000E+00    0.93887E+01    0.23336E-07    0.29888E-08   -0.48102E-11
   396    0.16857E+04    0.21199E+02    0.00000E+00    0.74924E+01    0.23258E-07    0.23392E-08   -0.37648E-11
   397    0.16797E+04    0.21194E+02    0.00000E+00    0.56016E+01    0.23181E-07    0.17122E-08   -0.27556E-11
   398    0.16742E+04    0.21185E+02    0.00000E+00    0.37176E+01    0.23103E-07    0.11110E-08   -0.17881E-11
   399    0.16690E+04    0.21172E+02    0.00000E+00    0.18412E+01    0.23026E-07    0.53913E-09   -0.86770E-12
   400    0.16642E+04    0.21155E+02    0.00000E+00   -0.26624E-01    0.22950E-07    0.00000E+00    0.00000E+00
   401    0.16599E+04    0.21134E+02    0.00000E+00   -0.18853E+01    0.22874E-07   -0.50370E-09    0.81068E-12
   402    0.16560E+04    0.21108E+02    0.00000E+00   -0.37340E+01    0.22798E-07   -0.97218E-09    0.15647E-11
   403    0.16525E+04    0.21080E+02    0.00000E+00   -0.55721E+01    0.22722E-07   -0.14063E-08    0.22634E-11
   404    0.16494E+04    0.21047E+02    0.00000E+00   -0.73980E+01    0.22647E-07   -0.18071E-08    0.29084E-11
   405    0.16466E+04    0.21010E+02    0.00000E+00   -0.92126E+01    0.22572E-07   -0.21754E-08    0.35011E-11
   406    0.16442E+04    0.20970E+02    0.00000E+00   -0.11014E+02    0.22498E-07   -0.25121E-08    0.40431E-11
   407    0.16423E+04    0.20925E+02    0.00000E+00   -0.12802E+02    0.22424E-07   -0.28182E-08    0.45357E-11
   408    0.16407E+04    0.20877E+02    0.00000E+00   -0.14575E+02    0.22350E-07   -0.30945E-08    0.49805E-11
   409    0.16395E+04    0.20826E+02    0.00000E+00   -0.16333E+02    0.22276E-07   -0.33421E-08    0.53789E-11
   410    0.16387E+04    0.20770E+02    0.00000E+00   -0.18076E+02    0.22203E-07   -0.35617E-08    0.57324E-11
   411    0.16383E+04    0.20711E+02    0.00000E+00   -0.19802E+02    0.22130E-07   -0.37544E-08    0.60425E-11
   412    0.16382E+04    0.20648E+02    0.00000E+00   -0.21511E+02    0.22058E-07   -0.39210E-08    0.63106E-11
   413    0.16384E+04    0.20582E+02    0.00000E+00   -0.23202E+02    0.21986E-07   -0.40625E-08    0.65383E-11
   414    0.16390E+04    0.20512E+02    0.00000E+00   -0.24875E+02    0.21914E-07   -0.41797E-08    0.67270E-11
   415    0.16400E+04    0.20439E+02    0.00000E+00   -0.26528E+02    0.21842E-07   -0.42736E-08    0.68782E-11
   416    0.16413E+04    0.20361E+02    0.00000E+00   -0.28162E+02    0.21771E-07   -0.43452E-08    0.69933E-11
   417    0.16429E+04    0.20281E+02    0.00000E+00   -0.29777E+02    0.21700E-07   -0.43953E-08    0.70739E-11
   418    0.16449E+04    0.20195E+02    0.00000E+00   -0.31370E+02    0.21630E-07   -0.44248E-08    0.71214E-11
   419    0.16473E+04    0.20108E+02    0.00000E+00   -0.32940E+02    0.21560E-07   -0.44347E-08    0.71373E-11
   420    0.16499E+04    0.20017E+02    0.00000E+00   -0.34489E+02    0.21490E-07   -0.44258E-08    0.71231E-11
   421    0.16529E+04    0.19923E+02    0.00000E+00   -0.36015E+02    0.21420E-07   -0.43991E-08    0.70802E-11
   422    0.16562E+04    0.19825E+02    0.00000E+00   -0.37518E+02    0.21351E-07   -0.43556E-08    0.70101E-11
   423    0.16598E+04    0.19723E+02    0.00000E+00   -0.38997E+02    0.21282E-07   -0.42961E-08    0.69143E-11
   424    0.16636E+04    0.19618E+02    0.00000E+00   -0.40452E+02    0.21213E-07   -0.42215E-08    0.67943E-11
   425    0.16678E+04    0.19510E+02    0.00000E+00   -0.41880E+02    0.21145E-07   -0.41328E-08    0.66515E-11
   426    0.16724E+04    0.19400E+02    0.00000E+00   -0.43283E+02    0.21077E-07   -0.40309E-08    0.64875E-11
   427    0.16771E+04    0.19285E+02    0.00000E+00   -0.44662E+02    0.21009E-07   -0.39166E-08    0.63036E-11
   428    0.16821E+04    0.19168E+02    0.00000E+00   -0.46012E+02    0.20941E-07   -0.37910E-08    0.61014E-11
   429    0.16874E+04    0.19048E+02    0.00000E+00   -0.47336E+02    0.20874E-07   -0.36549E-08    0.58823E-11
   430    0.16930E+04    0.18926E+02    0.00000E+00   -0.48632E+02    0.20807E-07   -0.35092E-08    0.56479E-11
   431    0.16989E+04    0.18800E+02    0.00000E+00   -0.49900E+02    0.20741E-07   -0.33549E-08    0.53995E-11
   432    0.17049E+04    0.18671E+02    0.00000E+00   -0.51141E+02    0.20675E-07   -0.31929E-08    0.51388E-11
   433    0.17113E+04    0.18540E+02    0.00000E+00   -0.52351E+02    0.20609E-07   -0.30241E-08    0.48670E-11
   434    0.17178E+04    0.18406E+02    0.00000E+00   -0.53534E+02    0.20543E-07   -0.28493E-08    0.45858E-11
   435    0.17246E+04    0.18270E+02    0.00000E+00   -0.54686E+02    0.20478E-07   -0.26696E-08    0.42966E-11
   436    0.17317E+04    0.18132E+02    0.00000E+00   -0.55809E+02    0.20413E-07   -0.24859E-08    0.40008E-11
   437    0.17390E+04    0.17990E+02    0.00000E+00   -0.56901E+02    0.20348E-07   -0.22989E-08    0.37000E-11
   438    0.17464E+04    0.17846E+02    0.00000E+00   -0.57961E+02    0.20283E-07   -0.21098E-08    0.33956E-11
   439    0.17541E+04    0.17701E+02    0.00000E+00   -0.58991E+02    0.20219E-07   -0.19194E-08    0.30891E-11
   440    0.17620E+04    0.17552E+02    0.00000E+00   -0.59989E+02    0.20155E-07   -0.17285E-08    0.27820E-11
   441    0.17702E+04    0.17402E+02    0.00000E+00   -0.60956E+02    0.20092E-07   -0.15382E-08    0.24757E-11
   442    0.17784E+04    0.17249E+02    0.00000E+00   -0.61891E+02    0.20028E-07   -0.13493E-08    0.21717E-11
   443    0.17869E+04    0.17094E+02    0.00000E+00   -0.62793E+02    0.19965E-07   -0.11628E-08    0.18715E-11
   444    0.17955E+04    0.16938E+02    0.00000E+00   -0.63662E+02    0.19902E-07   -0.97956E-09    0.15765E-11
   445    0.18043E+04    0.16779E+02    0.00000E+00   -0.64498E+02    0.19840E-07   -0.80049E-09    0.12883E-11
   446    0.18132E+04    0.16619E+02    0.00000E+00   -0.65300E+02    0.19777E-07   -0.62653E-09    0.10084E-11
   447    0.18224E+04    0.16458E+02    0.00000E+00   -0.66070E+02    0.19715E-07   -0.45858E-09    0.73806E-12
   448    0.18316E+04    0.16294E+02    0.00000E+00   -0.66807E+02    0.19654E-07   -0.29756E-09    0.47891E-12
   449    0.18410E+04    0.16129E+02    0.00000E+00   -0.67508E+02    0.19592E-07   -0.14440E-09    0.23240E-12
   450    0.18506E+04    0.15963E+02    0.00000E+00   -0.68177E+02    0.19531E-07    0.00000E+00    0.00000E+00
   451    0.18602E+04    0.15795E+02    0.00000E+00   -0.68811E+02    0.19470E-07    0.13491E-09   -0.21713E-12
   452    0.18700E+04    0.15626E+02    0.00000E+00   -0.69412E+02    0.19409E-07    0.26039E-09   -0.41908E-12
