#    L    TT             EE             TE             PP             TP          
   320    0.33000E+04    0.12459E+02    0.11616E+03    0.14113E+07   -0.10516E+01
   321    0.32675E+04    0.12642E+02    0.11575E+03    0.14060E+07   -0.10453E+01
   322    0.32352E+04    0.12825E+02    0.11530E+03    0.14008E+07   -0.10349E+01
   323    0.32030E+04    0.13007E+02    0.11482E+03    0.13955E+07   -0.10208E+01
   324    0.31710E+04    0.13190E+02    0.11429E+03    0.13903E+07   -0.10031E+01
   325    0.31392E+04    0.13370E+02    0.11374E+03    0.13852E+07   -0.98202E+00
   326    0.31074E+04    0.13552E+02    0.11314E+03    0.13800E+07   -0.95781E+00
   327    0.30759E+04    0.13733E+02    0.11251E+03    0.13749E+07   -0.93067E+00
   328    0.30446E+04    0.13912E+02    0.11185E+03    0.13698E+07   -0.90082E+00
   329    0.30134E+04    0.14092E+02    0.11115E+03    0.13648E+07   -0.86849E+00
   330    0.29825E+04    0.14270E+02    0.11040E+03    0.13598E+07   -0.83388E+00
   331    0.29518E+04    0.14447E+02    0.10963E+03    0.13548E+07   -0.79722E+00
   332    0.29213E+04    0.14624E+02    0.10883E+03    0.13498E+07   -0.75873E+00
   333    0.28910E+04    0.14800E+02    0.10800E+03    0.13449E+07   -0.71861E+00
   334    0.28610E+04    0.14976E+02    0.10712E+03    0.13399E+07   -0.67709E+00
   335    0.28312E+04    0.15148E+02    0.10621E+03    0.13350E+07   -0.63440E+00
   336    0.28016E+04    0.15321E+02    0.10527E+03    0.13302E+07   -0.59073E+00
   337    0.27723E+04    0.15492E+02    0.10429E+03    0.13253E+07   -0.54632E+00
   338    0.27433E+04    0.15662E+02    0.10328E+03    0.13205E+07   -0.50138E+00
   339    0.27146E+04    0.15831E+02    0.10224E+03    0.13158E+07   -0.45613E+00
   340    0.26861E+04    0.15998E+02    0.10118E+03    0.13110E+07   -0.41078E+00
   341    0.26579E+04    0.16163E+02    0.10007E+03    0.13063E+07   -0.36555E+00
   342    0.26300E+04    0.16328E+02    0.98927E+02    0.13015E+07   -0.32067E+00
   343    0.26024E+04    0.16490E+02    0.97759E+02    0.12969E+07   -0.27634E+00
   344    0.25752E+04    0.16651E+02    0.96561E+02    0.12922E+07   -0.23279E+00
   345    0.25482E+04    0.16810E+02    0.95333E+02    0.12876E+07   -0.19024E+00
   346    0.25215E+04    0.16967E+02    0.94084E+02    0.12830E+07   -0.14890E+00
   347    0.24952E+04    0.17122E+02    0.92797E+02    0.12784E+07   -0.10898E+00
   348    0.24692E+04    0.17275E+02    0.91481E+02    0.12738E+07   -0.70719E-01
   349    0.24435E+04    0.17426E+02    0.90136E+02    0.12693E+07   -0.34318E-01
   350    0.24181E+04    0.17575E+02    0.88768E+02    0.12647E+07    0.00000E+00
   351    0.23933E+04    0.17721E+02    0.87371E+02    0.12603E+07    0.32064E-01
   352    0.23686E+04    0.17866E+02    0.85944E+02    0.12558E+07    0.61885E-01
   353    0.23444E+04    0.18008E+02    0.84502E+02    0.12513E+07    0.89523E-01
   354    0.23204E+04    0.18148E+02    0.83023E+02    0.12469E+07    0.11504E+00
   355    0.22969E+04    0.18285E+02    0.81522E+02    0.12425E+07    0.13848E+00
   356    0.22737E+04    0.18421E+02    0.80007E+02    0.12381E+07    0.15992E+00
   357    0.22509E+04    0.18553E+02    0.78461E+02    0.12338E+07    0.17940E+00
   358    0.22286E+04    0.18682E+02    0.76901E+02    0.12294E+07    0.19700E+00
   359    0.22065E+04    0.18808E+02    0.75311E+02    0.12251E+07    0.21276E+00
   360    0.21849E+04    0.18933E+02    0.73702E+02    0.12208E+07    0.22674E+00
   361    0.21636E+04    0.19054E+02    0.72071E+02    0.12165E+07    0.23901E+00
   362    0.21428E+04    0.19173E+02    0.70419E+02    0.12123E+07    0.24962E+00
   363    0.21224E+04    0.19289E+02    0.68750E+02    0.12080E+07    0.25863E+00
   364    0.21024E+04    0.19401E+02    0.67059E+02    0.12038E+07    0.26609E+00
   365    0.20827E+04    0.19511E+02    0.65352E+02    0.11996E+07    0.27208E+00
   366    0.20635E+04    0.19618E+02    0.63627E+02    0.11955E+07    0.27663E+00
   367    0.20447E+04    0.19721E+02    0.61885E+02    0.11913E+07    0.27982E+00
   368    0.20263E+04    0.19821E+02    0.60128E+02    0.11872E+07    0.28170E+00
   369    0.20084E+04    0.19919E+02    0.58354E+02    0.11831E+07    0.28234E+00
   370    0.19908E+04    0.20013E+02    0.56568E+02    0.11790E+07    0.28178E+00
   371    0.19737E+04    0.20103E+02    0.54767E+02    0.11749E+07    0.28008E+00
   372    0.19570E+04    0.20190E+02    0.52954E+02    0.11709E+07    0.27731E+00
   373    0.19407E+04    0.20274E+02    0.51126E+02    0.11669E+07    0.27352E+00
   374    0.19249E+04    0.20355E+02    0.49289E+02    0.11628E+07    0.26878E+00
   375    0.19094E+04    0.20432E+02    0.47440E+02    0.11589E+07    0.26313E+00
   376    0.18944E+04    0.20506E+02    0.45581E+02    0.11549E+07    0.25664E+00
   377    0.18799E+04    0.20576E+02    0.43715E+02    0.11509E+07    0.24937E+00
   378    0.18658E+04    0.20642E+02    0.41837E+02    0.11470E+07    0.24137E+00
   379    0.18521E+04    0.20705E+02    0.39954E+02    0.11431E+07    0.23271E+00
   380    0.18389E+04    0.20766E+02    0.38062E+02    0.11392E+07    0.22344E+00
   381    0.18261E+04    0.20819E+02    0.36165E+02    0.11353E+07    0.21361E+00
   382    0.18136E+04    0.20872E+02    0.34263E+02    0.11315E+07    0.20330E+00
   383    0.18017E+04    0.20920E+02    0.32354E+02    0.11276E+07    0.19255E+00
   384    0.17903E+04    0.20963E+02    0.30444E+02    0.11238E+07    0.18143E+00
   385    0.17792E+04    0.21005E+02    0.28529E+02    0.11200E+07    0.16999E+00
   386    0.17685E+04    0.21042E+02    0.26612E+02    0.11162E+07    0.15829E+00
   387    0.17583E+04    0.21075E+02    0.24694E+02    0.11125E+07    0.14639E+00
   388    0.17485E+04    0.21104E+02    0.22775E+02    0.11087E+07    0.13434E+00
   389    0.17391E+04    0.21127E+02    0.20856E+02    0.11050E+07    0.12222E+00
   390    0.17302E+04    0.21149E+02    0.18938E+02    0.11013E+07    0.11007E+00
   391    0.17218E+04    0.21167E+02    0.17021E+02    0.10976E+07    0.97949E-01
   392    0.17137E+04    0.21182E+02    0.15108E+02    0.10939E+07    0.85923E-01
   393    0.17061E+04    0.21192E+02    0.13197E+02    0.10902E+07    0.74046E-01
   394    0.16989E+04    0.21199E+02    0.11290E+02    0.10866E+07    0.62377E-01
   395    0.16920E+04    0.21201E+02    0.93871E+01    0.10830E+07    0.50975E-01
   396    0.16857E+04    0.21199E+02    0.74908E+01    0.10794E+07    0.39897E-01
   397    0.16797E+04    0.21194E+02    0.56000E+01    0.10758E+07    0.29202E-01
   398    0.16741E+04    0.21185E+02    0.37160E+01    0.10722E+07    0.18949E-01
   399    0.16690E+04    0.21171E+02    0.18397E+01    0.10686E+07    0.91955E-02
   400    0.16642E+04    0.21155E+02   -0.28127E-01    0.10651E+07    0.00000E+00
   401    0.16599E+04    0.21134E+02   -0.18868E+01    0.10616E+07   -0.85914E-02
   402    0.16560E+04    0.21108E+02   -0.37355E+01    0.10581E+07   -0.16582E-01
   403    0.16525E+04    0.21080E+02   -0.55736E+01    0.10546E+07   -0.23988E-01
   404    0.16493E+04    0.21047E+02   -0.73994E+01    0.10511E+07   -0.30824E-01
   405    0.16466E+04    0.21010E+02   -0.92140E+01    0.10476E+07   -0.37106E-01
   406    0.16442E+04    0.20969E+02   -0.11015E+02    0.10442E+07   -0.42850E-01
   407    0.16423E+04    0.20925E+02   -0.12804E+02    0.10407E+07   -0.48071E-01
   408    0.16407E+04    0.20877E+02   -0.14576E+02    0.10373E+07   -0.52785E-01
   409    0.16395E+04    0.20826E+02   -0.16334E+02    0.10339E+07   -0.57008E-01
   410    0.16387E+04    0.20770E+02   -0.18077E+02    0.10305E+07   -0.60755E-01
   411    0.16383E+04    0.20711E+02   -0.19803E+02    0.10272E+07   -0.64042E-01
   412    0.16382E+04    0.20648E+02   -0.21512E+02    0.10238E+07   -0.66885E-01
   413    0.16384E+04    0.20581E+02   -0.23203E+02    0.10205E+07   -0.69299E-01
   414    0.16390E+04    0.20511E+02   -0.24877E+02    0.10172E+07   -0.71299E-01
   415    0.16400E+04    0.20438E+02   -0.26529E+02    0.10138E+07   -0.72902E-01
   416    0.16413E+04    0.20361E+02   -0.28164E+02    0.10106E+07   -0.74124E-01
   417    0.16429E+04    0.20281E+02   -0.29778E+02    0.10073E+07   -0.74978E-01
   418    0.16449E+04    0.20195E+02   -0.31371E+02    0.10040E+07   -0.75483E-01
   419    0.16472E+04    0.20108E+02   -0.32941E+02    0.10008E+07   -0.75652E-01
   420    0.16499E+04    0.20017E+02   -0.34490E+02    0.99752E+06   -0.75501E-01
   421    0.16529E+04    0.19923E+02   -0.36016E+02    0.99430E+06   -0.75047E-01
   422    0.16562E+04    0.19825E+02   -0.37519E+02    0.99109E+06   -0.74305E-01
   423    0.16598E+04    0.19723E+02   -0.38998E+02    0.98790E+06   -0.73290E-01
   424    0.16636E+04    0.19618E+02   -0.40453E+02    0.98472E+06   -0.72019E-01
   425    0.16678E+04    0.19510E+02   -0.41881E+02    0.98156E+06   -0.70506E-01
   426    0.16723E+04    0.19400E+02   -0.43285E+02    0.97841E+06   -0.68767E-01
   427    0.16771E+04    0.19285E+02   -0.44663E+02    0.97527E+06   -0.66819E-01
   428    0.16821E+04    0.19168E+02   -0.46013E+02    0.97215E+06   -0.64676E-01
   429    0.16874E+04    0.19048E+02   -0.47337E+02    0.96904E+06   -0.62355E-01
   430    0.16930E+04    0.18926E+02   -0.48633E+02    0.96595E+06   -0.59870E-01
   431    0.16989E+04    0.18800E+02   -0.49902E+02    0.96287E+06   -0.57238E-01
   432    0.17049E+04    0.18671E+02   -0.51142E+02    0.95980E+06   -0.54474E-01
   433    0.17113E+04    0.18540E+02   -0.52352E+02    0.95675E+06   -0.51594E-01
   434    0.17178E+04    0.18406E+02   -0.53535E+02    0.95371E+06   -0.48613E-01
   435    0.17246E+04    0.18270E+02   -0.54687E+02    0.95068E+06   -0.45548E-01
   436    0.17317E+04    0.18132E+02   -0.55810E+02    0.94767E+06   -0.42413E-01
   437    0.17389E+04    0.17990E+02   -0.56902E+02    0.94467E+06   -0.39224E-01
   438    0.17464E+04    0.17846E+02   -0.57962E+02    0.94168E+06   -0.35997E-01
   439    0.17541E+04    0.17701E+02   -0.58992E+02    0.93871E+06   -0.32748E-01
   440    0.17620E+04    0.17552E+02   -0.59990E+02    0.93575E+06   -0.29492E-01
   441    0.17702E+04    0.17402E+02   -0.60957E+02    0.93280E+06   -0.26245E-01
   442    0.17784E+04    0.17249E+02   -0.61892E+02    0.92987E+06   -0.23023E-01
   443    0.17869E+04    0.17094E+02   -0.62794E+02    0.92694E+06   -0.19841E-01
   444    0.17955E+04    0.16938E+02   -0.63663E+02    0.92404E+06   -0.16714E-01
   445    0.18043E+04    0.16779E+02   -0.64499E+02    0.92114E+06   -0.13659E-01
   446    0.18132E+04    0.16619E+02   -0.65301E+02    0.91825E+06   -0.10690E-01
   447    0.18223E+04    0.16458E+02   -0.66071E+02    0.91538E+06   -0.78247E-02
   448    0.18315E+04    0.16294E+02   -0.66808E+02    0.91252E+06   -0.50774E-02
   449    0.18410E+04    0.16129E+02   -0.67509E+02    0.90968E+06   -0.24639E-02
   450    0.18506E+04    0.15963E+02   -0.68178E+02    0.90684E+06    0.00000E+00
   451    0.18602E+04    0.15795E+02   -0.68812E+02    0.90402E+06    0.23021E-02
   452    0.18700E+04    0.15626E+02   -0.69413E+02    0.90121E+06    0.44431E-02
   453    0.18799E+04    0.15456E+02   -0.69979E+02    0.89841E+06    0.64274E-02
   454    0.18899E+04    0.15285E+02   -0.70512E+02    0.89563E+06    0.82591E-02
   455    0.18999E+04    0.15113E+02   -0.71011E+02    0.89285E+06    0.99424E-02
   456    0.19102E+04    0.14940E+02   -0.71470E+02    0.89009E+06    0.11481E-01
   457    0.19204E+04    0.14766E+02   -0.71902E+02    0.88734E+06    0.12881E-01
   458    0.19308E+04    0.14592E+02   -0.72290E+02    0.88460E+06    0.14144E-01
   459    0.19413E+04    0.14417E+02   -0.72649E+02    0.88187E+06    0.15275E-01
   460    0.19518E+04    0.14241E+02   -0.72972E+02    0.87916E+06    0.16279E-01
   461    0.19623E+04    0.14065E+02   -0.73261E+02    0.87645E+06    0.17160E-01
   462    0.19729E+04    0.13888E+02   -0.73510E+02    0.87376E+06    0.17922E-01
   463    0.19835E+04    0.13712E+02   -0.73737E+02    0.87108E+06    0.18569E-01
   464    0.19942E+04    0.13536E+02   -0.73912E+02    0.86841E+06    0.19105E-01
   465    0.20048E+04    0.13359E+02   -0.74066E+02    0.86576E+06    0.19534E-01
   466    0.20155E+04    0.13182E+02   -0.74175E+02    0.86311E+06    0.19861E-01
   467    0.20263E+04    0.13006E+02   -0.74255E+02    0.86047E+06    0.20090E-01
   468    0.20370E+04    0.12830E+02   -0.74298E+02    0.85785E+06    0.20225E-01
   469    0.20477E+04    0.12653E+02   -0.74312E+02    0.85524E+06    0.20271E-01
   470    0.20586E+04    0.12478E+02   -0.74289E+02    0.85264E+06    0.20231E-01
   471    0.20691E+04    0.12304E+02   -0.74229E+02    0.85005E+06    0.20109E-01
   472    0.20799E+04    0.12130E+02   -0.74140E+02    0.84747E+06    0.19910E-01
   473    0.20906E+04    0.11956E+02   -0.74013E+02    0.84490E+06    0.19638E-01
   474    0.21013E+04    0.11784E+02   -0.73858E+02    0.84234E+06    0.19297E-01
   475    0.21119E+04    0.11612E+02   -0.73665E+02    0.83980E+06    0.18892E-01
   476    0.21225E+04    0.11442E+02   -0.73437E+02    0.83726E+06    0.18426E-01
   477    0.21330E+04    0.11273E+02   -0.73185E+02    0.83474E+06    0.17904E-01
   478    0.21435E+04    0.11104E+02   -0.72889E+02    0.83222E+06    0.17330E-01
   479    0.21539E+04    0.10937E+02   -0.72573E+02    0.82972E+06    0.16708E-01
   480    0.21642E+04    0.10772E+02   -0.72219E+02    0.82723E+06    0.16042E-01
   481    0.21745E+04    0.10608E+02   -0.71830E+02    0.82475E+06    0.15337E-01
   482    0.21848E+04    0.10446E+02   -0.71413E+02    0.82228E+06    0.14596E-01
   483    0.21949E+04    0.10285E+02   -0.70968E+02    0.81982E+06    0.13825E-01
   484    0.22048E+04    0.10127E+02   -0.70491E+02    0.81737E+06    0.13026E-01
   485    0.22148E+04    0.99700E+01   -0.69983E+02    0.81493E+06    0.12204E-01
   486    0.22247E+04    0.98157E+01   -0.69445E+02    0.81250E+06    0.11364E-01
   487    0.22344E+04    0.96636E+01   -0.68879E+02    0.81008E+06    0.10510E-01
   488    0.22440E+04    0.95128E+01   -0.68283E+02    0.80767E+06    0.96455E-02
   489    0.22535E+04    0.93648E+01   -0.67658E+02    0.80527E+06    0.87749E-02
   490    0.22629E+04    0.92197E+01   -0.67004E+02    0.80288E+06    0.79025E-02
   491    0.22721E+04    0.90766E+01   -0.66325E+02    0.80051E+06    0.70325E-02
   492    0.22812E+04    0.89363E+01   -0.65618E+02    0.79814E+06    0.61690E-02
   493    0.22903E+04    0.87974E+01   -0.64883E+02    0.79578E+06    0.53163E-02
   494    0.22991E+04    0.86628E+01   -0.64123E+02    0.79343E+06    0.44785E-02
   495    0.23078E+04    0.85302E+01   -0.63337E+02    0.79109E+06    0.36598E-02
   496    0.23163E+04    0.84012E+01   -0.62526E+02    0.78876E+06    0.28645E-02
   497    0.23247E+04    0.82749E+01   -0.61690E+02    0.78645E+06    0.20966E-02
   498    0.23329E+04    0.81508E+01   -0.60831E+02    0.78414E+06    0.13605E-02
   499    0.23411E+04    0.80309E+01   -0.59947E+02    0.78184E+06    0.66021E-03
   500    0.23491E+04    0.79131E+01   -0.59041E+02    0.77955E+06    0.00000E+00
   501    0.23567E+04    0.77995E+01   -0.58113E+02    0.77727E+06   -0.61684E-03
   502    0.23644E+04    0.76895E+01   -0.57162E+02    0.77500E+06   -0.11905E-02
   503    0.23718E+04    0.75823E+01   -0.56190E+02    0.77274E+06   -0.17222E-02
   504    0.23789E+04    0.74786E+01   -0.55197E+02    0.77049E+06   -0.22130E-02
   505    0.23861E+04    0.73792E+01   -0.54186E+02    0.76824E+06   -0.26641E-02
   506    0.23929E+04    0.72834E+01   -0.53153E+02    0.76601E+06   -0.30765E-02
   507    0.23996E+04    0.71911E+01   -0.52103E+02    0.76379E+06   -0.34513E-02
   508    0.24061E+04    0.71032E+01   -0.51034E+02    0.76158E+06   -0.37898E-02
   509    0.24124E+04    0.70188E+01   -0.49948E+02    0.75937E+06   -0.40930E-02
   510    0.24184E+04    0.69385E+01   -0.48846E+02    0.75718E+06   -0.43620E-02
   511    0.24243E+04    0.68621E+01   -0.47727E+02    0.75499E+06   -0.45980E-02
   512    0.24299E+04    0.67899E+01   -0.46592E+02    0.75281E+06   -0.48021E-02
   513    0.24354E+04    0.67218E+01   -0.45443E+02    0.75064E+06   -0.49754E-02
   514    0.24407E+04    0.66581E+01   -0.44281E+02    0.74849E+06   -0.51191E-02
   515    0.24458E+04    0.65987E+01   -0.43104E+02    0.74634E+06   -0.52342E-02
   516    0.24506E+04    0.65436E+01   -0.41915E+02    0.74420E+06   -0.53218E-02
   517    0.24552E+04    0.64931E+01   -0.40714E+02    0.74206E+06   -0.53832E-02
   518    0.24596E+04    0.64469E+01   -0.39502E+02    0.73994E+06   -0.54194E-02
   519    0.24639E+04    0.64053E+01   -0.38278E+02    0.73783E+06   -0.54315E-02
   520    0.24679E+04    0.63682E+01   -0.37046E+02    0.73572E+06   -0.54208E-02
   521    0.24715E+04    0.63358E+01   -0.35804E+02    0.73363E+06   -0.53882E-02
   522    0.24750E+04    0.63081E+01   -0.34554E+02    0.73154E+06   -0.53349E-02
   523    0.24783E+04    0.62852E+01   -0.33296E+02    0.72946E+06   -0.52620E-02
   524    0.24814E+04    0.62669E+01   -0.32031E+02    0.72739E+06   -0.51707E-02
   525    0.24841E+04    0.62534E+01   -0.30759E+02    0.72533E+06   -0.50621E-02
   526    0.24867E+04    0.62447E+01   -0.29482E+02    0.72328E+06   -0.49373E-02
   527    0.24892E+04    0.62409E+01   -0.28200E+02    0.72123E+06   -0.47974E-02
   528    0.24914E+04    0.62419E+01   -0.26915E+02    0.71920E+06   -0.46435E-02
   529    0.24933E+04    0.62480E+01   -0.25625E+02    0.71717E+06   -0.44769E-02
   530    0.24950E+04    0.62590E+01   -0.24335E+02    0.71515E+06   -0.42985E-02
   531    0.24966E+04    0.62749E+01   -0.23040E+02    0.71314E+06   -0.41095E-02
   532    0.24978E+04    0.62958E+01   -0.21746E+02    0.71114E+06   -0.39111E-02
   533    0.24988E+04    0.63218E+01   -0.20451E+02    0.70914E+06   -0.37043E-02
   534    0.24995E+04    0.63528E+01   -0.19157E+02    0.70716E+06   -0.34903E-02
   535    0.25000E+04    0.63890E+01   -0.17864E+02    0.70518E+06   -0.32702E-02
   536    0.25004E+04    0.64301E+01   -0.16572E+02    0.70321E+06   -0.30451E-02
   537    0.25005E+04    0.64763E+01   -0.15283E+02    0.70125E+06   -0.28162E-02
   538    0.25003E+04    0.65277E+01   -0.13997E+02    0.69930E+06   -0.25845E-02
   539    0.25000E+04    0.65840E+01   -0.12716E+02    0.69735E+06   -0.23512E-02
   540    0.24994E+04    0.66456E+01   -0.11439E+02    0.69542E+06   -0.21175E-02
   541    0.24985E+04    0.67122E+01   -0.10167E+02    0.69349E+06   -0.18843E-02
   542    0.24975E+04    0.67839E+01   -0.89027E+01    0.69157E+06   -0.16530E-02
   543    0.24962E+04    0.68608E+01   -0.76446E+01    0.68966E+06   -0.14245E-02
   544    0.24947E+04    0.69428E+01   -0.63940E+01    0.68775E+06   -0.12000E-02
   545    0.24930E+04    0.70299E+01   -0.51516E+01    0.68586E+06   -0.98065E-03
   546    0.24911E+04    0.71218E+01   -0.39183E+01    0.68397E+06   -0.76753E-03
   547    0.24889E+04    0.72188E+01   -0.26944E+01    0.68209E+06   -0.56179E-03
   548    0.24866E+04    0.73208E+01   -0.14809E+01    0.68021E+06   -0.36454E-03
   549    0.24840E+04    0.74279E+01   -0.27861E+00    0.67835E+06   -0.17690E-03
   550    0.24812E+04    0.75401E+01    0.91203E+00    0.67649E+06    0.00000E+00
   551    0.24783E+04    0.76574E+01    0.20904E+01    0.67464E+06    0.16528E-03
   552    0.24750E+04    0.77797E+01    0.32554E+01    0.67280E+06    0.31900E-03
   553    0.24716E+04    0.79057E+01    0.44068E+01    0.67096E+06    0.46147E-03
   554    0.24680E+04    0.80382E+01    0.55437E+01    0.66913E+06    0.59298E-03
   555    0.24642E+04    0.81750E+01    0.66655E+01    0.66731E+06    0.71383E-03
   556    0.24602E+04    0.83170E+01    0.77718E+01    0.66550E+06    0.82433E-03
   557    0.24560E+04    0.84633E+01    0.88609E+01    0.66369E+06    0.92478E-03
   558    0.24515E+04    0.86154E+01    0.99334E+01    0.66190E+06    0.10155E-02
   559    0.24469E+04    0.87712E+01    0.10988E+02    0.66011E+06    0.10967E-02
   560    0.24422E+04    0.89314E+01    0.12025E+02    0.65832E+06    0.11688E-02
   561    0.24371E+04    0.90966E+01    0.13042E+02    0.65655E+06    0.12320E-02
   562    0.24320E+04    0.92670E+01    0.14040E+02    0.65478E+06    0.12867E-02
   563    0.24266E+04    0.94411E+01    0.15020E+02    0.65302E+06    0.13332E-02
   564    0.24212E+04    0.96210E+01    0.15976E+02    0.65126E+06    0.13716E-02
   565    0.24155E+04    0.98038E+01    0.16912E+02    0.64952E+06    0.14025E-02
   566    0.24096E+04    0.99917E+01    0.17826E+02    0.64778E+06    0.14260E-02
   567    0.24036E+04    0.10183E+02    0.18719E+02    0.64604E+06    0.14424E-02
   568    0.23975E+04    0.10380E+02    0.19587E+02    0.64432E+06    0.14521E-02
   569    0.23911E+04    0.10581E+02    0.20435E+02    0.64260E+06    0.14554E-02
   570    0.23847E+04    0.10786E+02    0.21256E+02    0.64089E+06    0.14525E-02
   571    0.23780E+04    0.10995E+02    0.22053E+02    0.63918E+06    0.14438E-02
   572    0.23711E+04    0.11208E+02    0.22826E+02    0.63748E+06    0.14295E-02
   573    0.23642E+04    0.11425E+02    0.23572E+02    0.63579E+06    0.14100E-02
   574    0.23572E+04    0.11646E+02    0.24294E+02    0.63411E+06    0.13855E-02
   575    0.23500E+04    0.11870E+02    0.24988E+02    0.63243E+06    0.13564E-02
   576    0.23427E+04    0.12098E+02    0.25657E+02    0.63076E+06    0.13229E-02
   577    0.23352E+04    0.12331E+02    0.26298E+02    0.62910E+06    0.12855E-02
   578    0.23276E+04    0.12566E+02    0.26912E+02    0.62744E+06    0.12442E-02
   579    0.23199E+04    0.12805E+02    0.27498E+02    0.62579E+06    0.11996E-02
   580    0.23122E+04    0.13048E+02    0.28055E+02    0.62415E+06    0.11518E-02
   581    0.23041E+04    0.13293E+02    0.28585E+02    0.62251E+06    0.11011E-02
   582    0.22961E+04    0.13543E+02    0.29085E+02    0.62088E+06    0.10480E-02
   583    0.22879E+04    0.13795E+02    0.29555E+02    0.61926E+06    0.99256E-03
   584    0.22797E+04    0.14050E+02    0.29996E+02    0.61764E+06    0.93522E-03
   585    0.22714E+04    0.14308E+02    0.30408E+02    0.61603E+06    0.87624E-03
   586    0.22630E+04    0.14569E+02    0.30788E+02    0.61443E+06    0.81593E-03
   587    0.22545E+04    0.14833E+02    0.31139E+02    0.61283E+06    0.75459E-03
   588    0.22459E+04    0.15100E+02    0.31458E+02    0.61124E+06    0.69251E-03
   589    0.22372E+04    0.15369E+02    0.31747E+02    0.60966E+06    0.63001E-03
   590    0.22285E+04    0.15640E+02    0.32004E+02    0.60808E+06    0.56737E-03
   591    0.22197E+04    0.15915E+02    0.32230E+02    0.60651E+06    0.50491E-03
   592    0.22109E+04    0.16191E+02    0.32423E+02    0.60494E+06    0.44291E-03
   593    0.22019E+04    0.16470E+02    0.32586E+02    0.60338E+06    0.38169E-03
   594    0.21928E+04    0.16751E+02    0.32716E+02    0.60183E+06    0.32154E-03
   595    0.21837E+04    0.17033E+02    0.32815E+02    0.60028E+06    0.26276E-03
   596    0.21747E+04    0.17318E+02    0.32880E+02    0.59874E+06    0.20566E-03
   597    0.21656E+04    0.17603E+02    0.32914E+02    0.59721E+06    0.15053E-03
   598    0.21567E+04    0.17891E+02    0.32915E+02    0.59568E+06    0.97678E-04
   599    0.21475E+04    0.18181E+02    0.32884E+02    0.59416E+06    0.47401E-04
   600    0.21383E+04    0.18472E+02    0.32820E+02    0.59264E+06    0.00000E+00
   601    0.21291E+04    0.18764E+02    0.32723E+02    0.59113E+06   -0.44287E-04
   602    0.21199E+04    0.19057E+02    0.32593E+02    0.58963E+06   -0.85477E-04
   603    0.21106E+04    0.19352E+02    0.32432E+02    0.58813E+06   -0.12365E-03
   604    0.21014E+04    0.19648E+02    0.32237E+02    0.58664E+06   -0.15889E-03
   605    0.20922E+04    0.19944E+02    0.32010E+02    0.58515E+06   -0.19127E-03
   606    0.20830E+04    0.20241E+02    0.31750E+02    0.58367E+06   -0.22088E-03
   607    0.20736E+04    0.20538E+02    0.31457E+02    0.58220E+06   -0.24779E-03
   608    0.20644E+04    0.20837E+02    0.31131E+02    0.58073E+06   -0.27210E-03
   609    0.20553E+04    0.21135E+02    0.30772E+02    0.57927E+06   -0.29386E-03
   610    0.20461E+04    0.21433E+02    0.30381E+02    0.57781E+06   -0.31318E-03
   611    0.20370E+04    0.21732E+02    0.29958E+02    0.57636E+06   -0.33012E-03
   612    0.20279E+04    0.22032E+02    0.29503E+02    0.57492E+06   -0.34478E-03
   613    0.20188E+04    0.22329E+02    0.29014E+02    0.57348E+06   -0.35722E-03
   614    0.20098E+04    0.22628E+02    0.28493E+02    0.57204E+06   -0.36753E-03
   615    0.20007E+04    0.22925E+02    0.27941E+02    0.57062E+06   -0.37580E-03
   616    0.19918E+04    0.23223E+02    0.27357E+02    0.56919E+06   -0.38209E-03
   617    0.19830E+04    0.23521E+02    0.26741E+02    0.56778E+06   -0.38650E-03
   618    0.19742E+04    0.23818E+02    0.26094E+02    0.56636E+06   -0.38910E-03
   619    0.19653E+04    0.24115E+02    0.25417E+02    0.56496E+06   -0.38997E-03
   620    0.19567E+04    0.24410E+02    0.24708E+02    0.56356E+06   -0.38919E-03
   621    0.19480E+04    0.24704E+02    0.23968E+02    0.56216E+06   -0.38685E-03
   622    0.19395E+04    0.24998E+02    0.23197E+02    0.56077E+06   -0.38303E-03
   623    0.19311E+04    0.25289E+02    0.22398E+02    0.55939E+06   -0.37780E-03
   624    0.19227E+04    0.25579E+02    0.21568E+02    0.55801E+06   -0.37124E-03
   625    0.19143E+04    0.25867E+02    0.20708E+02    0.55664E+06   -0.36344E-03
   626    0.19061E+04    0.26155E+02    0.19819E+02    0.55527E+06   -0.35448E-03
   627    0.18980E+04    0.26440E+02    0.18901E+02    0.55391E+06   -0.34444E-03
   628    0.18900E+04    0.26723E+02    0.17954E+02    0.55255E+06   -0.33339E-03
   629    0.18822E+04    0.27004E+02    0.16979E+02    0.55120E+06   -0.32142E-03
   630    0.18743E+04    0.27283E+02    0.15976E+02    0.54986E+06   -0.30862E-03
   631    0.18666E+04    0.27561E+02    0.14946E+02    0.54852E+06   -0.29505E-03
   632    0.18591E+04    0.27835E+02    0.13887E+02    0.54718E+06   -0.28080E-03
   633    0.18516E+04    0.28108E+02    0.12803E+02    0.54585E+06   -0.26595E-03
   634    0.18443E+04    0.28377E+02    0.11693E+02    0.54452E+06   -0.25059E-03
   635    0.18371E+04    0.28644E+02    0.10557E+02    0.54320E+06   -0.23479E-03
   636    0.18299E+04    0.28910E+02    0.93953E+01    0.54189E+06   -0.21863E-03
