#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   103    0.27316E+04   -0.24473E+02    0.34829E-05    0.80238E-02   -0.24473E+02    0.77377E+00   -0.23727E-08    0.45552E-08    0.34829E-05   -0.23727E-08    0.85987E-11    0.61789E-07    0.80238E-02    0.45552E-08    0.61789E-07    0.46865E-01
   104    0.27630E+04   -0.25106E+02    0.34363E-05    0.78475E-02   -0.25106E+02    0.78713E+00   -0.21142E-08    0.47016E-08    0.34363E-05   -0.21142E-08    0.83806E-11    0.61000E-07    0.78475E-02    0.47016E-08    0.61000E-07    0.47159E-01
   105    0.27945E+04   -0.25738E+02    0.33916E-05    0.76739E-02   -0.25738E+02    0.80027E+00   -0.18679E-08    0.48434E-08    0.33916E-05   -0.18679E-08    0.81698E-11    0.60230E-07    0.76739E-02    0.48434E-08    0.60230E-07    0.47453E-01
   106    0.28262E+04   -0.26369E+02    0.33481E-05    0.75028E-02   -0.26369E+02    0.81327E+00   -0.16431E-08    0.49812E-08    0.33481E-05   -0.16431E-08    0.79660E-11    0.59479E-07    0.75028E-02    0.49812E-08    0.59479E-07    0.47748E-01
   107    0.28578E+04   -0.26997E+02    0.33056E-05    0.73342E-02   -0.26997E+02    0.82597E+00   -0.14489E-08    0.51155E-08    0.33056E-05   -0.14489E-08    0.77688E-11    0.58746E-07    0.73342E-02    0.51155E-08    0.58746E-07    0.48043E-01
   108    0.28898E+04   -0.27622E+02    0.32634E-05    0.71679E-02   -0.27622E+02    0.83846E+00   -0.12946E-08    0.52472E-08    0.32634E-05   -0.12946E-08    0.75778E-11    0.58030E-07    0.71679E-02    0.52472E-08    0.58030E-07    0.48339E-01
   109    0.29220E+04   -0.28244E+02    0.32212E-05    0.70038E-02   -0.28244E+02    0.85067E+00   -0.11895E-08    0.53768E-08    0.32212E-05   -0.11895E-08    0.73927E-11    0.57330E-07    0.70038E-02    0.53768E-08    0.57330E-07    0.48635E-01
   110    0.29542E+04   -0.28861E+02    0.31785E-05    0.68418E-02   -0.28861E+02    0.86258E+00   -0.11428E-08    0.55050E-08    0.31785E-05   -0.11428E-08    0.72132E-11    0.56645E-07    0.68418E-02    0.55050E-08    0.56645E-07    0.48932E-01
   111    0.29866E+04   -0.29474E+02    0.31349E-05    0.66817E-02   -0.29474E+02    0.87428E+00   -0.11611E-08    0.56318E-08    0.31349E-05   -0.11611E-08    0.70389E-11    0.55975E-07    0.66817E-02    0.56318E-08    0.55975E-07    0.49231E-01
   112    0.30191E+04   -0.30082E+02    0.30903E-05    0.65236E-02   -0.30082E+02    0.88569E+00   -0.12407E-08    0.57542E-08    0.30903E-05   -0.12407E-08    0.68696E-11    0.55319E-07    0.65236E-02    0.57542E-08    0.55319E-07    0.49530E-01
   113    0.30519E+04   -0.30685E+02    0.30450E-05    0.63674E-02   -0.30685E+02    0.89681E+00   -0.13752E-08    0.58685E-08    0.30450E-05   -0.13752E-08    0.67053E-11    0.54677E-07    0.63674E-02    0.58685E-08    0.54677E-07    0.49829E-01
   114    0.30847E+04   -0.31281E+02    0.29989E-05    0.62132E-02   -0.31281E+02    0.90757E+00   -0.15583E-08    0.59709E-08    0.29989E-05   -0.15583E-08    0.65458E-11    0.54048E-07    0.62132E-02    0.59709E-08    0.54048E-07    0.50130E-01
   115    0.31177E+04   -0.31871E+02    0.29521E-05    0.60610E-02   -0.31871E+02    0.91812E+00   -0.17837E-08    0.60578E-08    0.29521E-05   -0.17837E-08    0.63909E-11    0.53433E-07    0.60610E-02    0.60578E-08    0.53433E-07    0.50431E-01
   116    0.31507E+04   -0.32453E+02    0.29048E-05    0.59108E-02   -0.32453E+02    0.92824E+00   -0.20451E-08    0.61255E-08    0.29048E-05   -0.20451E-08    0.62406E-11    0.52830E-07    0.59108E-02    0.61255E-08    0.52830E-07    0.50734E-01
   117    0.31841E+04   -0.33027E+02    0.28570E-05    0.57625E-02   -0.33027E+02    0.93799E+00   -0.23361E-08    0.61703E-08    0.28570E-05   -0.23361E-08    0.60948E-11    0.52240E-07    0.57625E-02    0.61703E-08    0.52240E-07    0.51036E-01
   118    0.32175E+04   -0.33593E+02    0.28088E-05    0.56163E-02   -0.33593E+02    0.94754E+00   -0.26503E-08    0.61884E-08    0.28088E-05   -0.26503E-08    0.59532E-11    0.51663E-07    0.56163E-02    0.61884E-08    0.51663E-07    0.51340E-01
   119    0.32510E+04   -0.34150E+02    0.27603E-05    0.54721E-02   -0.34150E+02    0.95672E+00   -0.29815E-08    0.61763E-08    0.27603E-05   -0.29815E-08    0.58158E-11    0.51098E-07    0.54721E-02    0.61763E-08    0.51098E-07    0.51645E-01
   120    0.32846E+04   -0.34697E+02    0.27116E-05    0.53300E-02   -0.34697E+02    0.96540E+00   -0.33233E-08    0.61301E-08    0.27116E-05   -0.33233E-08    0.56824E-11    0.50545E-07    0.53300E-02    0.61301E-08    0.50545E-07    0.51950E-01
   121    0.33182E+04   -0.35235E+02    0.26627E-05    0.51899E-02   -0.35235E+02    0.97386E+00   -0.36694E-08    0.60462E-08    0.26627E-05   -0.36694E-08    0.55529E-11    0.50003E-07    0.51899E-02    0.60462E-08    0.50003E-07    0.52256E-01
   122    0.33518E+04   -0.35761E+02    0.26137E-05    0.50518E-02   -0.35761E+02    0.98182E+00   -0.40134E-08    0.59208E-08    0.26137E-05   -0.40134E-08    0.54273E-11    0.49473E-07    0.50518E-02    0.59208E-08    0.49473E-07    0.52563E-01
   123    0.33855E+04   -0.36278E+02    0.25647E-05    0.49158E-02   -0.36278E+02    0.98935E+00   -0.43490E-08    0.57504E-08    0.25647E-05   -0.43490E-08    0.53053E-11    0.48954E-07    0.49158E-02    0.57504E-08    0.48954E-07    0.52870E-01
   124    0.34193E+04   -0.36781E+02    0.25159E-05    0.47819E-02   -0.36781E+02    0.99652E+00   -0.46699E-08    0.55311E-08    0.25159E-05   -0.46699E-08    0.51868E-11    0.48445E-07    0.47819E-02    0.55311E-08    0.48445E-07    0.53178E-01
   125    0.34530E+04   -0.37272E+02    0.24672E-05    0.46501E-02   -0.37272E+02    0.10033E+01   -0.49698E-08    0.52593E-08    0.24672E-05   -0.49698E-08    0.50717E-11    0.47947E-07    0.46501E-02    0.52593E-08    0.47947E-07    0.53487E-01
   126    0.34869E+04   -0.37752E+02    0.24188E-05    0.45203E-02   -0.37752E+02    0.10096E+01   -0.52422E-08    0.49312E-08    0.24188E-05   -0.52422E-08    0.49599E-11    0.47459E-07    0.45203E-02    0.49312E-08    0.47459E-07    0.53797E-01
   127    0.35207E+04   -0.38218E+02    0.23707E-05    0.43927E-02   -0.38218E+02    0.10155E+01   -0.54810E-08    0.45432E-08    0.23707E-05   -0.54810E-08    0.48513E-11    0.46981E-07    0.43927E-02    0.45432E-08    0.46981E-07    0.54107E-01
   128    0.35544E+04   -0.38672E+02    0.23231E-05    0.42672E-02   -0.38672E+02    0.10210E+01   -0.56796E-08    0.40917E-08    0.23231E-05   -0.56796E-08    0.47457E-11    0.46513E-07    0.42672E-02    0.40917E-08    0.46513E-07    0.54418E-01
   129    0.35883E+04   -0.39111E+02    0.22760E-05    0.41438E-02   -0.39111E+02    0.10260E+01   -0.58319E-08    0.35727E-08    0.22760E-05   -0.58319E-08    0.46430E-11    0.46054E-07    0.41438E-02    0.35727E-08    0.46054E-07    0.54729E-01
   130    0.36221E+04   -0.39534E+02    0.22295E-05    0.40226E-02   -0.39534E+02    0.10305E+01   -0.59315E-08    0.29828E-08    0.22295E-05   -0.59315E-08    0.45431E-11    0.45604E-07    0.40226E-02    0.29828E-08    0.45604E-07    0.55041E-01
   131    0.36559E+04   -0.39944E+02    0.21837E-05    0.39035E-02   -0.39944E+02    0.10347E+01   -0.59738E-08    0.23201E-08    0.21837E-05   -0.59738E-08    0.44458E-11    0.45163E-07    0.39035E-02    0.23201E-08    0.45163E-07    0.55354E-01
   132    0.36897E+04   -0.40338E+02    0.21385E-05    0.37865E-02   -0.40338E+02    0.10383E+01   -0.59616E-08    0.15909E-08    0.21385E-05   -0.59616E-08    0.43511E-11    0.44730E-07    0.37865E-02    0.15909E-08    0.44730E-07    0.55667E-01
   133    0.37235E+04   -0.40717E+02    0.20941E-05    0.36717E-02   -0.40717E+02    0.10416E+01   -0.58994E-08    0.80355E-09    0.20941E-05   -0.58994E-08    0.42589E-11    0.44306E-07    0.36717E-02    0.80355E-09    0.44306E-07    0.55981E-01
   134    0.37573E+04   -0.41078E+02    0.20505E-05    0.35590E-02   -0.41078E+02    0.10443E+01   -0.57918E-08   -0.33768E-10    0.20505E-05   -0.57918E-08    0.41692E-11    0.43890E-07    0.35590E-02   -0.33768E-10    0.43890E-07    0.56296E-01
   135    0.37910E+04   -0.41423E+02    0.20076E-05    0.34484E-02   -0.41423E+02    0.10466E+01   -0.56433E-08   -0.91277E-09    0.20076E-05   -0.56433E-08    0.40818E-11    0.43482E-07    0.34484E-02   -0.91277E-09    0.43482E-07    0.56611E-01
   136    0.38246E+04   -0.41748E+02    0.19656E-05    0.33398E-02   -0.41748E+02    0.10484E+01   -0.54585E-08   -0.18252E-08    0.19656E-05   -0.54585E-08    0.39968E-11    0.43081E-07    0.33398E-02   -0.18252E-08    0.43081E-07    0.56927E-01
   137    0.38581E+04   -0.42057E+02    0.19243E-05    0.32334E-02   -0.42057E+02    0.10498E+01   -0.52419E-08   -0.27628E-08    0.19243E-05   -0.52419E-08    0.39141E-11    0.42689E-07    0.32334E-02   -0.27628E-08    0.42689E-07    0.57244E-01
   138    0.38916E+04   -0.42347E+02    0.18839E-05    0.31290E-02   -0.42347E+02    0.10506E+01   -0.49980E-08   -0.37173E-08    0.18839E-05   -0.49980E-08    0.38335E-11    0.42304E-07    0.31290E-02   -0.37173E-08    0.42304E-07    0.57561E-01
   139    0.39248E+04   -0.42617E+02    0.18444E-05    0.30266E-02   -0.42617E+02    0.10511E+01   -0.47314E-08   -0.46804E-08    0.18444E-05   -0.47314E-08    0.37551E-11    0.41926E-07    0.30266E-02   -0.46804E-08    0.41926E-07    0.57879E-01
   140    0.39581E+04   -0.42870E+02    0.18058E-05    0.29262E-02   -0.42870E+02    0.10510E+01   -0.44467E-08   -0.56439E-08    0.18058E-05   -0.44467E-08    0.36788E-11    0.41555E-07    0.29262E-02   -0.56439E-08    0.41555E-07    0.58198E-01
   141    0.39912E+04   -0.43101E+02    0.17681E-05    0.28279E-02   -0.43101E+02    0.10505E+01   -0.41483E-08   -0.65995E-08    0.17681E-05   -0.41483E-08    0.36045E-11    0.41191E-07    0.28279E-02   -0.65995E-08    0.41191E-07    0.58517E-01
   142    0.40243E+04   -0.43313E+02    0.17313E-05    0.27316E-02   -0.43313E+02    0.10495E+01   -0.38409E-08   -0.75390E-08    0.17313E-05   -0.38409E-08    0.35321E-11    0.40834E-07    0.27316E-02   -0.75390E-08    0.40834E-07    0.58837E-01
   143    0.40572E+04   -0.43504E+02    0.16955E-05    0.26373E-02   -0.43504E+02    0.10480E+01   -0.35290E-08   -0.84540E-08    0.16955E-05   -0.35290E-08    0.34617E-11    0.40483E-07    0.26373E-02   -0.84540E-08    0.40483E-07    0.59158E-01
   144    0.40900E+04   -0.43676E+02    0.16607E-05    0.25449E-02   -0.43676E+02    0.10461E+01   -0.32171E-08   -0.93364E-08    0.16607E-05   -0.32171E-08    0.33930E-11    0.40138E-07    0.25449E-02   -0.93364E-08    0.40138E-07    0.59479E-01
   145    0.41226E+04   -0.43826E+02    0.16269E-05    0.24546E-02   -0.43826E+02    0.10438E+01   -0.29097E-08   -0.10178E-07    0.16269E-05   -0.29097E-08    0.33261E-11    0.39800E-07    0.24546E-02   -0.10178E-07    0.39800E-07    0.59802E-01
   146    0.41553E+04   -0.43954E+02    0.15941E-05    0.23661E-02   -0.43954E+02    0.10410E+01   -0.26114E-08   -0.10970E-07    0.15941E-05   -0.26114E-08    0.32609E-11    0.39468E-07    0.23661E-02   -0.10970E-07    0.39468E-07    0.60124E-01
   147    0.41876E+04   -0.44060E+02    0.15624E-05    0.22797E-02   -0.44060E+02    0.10378E+01   -0.23268E-08   -0.11705E-07    0.15624E-05   -0.23268E-08    0.31973E-11    0.39141E-07    0.22797E-02   -0.11705E-07    0.39141E-07    0.60448E-01
   148    0.42198E+04   -0.44145E+02    0.15318E-05    0.21951E-02   -0.44145E+02    0.10341E+01   -0.20604E-08   -0.12374E-07    0.15318E-05   -0.20604E-08    0.31353E-11    0.38820E-07    0.21951E-02   -0.12374E-07    0.38820E-07    0.60772E-01
   149    0.42519E+04   -0.44208E+02    0.15023E-05    0.21124E-02   -0.44208E+02    0.10299E+01   -0.18167E-08   -0.12969E-07    0.15023E-05   -0.18167E-08    0.30748E-11    0.38504E-07    0.21124E-02   -0.12969E-07    0.38504E-07    0.61098E-01
   150    0.42836E+04   -0.44245E+02    0.14739E-05    0.20317E-02   -0.44245E+02    0.10255E+01   -0.16003E-08   -0.13482E-07    0.14739E-05   -0.16003E-08    0.30158E-11    0.38193E-07    0.20317E-02   -0.13482E-07    0.38193E-07    0.61423E-01
   151    0.43153E+04   -0.44261E+02    0.14466E-05    0.19528E-02   -0.44261E+02    0.10206E+01   -0.14147E-08   -0.13907E-07    0.14466E-05   -0.14147E-08    0.29581E-11    0.37888E-07    0.19528E-02   -0.13907E-07    0.37888E-07    0.61750E-01
   152    0.43467E+04   -0.44253E+02    0.14205E-05    0.18758E-02   -0.44253E+02    0.10152E+01   -0.12590E-08   -0.14245E-07    0.14205E-05   -0.12590E-08    0.29018E-11    0.37587E-07    0.18758E-02   -0.14245E-07    0.37587E-07    0.62077E-01
   153    0.43779E+04   -0.44220E+02    0.13954E-05    0.18007E-02   -0.44220E+02    0.10094E+01   -0.11313E-08   -0.14502E-07    0.13954E-05   -0.11313E-08    0.28468E-11    0.37291E-07    0.18007E-02   -0.14502E-07    0.37291E-07    0.62406E-01
   154    0.44089E+04   -0.44164E+02    0.13713E-05    0.17275E-02   -0.44164E+02    0.10033E+01   -0.10299E-08   -0.14682E-07    0.13713E-05   -0.10299E-08    0.27931E-11    0.37000E-07    0.17275E-02   -0.14682E-07    0.37000E-07    0.62734E-01
   155    0.44396E+04   -0.44084E+02    0.13481E-05    0.16561E-02   -0.44084E+02    0.99686E+00   -0.95269E-09   -0.14790E-07    0.13481E-05   -0.95269E-09    0.27407E-11    0.36713E-07    0.16561E-02   -0.14790E-07    0.36713E-07    0.63064E-01
   156    0.44700E+04   -0.43979E+02    0.13258E-05    0.15865E-02   -0.43979E+02    0.99006E+00   -0.89792E-09   -0.14830E-07    0.13258E-05   -0.89792E-09    0.26895E-11    0.36431E-07    0.15865E-02   -0.14830E-07    0.36431E-07    0.63394E-01
   157    0.45004E+04   -0.43849E+02    0.13043E-05    0.15188E-02   -0.43849E+02    0.98291E+00   -0.86368E-09   -0.14807E-07    0.13043E-05   -0.86368E-09    0.26395E-11    0.36154E-07    0.15188E-02   -0.14807E-07    0.36154E-07    0.63726E-01
   158    0.45304E+04   -0.43695E+02    0.12836E-05    0.14529E-02   -0.43695E+02    0.97548E+00   -0.84807E-09   -0.14724E-07    0.12836E-05   -0.84807E-09    0.25907E-11    0.35881E-07    0.14529E-02   -0.14724E-07    0.35881E-07    0.64057E-01
   159    0.45601E+04   -0.43515E+02    0.12636E-05    0.13888E-02   -0.43515E+02    0.96763E+00   -0.84921E-09   -0.14588E-07    0.12636E-05   -0.84921E-09    0.25431E-11    0.35612E-07    0.13888E-02   -0.14588E-07    0.35612E-07    0.64390E-01
   160    0.45896E+04   -0.43309E+02    0.12443E-05    0.13265E-02   -0.43309E+02    0.95949E+00   -0.86523E-09   -0.14401E-07    0.12443E-05   -0.86523E-09    0.24966E-11    0.35348E-07    0.13265E-02   -0.14401E-07    0.35348E-07    0.64723E-01
   161    0.46189E+04   -0.43079E+02    0.12256E-05    0.12660E-02   -0.43079E+02    0.95116E+00   -0.89423E-09   -0.14170E-07    0.12256E-05   -0.89423E-09    0.24512E-11    0.35087E-07    0.12660E-02   -0.14170E-07    0.35087E-07    0.65057E-01
   162    0.46479E+04   -0.42823E+02    0.12075E-05    0.12074E-02   -0.42823E+02    0.94247E+00   -0.93433E-09   -0.13898E-07    0.12075E-05   -0.93433E-09    0.24068E-11    0.34831E-07    0.12074E-02   -0.13898E-07    0.34831E-07    0.65392E-01
   163    0.46767E+04   -0.42542E+02    0.11898E-05    0.11505E-02   -0.42542E+02    0.93350E+00   -0.98364E-09   -0.13589E-07    0.11898E-05   -0.98364E-09    0.23636E-11    0.34578E-07    0.11505E-02   -0.13589E-07    0.34578E-07    0.65727E-01
   164    0.47051E+04   -0.42235E+02    0.11726E-05    0.10953E-02   -0.42235E+02    0.92433E+00   -0.10403E-08   -0.13249E-07    0.11726E-05   -0.10403E-08    0.23213E-11    0.34330E-07    0.10953E-02   -0.13249E-07    0.34330E-07    0.66063E-01
   165    0.47333E+04   -0.41902E+02    0.11558E-05    0.10420E-02   -0.41902E+02    0.91488E+00   -0.11024E-08   -0.12882E-07    0.11558E-05   -0.11024E-08    0.22800E-11    0.34085E-07    0.10420E-02   -0.12882E-07    0.34085E-07    0.66400E-01
   166    0.47613E+04   -0.41543E+02    0.11393E-05    0.99041E-03   -0.41543E+02    0.90529E+00   -0.11680E-08   -0.12492E-07    0.11393E-05   -0.11680E-08    0.22397E-11    0.33845E-07    0.99041E-03   -0.12492E-07    0.33845E-07    0.66737E-01
   167    0.47889E+04   -0.41159E+02    0.11232E-05    0.94057E-03   -0.41159E+02    0.89536E+00   -0.12354E-08   -0.12084E-07    0.11232E-05   -0.12354E-08    0.22003E-11    0.33607E-07    0.94057E-03   -0.12084E-07    0.33607E-07    0.67075E-01
   168    0.48162E+04   -0.40748E+02    0.11072E-05    0.89247E-03   -0.40748E+02    0.88543E+00   -0.13025E-08   -0.11662E-07    0.11072E-05   -0.13025E-08    0.21619E-11    0.33374E-07    0.89247E-03   -0.11662E-07    0.33374E-07    0.67414E-01
   169    0.48431E+04   -0.40310E+02    0.10914E-05    0.84611E-03   -0.40310E+02    0.87523E+00   -0.13676E-08   -0.11232E-07    0.10914E-05   -0.13676E-08    0.21243E-11    0.33143E-07    0.84611E-03   -0.11232E-07    0.33143E-07    0.67753E-01
   170    0.48697E+04   -0.39846E+02    0.10758E-05    0.80147E-03   -0.39846E+02    0.86497E+00   -0.14286E-08   -0.10797E-07    0.10758E-05   -0.14286E-08    0.20876E-11    0.32917E-07    0.80147E-03   -0.10797E-07    0.32917E-07    0.68093E-01
   171    0.48959E+04   -0.39354E+02    0.10602E-05    0.75855E-03   -0.39354E+02    0.85466E+00   -0.14839E-08   -0.10362E-07    0.10602E-05   -0.14839E-08    0.20516E-11    0.32693E-07    0.75855E-03   -0.10362E-07    0.32693E-07    0.68433E-01
   172    0.49217E+04   -0.38836E+02    0.10446E-05    0.71734E-03   -0.38836E+02    0.84421E+00   -0.15313E-08   -0.99313E-08    0.10446E-05   -0.15313E-08    0.20165E-11    0.32473E-07    0.71734E-03   -0.99313E-08    0.32473E-07    0.68775E-01
   173    0.49470E+04   -0.38292E+02    0.10290E-05    0.67782E-03   -0.38292E+02    0.83362E+00   -0.15692E-08   -0.95099E-08    0.10290E-05   -0.15692E-08    0.19822E-11    0.32256E-07    0.67782E-03   -0.95099E-08    0.32256E-07    0.69117E-01
   174    0.49721E+04   -0.37722E+02    0.10133E-05    0.64000E-03   -0.37722E+02    0.82320E+00   -0.15955E-08   -0.91020E-08    0.10133E-05   -0.15955E-08    0.19486E-11    0.32042E-07    0.64000E-03   -0.91020E-08    0.32042E-07    0.69459E-01
   175    0.49967E+04   -0.37124E+02    0.99741E-06    0.60386E-03   -0.37124E+02    0.81264E+00   -0.16085E-08   -0.87123E-08    0.99741E-06   -0.16085E-08    0.19157E-11    0.31831E-07    0.60386E-03   -0.87123E-08    0.31831E-07    0.69802E-01
   176    0.50208E+04   -0.36499E+02    0.98136E-06    0.56940E-03   -0.36499E+02    0.80218E+00   -0.16066E-08   -0.83443E-08    0.98136E-06   -0.16066E-08    0.18835E-11    0.31623E-07    0.56940E-03   -0.83443E-08    0.31623E-07    0.70146E-01
   177    0.50445E+04   -0.35849E+02    0.96512E-06    0.53655E-03   -0.35849E+02    0.79173E+00   -0.15903E-08   -0.79981E-08    0.96512E-06   -0.15903E-08    0.18520E-11    0.31417E-07    0.53655E-03   -0.79981E-08    0.31417E-07    0.70490E-01
   178    0.50678E+04   -0.35171E+02    0.94873E-06    0.50528E-03   -0.35171E+02    0.78151E+00   -0.15605E-08   -0.76727E-08    0.94873E-06   -0.15605E-08    0.18211E-11    0.31215E-07    0.50528E-03   -0.76727E-08    0.31215E-07    0.70835E-01
   179    0.50906E+04   -0.34466E+02    0.93221E-06    0.47554E-03   -0.34466E+02    0.77123E+00   -0.15180E-08   -0.73673E-08    0.93221E-06   -0.15180E-08    0.17909E-11    0.31015E-07    0.47554E-03   -0.73673E-08    0.31015E-07    0.71181E-01
   180    0.51131E+04   -0.33736E+02    0.91557E-06    0.44727E-03   -0.33736E+02    0.76111E+00   -0.14638E-08   -0.70809E-08    0.91557E-06   -0.14638E-08    0.17613E-11    0.30818E-07    0.44727E-03   -0.70809E-08    0.30818E-07    0.71527E-01
   181    0.51351E+04   -0.32980E+02    0.89884E-06    0.42042E-03   -0.32980E+02    0.75115E+00   -0.13986E-08   -0.68126E-08    0.89884E-06   -0.13986E-08    0.17323E-11    0.30624E-07    0.42042E-03   -0.68126E-08    0.30624E-07    0.71874E-01
   182    0.51566E+04   -0.32197E+02    0.88205E-06    0.39495E-03   -0.32197E+02    0.74142E+00   -0.13234E-08   -0.65616E-08    0.88205E-06   -0.13234E-08    0.17039E-11    0.30432E-07    0.39495E-03   -0.65616E-08    0.30432E-07    0.72221E-01
   183    0.51776E+04   -0.31389E+02    0.86522E-06    0.37081E-03   -0.31389E+02    0.73184E+00   -0.12390E-08   -0.63269E-08    0.86522E-06   -0.12390E-08    0.16762E-11    0.30243E-07    0.37081E-03   -0.63269E-08    0.30243E-07    0.72569E-01
   184    0.51982E+04   -0.30554E+02    0.84837E-06    0.34794E-03   -0.30554E+02    0.72250E+00   -0.11463E-08   -0.61077E-08    0.84837E-06   -0.11463E-08    0.16490E-11    0.30056E-07    0.34794E-03   -0.61077E-08    0.30056E-07    0.72917E-01
