#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
   221    0.55843E+04    0.15862E+02    0.37792E-06    0.58712E-02    0.14927E-01    0.15862E+02    0.85541E+00    0.16999E-08   -0.47694E-07    0.23096E-06    0.37792E-06    0.16999E-08    0.94164E-12    0.31479E-07    0.42924E-07    0.58712E-02   -0.47694E-07    0.31479E-07    0.46483E-01    0.11930E-02    0.14927E-01    0.23096E-06    0.42924E-07    0.11930E-02    0.72098E-02
   222    0.55836E+04    0.17434E+02    0.37059E-06    0.57885E-02    0.14822E-01    0.17434E+02    0.88044E+00    0.16955E-08   -0.49769E-07    0.23321E-06    0.37059E-06    0.16955E-08    0.92857E-12    0.31284E-07    0.42635E-07    0.57885E-02   -0.49769E-07    0.31284E-07    0.46616E-01    0.11962E-02    0.14822E-01    0.23321E-06    0.42635E-07    0.11962E-02    0.72259E-02
   223    0.55822E+04    0.19016E+02    0.36348E-06    0.57063E-02    0.14717E-01    0.19016E+02    0.90701E+00    0.16877E-08   -0.51858E-07    0.23518E-06    0.36348E-06    0.16877E-08    0.91575E-12    0.31091E-07    0.42349E-07    0.57063E-02   -0.51858E-07    0.31091E-07    0.46748E-01    0.11994E-02    0.14717E-01    0.23518E-06    0.42349E-07    0.11994E-02    0.72420E-02
   224    0.55803E+04    0.20605E+02    0.35659E-06    0.56246E-02    0.14614E-01    0.20605E+02    0.93512E+00    0.16767E-08   -0.53958E-07    0.23687E-06    0.35659E-06    0.16767E-08    0.90318E-12    0.30900E-07    0.42065E-07    0.56246E-02   -0.53958E-07    0.30900E-07    0.46881E-01    0.12026E-02    0.14614E-01    0.23687E-06    0.42065E-07    0.12026E-02    0.72581E-02
   225    0.55777E+04    0.22204E+02    0.34991E-06    0.55433E-02    0.14513E-01    0.22204E+02    0.96490E+00    0.16625E-08   -0.56066E-07    0.23829E-06    0.34991E-06    0.16625E-08    0.89084E-12    0.30712E-07    0.41785E-07    0.55433E-02   -0.56066E-07    0.30712E-07    0.47014E-01    0.12058E-02    0.14513E-01    0.23829E-06    0.41785E-07    0.12058E-02    0.72743E-02
   226    0.55746E+04    0.23810E+02    0.34342E-06    0.54625E-02    0.14412E-01    0.23810E+02    0.99637E+00    0.16453E-08   -0.58179E-07    0.23944E-06    0.34342E-06    0.16453E-08    0.87873E-12    0.30526E-07    0.41509E-07    0.54625E-02   -0.58179E-07    0.30526E-07    0.47147E-01    0.12090E-02    0.14412E-01    0.23944E-06    0.41509E-07    0.12090E-02    0.72905E-02
   227    0.55707E+04    0.25424E+02    0.33713E-06    0.53822E-02    0.14312E-01    0.25424E+02    0.10295E+01    0.16252E-08   -0.60294E-07    0.24033E-06    0.33713E-06    0.16252E-08    0.86685E-12    0.30343E-07    0.41235E-07    0.53822E-02   -0.60294E-07    0.30343E-07    0.47281E-01    0.12123E-02    0.14312E-01    0.24033E-06    0.41235E-07    0.12123E-02    0.73068E-02
   228    0.55664E+04    0.27044E+02    0.33102E-06    0.53023E-02    0.14214E-01    0.27044E+02    0.10643E+01    0.16025E-08   -0.62408E-07    0.24096E-06    0.33102E-06    0.16025E-08    0.85519E-12    0.30161E-07    0.40964E-07    0.53023E-02   -0.62408E-07    0.30161E-07    0.47414E-01    0.12155E-02    0.14214E-01    0.24096E-06    0.40964E-07    0.12155E-02    0.73232E-02
   229    0.55615E+04    0.28670E+02    0.32510E-06    0.52229E-02    0.14116E-01    0.28670E+02    0.11009E+01    0.15772E-08   -0.64517E-07    0.24133E-06    0.32510E-06    0.15772E-08    0.84376E-12    0.29982E-07    0.40696E-07    0.52229E-02   -0.64517E-07    0.29982E-07    0.47548E-01    0.12187E-02    0.14116E-01    0.24133E-06    0.40696E-07    0.12187E-02    0.73396E-02
   230    0.55559E+04    0.30301E+02    0.31934E-06    0.51439E-02    0.14020E-01    0.30301E+02    0.11392E+01    0.15494E-08   -0.66619E-07    0.24147E-06    0.31934E-06    0.15494E-08    0.83253E-12    0.29805E-07    0.40431E-07    0.51439E-02   -0.66619E-07    0.29805E-07    0.47682E-01    0.12219E-02    0.14020E-01    0.24147E-06    0.40431E-07    0.12219E-02    0.73560E-02
   231    0.55497E+04    0.31937E+02    0.31375E-06    0.50654E-02    0.13925E-01    0.31937E+02    0.11794E+01    0.15194E-08   -0.68711E-07    0.24136E-06    0.31375E-06    0.15194E-08    0.82152E-12    0.29630E-07    0.40169E-07    0.50654E-02   -0.68711E-07    0.29630E-07    0.47817E-01    0.12251E-02    0.13925E-01    0.24136E-06    0.40169E-07    0.12251E-02    0.73726E-02
   232    0.55429E+04    0.33577E+02    0.30832E-06    0.49875E-02    0.13831E-01    0.33577E+02    0.12213E+01    0.14872E-08   -0.70790E-07    0.24101E-06    0.30832E-06    0.14872E-08    0.81070E-12    0.29457E-07    0.39910E-07    0.49875E-02   -0.70790E-07    0.29457E-07    0.47951E-01    0.12283E-02    0.13831E-01    0.24101E-06    0.39910E-07    0.12283E-02    0.73892E-02
   233    0.55355E+04    0.35219E+02    0.30303E-06    0.49100E-02    0.13738E-01    0.35219E+02    0.12652E+01    0.14530E-08   -0.72852E-07    0.24044E-06    0.30303E-06    0.14530E-08    0.80009E-12    0.29287E-07    0.39654E-07    0.49100E-02   -0.72852E-07    0.29287E-07    0.48086E-01    0.12315E-02    0.13738E-01    0.24044E-06    0.39654E-07    0.12315E-02    0.74059E-02
   234    0.55274E+04    0.36863E+02    0.29789E-06    0.48329E-02    0.13647E-01    0.36863E+02    0.13109E+01    0.14170E-08   -0.74895E-07    0.23964E-06    0.29789E-06    0.14170E-08    0.78967E-12    0.29118E-07    0.39400E-07    0.48329E-02   -0.74895E-07    0.29118E-07    0.48220E-01    0.12348E-02    0.13647E-01    0.23964E-06    0.39400E-07    0.12348E-02    0.74226E-02
   235    0.55188E+04    0.38509E+02    0.29289E-06    0.47564E-02    0.13556E-01    0.38509E+02    0.13584E+01    0.13792E-08   -0.76915E-07    0.23862E-06    0.29289E-06    0.13792E-08    0.77944E-12    0.28951E-07    0.39150E-07    0.47564E-02   -0.76915E-07    0.28951E-07    0.48355E-01    0.12380E-02    0.13556E-01    0.23862E-06    0.39150E-07    0.12380E-02    0.74395E-02
   236    0.55095E+04    0.40157E+02    0.28802E-06    0.46803E-02    0.13466E-01    0.40157E+02    0.14079E+01    0.13398E-08   -0.78910E-07    0.23739E-06    0.28802E-06    0.13398E-08    0.76939E-12    0.28786E-07    0.38902E-07    0.46803E-02   -0.78910E-07    0.28786E-07    0.48490E-01    0.12412E-02    0.13466E-01    0.23739E-06    0.38902E-07    0.12412E-02    0.74564E-02
   237    0.54996E+04    0.41804E+02    0.28327E-06    0.46048E-02    0.13378E-01    0.41804E+02    0.14594E+01    0.12990E-08   -0.80876E-07    0.23595E-06    0.28327E-06    0.12990E-08    0.75953E-12    0.28623E-07    0.38657E-07    0.46048E-02   -0.80876E-07    0.28623E-07    0.48625E-01    0.12444E-02    0.13378E-01    0.23595E-06    0.38657E-07    0.12444E-02    0.74734E-02
   238    0.54892E+04    0.43452E+02    0.27863E-06    0.45297E-02    0.13290E-01    0.43452E+02    0.15129E+01    0.12570E-08   -0.82811E-07    0.23430E-06    0.27863E-06    0.12570E-08    0.74984E-12    0.28462E-07    0.38415E-07    0.45297E-02   -0.82811E-07    0.28462E-07    0.48761E-01    0.12477E-02    0.13290E-01    0.23430E-06    0.38415E-07    0.12477E-02    0.74905E-02
   239    0.54782E+04    0.45098E+02    0.27410E-06    0.44552E-02    0.13204E-01    0.45098E+02    0.15683E+01    0.12137E-08   -0.84711E-07    0.23246E-06    0.27410E-06    0.12137E-08    0.74032E-12    0.28303E-07    0.38176E-07    0.44552E-02   -0.84711E-07    0.28303E-07    0.48896E-01    0.12509E-02    0.13204E-01    0.23246E-06    0.38176E-07    0.12509E-02    0.75077E-02
   240    0.54665E+04    0.46742E+02    0.26968E-06    0.43811E-02    0.13119E-01    0.46742E+02    0.16256E+01    0.11695E-08   -0.86574E-07    0.23043E-06    0.26968E-06    0.11695E-08    0.73096E-12    0.28145E-07    0.37939E-07    0.43811E-02   -0.86574E-07    0.28145E-07    0.49032E-01    0.12541E-02    0.13119E-01    0.23043E-06    0.37939E-07    0.12541E-02    0.75250E-02
   241    0.54543E+04    0.48383E+02    0.26534E-06    0.43075E-02    0.13034E-01    0.48383E+02    0.16851E+01    0.11243E-08   -0.88396E-07    0.22820E-06    0.26534E-06    0.11243E-08    0.72176E-12    0.27989E-07    0.37705E-07    0.43075E-02   -0.88396E-07    0.27989E-07    0.49167E-01    0.12574E-02    0.13034E-01    0.22820E-06    0.37705E-07    0.12574E-02    0.75423E-02
   242    0.54415E+04    0.50021E+02    0.26110E-06    0.42344E-02    0.12951E-01    0.50021E+02    0.17465E+01    0.10785E-08   -0.90174E-07    0.22580E-06    0.26110E-06    0.10785E-08    0.71272E-12    0.27835E-07    0.37474E-07    0.42344E-02   -0.90174E-07    0.27835E-07    0.49303E-01    0.12606E-02    0.12951E-01    0.22580E-06    0.37474E-07    0.12606E-02    0.75598E-02
   243    0.54282E+04    0.51655E+02    0.25693E-06    0.41619E-02    0.12869E-01    0.51655E+02    0.18100E+01    0.10320E-08   -0.91906E-07    0.22322E-06    0.25693E-06    0.10320E-08    0.70383E-12    0.27683E-07    0.37245E-07    0.41619E-02   -0.91906E-07    0.27683E-07    0.49439E-01    0.12638E-02    0.12869E-01    0.22322E-06    0.37245E-07    0.12638E-02    0.75774E-02
   244    0.54142E+04    0.53285E+02    0.25284E-06    0.40898E-02    0.12788E-01    0.53285E+02    0.18756E+01    0.98514E-09   -0.93587E-07    0.22047E-06    0.25284E-06    0.98514E-09    0.69509E-12    0.27532E-07    0.37019E-07    0.40898E-02   -0.93587E-07    0.27532E-07    0.49575E-01    0.12671E-02    0.12788E-01    0.22047E-06    0.37019E-07    0.12671E-02    0.75951E-02
   245    0.53997E+04    0.54908E+02    0.24881E-06    0.40183E-02    0.12708E-01    0.54908E+02    0.19433E+01    0.93794E-09   -0.95216E-07    0.21756E-06    0.24881E-06    0.93794E-09    0.68649E-12    0.27383E-07    0.36796E-07    0.40183E-02   -0.95216E-07    0.27383E-07    0.49711E-01    0.12703E-02    0.12708E-01    0.21756E-06    0.36796E-07    0.12703E-02    0.76130E-02
   246    0.53846E+04    0.56527E+02    0.24485E-06    0.39473E-02    0.12629E-01    0.56527E+02    0.20130E+01    0.89058E-09   -0.96789E-07    0.21448E-06    0.24485E-06    0.89058E-09    0.67802E-12    0.27235E-07    0.36575E-07    0.39473E-02   -0.96789E-07    0.27235E-07    0.49847E-01    0.12736E-02    0.12629E-01    0.21448E-06    0.36575E-07    0.12736E-02    0.76309E-02
   247    0.53690E+04    0.58137E+02    0.24093E-06    0.38767E-02    0.12551E-01    0.58137E+02    0.20849E+01    0.84319E-09   -0.98304E-07    0.21126E-06    0.24093E-06    0.84319E-09    0.66968E-12    0.27089E-07    0.36357E-07    0.38767E-02   -0.98304E-07    0.27089E-07    0.49983E-01    0.12768E-02    0.12551E-01    0.21126E-06    0.36357E-07    0.12768E-02    0.76490E-02
   248    0.53529E+04    0.59741E+02    0.23706E-06    0.38067E-02    0.12474E-01    0.59741E+02    0.21591E+01    0.79592E-09   -0.99756E-07    0.20788E-06    0.23706E-06    0.79592E-09    0.66147E-12    0.26944E-07    0.36141E-07    0.38067E-02   -0.99756E-07    0.26944E-07    0.50119E-01    0.12801E-02    0.12474E-01    0.20788E-06    0.36141E-07    0.12801E-02    0.76671E-02
   249    0.53363E+04    0.61336E+02    0.23322E-06    0.37373E-02    0.12398E-01    0.61336E+02    0.22352E+01    0.74891E-09   -0.10114E-06    0.20436E-06    0.23322E-06    0.74891E-09    0.65339E-12    0.26801E-07    0.35928E-07    0.37373E-02   -0.10114E-06    0.26801E-07    0.50255E-01    0.12834E-02    0.12398E-01    0.20436E-06    0.35928E-07    0.12834E-02    0.76854E-02
   250    0.53190E+04    0.62922E+02    0.22942E-06    0.36683E-02    0.12322E-01    0.62922E+02    0.23136E+01    0.70230E-09   -0.10246E-06    0.20070E-06    0.22942E-06    0.70230E-09    0.64542E-12    0.26659E-07    0.35717E-07    0.36683E-02   -0.10246E-06    0.26659E-07    0.50391E-01    0.12866E-02    0.12322E-01    0.20070E-06    0.35717E-07    0.12866E-02    0.77039E-02
   251    0.53014E+04    0.64498E+02    0.22564E-06    0.35999E-02    0.12248E-01    0.64498E+02    0.23941E+01    0.65621E-09   -0.10371E-06    0.19690E-06    0.22564E-06    0.65621E-09    0.63756E-12    0.26519E-07    0.35509E-07    0.35999E-02   -0.10371E-06    0.26519E-07    0.50528E-01    0.12899E-02    0.12248E-01    0.19690E-06    0.35509E-07    0.12899E-02    0.77224E-02
   252    0.52830E+04    0.66065E+02    0.22189E-06    0.35320E-02    0.12175E-01    0.66065E+02    0.24768E+01    0.61064E-09   -0.10489E-06    0.19298E-06    0.22189E-06    0.61064E-09    0.62981E-12    0.26379E-07    0.35303E-07    0.35320E-02   -0.10489E-06    0.26379E-07    0.50664E-01    0.12932E-02    0.12175E-01    0.19298E-06    0.35303E-07    0.12932E-02    0.77411E-02
   253    0.52644E+04    0.67620E+02    0.21816E-06    0.34646E-02    0.12103E-01    0.67620E+02    0.25615E+01    0.56559E-09   -0.10600E-06    0.18895E-06    0.21816E-06    0.56559E-09    0.62217E-12    0.26242E-07    0.35100E-07    0.34646E-02   -0.10600E-06    0.26242E-07    0.50800E-01    0.12965E-02    0.12103E-01    0.18895E-06    0.35100E-07    0.12965E-02    0.77599E-02
   254    0.52452E+04    0.69162E+02    0.21445E-06    0.33978E-02    0.12032E-01    0.69162E+02    0.26486E+01    0.52103E-09   -0.10703E-06    0.18480E-06    0.21445E-06    0.52103E-09    0.61464E-12    0.26105E-07    0.34898E-07    0.33978E-02   -0.10703E-06    0.26105E-07    0.50937E-01    0.12997E-02    0.12032E-01    0.18480E-06    0.34898E-07    0.12997E-02    0.77789E-02
   255    0.52255E+04    0.70694E+02    0.21078E-06    0.33315E-02    0.11962E-01    0.70694E+02    0.27377E+01    0.47696E-09   -0.10800E-06    0.18055E-06    0.21078E-06    0.47696E-09    0.60722E-12    0.25970E-07    0.34700E-07    0.33315E-02   -0.10800E-06    0.25970E-07    0.51073E-01    0.13030E-02    0.11962E-01    0.18055E-06    0.34700E-07    0.13030E-02    0.77979E-02
   256    0.52053E+04    0.72213E+02    0.20712E-06    0.32658E-02    0.11893E-01    0.72213E+02    0.28292E+01    0.43336E-09   -0.10889E-06    0.17621E-06    0.20712E-06    0.43336E-09    0.59991E-12    0.25836E-07    0.34503E-07    0.32658E-02   -0.10889E-06    0.25836E-07    0.51209E-01    0.13063E-02    0.11893E-01    0.17621E-06    0.34503E-07    0.13063E-02    0.78170E-02
   257    0.51847E+04    0.73712E+02    0.20350E-06    0.32007E-02    0.11824E-01    0.73712E+02    0.29227E+01    0.39022E-09   -0.10971E-06    0.17178E-06    0.20350E-06    0.39022E-09    0.59269E-12    0.25704E-07    0.34309E-07    0.32007E-02   -0.10971E-06    0.25704E-07    0.51346E-01    0.13096E-02    0.11824E-01    0.17178E-06    0.34309E-07    0.13096E-02    0.78362E-02
   258    0.51635E+04    0.75204E+02    0.19990E-06    0.31361E-02    0.11757E-01    0.75204E+02    0.30185E+01    0.34752E-09   -0.11046E-06    0.16727E-06    0.19990E-06    0.34752E-09    0.58558E-12    0.25572E-07    0.34117E-07    0.31361E-02   -0.11046E-06    0.25572E-07    0.51482E-01    0.13129E-02    0.11757E-01    0.16727E-06    0.34117E-07    0.13129E-02    0.78555E-02
   259    0.51419E+04    0.76674E+02    0.19633E-06    0.30721E-02    0.11690E-01    0.76674E+02    0.31165E+01    0.30524E-09   -0.11114E-06    0.16268E-06    0.19633E-06    0.30524E-09    0.57858E-12    0.25442E-07    0.33927E-07    0.30721E-02   -0.11114E-06    0.25442E-07    0.51619E-01    0.13162E-02    0.11690E-01    0.16268E-06    0.33927E-07    0.13162E-02    0.78749E-02
   260    0.51199E+04    0.78137E+02    0.19279E-06    0.30086E-02    0.11624E-01    0.78137E+02    0.32166E+01    0.26338E-09   -0.11175E-06    0.15803E-06    0.19279E-06    0.26338E-09    0.57167E-12    0.25313E-07    0.33739E-07    0.30086E-02   -0.11175E-06    0.25313E-07    0.51755E-01    0.13195E-02    0.11624E-01    0.15803E-06    0.33739E-07    0.13195E-02    0.78944E-02
   261    0.50975E+04    0.79570E+02    0.18928E-06    0.29458E-02    0.11559E-01    0.79570E+02    0.33189E+01    0.22191E-09   -0.11228E-06    0.15333E-06    0.18928E-06    0.22191E-09    0.56487E-12    0.25186E-07    0.33554E-07    0.29458E-02   -0.11228E-06    0.25186E-07    0.51892E-01    0.13228E-02    0.11559E-01    0.15333E-06    0.33554E-07    0.13228E-02    0.79139E-02
   262    0.50745E+04    0.80996E+02    0.18580E-06    0.28835E-02    0.11495E-01    0.80996E+02    0.34235E+01    0.18082E-09   -0.11274E-06    0.14857E-06    0.18580E-06    0.18082E-09    0.55816E-12    0.25060E-07    0.33370E-07    0.28835E-02   -0.11274E-06    0.25060E-07    0.52029E-01    0.13262E-02    0.11495E-01    0.14857E-06    0.33370E-07    0.13262E-02    0.79335E-02
   263    0.50513E+04    0.82408E+02    0.18235E-06    0.28218E-02    0.11431E-01    0.82408E+02    0.35302E+01    0.14011E-09   -0.11314E-06    0.14377E-06    0.18235E-06    0.14011E-09    0.55155E-12    0.24935E-07    0.33189E-07    0.28218E-02   -0.11314E-06    0.24935E-07    0.52165E-01    0.13295E-02    0.11431E-01    0.14377E-06    0.33189E-07    0.13295E-02    0.79531E-02
   264    0.50276E+04    0.83797E+02    0.17893E-06    0.27608E-02    0.11368E-01    0.83797E+02    0.36391E+01    0.99747E-10   -0.11346E-06    0.13894E-06    0.17893E-06    0.99747E-10    0.54503E-12    0.24811E-07    0.33009E-07    0.27608E-02   -0.11346E-06    0.24811E-07    0.52302E-01    0.13328E-02    0.11368E-01    0.13894E-06    0.33009E-07    0.13328E-02    0.79727E-02
   265    0.50033E+04    0.85157E+02    0.17554E-06    0.27003E-02    0.11307E-01    0.85157E+02    0.37501E+01    0.59725E-10   -0.11370E-06    0.13408E-06    0.17554E-06    0.59725E-10    0.53861E-12    0.24688E-07    0.32832E-07    0.27003E-02   -0.11370E-06    0.24688E-07    0.52439E-01    0.13361E-02    0.11307E-01    0.13408E-06    0.32832E-07    0.13361E-02    0.79924E-02
   266    0.49787E+04    0.86510E+02    0.17218E-06    0.26405E-02    0.11245E-01    0.86510E+02    0.38635E+01    0.20028E-10   -0.11388E-06    0.12920E-06    0.17218E-06    0.20028E-10    0.53229E-12    0.24566E-07    0.32656E-07    0.26405E-02   -0.11388E-06    0.24566E-07    0.52576E-01    0.13394E-02    0.11245E-01    0.12920E-06    0.32656E-07    0.13394E-02    0.80121E-02
   267    0.49536E+04    0.87833E+02    0.16886E-06    0.25812E-02    0.11185E-01    0.87833E+02    0.39788E+01   -0.19358E-10   -0.11398E-06    0.12431E-06    0.16886E-06   -0.19358E-10    0.52605E-12    0.24446E-07    0.32483E-07    0.25812E-02   -0.11398E-06    0.24446E-07    0.52713E-01    0.13428E-02    0.11185E-01    0.12431E-06    0.32483E-07    0.13428E-02    0.80319E-02
   268    0.49282E+04    0.89141E+02    0.16557E-06    0.25226E-02    0.11125E-01    0.89141E+02    0.40964E+01   -0.58449E-10   -0.11402E-06    0.11941E-06    0.16557E-06   -0.58449E-10    0.51991E-12    0.24327E-07    0.32311E-07    0.25226E-02   -0.11402E-06    0.24327E-07    0.52850E-01    0.13461E-02    0.11125E-01    0.11941E-06    0.32311E-07    0.13461E-02    0.80517E-02
   269    0.49022E+04    0.90428E+02    0.16231E-06    0.24647E-02    0.11066E-01    0.90428E+02    0.42161E+01   -0.97258E-10   -0.11398E-06    0.11451E-06    0.16231E-06   -0.97258E-10    0.51386E-12    0.24209E-07    0.32141E-07    0.24647E-02   -0.11398E-06    0.24209E-07    0.52987E-01    0.13495E-02    0.11066E-01    0.11451E-06    0.32141E-07    0.13495E-02    0.80714E-02
   270    0.48760E+04    0.91692E+02    0.15909E-06    0.24073E-02    0.11007E-01    0.91692E+02    0.43379E+01   -0.13580E-09   -0.11386E-06    0.10963E-06    0.15909E-06   -0.13580E-09    0.50789E-12    0.24092E-07    0.31973E-07    0.24073E-02   -0.11386E-06    0.24092E-07    0.53125E-01    0.13528E-02    0.11007E-01    0.10963E-06    0.31973E-07    0.13528E-02    0.80912E-02
   271    0.48494E+04    0.92935E+02    0.15590E-06    0.23506E-02    0.10950E-01    0.92935E+02    0.44618E+01   -0.17409E-09   -0.11368E-06    0.10477E-06    0.15590E-06   -0.17409E-09    0.50201E-12    0.23976E-07    0.31807E-07    0.23506E-02   -0.11368E-06    0.23976E-07    0.53262E-01    0.13562E-02    0.10950E-01    0.10477E-06    0.31807E-07    0.13562E-02    0.81109E-02
   272    0.48225E+04    0.94148E+02    0.15275E-06    0.22946E-02    0.10892E-01    0.94148E+02    0.45879E+01   -0.21214E-09   -0.11342E-06    0.99927E-07    0.15275E-06   -0.21214E-09    0.49622E-12    0.23861E-07    0.31642E-07    0.22946E-02   -0.11342E-06    0.23861E-07    0.53399E-01    0.13595E-02    0.10892E-01    0.99927E-07    0.31642E-07    0.13595E-02    0.81307E-02
   273    0.47952E+04    0.95347E+02    0.14964E-06    0.22392E-02    0.10836E-01    0.95347E+02    0.47159E+01   -0.24997E-09   -0.11309E-06    0.95121E-07    0.14964E-06   -0.24997E-09    0.49051E-12    0.23748E-07    0.31479E-07    0.22392E-02   -0.11309E-06    0.23748E-07    0.53537E-01    0.13629E-02    0.10836E-01    0.95121E-07    0.31479E-07    0.13629E-02    0.81504E-02
   274    0.47676E+04    0.96509E+02    0.14656E-06    0.21844E-02    0.10780E-01    0.96509E+02    0.48461E+01   -0.28759E-09   -0.11269E-06    0.90355E-07    0.14656E-06   -0.28759E-09    0.48489E-12    0.23635E-07    0.31318E-07    0.21844E-02   -0.11269E-06    0.23635E-07    0.53675E-01    0.13662E-02    0.10780E-01    0.90355E-07    0.31318E-07    0.13662E-02    0.81701E-02
   275    0.47396E+04    0.97656E+02    0.14352E-06    0.21304E-02    0.10725E-01    0.97656E+02    0.49782E+01   -0.32501E-09   -0.11222E-06    0.85638E-07    0.14352E-06   -0.32501E-09    0.47935E-12    0.23524E-07    0.31158E-07    0.21304E-02   -0.11222E-06    0.23524E-07    0.53812E-01    0.13696E-02    0.10725E-01    0.85638E-07    0.31158E-07    0.13696E-02    0.81898E-02
   276    0.47114E+04    0.98767E+02    0.14051E-06    0.20770E-02    0.10670E-01    0.98767E+02    0.51124E+01   -0.36225E-09   -0.11167E-06    0.80976E-07    0.14051E-06   -0.36225E-09    0.47389E-12    0.23413E-07    0.31000E-07    0.20770E-02   -0.11167E-06    0.23413E-07    0.53950E-01    0.13729E-02    0.10670E-01    0.80976E-07    0.31000E-07    0.13729E-02    0.82094E-02
   277    0.46828E+04    0.99863E+02    0.13755E-06    0.20243E-02    0.10615E-01    0.99863E+02    0.52486E+01   -0.39933E-09   -0.11105E-06    0.76379E-07    0.13755E-06   -0.39933E-09    0.46851E-12    0.23304E-07    0.30844E-07    0.20243E-02   -0.11105E-06    0.23304E-07    0.54088E-01    0.13763E-02    0.10615E-01    0.76379E-07    0.30844E-07    0.13763E-02    0.82289E-02
   278    0.46539E+04    0.10092E+03    0.13462E-06    0.19722E-02    0.10562E-01    0.10092E+03    0.53867E+01   -0.43626E-09   -0.11036E-06    0.71852E-07    0.13462E-06   -0.43626E-09    0.46321E-12    0.23195E-07    0.30689E-07    0.19722E-02   -0.11036E-06    0.23195E-07    0.54226E-01    0.13797E-02    0.10562E-01    0.71852E-07    0.30689E-07    0.13797E-02    0.82485E-02
   279    0.46248E+04    0.10195E+03    0.13174E-06    0.19209E-02    0.10508E-01    0.10195E+03    0.55268E+01   -0.47305E-09   -0.10959E-06    0.67403E-07    0.13174E-06   -0.47305E-09    0.45798E-12    0.23088E-07    0.30536E-07    0.19209E-02   -0.10959E-06    0.23088E-07    0.54365E-01    0.13831E-02    0.10508E-01    0.67403E-07    0.30536E-07    0.13831E-02    0.82679E-02
   280    0.45953E+04    0.10297E+03    0.12889E-06    0.18702E-02    0.10456E-01    0.10297E+03    0.56687E+01   -0.50971E-09   -0.10875E-06    0.63041E-07    0.12889E-06   -0.50971E-09    0.45283E-12    0.22982E-07    0.30384E-07    0.18702E-02   -0.10875E-06    0.22982E-07    0.54503E-01    0.13864E-02    0.10456E-01    0.63041E-07    0.30384E-07    0.13864E-02    0.82873E-02
   281    0.45657E+04    0.10395E+03    0.12609E-06    0.18203E-02    0.10403E-01    0.10395E+03    0.58126E+01   -0.54627E-09   -0.10784E-06    0.58772E-07    0.12609E-06   -0.54627E-09    0.44776E-12    0.22876E-07    0.30234E-07    0.18203E-02   -0.10784E-06    0.22876E-07    0.54641E-01    0.13898E-02    0.10403E-01    0.58772E-07    0.30234E-07    0.13898E-02    0.83066E-02
   282    0.45357E+04    0.10490E+03    0.12333E-06    0.17710E-02    0.10351E-01    0.10490E+03    0.59582E+01   -0.58274E-09   -0.10686E-06    0.54604E-07    0.12333E-06   -0.58274E-09    0.44276E-12    0.22772E-07    0.30085E-07    0.17710E-02   -0.10686E-06    0.22772E-07    0.54780E-01    0.13932E-02    0.10351E-01    0.54604E-07    0.30085E-07    0.13932E-02    0.83258E-02
   283    0.45055E+04    0.10582E+03    0.12060E-06    0.17225E-02    0.10300E-01    0.10582E+03    0.61057E+01   -0.61913E-09   -0.10580E-06    0.50545E-07    0.12060E-06   -0.61913E-09    0.43783E-12    0.22669E-07    0.29937E-07    0.17225E-02   -0.10580E-06    0.22669E-07    0.54919E-01    0.13966E-02    0.10300E-01    0.50545E-07    0.29937E-07    0.13966E-02    0.83449E-02
   284    0.44751E+04    0.10671E+03    0.11793E-06    0.16747E-02    0.10249E-01    0.10671E+03    0.62550E+01   -0.65545E-09   -0.10467E-06    0.46602E-07    0.11793E-06   -0.65545E-09    0.43297E-12    0.22566E-07    0.29791E-07    0.16747E-02   -0.10467E-06    0.22566E-07    0.55057E-01    0.14000E-02    0.10249E-01    0.46602E-07    0.29791E-07    0.14000E-02    0.83640E-02
   285    0.44444E+04    0.10757E+03    0.11529E-06    0.16276E-02    0.10198E-01    0.10757E+03    0.64062E+01   -0.69172E-09   -0.10347E-06    0.42784E-07    0.11529E-06   -0.69172E-09    0.42818E-12    0.22465E-07    0.29646E-07    0.16276E-02   -0.10347E-06    0.22465E-07    0.55196E-01    0.14034E-02    0.10198E-01    0.42784E-07    0.29646E-07    0.14034E-02    0.83829E-02
   286    0.44135E+04    0.10839E+03    0.11270E-06    0.15812E-02    0.10148E-01    0.10839E+03    0.65590E+01   -0.72796E-09   -0.10219E-06    0.39096E-07    0.11270E-06   -0.72796E-09    0.42347E-12    0.22364E-07    0.29502E-07    0.15812E-02   -0.10219E-06    0.22364E-07    0.55335E-01    0.14068E-02    0.10148E-01    0.39096E-07    0.29502E-07    0.14068E-02    0.84017E-02
   287    0.43824E+04    0.10920E+03    0.11015E-06    0.15356E-02    0.10098E-01    0.10920E+03    0.67135E+01   -0.76418E-09   -0.10084E-06    0.35547E-07    0.11015E-06   -0.76418E-09    0.41882E-12    0.22265E-07    0.29359E-07    0.15356E-02   -0.10084E-06    0.22265E-07    0.55475E-01    0.14102E-02    0.10098E-01    0.35547E-07    0.29359E-07    0.14102E-02    0.84204E-02
