#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
   187    0.52568E+04   -0.27896E+02    0.79794E-06    0.89438E-02    0.18238E-01   -0.27896E+02    0.69647E+00   -0.82468E-09   -0.49085E-08   -0.19304E-07    0.79794E-06   -0.82468E-09    0.15706E-11    0.39847E-07    0.51244E-07    0.89438E-02   -0.49085E-08    0.39847E-07    0.42185E-01    0.15337E-03    0.18238E-01   -0.19304E-07    0.51244E-07    0.15337E-03    0.61646E-02
   188    0.52755E+04   -0.26961E+02    0.78126E-06    0.88455E-02    0.18100E-01   -0.26961E+02    0.68848E+00   -0.70784E-09   -0.51788E-08   -0.11666E-07    0.78126E-06   -0.70784E-09    0.15456E-11    0.39546E-07    0.50865E-07    0.88455E-02   -0.51788E-08    0.39546E-07    0.42308E-01    0.15377E-03    0.18100E-01   -0.11666E-07    0.50865E-07    0.15377E-03    0.61810E-02
   189    0.52935E+04   -0.25999E+02    0.76468E-06    0.87478E-02    0.17963E-01   -0.25999E+02    0.68089E+00   -0.58708E-09   -0.54930E-08   -0.34568E-08    0.76468E-06   -0.58708E-09    0.15211E-11    0.39249E-07    0.50489E-07    0.87478E-02   -0.54930E-08    0.39249E-07    0.42432E-01    0.15418E-03    0.17963E-01   -0.34568E-08    0.50489E-07    0.15418E-03    0.61972E-02
   190    0.53115E+04   -0.25015E+02    0.74821E-06    0.86507E-02    0.17827E-01   -0.25015E+02    0.67375E+00   -0.46326E-09   -0.58543E-08    0.52460E-08    0.74821E-06   -0.46326E-09    0.14971E-11    0.38956E-07    0.50115E-07    0.86507E-02   -0.58543E-08    0.38956E-07    0.42555E-01    0.15458E-03    0.17827E-01    0.52460E-08    0.50115E-07    0.15458E-03    0.62132E-02
   191    0.53285E+04   -0.24004E+02    0.73190E-06    0.85542E-02    0.17692E-01   -0.24004E+02    0.66708E+00   -0.33725E-09   -0.62657E-08    0.14364E-07    0.73190E-06   -0.33725E-09    0.14736E-11    0.38666E-07    0.49745E-07    0.85542E-02   -0.62657E-08    0.38666E-07    0.42678E-01    0.15497E-03    0.17692E-01    0.14364E-07    0.49745E-07    0.15497E-03    0.62290E-02
   192    0.53451E+04   -0.22969E+02    0.71575E-06    0.84582E-02    0.17559E-01   -0.22969E+02    0.66090E+00   -0.20993E-09   -0.67303E-08    0.23819E-07    0.71575E-06   -0.20993E-09    0.14505E-11    0.38381E-07    0.49378E-07    0.84582E-02   -0.67303E-08    0.38381E-07    0.42801E-01    0.15537E-03    0.17559E-01    0.23819E-07    0.49378E-07    0.15537E-03    0.62446E-02
   193    0.53612E+04   -0.21911E+02    0.69979E-06    0.83628E-02    0.17426E-01   -0.21911E+02    0.65526E+00   -0.82164E-10   -0.72511E-08    0.33534E-07    0.69979E-06   -0.82164E-10    0.14280E-11    0.38098E-07    0.49014E-07    0.83628E-02   -0.72511E-08    0.38098E-07    0.42924E-01    0.15576E-03    0.17426E-01    0.33534E-07    0.49014E-07    0.15576E-03    0.62600E-02
   194    0.53769E+04   -0.20828E+02    0.68404E-06    0.82679E-02    0.17294E-01   -0.20828E+02    0.65018E+00    0.45173E-10   -0.78312E-08    0.43429E-07    0.68404E-06    0.45173E-10    0.14058E-11    0.37820E-07    0.48653E-07    0.82679E-02   -0.78312E-08    0.37820E-07    0.43048E-01    0.15614E-03    0.17294E-01    0.43429E-07    0.48653E-07    0.15614E-03    0.62752E-02
   195    0.53920E+04   -0.19723E+02    0.66854E-06    0.81736E-02    0.17164E-01   -0.19723E+02    0.64570E+00    0.17121E-09   -0.84737E-08    0.53428E-07    0.66854E-06    0.17121E-09    0.13842E-11    0.37545E-07    0.48295E-07    0.81736E-02   -0.84737E-08    0.37545E-07    0.43171E-01    0.15653E-03    0.17164E-01    0.53428E-07    0.48295E-07    0.15653E-03    0.62903E-02
   196    0.54065E+04   -0.18595E+02    0.65329E-06    0.80797E-02    0.17034E-01   -0.18595E+02    0.64186E+00    0.29507E-09   -0.91816E-08    0.63451E-07    0.65329E-06    0.29507E-09    0.13629E-11    0.37273E-07    0.47941E-07    0.80797E-02   -0.91816E-08    0.37273E-07    0.43295E-01    0.15690E-03    0.17034E-01    0.63451E-07    0.47941E-07    0.15690E-03    0.63053E-02
   197    0.54206E+04   -0.17445E+02    0.63833E-06    0.79863E-02    0.16906E-01   -0.17445E+02    0.63870E+00    0.41590E-09   -0.99580E-08    0.73421E-07    0.63833E-06    0.41590E-09    0.13420E-11    0.37005E-07    0.47589E-07    0.79863E-02   -0.99580E-08    0.37005E-07    0.43418E-01    0.15728E-03    0.16906E-01    0.73421E-07    0.47589E-07    0.15728E-03    0.63201E-02
   198    0.54341E+04   -0.16272E+02    0.62367E-06    0.78933E-02    0.16779E-01   -0.16272E+02    0.63624E+00    0.53280E-09   -0.10806E-07    0.83260E-07    0.62367E-06    0.53280E-09    0.13215E-11    0.36740E-07    0.47241E-07    0.78933E-02   -0.10806E-07    0.36740E-07    0.43542E-01    0.15765E-03    0.16779E-01    0.83260E-07    0.47241E-07    0.15765E-03    0.63349E-02
   199    0.54472E+04   -0.15077E+02    0.60934E-06    0.78008E-02    0.16653E-01   -0.15077E+02    0.63452E+00    0.64492E-09   -0.11729E-07    0.92889E-07    0.60934E-06    0.64492E-09    0.13014E-11    0.36479E-07    0.46896E-07    0.78008E-02   -0.11729E-07    0.36479E-07    0.43667E-01    0.15801E-03    0.16653E-01    0.92889E-07    0.46896E-07    0.15801E-03    0.63496E-02
   200    0.54597E+04   -0.13862E+02    0.59537E-06    0.77087E-02    0.16528E-01   -0.13862E+02    0.63357E+00    0.75138E-09   -0.12729E-07    0.10223E-06    0.59537E-06    0.75138E-09    0.12817E-11    0.36221E-07    0.46555E-07    0.77087E-02   -0.12729E-07    0.36221E-07    0.43792E-01    0.15837E-03    0.16528E-01    0.10223E-06    0.46555E-07    0.15837E-03    0.63643E-02
   201    0.54716E+04   -0.12624E+02    0.58177E-06    0.76170E-02    0.16404E-01   -0.12624E+02    0.63345E+00    0.85148E-09   -0.13809E-07    0.11122E-06    0.58177E-06    0.85148E-09    0.12623E-11    0.35966E-07    0.46217E-07    0.76170E-02   -0.13809E-07    0.35966E-07    0.43917E-01    0.15873E-03    0.16404E-01    0.11122E-06    0.46217E-07    0.15873E-03    0.63789E-02
   202    0.54831E+04   -0.11366E+02    0.56854E-06    0.75258E-02    0.16282E-01   -0.11366E+02    0.63415E+00    0.94519E-09   -0.14967E-07    0.11985E-06    0.56854E-06    0.94519E-09    0.12433E-11    0.35714E-07    0.45882E-07    0.75258E-02   -0.14967E-07    0.35714E-07    0.44042E-01    0.15907E-03    0.16282E-01    0.11985E-06    0.45882E-07    0.15907E-03    0.63934E-02
   203    0.54939E+04   -0.10088E+02    0.55567E-06    0.74349E-02    0.16161E-01   -0.10088E+02    0.63575E+00    0.10327E-08   -0.16200E-07    0.12813E-06    0.55567E-06    0.10327E-08    0.12246E-11    0.35465E-07    0.45551E-07    0.74349E-02   -0.16200E-07    0.35465E-07    0.44169E-01    0.15942E-03    0.16161E-01    0.12813E-06    0.45551E-07    0.15942E-03    0.64080E-02
   204    0.55041E+04   -0.87905E+01    0.54315E-06    0.73444E-02    0.16041E-01   -0.87905E+01    0.63827E+00    0.11140E-08   -0.17504E-07    0.13605E-06    0.54315E-06    0.11140E-08    0.12063E-11    0.35220E-07    0.45223E-07    0.73444E-02   -0.17504E-07    0.35220E-07    0.44295E-01    0.15976E-03    0.16041E-01    0.13605E-06    0.45223E-07    0.15976E-03    0.64225E-02
   205    0.55137E+04   -0.74731E+01    0.53099E-06    0.72544E-02    0.15922E-01   -0.74731E+01    0.64174E+00    0.11894E-08   -0.18877E-07    0.14362E-06    0.53099E-06    0.11894E-08    0.11883E-11    0.34978E-07    0.44898E-07    0.72544E-02   -0.18877E-07    0.34978E-07    0.44422E-01    0.16009E-03    0.15922E-01    0.14362E-06    0.44898E-07    0.16009E-03    0.64370E-02
   206    0.55227E+04   -0.61365E+01    0.51916E-06    0.71647E-02    0.15805E-01   -0.61365E+01    0.64620E+00    0.12590E-08   -0.20316E-07    0.15085E-06    0.51916E-06    0.12590E-08    0.11706E-11    0.34739E-07    0.44577E-07    0.71647E-02   -0.20316E-07    0.34739E-07    0.44549E-01    0.16042E-03    0.15805E-01    0.15085E-06    0.44577E-07    0.16042E-03    0.64515E-02
   207    0.55312E+04   -0.47813E+01    0.50767E-06    0.70755E-02    0.15688E-01   -0.47813E+01    0.65167E+00    0.13229E-08   -0.21817E-07    0.15774E-06    0.50767E-06    0.13229E-08    0.11533E-11    0.34502E-07    0.44259E-07    0.70755E-02   -0.21817E-07    0.34502E-07    0.44677E-01    0.16075E-03    0.15688E-01    0.15774E-06    0.44259E-07    0.16075E-03    0.64659E-02
   208    0.55390E+04   -0.34079E+01    0.49651E-06    0.69867E-02    0.15573E-01   -0.34079E+01    0.65821E+00    0.13812E-08   -0.23378E-07    0.16430E-06    0.49651E-06    0.13812E-08    0.11362E-11    0.34269E-07    0.43944E-07    0.69867E-02   -0.23378E-07    0.34269E-07    0.44805E-01    0.16107E-03    0.15573E-01    0.16430E-06    0.43944E-07    0.16107E-03    0.64804E-02
   209    0.55461E+04   -0.20167E+01    0.48566E-06    0.68983E-02    0.15459E-01   -0.20167E+01    0.66584E+00    0.14341E-08   -0.24995E-07    0.17053E-06    0.48566E-06    0.14341E-08    0.11195E-11    0.34039E-07    0.43632E-07    0.68983E-02   -0.24995E-07    0.34039E-07    0.44933E-01    0.16139E-03    0.15459E-01    0.17053E-06    0.43632E-07    0.16139E-03    0.64948E-02
   210    0.55527E+04   -0.60850E+00    0.47513E-06    0.68104E-02    0.15346E-01   -0.60850E+00    0.67461E+00    0.14818E-08   -0.26665E-07    0.17644E-06    0.47513E-06    0.14818E-08    0.11031E-11    0.33812E-07    0.43324E-07    0.68104E-02   -0.26665E-07    0.33812E-07    0.45062E-01    0.16171E-03    0.15346E-01    0.17644E-06    0.43324E-07    0.16171E-03    0.65093E-02
   211    0.55587E+04    0.81654E+00    0.46491E-06    0.67228E-02    0.15234E-01    0.81654E+00    0.68454E+00    0.15244E-08   -0.28386E-07    0.18203E-06    0.46491E-06    0.15244E-08    0.10870E-11    0.33587E-07    0.43019E-07    0.67228E-02   -0.28386E-07    0.33587E-07    0.45191E-01    0.16202E-03    0.15234E-01    0.18203E-06    0.43019E-07    0.16202E-03    0.65237E-02
   212    0.55639E+04    0.22575E+01    0.45498E-06    0.66358E-02    0.15124E-01    0.22575E+01    0.69567E+00    0.15620E-08   -0.30155E-07    0.18729E-06    0.45498E-06    0.15620E-08    0.10712E-11    0.33366E-07    0.42717E-07    0.66358E-02   -0.30155E-07    0.33366E-07    0.45320E-01    0.16232E-03    0.15124E-01    0.18729E-06    0.42717E-07    0.16232E-03    0.65382E-02
   213    0.55687E+04    0.37146E+01    0.44535E-06    0.65491E-02    0.15014E-01    0.37146E+01    0.70803E+00    0.15948E-08   -0.31968E-07    0.19225E-06    0.44535E-06    0.15948E-08    0.10557E-11    0.33147E-07    0.42418E-07    0.65491E-02   -0.31968E-07    0.33147E-07    0.45450E-01    0.16263E-03    0.15014E-01    0.19225E-06    0.42418E-07    0.16263E-03    0.65526E-02
   214    0.55728E+04    0.51864E+01    0.43600E-06    0.64629E-02    0.14906E-01    0.51864E+01    0.72163E+00    0.16228E-08   -0.33822E-07    0.19691E-06    0.43600E-06    0.16228E-08    0.10405E-11    0.32931E-07    0.42122E-07    0.64629E-02   -0.33822E-07    0.32931E-07    0.45580E-01    0.16293E-03    0.14906E-01    0.19691E-06    0.42122E-07    0.16293E-03    0.65671E-02
   215    0.55762E+04    0.66723E+01    0.42692E-06    0.63771E-02    0.14799E-01    0.66723E+01    0.73665E+00    0.16464E-08   -0.35714E-07    0.20126E-06    0.42692E-06    0.16464E-08    0.10255E-11    0.32717E-07    0.41829E-07    0.63771E-02   -0.35714E-07    0.32717E-07    0.45710E-01    0.16322E-03    0.14799E-01    0.20126E-06    0.41829E-07    0.16322E-03    0.65815E-02
   216    0.55791E+04    0.81729E+01    0.41812E-06    0.62917E-02    0.14693E-01    0.81729E+01    0.75291E+00    0.16655E-08   -0.37642E-07    0.20531E-06    0.41812E-06    0.16655E-08    0.10109E-11    0.32507E-07    0.41540E-07    0.62917E-02   -0.37642E-07    0.32507E-07    0.45841E-01    0.16352E-03    0.14693E-01    0.20531E-06    0.41540E-07    0.16352E-03    0.65960E-02
   217    0.55814E+04    0.96861E+01    0.40958E-06    0.62068E-02    0.14588E-01    0.96861E+01    0.77055E+00    0.16803E-08   -0.39602E-07    0.20907E-06    0.40958E-06    0.16803E-08    0.99651E-12    0.32299E-07    0.41253E-07    0.62068E-02   -0.39602E-07    0.32299E-07    0.45972E-01    0.16381E-03    0.14588E-01    0.20907E-06    0.41253E-07    0.16381E-03    0.66105E-02
   218    0.55830E+04    0.11212E+02    0.40130E-06    0.61223E-02    0.14484E-01    0.11212E+02    0.78959E+00    0.16911E-08   -0.41591E-07    0.21254E-06    0.40130E-06    0.16911E-08    0.98240E-12    0.32093E-07    0.40969E-07    0.61223E-02   -0.41591E-07    0.32093E-07    0.46103E-01    0.16409E-03    0.14484E-01    0.21254E-06    0.40969E-07    0.16409E-03    0.66251E-02
   219    0.55841E+04    0.12752E+02    0.39327E-06    0.60383E-02    0.14381E-01    0.12752E+02    0.81002E+00    0.16978E-08   -0.43606E-07    0.21573E-06    0.39327E-06    0.16978E-08    0.96856E-12    0.31890E-07    0.40689E-07    0.60383E-02   -0.43606E-07    0.31890E-07    0.46235E-01    0.16438E-03    0.14381E-01    0.21573E-06    0.40689E-07    0.16438E-03    0.66396E-02
   220    0.55845E+04    0.14301E+02    0.38548E-06    0.59547E-02    0.14280E-01    0.14301E+02    0.83198E+00    0.17007E-08   -0.45644E-07    0.21864E-06    0.38548E-06    0.17007E-08    0.95499E-12    0.31690E-07    0.40411E-07    0.59547E-02   -0.45644E-07    0.31690E-07    0.46367E-01    0.16466E-03    0.14280E-01    0.21864E-06    0.40411E-07    0.16466E-03    0.66542E-02
   221    0.55844E+04    0.15862E+02    0.37792E-06    0.58716E-02    0.14179E-01    0.15862E+02    0.85541E+00    0.16999E-08   -0.47703E-07    0.22127E-06    0.37792E-06    0.16999E-08    0.94167E-12    0.31492E-07    0.40137E-07    0.58716E-02   -0.47703E-07    0.31492E-07    0.46499E-01    0.16494E-03    0.14179E-01    0.22127E-06    0.40137E-07    0.16494E-03    0.66688E-02
   222    0.55837E+04    0.17433E+02    0.37059E-06    0.57889E-02    0.14080E-01    0.17433E+02    0.88044E+00    0.16955E-08   -0.49778E-07    0.22363E-06    0.37059E-06    0.16955E-08    0.92860E-12    0.31297E-07    0.39865E-07    0.57889E-02   -0.49778E-07    0.31297E-07    0.46631E-01    0.16522E-03    0.14080E-01    0.22363E-06    0.39865E-07    0.16522E-03    0.66835E-02
   223    0.55822E+04    0.19015E+02    0.36349E-06    0.57067E-02    0.13982E-01    0.19015E+02    0.90702E+00    0.16877E-08   -0.51868E-07    0.22573E-06    0.36349E-06    0.16877E-08    0.91578E-12    0.31104E-07    0.39597E-07    0.57067E-02   -0.51868E-07    0.31104E-07    0.46764E-01    0.16549E-03    0.13982E-01    0.22573E-06    0.39597E-07    0.16549E-03    0.66982E-02
   224    0.55803E+04    0.20604E+02    0.35660E-06    0.56250E-02    0.13884E-01    0.20604E+02    0.93512E+00    0.16767E-08   -0.53968E-07    0.22757E-06    0.35660E-06    0.16767E-08    0.90321E-12    0.30913E-07    0.39331E-07    0.56250E-02   -0.53968E-07    0.30913E-07    0.46896E-01    0.16576E-03    0.13884E-01    0.22757E-06    0.39331E-07    0.16576E-03    0.67130E-02
   225    0.55778E+04    0.22204E+02    0.34991E-06    0.55437E-02    0.13788E-01    0.22204E+02    0.96491E+00    0.16625E-08   -0.56076E-07    0.22915E-06    0.34991E-06    0.16625E-08    0.89087E-12    0.30725E-07    0.39068E-07    0.55437E-02   -0.56076E-07    0.30725E-07    0.47030E-01    0.16603E-03    0.13788E-01    0.22915E-06    0.39068E-07    0.16603E-03    0.67278E-02
   226    0.55746E+04    0.23810E+02    0.34343E-06    0.54628E-02    0.13693E-01    0.23810E+02    0.99637E+00    0.16453E-08   -0.58189E-07    0.23047E-06    0.34343E-06    0.16453E-08    0.87876E-12    0.30539E-07    0.38808E-07    0.54628E-02   -0.58189E-07    0.30539E-07    0.47163E-01    0.16630E-03    0.13693E-01    0.23047E-06    0.38808E-07    0.16630E-03    0.67426E-02
   227    0.55708E+04    0.25423E+02    0.33714E-06    0.53825E-02    0.13599E-01    0.25423E+02    0.10295E+01    0.16252E-08   -0.60304E-07    0.23155E-06    0.33714E-06    0.16252E-08    0.86688E-12    0.30356E-07    0.38551E-07    0.53825E-02   -0.60304E-07    0.30356E-07    0.47296E-01    0.16657E-03    0.13599E-01    0.23155E-06    0.38551E-07    0.16657E-03    0.67575E-02
   228    0.55665E+04    0.27044E+02    0.33103E-06    0.53026E-02    0.13507E-01    0.27044E+02    0.10643E+01    0.16025E-08   -0.62418E-07    0.23239E-06    0.33103E-06    0.16025E-08    0.85522E-12    0.30174E-07    0.38296E-07    0.53026E-02   -0.62418E-07    0.30174E-07    0.47430E-01    0.16684E-03    0.13507E-01    0.23239E-06    0.38296E-07    0.16684E-03    0.67725E-02
   229    0.55615E+04    0.28669E+02    0.32510E-06    0.52232E-02    0.13415E-01    0.28669E+02    0.11009E+01    0.15772E-08   -0.64528E-07    0.23299E-06    0.32510E-06    0.15772E-08    0.84378E-12    0.29995E-07    0.38045E-07    0.52232E-02   -0.64528E-07    0.29995E-07    0.47564E-01    0.16710E-03    0.13415E-01    0.23299E-06    0.38045E-07    0.16710E-03    0.67875E-02
   230    0.55559E+04    0.30300E+02    0.31935E-06    0.51442E-02    0.13324E-01    0.30300E+02    0.11392E+01    0.15494E-08   -0.66630E-07    0.23335E-06    0.31935E-06    0.15494E-08    0.83256E-12    0.29818E-07    0.37796E-07    0.51442E-02   -0.66630E-07    0.29818E-07    0.47698E-01    0.16736E-03    0.13324E-01    0.23335E-06    0.37796E-07    0.16736E-03    0.68026E-02
   231    0.55497E+04    0.31936E+02    0.31376E-06    0.50658E-02    0.13234E-01    0.31936E+02    0.11794E+01    0.15194E-08   -0.68722E-07    0.23349E-06    0.31376E-06    0.15194E-08    0.82154E-12    0.29643E-07    0.37550E-07    0.50658E-02   -0.68722E-07    0.29643E-07    0.47833E-01    0.16762E-03    0.13234E-01    0.23349E-06    0.37550E-07    0.16762E-03    0.68178E-02
   232    0.55429E+04    0.33576E+02    0.30832E-06    0.49878E-02    0.13146E-01    0.33576E+02    0.12213E+01    0.14872E-08   -0.70800E-07    0.23340E-06    0.30832E-06    0.14872E-08    0.81073E-12    0.29470E-07    0.37307E-07    0.49878E-02   -0.70800E-07    0.29470E-07    0.47967E-01    0.16788E-03    0.13146E-01    0.23340E-06    0.37307E-07    0.16788E-03    0.68330E-02
   233    0.55355E+04    0.35218E+02    0.30304E-06    0.49103E-02    0.13058E-01    0.35218E+02    0.12652E+01    0.14530E-08   -0.72863E-07    0.23309E-06    0.30304E-06    0.14530E-08    0.80012E-12    0.29299E-07    0.37066E-07    0.49103E-02   -0.72863E-07    0.29299E-07    0.48102E-01    0.16814E-03    0.13058E-01    0.23309E-06    0.37066E-07    0.16814E-03    0.68483E-02
   234    0.55274E+04    0.36863E+02    0.29790E-06    0.48332E-02    0.12972E-01    0.36863E+02    0.13109E+01    0.14169E-08   -0.74906E-07    0.23256E-06    0.29790E-06    0.14169E-08    0.78970E-12    0.29130E-07    0.36829E-07    0.48332E-02   -0.74906E-07    0.29130E-07    0.48236E-01    0.16840E-03    0.12972E-01    0.23256E-06    0.36829E-07    0.16840E-03    0.68637E-02
   235    0.55188E+04    0.38509E+02    0.29290E-06    0.47567E-02    0.12886E-01    0.38509E+02    0.13584E+01    0.13792E-08   -0.76926E-07    0.23182E-06    0.29290E-06    0.13792E-08    0.77947E-12    0.28963E-07    0.36593E-07    0.47567E-02   -0.76926E-07    0.28963E-07    0.48371E-01    0.16866E-03    0.12886E-01    0.23182E-06    0.36593E-07    0.16866E-03    0.68792E-02
   236    0.55095E+04    0.40156E+02    0.28803E-06    0.46806E-02    0.12802E-01    0.40156E+02    0.14079E+01    0.13398E-08   -0.78921E-07    0.23088E-06    0.28803E-06    0.13398E-08    0.76942E-12    0.28799E-07    0.36361E-07    0.46806E-02   -0.78921E-07    0.28799E-07    0.48507E-01    0.16892E-03    0.12802E-01    0.23088E-06    0.36361E-07    0.16892E-03    0.68947E-02
   237    0.54997E+04    0.41804E+02    0.28327E-06    0.46051E-02    0.12718E-01    0.41804E+02    0.14594E+01    0.12990E-08   -0.80887E-07    0.22973E-06    0.28327E-06    0.12990E-08    0.75956E-12    0.28635E-07    0.36131E-07    0.46051E-02   -0.80887E-07    0.28635E-07    0.48642E-01    0.16917E-03    0.12718E-01    0.22973E-06    0.36131E-07    0.16917E-03    0.69104E-02
   238    0.54892E+04    0.43451E+02    0.27864E-06    0.45300E-02    0.12636E-01    0.43451E+02    0.15129E+01    0.12570E-08   -0.82822E-07    0.22839E-06    0.27864E-06    0.12570E-08    0.74986E-12    0.28474E-07    0.35904E-07    0.45300E-02   -0.82822E-07    0.28474E-07    0.48777E-01    0.16943E-03    0.12636E-01    0.22839E-06    0.35904E-07    0.16943E-03    0.69261E-02
   239    0.54782E+04    0.45097E+02    0.27411E-06    0.44554E-02    0.12554E-01    0.45097E+02    0.15683E+01    0.12137E-08   -0.84723E-07    0.22685E-06    0.27411E-06    0.12137E-08    0.74034E-12    0.28315E-07    0.35679E-07    0.44554E-02   -0.84723E-07    0.28315E-07    0.48913E-01    0.16969E-03    0.12554E-01    0.22685E-06    0.35679E-07    0.16969E-03    0.69420E-02
   240    0.54665E+04    0.46741E+02    0.26968E-06    0.43813E-02    0.12474E-01    0.46741E+02    0.16256E+01    0.11695E-08   -0.86585E-07    0.22513E-06    0.26968E-06    0.11695E-08    0.73099E-12    0.28157E-07    0.35457E-07    0.43813E-02   -0.86585E-07    0.28157E-07    0.49048E-01    0.16994E-03    0.12474E-01    0.22513E-06    0.35457E-07    0.16994E-03    0.69579E-02
   241    0.54543E+04    0.48382E+02    0.26535E-06    0.43078E-02    0.12395E-01    0.48382E+02    0.16851E+01    0.11243E-08   -0.88407E-07    0.22321E-06    0.26535E-06    0.11243E-08    0.72179E-12    0.28001E-07    0.35238E-07    0.43078E-02   -0.88407E-07    0.28001E-07    0.49184E-01    0.17020E-03    0.12395E-01    0.22321E-06    0.35238E-07    0.17020E-03    0.69740E-02
   242    0.54415E+04    0.50020E+02    0.26111E-06    0.42347E-02    0.12316E-01    0.50020E+02    0.17465E+01    0.10785E-08   -0.90185E-07    0.22113E-06    0.26111E-06    0.10785E-08    0.71275E-12    0.27847E-07    0.35021E-07    0.42347E-02   -0.90185E-07    0.27847E-07    0.49320E-01    0.17046E-03    0.12316E-01    0.22113E-06    0.35021E-07    0.17046E-03    0.69901E-02
   243    0.54282E+04    0.51654E+02    0.25694E-06    0.41621E-02    0.12239E-01    0.51654E+02    0.18100E+01    0.10320E-08   -0.91917E-07    0.21886E-06    0.25694E-06    0.10320E-08    0.70386E-12    0.27695E-07    0.34806E-07    0.41621E-02   -0.91917E-07    0.27695E-07    0.49456E-01    0.17071E-03    0.12239E-01    0.21886E-06    0.34806E-07    0.17071E-03    0.70064E-02
   244    0.54142E+04    0.53284E+02    0.25285E-06    0.40901E-02    0.12163E-01    0.53284E+02    0.18756E+01    0.98513E-09   -0.93599E-07    0.21642E-06    0.25285E-06    0.98513E-09    0.69512E-12    0.27544E-07    0.34594E-07    0.40901E-02   -0.93599E-07    0.27544E-07    0.49592E-01    0.17097E-03    0.12163E-01    0.21642E-06    0.34594E-07    0.17097E-03    0.70228E-02
   245    0.53997E+04    0.54908E+02    0.24882E-06    0.40185E-02    0.12087E-01    0.54908E+02    0.19433E+01    0.93793E-09   -0.95228E-07    0.21382E-06    0.24882E-06    0.93793E-09    0.68651E-12    0.27395E-07    0.34385E-07    0.40185E-02   -0.95228E-07    0.27395E-07    0.49728E-01    0.17123E-03    0.12087E-01    0.21382E-06    0.34385E-07    0.17123E-03    0.70393E-02
   246    0.53846E+04    0.56526E+02    0.24486E-06    0.39475E-02    0.12013E-01    0.56526E+02    0.20130E+01    0.89057E-09   -0.96801E-07    0.21106E-06    0.24486E-06    0.89057E-09    0.67804E-12    0.27247E-07    0.34177E-07    0.39475E-02   -0.96801E-07    0.27247E-07    0.49864E-01    0.17149E-03    0.12013E-01    0.21106E-06    0.34177E-07    0.17149E-03    0.70559E-02
   247    0.53690E+04    0.58136E+02    0.24094E-06    0.38770E-02    0.11939E-01    0.58136E+02    0.20849E+01    0.84318E-09   -0.98315E-07    0.20814E-06    0.24094E-06    0.84318E-09    0.66971E-12    0.27101E-07    0.33973E-07    0.38770E-02   -0.98315E-07    0.27101E-07    0.50000E-01    0.17175E-03    0.11939E-01    0.20814E-06    0.33973E-07    0.17175E-03    0.70727E-02
   248    0.53528E+04    0.59740E+02    0.23707E-06    0.38070E-02    0.11867E-01    0.59740E+02    0.21591E+01    0.79591E-09   -0.99767E-07    0.20507E-06    0.23707E-06    0.79591E-09    0.66150E-12    0.26956E-07    0.33770E-07    0.38070E-02   -0.99767E-07    0.26956E-07    0.50136E-01    0.17201E-03    0.11867E-01    0.20507E-06    0.33770E-07    0.17201E-03    0.70896E-02
   249    0.53362E+04    0.61335E+02    0.23324E-06    0.37375E-02    0.11795E-01    0.61335E+02    0.22352E+01    0.74890E-09   -0.10115E-06    0.20185E-06    0.23324E-06    0.74890E-09    0.65341E-12    0.26813E-07    0.33571E-07    0.37375E-02   -0.10115E-06    0.26813E-07    0.50272E-01    0.17227E-03    0.11795E-01    0.20185E-06    0.33571E-07    0.17227E-03    0.71066E-02
   250    0.53190E+04    0.62921E+02    0.22943E-06    0.36685E-02    0.11725E-01    0.62921E+02    0.23136E+01    0.70229E-09   -0.10247E-06    0.19848E-06    0.22943E-06    0.70229E-09    0.64544E-12    0.26671E-07    0.33373E-07    0.36685E-02   -0.10247E-06    0.26671E-07    0.50409E-01    0.17253E-03    0.11725E-01    0.19848E-06    0.33373E-07    0.17253E-03    0.71238E-02
   251    0.53013E+04    0.64497E+02    0.22565E-06    0.36001E-02    0.11655E-01    0.64497E+02    0.23941E+01    0.65619E-09   -0.10372E-06    0.19498E-06    0.22565E-06    0.65619E-09    0.63758E-12    0.26530E-07    0.33178E-07    0.36001E-02   -0.10372E-06    0.26530E-07    0.50545E-01    0.17279E-03    0.11655E-01    0.19498E-06    0.33178E-07    0.17279E-03    0.71411E-02
   252    0.52830E+04    0.66064E+02    0.22190E-06    0.35322E-02    0.11586E-01    0.66064E+02    0.24768E+01    0.61063E-09   -0.10490E-06    0.19135E-06    0.22190E-06    0.61063E-09    0.62984E-12    0.26391E-07    0.32985E-07    0.35322E-02   -0.10490E-06    0.26391E-07    0.50681E-01    0.17306E-03    0.11586E-01    0.19135E-06    0.32985E-07    0.17306E-03    0.71585E-02
   253    0.52644E+04    0.67618E+02    0.21817E-06    0.34648E-02    0.11519E-01    0.67618E+02    0.25615E+01    0.56557E-09   -0.10601E-06    0.18759E-06    0.21817E-06    0.56557E-09    0.62220E-12    0.26253E-07    0.32794E-07    0.34648E-02   -0.10601E-06    0.26253E-07    0.50818E-01    0.17333E-03    0.11519E-01    0.18759E-06    0.32794E-07    0.17333E-03    0.71760E-02
