#    L    TT             EE             TE             PP             TP          
  2749    0.46293E+02    0.11275E+01   -0.15665E+01    0.28829E+05    0.27339E+01
  2750    0.46121E+02    0.11268E+01   -0.15344E+01    0.28806E+05    0.27495E+01
  2751    0.45948E+02    0.11263E+01   -0.15029E+01    0.28783E+05    0.27647E+01
  2752    0.45773E+02    0.11258E+01   -0.14717E+01    0.28760E+05    0.27796E+01
  2753    0.45599E+02    0.11255E+01   -0.14410E+01    0.28737E+05    0.27941E+01
  2754    0.45423E+02    0.11254E+01   -0.14105E+01    0.28714E+05    0.28082E+01
  2755    0.45246E+02    0.11254E+01   -0.13807E+01    0.28692E+05    0.28219E+01
  2756    0.45068E+02    0.11257E+01   -0.13512E+01    0.28669E+05    0.28353E+01
  2757    0.44890E+02    0.11260E+01   -0.13222E+01    0.28646E+05    0.28483E+01
  2758    0.44711E+02    0.11266E+01   -0.12936E+01    0.28623E+05    0.28609E+01
  2759    0.44531E+02    0.11273E+01   -0.12655E+01    0.28601E+05    0.28731E+01
  2760    0.44351E+02    0.11281E+01   -0.12379E+01    0.28578E+05    0.28850E+01
  2761    0.44169E+02    0.11291E+01   -0.12106E+01    0.28555E+05    0.28965E+01
  2762    0.43988E+02    0.11302E+01   -0.11840E+01    0.28533E+05    0.29076E+01
  2763    0.43805E+02    0.11316E+01   -0.11577E+01    0.28510E+05    0.29183E+01
  2764    0.43622E+02    0.11329E+01   -0.11320E+01    0.28488E+05    0.29287E+01
  2765    0.43439E+02    0.11344E+01   -0.11068E+01    0.28465E+05    0.29387E+01
  2766    0.43255E+02    0.11361E+01   -0.10821E+01    0.28443E+05    0.29484E+01
  2767    0.43071E+02    0.11379E+01   -0.10578E+01    0.28420E+05    0.29576E+01
  2768    0.42886E+02    0.11399E+01   -0.10341E+01    0.28398E+05    0.29665E+01
  2769    0.42700E+02    0.11420E+01   -0.10109E+01    0.28375E+05    0.29751E+01
  2770    0.42515E+02    0.11442E+01   -0.98835E+00    0.28353E+05    0.29832E+01
  2771    0.42330E+02    0.11465E+01   -0.96624E+00    0.28331E+05    0.29910E+01
  2772    0.42144E+02    0.11489E+01   -0.94463E+00    0.28308E+05    0.29984E+01
  2773    0.41957E+02    0.11514E+01   -0.92337E+00    0.28286E+05    0.30055E+01
  2774    0.41771E+02    0.11541E+01   -0.90284E+00    0.28264E+05    0.30121E+01
  2775    0.41585E+02    0.11569E+01   -0.88266E+00    0.28241E+05    0.30185E+01
  2776    0.41398E+02    0.11598E+01   -0.86320E+00    0.28219E+05    0.30244E+01
  2777    0.41211E+02    0.11628E+01   -0.84433E+00    0.28197E+05    0.30300E+01
  2778    0.41025E+02    0.11658E+01   -0.82589E+00    0.28175E+05    0.30352E+01
  2779    0.40837E+02    0.11690E+01   -0.80796E+00    0.28152E+05    0.30401E+01
  2780    0.40651E+02    0.11722E+01   -0.79061E+00    0.28130E+05    0.30446E+01
  2781    0.40465E+02    0.11756E+01   -0.77384E+00    0.28108E+05    0.30487E+01
  2782    0.40279E+02    0.11791E+01   -0.75759E+00    0.28086E+05    0.30524E+01
  2783    0.40094E+02    0.11826E+01   -0.74192E+00    0.28064E+05    0.30558E+01
  2784    0.39908E+02    0.11862E+01   -0.72684E+00    0.28042E+05    0.30589E+01
  2785    0.39722E+02    0.11900E+01   -0.71225E+00    0.28020E+05    0.30615E+01
  2786    0.39537E+02    0.11937E+01   -0.69819E+00    0.27998E+05    0.30638E+01
  2787    0.39352E+02    0.11976E+01   -0.68473E+00    0.27976E+05    0.30658E+01
  2788    0.39166E+02    0.12015E+01   -0.67181E+00    0.27954E+05    0.30674E+01
  2789    0.38981E+02    0.12055E+01   -0.65950E+00    0.27932E+05    0.30686E+01
  2790    0.38799E+02    0.12096E+01   -0.64769E+00    0.27910E+05    0.30695E+01
  2791    0.38613E+02    0.12136E+01   -0.63645E+00    0.27888E+05    0.30700E+01
  2792    0.38431E+02    0.12178E+01   -0.62576E+00    0.27866E+05    0.30701E+01
  2793    0.38248E+02    0.12221E+01   -0.61563E+00    0.27844E+05    0.30699E+01
  2794    0.38065E+02    0.12263E+01   -0.60604E+00    0.27823E+05    0.30693E+01
  2795    0.37883E+02    0.12306E+01   -0.59701E+00    0.27801E+05    0.30684E+01
  2796    0.37702E+02    0.12350E+01   -0.58852E+00    0.27779E+05    0.30671E+01
  2797    0.37521E+02    0.12394E+01   -0.58059E+00    0.27757E+05    0.30654E+01
  2798    0.37341E+02    0.12440E+01   -0.57320E+00    0.27736E+05    0.30634E+01
  2799    0.37162E+02    0.12484E+01   -0.56635E+00    0.27714E+05    0.30610E+01
  2800    0.36983E+02    0.12529E+01   -0.56004E+00    0.27692E+05    0.30583E+01
  2801    0.36805E+02    0.12575E+01   -0.55428E+00    0.27671E+05    0.30552E+01
  2802    0.36627E+02    0.12621E+01   -0.54906E+00    0.27649E+05    0.30518E+01
  2803    0.36452E+02    0.12667E+01   -0.54437E+00    0.27627E+05    0.30480E+01
  2804    0.36276E+02    0.12713E+01   -0.54020E+00    0.27606E+05    0.30439E+01
  2805    0.36102E+02    0.12760E+01   -0.53657E+00    0.27584E+05    0.30394E+01
  2806    0.35927E+02    0.12806E+01   -0.53346E+00    0.27563E+05    0.30346E+01
  2807    0.35754E+02    0.12853E+01   -0.53088E+00    0.27541E+05    0.30294E+01
  2808    0.35582E+02    0.12900E+01   -0.52880E+00    0.27520E+05    0.30239E+01
  2809    0.35411E+02    0.12947E+01   -0.52724E+00    0.27498E+05    0.30180E+01
  2810    0.35241E+02    0.12994E+01   -0.52618E+00    0.27477E+05    0.30119E+01
  2811    0.35072E+02    0.13041E+01   -0.52563E+00    0.27455E+05    0.30054E+01
  2812    0.34904E+02    0.13088E+01   -0.52558E+00    0.27434E+05    0.29985E+01
  2813    0.34737E+02    0.13134E+01   -0.52602E+00    0.27413E+05    0.29913E+01
  2814    0.34570E+02    0.13181E+01   -0.52696E+00    0.27391E+05    0.29839E+01
  2815    0.34405E+02    0.13228E+01   -0.52837E+00    0.27370E+05    0.29760E+01
  2816    0.34242E+02    0.13274E+01   -0.53026E+00    0.27349E+05    0.29679E+01
  2817    0.34079E+02    0.13321E+01   -0.53262E+00    0.27327E+05    0.29594E+01
  2818    0.33918E+02    0.13366E+01   -0.53545E+00    0.27306E+05    0.29507E+01
  2819    0.33758E+02    0.13412E+01   -0.53875E+00    0.27285E+05    0.29416E+01
  2820    0.33599E+02    0.13458E+01   -0.54249E+00    0.27264E+05    0.29322E+01
  2821    0.33441E+02    0.13503E+01   -0.54667E+00    0.27242E+05    0.29225E+01
  2822    0.33285E+02    0.13548E+01   -0.55132E+00    0.27221E+05    0.29125E+01
  2823    0.33130E+02    0.13593E+01   -0.55639E+00    0.27200E+05    0.29022E+01
  2824    0.32976E+02    0.13638E+01   -0.56191E+00    0.27179E+05    0.28916E+01
  2825    0.32824E+02    0.13680E+01   -0.56785E+00    0.27158E+05    0.28807E+01
  2826    0.32673E+02    0.13725E+01   -0.57420E+00    0.27137E+05    0.28695E+01
  2827    0.32523E+02    0.13767E+01   -0.58097E+00    0.27116E+05    0.28580E+01
  2828    0.32374E+02    0.13810E+01   -0.58815E+00    0.27095E+05    0.28462E+01
  2829    0.32227E+02    0.13851E+01   -0.59573E+00    0.27074E+05    0.28341E+01
  2830    0.32081E+02    0.13893E+01   -0.60370E+00    0.27053E+05    0.28218E+01
  2831    0.31936E+02    0.13934E+01   -0.61206E+00    0.27032E+05    0.28091E+01
  2832    0.31794E+02    0.13974E+01   -0.62079E+00    0.27011E+05    0.27962E+01
  2833    0.31653E+02    0.14013E+01   -0.62986E+00    0.26990E+05    0.27830E+01
  2834    0.31512E+02    0.14052E+01   -0.63935E+00    0.26969E+05    0.27695E+01
  2835    0.31375E+02    0.14090E+01   -0.64925E+00    0.26948E+05    0.27558E+01
  2836    0.31237E+02    0.14128E+01   -0.65941E+00    0.26927E+05    0.27418E+01
  2837    0.31101E+02    0.14164E+01   -0.66990E+00    0.26907E+05    0.27275E+01
  2838    0.30968E+02    0.14201E+01   -0.68073E+00    0.26886E+05    0.27129E+01
  2839    0.30835E+02    0.14237E+01   -0.69189E+00    0.26865E+05    0.26981E+01
  2840    0.30705E+02    0.14271E+01   -0.70339E+00    0.26844E+05    0.26830E+01
  2841    0.30576E+02    0.14305E+01   -0.71522E+00    0.26824E+05    0.26676E+01
  2842    0.30448E+02    0.14338E+01   -0.72739E+00    0.26803E+05    0.26520E+01
  2843    0.30322E+02    0.14370E+01   -0.73975E+00    0.26782E+05    0.26362E+01
  2844    0.30198E+02    0.14401E+01   -0.75245E+00    0.26761E+05    0.26201E+01
  2845    0.30075E+02    0.14432E+01   -0.76542E+00    0.26741E+05    0.26037E+01
  2846    0.29953E+02    0.14462E+01   -0.77872E+00    0.26720E+05    0.25871E+01
  2847    0.29834E+02    0.14490E+01   -0.79222E+00    0.26700E+05    0.25703E+01
  2848    0.29715E+02    0.14518E+01   -0.80599E+00    0.26679E+05    0.25532E+01
  2849    0.29599E+02    0.14546E+01   -0.82009E+00    0.26659E+05    0.25359E+01
  2850    0.29485E+02    0.14571E+01   -0.83425E+00    0.26638E+05    0.25183E+01
  2851    0.29371E+02    0.14596E+01   -0.84882E+00    0.26617E+05    0.25005E+01
  2852    0.29259E+02    0.14620E+01   -0.86351E+00    0.26597E+05    0.24824E+01
  2853    0.29150E+02    0.14643E+01   -0.87854E+00    0.26577E+05    0.24642E+01
  2854    0.29042E+02    0.14665E+01   -0.89362E+00    0.26556E+05    0.24457E+01
  2855    0.28934E+02    0.14686E+01   -0.90897E+00    0.26536E+05    0.24270E+01
  2856    0.28829E+02    0.14706E+01   -0.92451E+00    0.26515E+05    0.24081E+01
  2857    0.28726E+02    0.14724E+01   -0.94024E+00    0.26495E+05    0.23890E+01
  2858    0.28624E+02    0.14742E+01   -0.95610E+00    0.26475E+05    0.23697E+01
  2859    0.28524E+02    0.14759E+01   -0.97207E+00    0.26454E+05    0.23502E+01
  2860    0.28425E+02    0.14775E+01   -0.98823E+00    0.26434E+05    0.23305E+01
  2861    0.28328E+02    0.14789E+01   -0.10047E+01    0.26414E+05    0.23106E+01
  2862    0.28234E+02    0.14803E+01   -0.10211E+01    0.26393E+05    0.22906E+01
  2863    0.28139E+02    0.14816E+01   -0.10377E+01    0.26373E+05    0.22704E+01
  2864    0.28047E+02    0.14826E+01   -0.10544E+01    0.26353E+05    0.22500E+01
  2865    0.27956E+02    0.14838E+01   -0.10713E+01    0.26333E+05    0.22294E+01
  2866    0.27867E+02    0.14846E+01   -0.10882E+01    0.26312E+05    0.22087E+01
  2867    0.27779E+02    0.14854E+01   -0.11053E+01    0.26292E+05    0.21878E+01
  2868    0.27694E+02    0.14861E+01   -0.11223E+01    0.26272E+05    0.21668E+01
  2869    0.27610E+02    0.14866E+01   -0.11394E+01    0.26252E+05    0.21456E+01
  2870    0.27528E+02    0.14870E+01   -0.11568E+01    0.26232E+05    0.21243E+01
  2871    0.27446E+02    0.14874E+01   -0.11740E+01    0.26212E+05    0.21029E+01
  2872    0.27367E+02    0.14876E+01   -0.11914E+01    0.26192E+05    0.20813E+01
  2873    0.27289E+02    0.14876E+01   -0.12087E+01    0.26172E+05    0.20596E+01
  2874    0.27213E+02    0.14876E+01   -0.12262E+01    0.26152E+05    0.20378E+01
  2875    0.27138E+02    0.14874E+01   -0.12436E+01    0.26132E+05    0.20159E+01
  2876    0.27065E+02    0.14870E+01   -0.12611E+01    0.26112E+05    0.19938E+01
  2877    0.26993E+02    0.14867E+01   -0.12784E+01    0.26092E+05    0.19717E+01
  2878    0.26923E+02    0.14862E+01   -0.12959E+01    0.26072E+05    0.19495E+01
  2879    0.26855E+02    0.14854E+01   -0.13133E+01    0.26052E+05    0.19271E+01
  2880    0.26787E+02    0.14847E+01   -0.13307E+01    0.26032E+05    0.19047E+01
  2881    0.26721E+02    0.14838E+01   -0.13481E+01    0.26012E+05    0.18822E+01
  2882    0.26658E+02    0.14828E+01   -0.13654E+01    0.25993E+05    0.18596E+01
  2883    0.26595E+02    0.14817E+01   -0.13828E+01    0.25973E+05    0.18370E+01
  2884    0.26534E+02    0.14805E+01   -0.14000E+01    0.25953E+05    0.18143E+01
  2885    0.26474E+02    0.14792E+01   -0.14172E+01    0.25933E+05    0.17915E+01
  2886    0.26416E+02    0.14777E+01   -0.14344E+01    0.25913E+05    0.17686E+01
  2887    0.26358E+02    0.14760E+01   -0.14514E+01    0.25894E+05    0.17457E+01
  2888    0.26303E+02    0.14744E+01   -0.14684E+01    0.25874E+05    0.17228E+01
  2889    0.26248E+02    0.14724E+01   -0.14852E+01    0.25854E+05    0.16998E+01
  2890    0.26196E+02    0.14704E+01   -0.15020E+01    0.25835E+05    0.16768E+01
  2891    0.26144E+02    0.14684E+01   -0.15185E+01    0.25815E+05    0.16537E+01
  2892    0.26094E+02    0.14662E+01   -0.15350E+01    0.25795E+05    0.16306E+01
  2893    0.26044E+02    0.14639E+01   -0.15515E+01    0.25776E+05    0.16075E+01
  2894    0.25997E+02    0.14614E+01   -0.15680E+01    0.25756E+05    0.15844E+01
  2895    0.25951E+02    0.14588E+01   -0.15841E+01    0.25737E+05    0.15613E+01
  2896    0.25905E+02    0.14561E+01   -0.16002E+01    0.25717E+05    0.15381E+01
  2897    0.25862E+02    0.14533E+01   -0.16163E+01    0.25698E+05    0.15150E+01
  2898    0.25819E+02    0.14504E+01   -0.16321E+01    0.25678E+05    0.14918E+01
  2899    0.25778E+02    0.14474E+01   -0.16477E+01    0.25659E+05    0.14687E+01
  2900    0.25738E+02    0.14443E+01   -0.16631E+01    0.25639E+05    0.14456E+01
  2901    0.25699E+02    0.14410E+01   -0.16784E+01    0.25620E+05    0.14225E+01
  2902    0.25662E+02    0.14377E+01   -0.16935E+01    0.25600E+05    0.13994E+01
  2903    0.25625E+02    0.14341E+01   -0.17085E+01    0.25581E+05    0.13763E+01
  2904    0.25589E+02    0.14306E+01   -0.17232E+01    0.25561E+05    0.13533E+01
  2905    0.25555E+02    0.14269E+01   -0.17377E+01    0.25542E+05    0.13303E+01
  2906    0.25521E+02    0.14230E+01   -0.17520E+01    0.25523E+05    0.13073E+01
  2907    0.25490E+02    0.14191E+01   -0.17662E+01    0.25503E+05    0.12844E+01
  2908    0.25458E+02    0.14151E+01   -0.17801E+01    0.25484E+05    0.12615E+01
  2909    0.25427E+02    0.14110E+01   -0.17938E+01    0.25465E+05    0.12387E+01
  2910    0.25399E+02    0.14067E+01   -0.18073E+01    0.25446E+05    0.12159E+01
  2911    0.25371E+02    0.14024E+01   -0.18205E+01    0.25426E+05    0.11932E+01
  2912    0.25344E+02    0.13980E+01   -0.18336E+01    0.25407E+05    0.11705E+01
  2913    0.25317E+02    0.13935E+01   -0.18464E+01    0.25388E+05    0.11479E+01
  2914    0.25292E+02    0.13890E+01   -0.18589E+01    0.25369E+05    0.11253E+01
  2915    0.25267E+02    0.13842E+01   -0.18713E+01    0.25350E+05    0.11028E+01
  2916    0.25244E+02    0.13794E+01   -0.18833E+01    0.25331E+05    0.10804E+01
  2917    0.25221E+02    0.13744E+01   -0.18951E+01    0.25311E+05    0.10581E+01
  2918    0.25199E+02    0.13695E+01   -0.19068E+01    0.25292E+05    0.10358E+01
  2919    0.25177E+02    0.13643E+01   -0.19180E+01    0.25273E+05    0.10136E+01
  2920    0.25156E+02    0.13592E+01   -0.19291E+01    0.25254E+05    0.99154E+00
  2921    0.25137E+02    0.13539E+01   -0.19398E+01    0.25235E+05    0.96954E+00
  2922    0.25118E+02    0.13485E+01   -0.19502E+01    0.25216E+05    0.94763E+00
  2923    0.25100E+02    0.13430E+01   -0.19604E+01    0.25197E+05    0.92581E+00
  2924    0.25083E+02    0.13375E+01   -0.19703E+01    0.25178E+05    0.90410E+00
  2925    0.25066E+02    0.13319E+01   -0.19799E+01    0.25159E+05    0.88249E+00
  2926    0.25049E+02    0.13263E+01   -0.19892E+01    0.25140E+05    0.86098E+00
  2927    0.25033E+02    0.13203E+01   -0.19982E+01    0.25121E+05    0.83959E+00
  2928    0.25018E+02    0.13143E+01   -0.20070E+01    0.25103E+05    0.81831E+00
  2929    0.25004E+02    0.13087E+01   -0.20154E+01    0.25084E+05    0.79715E+00
  2930    0.24990E+02    0.13027E+01   -0.20236E+01    0.25065E+05    0.77611E+00
  2931    0.24977E+02    0.12966E+01   -0.20314E+01    0.25046E+05    0.75520E+00
  2932    0.24965E+02    0.12905E+01   -0.20389E+01    0.25027E+05    0.73441E+00
  2933    0.24952E+02    0.12843E+01   -0.20463E+01    0.25008E+05    0.71375E+00
  2934    0.24939E+02    0.12781E+01   -0.20532E+01    0.24990E+05    0.69323E+00
  2935    0.24928E+02    0.12718E+01   -0.20598E+01    0.24971E+05    0.67285E+00
  2936    0.24917E+02    0.12653E+01   -0.20659E+01    0.24952E+05    0.65262E+00
  2937    0.24905E+02    0.12590E+01   -0.20719E+01    0.24933E+05    0.63252E+00
  2938    0.24895E+02    0.12524E+01   -0.20775E+01    0.24915E+05    0.61258E+00
  2939    0.24886E+02    0.12458E+01   -0.20827E+01    0.24896E+05    0.59279E+00
  2940    0.24876E+02    0.12393E+01   -0.20878E+01    0.24877E+05    0.57316E+00
  2941    0.24866E+02    0.12325E+01   -0.20925E+01    0.24859E+05    0.55369E+00
  2942    0.24857E+02    0.12259E+01   -0.20968E+01    0.24840E+05    0.53439E+00
  2943    0.24848E+02    0.12191E+01   -0.21008E+01    0.24822E+05    0.51525E+00
  2944    0.24839E+02    0.12123E+01   -0.21045E+01    0.24803E+05    0.49628E+00
  2945    0.24831E+02    0.12054E+01   -0.21079E+01    0.24784E+05    0.47749E+00
  2946    0.24823E+02    0.11985E+01   -0.21110E+01    0.24766E+05    0.45887E+00
  2947    0.24815E+02    0.11915E+01   -0.21138E+01    0.24747E+05    0.44044E+00
  2948    0.24807E+02    0.11845E+01   -0.21161E+01    0.24729E+05    0.42219E+00
  2949    0.24799E+02    0.11775E+01   -0.21181E+01    0.24710E+05    0.40413E+00
  2950    0.24792E+02    0.11704E+01   -0.21200E+01    0.24692E+05    0.38627E+00
  2951    0.24784E+02    0.11633E+01   -0.21214E+01    0.24674E+05    0.36860E+00
  2952    0.24777E+02    0.11562E+01   -0.21225E+01    0.24655E+05    0.35113E+00
  2953    0.24769E+02    0.11491E+01   -0.21232E+01    0.24637E+05    0.33386E+00
  2954    0.24762E+02    0.11419E+01   -0.21238E+01    0.24618E+05    0.31679E+00
  2955    0.24755E+02    0.11347E+01   -0.21238E+01    0.24600E+05    0.29992E+00
  2956    0.24747E+02    0.11274E+01   -0.21236E+01    0.24582E+05    0.28326E+00
  2957    0.24740E+02    0.11202E+01   -0.21231E+01    0.24563E+05    0.26680E+00
  2958    0.24733E+02    0.11129E+01   -0.21223E+01    0.24545E+05    0.25056E+00
  2959    0.24725E+02    0.11056E+01   -0.21212E+01    0.24527E+05    0.23452E+00
  2960    0.24717E+02    0.10984E+01   -0.21197E+01    0.24508E+05    0.21870E+00
  2961    0.24710E+02    0.10910E+01   -0.21179E+01    0.24490E+05    0.20309E+00
  2962    0.24702E+02    0.10836E+01   -0.21159E+01    0.24472E+05    0.18769E+00
  2963    0.24694E+02    0.10764E+01   -0.21135E+01    0.24454E+05    0.17252E+00
  2964    0.24685E+02    0.10690E+01   -0.21107E+01    0.24436E+05    0.15756E+00
  2965    0.24677E+02    0.10617E+01   -0.21077E+01    0.24417E+05    0.14282E+00
  2966    0.24668E+02    0.10543E+01   -0.21044E+01    0.24399E+05    0.12831E+00
  2967    0.24659E+02    0.10470E+01   -0.21007E+01    0.24381E+05    0.11402E+00
  2968    0.24650E+02    0.10396E+01   -0.20968E+01    0.24363E+05    0.99959E-01
  2969    0.24640E+02    0.10323E+01   -0.20925E+01    0.24345E+05    0.86124E-01
  2970    0.24630E+02    0.10249E+01   -0.20879E+01    0.24327E+05    0.72519E-01
  2971    0.24621E+02    0.10176E+01   -0.20832E+01    0.24309E+05    0.59146E-01
  2972    0.24610E+02    0.10103E+01   -0.20780E+01    0.24291E+05    0.46006E-01
  2973    0.24599E+02    0.10029E+01   -0.20726E+01    0.24273E+05    0.33101E-01
  2974    0.24590E+02    0.99559E+00   -0.20669E+01    0.24255E+05    0.20433E-01
  2975    0.24578E+02    0.98831E+00   -0.20610E+01    0.24237E+05    0.80041E-02
  2976    0.24566E+02    0.98096E+00   -0.20547E+01    0.24219E+05   -0.41848E-02
  2977    0.24555E+02    0.97374E+00   -0.20482E+01    0.24201E+05   -0.16131E-01
  2978    0.24542E+02    0.96652E+00   -0.20414E+01    0.24183E+05   -0.27834E-01
  2979    0.24529E+02    0.95936E+00   -0.20344E+01    0.24165E+05   -0.39291E-01
  2980    0.24516E+02    0.95212E+00   -0.20271E+01    0.24147E+05   -0.50500E-01
  2981    0.24503E+02    0.94502E+00   -0.20195E+01    0.24129E+05   -0.61461E-01
  2982    0.24488E+02    0.93784E+00   -0.20116E+01    0.24111E+05   -0.72170E-01
  2983    0.24473E+02    0.93072E+00   -0.20035E+01    0.24094E+05   -0.82626E-01
  2984    0.24458E+02    0.92367E+00   -0.19952E+01    0.24076E+05   -0.92828E-01
  2985    0.24442E+02    0.91661E+00   -0.19866E+01    0.24058E+05   -0.10277E+00
  2986    0.24426E+02    0.90962E+00   -0.19778E+01    0.24040E+05   -0.11246E+00
  2987    0.24410E+02    0.90262E+00   -0.19688E+01    0.24022E+05   -0.12189E+00
  2988    0.24393E+02    0.89562E+00   -0.19593E+01    0.24005E+05   -0.13105E+00
  2989    0.24375E+02    0.88883E+00   -0.19497E+01    0.23987E+05   -0.13996E+00
  2990    0.24357E+02    0.88195E+00   -0.19400E+01    0.23969E+05   -0.14859E+00
  2991    0.24338E+02    0.87507E+00   -0.19300E+01    0.23952E+05   -0.15696E+00
  2992    0.24318E+02    0.86841E+00   -0.19198E+01    0.23934E+05   -0.16507E+00
  2993    0.24299E+02    0.86166E+00   -0.19094E+01    0.23916E+05   -0.17290E+00
  2994    0.24277E+02    0.85491E+00   -0.18988E+01    0.23899E+05   -0.18046E+00
  2995    0.24256E+02    0.84837E+00   -0.18878E+01    0.23881E+05   -0.18774E+00
  2996    0.24235E+02    0.84183E+00   -0.18769E+01    0.23863E+05   -0.19475E+00
  2997    0.24213E+02    0.83527E+00   -0.18655E+01    0.23846E+05   -0.20148E+00
  2998    0.24189E+02    0.82879E+00   -0.18542E+01    0.23828E+05   -0.20793E+00
  2999    0.24165E+02    0.82237E+00   -0.18425E+01    0.23811E+05   -0.21410E+00
  3000    0.24141E+02    0.81602E+00   -0.18307E+01    0.23793E+05   -0.21999E+00
  3001    0.24116E+02    0.80967E+00   -0.18187E+01    0.23776E+05   -0.22560E+00
  3002    0.24091E+02    0.80346E+00   -0.18066E+01    0.23758E+05   -0.23092E+00
  3003    0.24064E+02    0.79724E+00   -0.17943E+01    0.23741E+05   -0.23596E+00
  3004    0.24037E+02    0.79109E+00   -0.17818E+01    0.23723E+05   -0.24071E+00
  3005    0.24009E+02    0.78508E+00   -0.17691E+01    0.23706E+05   -0.24519E+00
  3006    0.23982E+02    0.77906E+00   -0.17563E+01    0.23688E+05   -0.24939E+00
  3007    0.23953E+02    0.77312E+00   -0.17434E+01    0.23671E+05   -0.25331E+00
  3008    0.23924E+02    0.76717E+00   -0.17303E+01    0.23654E+05   -0.25696E+00
  3009    0.23893E+02    0.76140E+00   -0.17171E+01    0.23636E+05   -0.26033E+00
  3010    0.23862E+02    0.75571E+00   -0.17037E+01    0.23619E+05   -0.26342E+00
  3011    0.23831E+02    0.75001E+00   -0.16902E+01    0.23602E+05   -0.26625E+00
  3012    0.23799E+02    0.74441E+00   -0.16766E+01    0.23584E+05   -0.26880E+00
  3013    0.23765E+02    0.73887E+00   -0.16629E+01    0.23567E+05   -0.27108E+00
  3014    0.23733E+02    0.73342E+00   -0.16491E+01    0.23550E+05   -0.27310E+00
  3015    0.23697E+02    0.72802E+00   -0.16351E+01    0.23533E+05   -0.27484E+00
  3016    0.23663E+02    0.72269E+00   -0.16212E+01    0.23515E+05   -0.27632E+00
  3017    0.23627E+02    0.71745E+00   -0.16070E+01    0.23498E+05   -0.27753E+00
  3018    0.23591E+02    0.71226E+00   -0.15929E+01    0.23481E+05   -0.27848E+00
  3019    0.23553E+02    0.70714E+00   -0.15786E+01    0.23464E+05   -0.27916E+00
  3020    0.23516E+02    0.70211E+00   -0.15642E+01    0.23447E+05   -0.27959E+00
  3021    0.23476E+02    0.69716E+00   -0.15499E+01    0.23429E+05   -0.27975E+00
  3022    0.23437E+02    0.69229E+00   -0.15354E+01    0.23412E+05   -0.27965E+00
  3023    0.23396E+02    0.68750E+00   -0.15208E+01    0.23395E+05   -0.27930E+00
  3024    0.23356E+02    0.68278E+00   -0.15061E+01    0.23378E+05   -0.27869E+00
  3025    0.23315E+02    0.67814E+00   -0.14915E+01    0.23361E+05   -0.27782E+00
  3026    0.23275E+02    0.67359E+00   -0.14768E+01    0.23344E+05   -0.27669E+00
  3027    0.23232E+02    0.66910E+00   -0.14620E+01    0.23327E+05   -0.27532E+00
  3028    0.23189E+02    0.66471E+00   -0.14472E+01    0.23310E+05   -0.27369E+00
  3029    0.23144E+02    0.66040E+00   -0.14325E+01    0.23293E+05   -0.27181E+00
  3030    0.23100E+02    0.65617E+00   -0.14177E+01    0.23276E+05   -0.26968E+00
  3031    0.23055E+02    0.65201E+00   -0.14029E+01    0.23259E+05   -0.26730E+00
  3032    0.23009E+02    0.64795E+00   -0.13880E+01    0.23242E+05   -0.26467E+00
  3033    0.22962E+02    0.64395E+00   -0.13732E+01    0.23225E+05   -0.26180E+00
  3034    0.22915E+02    0.64005E+00   -0.13583E+01    0.23208E+05   -0.25868E+00
  3035    0.22867E+02    0.63624E+00   -0.13435E+01    0.23191E+05   -0.25531E+00
  3036    0.22819E+02    0.63250E+00   -0.13285E+01    0.23174E+05   -0.25171E+00
  3037    0.22769E+02    0.62885E+00   -0.13137E+01    0.23157E+05   -0.24786E+00
  3038    0.22720E+02    0.62528E+00   -0.12989E+01    0.23141E+05   -0.24377E+00
  3039    0.22669E+02    0.62178E+00   -0.12842E+01    0.23124E+05   -0.23945E+00
  3040    0.22619E+02    0.61838E+00   -0.12694E+01    0.23107E+05   -0.23488E+00
  3041    0.22566E+02    0.61507E+00   -0.12547E+01    0.23090E+05   -0.23008E+00
  3042    0.22515E+02    0.61183E+00   -0.12400E+01    0.23073E+05   -0.22504E+00
  3043    0.22461E+02    0.60868E+00   -0.12254E+01    0.23057E+05   -0.21977E+00
  3044    0.22407E+02    0.60563E+00   -0.12107E+01    0.23040E+05   -0.21426E+00
  3045    0.22353E+02    0.60264E+00   -0.11962E+01    0.23023E+05   -0.20853E+00
  3046    0.22298E+02    0.59975E+00   -0.11817E+01    0.23006E+05   -0.20256E+00
  3047    0.22243E+02    0.59694E+00   -0.11673E+01    0.22990E+05   -0.19636E+00
  3048    0.22188E+02    0.59420E+00   -0.11529E+01    0.22973E+05   -0.18993E+00
  3049    0.22131E+02    0.59157E+00   -0.11386E+01    0.22956E+05   -0.18328E+00
  3050    0.22075E+02    0.58901E+00   -0.11244E+01    0.22940E+05   -0.17640E+00
  3051    0.22016E+02    0.58653E+00   -0.11102E+01    0.22923E+05   -0.16929E+00
  3052    0.21958E+02    0.58413E+00   -0.10961E+01    0.22907E+05   -0.16197E+00
  3053    0.21899E+02    0.58183E+00   -0.10821E+01    0.22890E+05   -0.15442E+00
  3054    0.21841E+02    0.57959E+00   -0.10683E+01    0.22873E+05   -0.14666E+00
  3055    0.21782E+02    0.57745E+00   -0.10545E+01    0.22857E+05   -0.13869E+00
  3056    0.21722E+02    0.57538E+00   -0.10408E+01    0.22840E+05   -0.13051E+00
