#    L    TT             EE             BB             TE             PP             TP             EP          
    75    0.19376E+04    0.37591E+00    0.00000E+00   -0.80255E+01    0.11051E-06    0.52055E-03   -0.26454E-06
    76    0.19629E+04    0.38931E+00    0.00000E+00   -0.85172E+01    0.10983E-06    0.51209E-03   -0.23742E-06
    77    0.19884E+04    0.40287E+00    0.00000E+00   -0.90194E+01    0.10914E-06    0.50378E-03   -0.18330E-06
    78    0.20144E+04    0.41662E+00    0.00000E+00   -0.95334E+01    0.10845E-06    0.49554E-03   -0.11475E-06
    79    0.20405E+04    0.43051E+00    0.00000E+00   -0.10055E+02    0.10777E-06    0.48729E-03   -0.44327E-07
    80    0.20669E+04    0.44453E+00    0.00000E+00   -0.10587E+02    0.10708E-06    0.47892E-03    0.15428E-07
    81    0.20934E+04    0.45865E+00    0.00000E+00   -0.11128E+02    0.10640E-06    0.47042E-03    0.54422E-07
    82    0.21202E+04    0.47287E+00    0.00000E+00   -0.11678E+02    0.10572E-06    0.46197E-03    0.72334E-07
    83    0.21472E+04    0.48718E+00    0.00000E+00   -0.12237E+02    0.10504E-06    0.45379E-03    0.71281E-07
    84    0.21745E+04    0.50156E+00    0.00000E+00   -0.12802E+02    0.10437E-06    0.44611E-03    0.53379E-07
    85    0.22018E+04    0.51601E+00    0.00000E+00   -0.13375E+02    0.10369E-06    0.43918E-03    0.20742E-07
    86    0.22294E+04    0.53052E+00    0.00000E+00   -0.13954E+02    0.10302E-06    0.43306E-03   -0.24102E-07
    87    0.22574E+04    0.54508E+00    0.00000E+00   -0.14539E+02    0.10235E-06    0.42720E-03   -0.76959E-07
    88    0.22854E+04    0.55968E+00    0.00000E+00   -0.15129E+02    0.10169E-06    0.42088E-03   -0.13322E-06
    89    0.23137E+04    0.57433E+00    0.00000E+00   -0.15727E+02    0.10103E-06    0.41338E-03   -0.18829E-06
    90    0.23422E+04    0.58897E+00    0.00000E+00   -0.16330E+02    0.10037E-06    0.40398E-03   -0.23755E-06
    91    0.23709E+04    0.60361E+00    0.00000E+00   -0.16937E+02    0.99714E-07    0.39214E-03   -0.27731E-06
    92    0.23998E+04    0.61824E+00    0.00000E+00   -0.17550E+02    0.99065E-07    0.37793E-03   -0.30738E-06
    93    0.24291E+04    0.63283E+00    0.00000E+00   -0.18167E+02    0.98420E-07    0.36161E-03   -0.32848E-06
    94    0.24584E+04    0.64736E+00    0.00000E+00   -0.18787E+02    0.97779E-07    0.34342E-03   -0.34131E-06
    95    0.24879E+04    0.66183E+00    0.00000E+00   -0.19412E+02    0.97142E-07    0.32362E-03   -0.34659E-06
    96    0.25175E+04    0.67623E+00    0.00000E+00   -0.20039E+02    0.96509E-07    0.30244E-03   -0.34502E-06
    97    0.25475E+04    0.69053E+00    0.00000E+00   -0.20670E+02    0.95879E-07    0.28014E-03   -0.33732E-06
    98    0.25777E+04    0.70474E+00    0.00000E+00   -0.21300E+02    0.95254E-07    0.25696E-03   -0.32419E-06
    99    0.26080E+04    0.71881E+00    0.00000E+00   -0.21934E+02    0.94633E-07    0.23314E-03   -0.30633E-06
   100    0.26385E+04    0.73275E+00    0.00000E+00   -0.22567E+02    0.94016E-07    0.20895E-03   -0.28446E-06
   101    0.26692E+04    0.74662E+00    0.00000E+00   -0.23202E+02    0.93403E-07    0.18462E-03   -0.25928E-06
   102    0.27005E+04    0.76027E+00    0.00000E+00   -0.23837E+02    0.92794E-07    0.16039E-03   -0.23150E-06
   103    0.27316E+04    0.77377E+00    0.00000E+00   -0.24473E+02    0.92189E-07    0.13652E-03   -0.20181E-06
   104    0.27630E+04    0.78713E+00    0.00000E+00   -0.25106E+02    0.91588E-07    0.11325E-03   -0.17094E-06
   105    0.27945E+04    0.80027E+00    0.00000E+00   -0.25738E+02    0.90991E-07    0.90825E-04   -0.13957E-06
   106    0.28262E+04    0.81327E+00    0.00000E+00   -0.26369E+02    0.90398E-07    0.69494E-04   -0.10841E-06
   107    0.28578E+04    0.82597E+00    0.00000E+00   -0.26997E+02    0.89808E-07    0.49500E-04   -0.78176E-07
   108    0.28898E+04    0.83846E+00    0.00000E+00   -0.27622E+02    0.89223E-07    0.31089E-04   -0.49560E-07
   109    0.29220E+04    0.85066E+00    0.00000E+00   -0.28244E+02    0.88642E-07    0.14507E-04   -0.23267E-07
   110    0.29542E+04    0.86258E+00    0.00000E+00   -0.28860E+02    0.88064E-07    0.00000E+00    0.00000E+00
   111    0.29866E+04    0.87427E+00    0.00000E+00   -0.29474E+02    0.87490E-07   -0.12253E-04    0.19695E-07
   112    0.30191E+04    0.88569E+00    0.00000E+00   -0.30082E+02    0.86921E-07   -0.22335E-04    0.35899E-07
   113    0.30518E+04    0.89681E+00    0.00000E+00   -0.30685E+02    0.86355E-07   -0.30391E-04    0.48849E-07
   114    0.30847E+04    0.90757E+00    0.00000E+00   -0.31281E+02    0.85793E-07   -0.36570E-04    0.58781E-07
   115    0.31177E+04    0.91812E+00    0.00000E+00   -0.31871E+02    0.85235E-07   -0.41020E-04    0.65932E-07
   116    0.31507E+04    0.92824E+00    0.00000E+00   -0.32453E+02    0.84682E-07   -0.43886E-04    0.70539E-07
   117    0.31840E+04    0.93799E+00    0.00000E+00   -0.33027E+02    0.84132E-07   -0.45316E-04    0.72838E-07
   118    0.32175E+04    0.94754E+00    0.00000E+00   -0.33593E+02    0.83586E-07   -0.45457E-04    0.73064E-07
   119    0.32510E+04    0.95672E+00    0.00000E+00   -0.34150E+02    0.83044E-07   -0.44456E-04    0.71455E-07
   120    0.32846E+04    0.96540E+00    0.00000E+00   -0.34697E+02    0.82507E-07   -0.42459E-04    0.68246E-07
   121    0.33181E+04    0.97386E+00    0.00000E+00   -0.35234E+02    0.81973E-07   -0.39614E-04    0.63673E-07
   122    0.33518E+04    0.98182E+00    0.00000E+00   -0.35761E+02    0.81444E-07   -0.36067E-04    0.57972E-07
   123    0.33855E+04    0.98935E+00    0.00000E+00   -0.36278E+02    0.80918E-07   -0.31965E-04    0.51378E-07
   124    0.34193E+04    0.99651E+00    0.00000E+00   -0.36781E+02    0.80397E-07   -0.27454E-04    0.44128E-07
   125    0.34530E+04    0.10032E+01    0.00000E+00   -0.37272E+02    0.79880E-07   -0.22680E-04    0.36455E-07
   126    0.34868E+04    0.10096E+01    0.00000E+00   -0.37752E+02    0.79367E-07   -0.17791E-04    0.28596E-07
   127    0.35206E+04    0.10155E+01    0.00000E+00   -0.38218E+02    0.78859E-07   -0.12932E-04    0.20786E-07
   128    0.35544E+04    0.10210E+01    0.00000E+00   -0.38672E+02    0.78354E-07   -0.82496E-05    0.13260E-07
   129    0.35883E+04    0.10260E+01    0.00000E+00   -0.39110E+02    0.77854E-07   -0.38902E-05    0.62528E-08
   130    0.36221E+04    0.10305E+01    0.00000E+00   -0.39534E+02    0.77358E-07    0.00000E+00    0.00000E+00
   131    0.36559E+04    0.10347E+01    0.00000E+00   -0.39944E+02    0.76867E-07    0.33056E-05   -0.53132E-08
   132    0.36897E+04    0.10383E+01    0.00000E+00   -0.40338E+02    0.76379E-07    0.60341E-05   -0.96989E-08
   133    0.37235E+04    0.10416E+01    0.00000E+00   -0.40717E+02    0.75896E-07    0.82239E-05   -0.13218E-07
   134    0.37572E+04    0.10443E+01    0.00000E+00   -0.41078E+02    0.75417E-07    0.99130E-05   -0.15933E-07
   135    0.37910E+04    0.10466E+01    0.00000E+00   -0.41423E+02    0.74942E-07    0.11140E-04   -0.17905E-07
   136    0.38245E+04    0.10484E+01    0.00000E+00   -0.41748E+02    0.74472E-07    0.11942E-04   -0.19195E-07
   137    0.38581E+04    0.10498E+01    0.00000E+00   -0.42057E+02    0.74005E-07    0.12359E-04   -0.19865E-07
   138    0.38916E+04    0.10506E+01    0.00000E+00   -0.42347E+02    0.73542E-07    0.12428E-04   -0.19976E-07
   139    0.39248E+04    0.10511E+01    0.00000E+00   -0.42617E+02    0.73084E-07    0.12187E-04   -0.19589E-07
   140    0.39581E+04    0.10510E+01    0.00000E+00   -0.42870E+02    0.72629E-07    0.11675E-04   -0.18765E-07
   141    0.39912E+04    0.10505E+01    0.00000E+00   -0.43101E+02    0.72179E-07    0.10929E-04   -0.17567E-07
   142    0.40243E+04    0.10495E+01    0.00000E+00   -0.43313E+02    0.71732E-07    0.99881E-05   -0.16054E-07
   143    0.40572E+04    0.10480E+01    0.00000E+00   -0.43504E+02    0.71289E-07    0.88899E-05   -0.14289E-07
   144    0.40900E+04    0.10461E+01    0.00000E+00   -0.43676E+02    0.70850E-07    0.76727E-05   -0.12332E-07
   145    0.41226E+04    0.10438E+01    0.00000E+00   -0.43826E+02    0.70415E-07    0.63744E-05   -0.10246E-07
   146    0.41553E+04    0.10410E+01    0.00000E+00   -0.43954E+02    0.69983E-07    0.50332E-05   -0.80900E-08
   147    0.41876E+04    0.10378E+01    0.00000E+00   -0.44060E+02    0.69556E-07    0.36871E-05   -0.59264E-08
   148    0.42198E+04    0.10341E+01    0.00000E+00   -0.44145E+02    0.69132E-07    0.23742E-05   -0.38162E-08
   149    0.42519E+04    0.10299E+01    0.00000E+00   -0.44208E+02    0.68712E-07    0.11325E-05   -0.18203E-08
   150    0.42836E+04    0.10255E+01    0.00000E+00   -0.44245E+02    0.68295E-07    0.00000E+00    0.00000E+00
   151    0.43153E+04    0.10206E+01    0.00000E+00   -0.44261E+02    0.67882E-07   -0.99284E-06    0.15958E-08
   152    0.43467E+04    0.10152E+01    0.00000E+00   -0.44253E+02    0.67473E-07   -0.18459E-05    0.29670E-08
   153    0.43779E+04    0.10094E+01    0.00000E+00   -0.44220E+02    0.67067E-07   -0.25666E-05    0.41254E-08
   154    0.44089E+04    0.10033E+01    0.00000E+00   -0.44164E+02    0.66665E-07   -0.31625E-05    0.50832E-08
   155    0.44396E+04    0.99686E+00    0.00000E+00   -0.44084E+02    0.66267E-07   -0.36409E-05    0.58522E-08
   156    0.44700E+04    0.99006E+00    0.00000E+00   -0.43979E+02    0.65871E-07   -0.40094E-05    0.64444E-08
   157    0.45004E+04    0.98291E+00    0.00000E+00   -0.43849E+02    0.65480E-07   -0.42753E-05    0.68718E-08
   158    0.45304E+04    0.97548E+00    0.00000E+00   -0.43695E+02    0.65091E-07   -0.44461E-05    0.71464E-08
   159    0.45601E+04    0.96762E+00    0.00000E+00   -0.43515E+02    0.64707E-07   -0.45293E-05    0.72800E-08
   160    0.45896E+04    0.95949E+00    0.00000E+00   -0.43309E+02    0.64325E-07   -0.45322E-05    0.72847E-08
   161    0.46189E+04    0.95115E+00    0.00000E+00   -0.43079E+02    0.63947E-07   -0.44623E-05    0.71724E-08
   162    0.46479E+04    0.94246E+00    0.00000E+00   -0.42823E+02    0.63572E-07   -0.43271E-05    0.69551E-08
   163    0.46767E+04    0.93350E+00    0.00000E+00   -0.42542E+02    0.63201E-07   -0.41339E-05    0.66446E-08
   164    0.47051E+04    0.92432E+00    0.00000E+00   -0.42235E+02    0.62832E-07   -0.38903E-05    0.62530E-08
   165    0.47333E+04    0.91487E+00    0.00000E+00   -0.41902E+02    0.62467E-07   -0.36036E-05    0.57921E-08
   166    0.47612E+04    0.90529E+00    0.00000E+00   -0.41543E+02    0.62106E-07   -0.32812E-05    0.52740E-08
   167    0.47889E+04    0.89535E+00    0.00000E+00   -0.41159E+02    0.61747E-07   -0.29306E-05    0.47105E-08
   168    0.48162E+04    0.88543E+00    0.00000E+00   -0.40748E+02    0.61391E-07   -0.25592E-05    0.41135E-08
   169    0.48431E+04    0.87523E+00    0.00000E+00   -0.40309E+02    0.61039E-07   -0.21744E-05    0.34951E-08
   170    0.48697E+04    0.86497E+00    0.00000E+00   -0.39846E+02    0.60690E-07   -0.17837E-05    0.28670E-08
   171    0.48959E+04    0.85465E+00    0.00000E+00   -0.39354E+02    0.60344E-07   -0.13944E-05    0.22413E-08
   172    0.49217E+04    0.84420E+00    0.00000E+00   -0.38836E+02    0.60001E-07   -0.10140E-05    0.16298E-08
   173    0.49470E+04    0.83362E+00    0.00000E+00   -0.38292E+02    0.59660E-07   -0.64982E-06    0.10445E-08
   174    0.49720E+04    0.82320E+00    0.00000E+00   -0.37722E+02    0.59323E-07   -0.30936E-06    0.49724E-09
   175    0.49967E+04    0.81265E+00    0.00000E+00   -0.37124E+02    0.58989E-07    0.00000E+00    0.00000E+00
   176    0.50208E+04    0.80218E+00    0.00000E+00   -0.36499E+02    0.58658E-07    0.27239E-06   -0.43782E-09
   177    0.50445E+04    0.79173E+00    0.00000E+00   -0.35849E+02    0.58329E-07    0.50810E-06   -0.81668E-09
   178    0.50678E+04    0.78151E+00    0.00000E+00   -0.35171E+02    0.58004E-07    0.70894E-06   -0.11395E-08
   179    0.50906E+04    0.77123E+00    0.00000E+00   -0.34466E+02    0.57681E-07    0.87676E-06   -0.14092E-08
   180    0.51131E+04    0.76112E+00    0.00000E+00   -0.33736E+02    0.57362E-07    0.10134E-05   -0.16288E-08
   181    0.51350E+04    0.75116E+00    0.00000E+00   -0.32980E+02    0.57044E-07    0.11206E-05   -0.18012E-08
   182    0.51565E+04    0.74143E+00    0.00000E+00   -0.32197E+02    0.56730E-07    0.12003E-05   -0.19292E-08
   183    0.51775E+04    0.73186E+00    0.00000E+00   -0.31389E+02    0.56419E-07    0.12542E-05   -0.20159E-08
   184    0.51981E+04    0.72252E+00    0.00000E+00   -0.30554E+02    0.56110E-07    0.12843E-05   -0.20642E-08
   185    0.52183E+04    0.71356E+00    0.00000E+00   -0.29695E+02    0.55804E-07    0.12922E-05   -0.20770E-08
   186    0.52376E+04    0.70483E+00    0.00000E+00   -0.28809E+02    0.55500E-07    0.12799E-05   -0.20572E-08
   187    0.52568E+04    0.69648E+00    0.00000E+00   -0.27897E+02    0.55199E-07    0.12491E-05   -0.20078E-08
   188    0.52755E+04    0.68850E+00    0.00000E+00   -0.26961E+02    0.54901E-07    0.12018E-05   -0.19316E-08
   189    0.52935E+04    0.68091E+00    0.00000E+00   -0.26000E+02    0.54605E-07    0.11396E-05   -0.18317E-08
   190    0.53115E+04    0.67377E+00    0.00000E+00   -0.25015E+02    0.54312E-07    0.10645E-05   -0.17109E-08
   191    0.53285E+04    0.66709E+00    0.00000E+00   -0.24004E+02    0.54021E-07    0.97816E-06   -0.15722E-08
   192    0.53451E+04    0.66092E+00    0.00000E+00   -0.22969E+02    0.53733E-07    0.88254E-06   -0.14185E-08
   193    0.53612E+04    0.65527E+00    0.00000E+00   -0.21912E+02    0.53447E-07    0.77940E-06   -0.12528E-08
   194    0.53769E+04    0.65019E+00    0.00000E+00   -0.20829E+02    0.53164E-07    0.67058E-06   -0.10778E-08
   195    0.53920E+04    0.64571E+00    0.00000E+00   -0.19724E+02    0.52883E-07    0.55788E-06   -0.89670E-09
   196    0.54065E+04    0.64187E+00    0.00000E+00   -0.18596E+02    0.52604E-07    0.44313E-06   -0.71226E-09
   197    0.54205E+04    0.63871E+00    0.00000E+00   -0.17445E+02    0.52328E-07    0.32815E-06   -0.52744E-09
   198    0.54341E+04    0.63625E+00    0.00000E+00   -0.16273E+02    0.52054E-07    0.21475E-06   -0.34518E-09
   199    0.54471E+04    0.63452E+00    0.00000E+00   -0.15078E+02    0.51782E-07    0.10476E-06   -0.16839E-09
   200    0.54596E+04    0.63357E+00    0.00000E+00   -0.13862E+02    0.51513E-07    0.00000E+00    0.00000E+00
   201    0.54716E+04    0.63344E+00    0.00000E+00   -0.12625E+02    0.51246E-07   -0.98055E-07    0.15761E-09
   202    0.54830E+04    0.63414E+00    0.00000E+00   -0.11367E+02    0.50981E-07   -0.18925E-06    0.30418E-09
   203    0.54938E+04    0.63574E+00    0.00000E+00   -0.10088E+02    0.50718E-07   -0.27375E-06    0.44001E-09
   204    0.55040E+04    0.63824E+00    0.00000E+00   -0.87907E+01    0.50457E-07   -0.35176E-06    0.56539E-09
   205    0.55137E+04    0.64171E+00    0.00000E+00   -0.74732E+01    0.50199E-07   -0.42343E-06    0.68060E-09
   206    0.55226E+04    0.64616E+00    0.00000E+00   -0.61366E+01    0.49942E-07   -0.48896E-06    0.78593E-09
   207    0.55311E+04    0.65163E+00    0.00000E+00   -0.47813E+01    0.49688E-07   -0.54853E-06    0.88167E-09
   208    0.55389E+04    0.65817E+00    0.00000E+00   -0.34078E+01    0.49436E-07   -0.60230E-06    0.96810E-09
   209    0.55460E+04    0.66579E+00    0.00000E+00   -0.20165E+01    0.49186E-07   -0.65047E-06    0.10455E-08
   210    0.55526E+04    0.67454E+00    0.00000E+00   -0.60825E+00    0.48938E-07   -0.69320E-06    0.11142E-08
   211    0.55586E+04    0.68447E+00    0.00000E+00    0.81687E+00    0.48692E-07   -0.73068E-06    0.11744E-08
   212    0.55639E+04    0.69559E+00    0.00000E+00    0.22580E+01    0.48448E-07   -0.76309E-06    0.12265E-08
   213    0.55686E+04    0.70795E+00    0.00000E+00    0.37151E+01    0.48206E-07   -0.79061E-06    0.12708E-08
   214    0.55727E+04    0.72153E+00    0.00000E+00    0.51870E+01    0.47966E-07   -0.81341E-06    0.13074E-08
   215    0.55762E+04    0.73655E+00    0.00000E+00    0.66730E+01    0.47728E-07   -0.83167E-06    0.13368E-08
   216    0.55790E+04    0.75279E+00    0.00000E+00    0.81736E+01    0.47492E-07   -0.84558E-06    0.13591E-08
   217    0.55813E+04    0.77043E+00    0.00000E+00    0.96869E+01    0.47257E-07   -0.85530E-06    0.13748E-08
   218    0.55829E+04    0.78946E+00    0.00000E+00    0.11213E+02    0.47025E-07   -0.86103E-06    0.13840E-08
   219    0.55840E+04    0.80988E+00    0.00000E+00    0.12753E+02    0.46795E-07   -0.86294E-06    0.13870E-08
   220    0.55844E+04    0.83184E+00    0.00000E+00    0.14302E+02    0.46566E-07   -0.86120E-06    0.13842E-08
   221    0.55843E+04    0.85526E+00    0.00000E+00    0.15863E+02    0.46339E-07   -0.85600E-06    0.13759E-08
   222    0.55836E+04    0.88029E+00    0.00000E+00    0.17434E+02    0.46114E-07   -0.84751E-06    0.13622E-08
   223    0.55822E+04    0.90686E+00    0.00000E+00    0.19016E+02    0.45891E-07   -0.83591E-06    0.13436E-08
   224    0.55803E+04    0.93495E+00    0.00000E+00    0.20606E+02    0.45670E-07   -0.82139E-06    0.13202E-08
   225    0.55777E+04    0.96474E+00    0.00000E+00    0.22205E+02    0.45451E-07   -0.80411E-06    0.12925E-08
   226    0.55746E+04    0.99620E+00    0.00000E+00    0.23811E+02    0.45233E-07   -0.78427E-06    0.12606E-08
   227    0.55707E+04    0.10293E+01    0.00000E+00    0.25425E+02    0.45017E-07   -0.76203E-06    0.12248E-08
   228    0.55664E+04    0.10642E+01    0.00000E+00    0.27045E+02    0.44802E-07   -0.73757E-06    0.11855E-08
   229    0.55615E+04    0.11007E+01    0.00000E+00    0.28671E+02    0.44590E-07   -0.71108E-06    0.11429E-08
   230    0.55559E+04    0.11391E+01    0.00000E+00    0.30302E+02    0.44379E-07   -0.68273E-06    0.10974E-08
   231    0.55497E+04    0.11792E+01    0.00000E+00    0.31938E+02    0.44170E-07   -0.65270E-06    0.10491E-08
