#    L    TT             EE             BB             TE             PP             TP             EP          
   226    0.55746E+04    0.99637E+00    0.00000E+00    0.23810E+02    0.45252E-07   -0.78422E-06    0.12615E-08
   227    0.55707E+04    0.10295E+01    0.00000E+00    0.25424E+02    0.45036E-07   -0.76197E-06    0.12257E-08
   228    0.55664E+04    0.10643E+01    0.00000E+00    0.27044E+02    0.44822E-07   -0.73752E-06    0.11864E-08
   229    0.55615E+04    0.11009E+01    0.00000E+00    0.28670E+02    0.44610E-07   -0.71102E-06    0.11438E-08
   230    0.55559E+04    0.11392E+01    0.00000E+00    0.30301E+02    0.44399E-07   -0.68267E-06    0.10982E-08
   231    0.55497E+04    0.11794E+01    0.00000E+00    0.31937E+02    0.44190E-07   -0.65264E-06    0.10499E-08
   232    0.55429E+04    0.12213E+01    0.00000E+00    0.33577E+02    0.43982E-07   -0.62111E-06    0.99915E-09
   233    0.55355E+04    0.12652E+01    0.00000E+00    0.35219E+02    0.43777E-07   -0.58825E-06    0.94629E-09
   234    0.55274E+04    0.13109E+01    0.00000E+00    0.36863E+02    0.43572E-07   -0.55425E-06    0.89160E-09
   235    0.55188E+04    0.13584E+01    0.00000E+00    0.38509E+02    0.43370E-07   -0.51929E-06    0.83535E-09
   236    0.55095E+04    0.14079E+01    0.00000E+00    0.40157E+02    0.43168E-07   -0.48353E-06    0.77784E-09
   237    0.54997E+04    0.14594E+01    0.00000E+00    0.41804E+02    0.42969E-07   -0.44717E-06    0.71934E-09
   238    0.54892E+04    0.15129E+01    0.00000E+00    0.43452E+02    0.42771E-07   -0.41037E-06    0.66015E-09
   239    0.54782E+04    0.15683E+01    0.00000E+00    0.45098E+02    0.42574E-07   -0.37332E-06    0.60055E-09
   240    0.54665E+04    0.16256E+01    0.00000E+00    0.46742E+02    0.42379E-07   -0.33620E-06    0.54083E-09
   241    0.54543E+04    0.16851E+01    0.00000E+00    0.48383E+02    0.42186E-07   -0.29918E-06    0.48127E-09
   242    0.54415E+04    0.17465E+01    0.00000E+00    0.50021E+02    0.41994E-07   -0.26244E-06    0.42217E-09
   243    0.54282E+04    0.18100E+01    0.00000E+00    0.51655E+02    0.41803E-07   -0.22615E-06    0.36380E-09
   244    0.54142E+04    0.18756E+01    0.00000E+00    0.53285E+02    0.41614E-07   -0.19051E-06    0.30646E-09
   245    0.53997E+04    0.19433E+01    0.00000E+00    0.54908E+02    0.41426E-07   -0.15568E-06    0.25044E-09
   246    0.53846E+04    0.20130E+01    0.00000E+00    0.56527E+02    0.41239E-07   -0.12185E-06    0.19601E-09
   247    0.53690E+04    0.20849E+01    0.00000E+00    0.58137E+02    0.41054E-07   -0.89182E-07    0.14346E-09
   248    0.53529E+04    0.21591E+01    0.00000E+00    0.59741E+02    0.40870E-07   -0.57868E-07    0.93089E-10
   249    0.53363E+04    0.22352E+01    0.00000E+00    0.61336E+02    0.40688E-07   -0.28081E-07    0.45173E-10
   250    0.53190E+04    0.23136E+01    0.00000E+00    0.62922E+02    0.40507E-07    0.00000E+00    0.00000E+00
   251    0.53014E+04    0.23941E+01    0.00000E+00    0.64498E+02    0.40327E-07    0.26235E-07   -0.42203E-10
   252    0.52831E+04    0.24768E+01    0.00000E+00    0.66065E+02    0.40148E-07    0.50635E-07   -0.81453E-10
   253    0.52644E+04    0.25615E+01    0.00000E+00    0.67620E+02    0.39971E-07    0.73246E-07   -0.11783E-09
   254    0.52452E+04    0.26486E+01    0.00000E+00    0.69162E+02    0.39795E-07    0.94118E-07   -0.15140E-09
   255    0.52255E+04    0.27377E+01    0.00000E+00    0.70694E+02    0.39620E-07    0.11330E-06   -0.18226E-09
   256    0.52053E+04    0.28292E+01    0.00000E+00    0.72213E+02    0.39446E-07    0.13083E-06   -0.21046E-09
   257    0.51847E+04    0.29227E+01    0.00000E+00    0.73712E+02    0.39274E-07    0.14677E-06   -0.23610E-09
   258    0.51635E+04    0.30185E+01    0.00000E+00    0.75204E+02    0.39103E-07    0.16116E-06   -0.25925E-09
   259    0.51419E+04    0.31165E+01    0.00000E+00    0.76674E+02    0.38933E-07    0.17405E-06   -0.27999E-09
   260    0.51199E+04    0.32166E+01    0.00000E+00    0.78137E+02    0.38764E-07    0.18549E-06   -0.29838E-09
   261    0.50975E+04    0.33189E+01    0.00000E+00    0.79570E+02    0.38596E-07    0.19552E-06   -0.31452E-09
   262    0.50745E+04    0.34235E+01    0.00000E+00    0.80996E+02    0.38430E-07    0.20419E-06   -0.32847E-09
   263    0.50513E+04    0.35302E+01    0.00000E+00    0.82408E+02    0.38264E-07    0.21156E-06   -0.34032E-09
   264    0.50276E+04    0.36391E+01    0.00000E+00    0.83797E+02    0.38100E-07    0.21766E-06   -0.35014E-09
   265    0.50033E+04    0.37501E+01    0.00000E+00    0.85157E+02    0.37937E-07    0.22255E-06   -0.35800E-09
   266    0.49787E+04    0.38635E+01    0.00000E+00    0.86510E+02    0.37775E-07    0.22627E-06   -0.36399E-09
   267    0.49536E+04    0.39788E+01    0.00000E+00    0.87833E+02    0.37615E-07    0.22888E-06   -0.36818E-09
   268    0.49282E+04    0.40964E+01    0.00000E+00    0.89141E+02    0.37455E-07    0.23041E-06   -0.37065E-09
   269    0.49022E+04    0.42161E+01    0.00000E+00    0.90428E+02    0.37296E-07    0.23092E-06   -0.37147E-09
   270    0.48760E+04    0.43379E+01    0.00000E+00    0.91692E+02    0.37139E-07    0.23046E-06   -0.37073E-09
   271    0.48494E+04    0.44618E+01    0.00000E+00    0.92935E+02    0.36983E-07    0.22907E-06   -0.36849E-09
   272    0.48225E+04    0.45880E+01    0.00000E+00    0.94148E+02    0.36827E-07    0.22680E-06   -0.36484E-09
   273    0.47952E+04    0.47159E+01    0.00000E+00    0.95347E+02    0.36673E-07    0.22370E-06   -0.35985E-09
   274    0.47676E+04    0.48462E+01    0.00000E+00    0.96509E+02    0.36520E-07    0.21981E-06   -0.35360E-09
   275    0.47396E+04    0.49782E+01    0.00000E+00    0.97656E+02    0.36368E-07    0.21519E-06   -0.34616E-09
   276    0.47115E+04    0.51124E+01    0.00000E+00    0.98767E+02    0.36216E-07    0.20988E-06   -0.33762E-09
   277    0.46828E+04    0.52486E+01    0.00000E+00    0.99863E+02    0.36066E-07    0.20393E-06   -0.32805E-09
   278    0.46540E+04    0.53867E+01    0.00000E+00    0.10092E+03    0.35917E-07    0.19738E-06   -0.31752E-09
   279    0.46248E+04    0.55268E+01    0.00000E+00    0.10195E+03    0.35769E-07    0.19030E-06   -0.30612E-09
   280    0.45953E+04    0.56687E+01    0.00000E+00    0.10297E+03    0.35622E-07    0.18271E-06   -0.29392E-09
   281    0.45657E+04    0.58126E+01    0.00000E+00    0.10395E+03    0.35476E-07    0.17467E-06   -0.28099E-09
   282    0.45357E+04    0.59582E+01    0.00000E+00    0.10490E+03    0.35331E-07    0.16624E-06   -0.26742E-09
   283    0.45055E+04    0.61057E+01    0.00000E+00    0.10582E+03    0.35186E-07    0.15744E-06   -0.25327E-09
   284    0.44751E+04    0.62550E+01    0.00000E+00    0.10671E+03    0.35043E-07    0.14834E-06   -0.23864E-09
   285    0.44444E+04    0.64062E+01    0.00000E+00    0.10757E+03    0.34901E-07    0.13899E-06   -0.22358E-09
   286    0.44135E+04    0.65590E+01    0.00000E+00    0.10840E+03    0.34759E-07    0.12942E-06   -0.20819E-09
   287    0.43824E+04    0.67135E+01    0.00000E+00    0.10920E+03    0.34619E-07    0.11969E-06   -0.19253E-09
   288    0.43511E+04    0.68697E+01    0.00000E+00    0.10997E+03    0.34479E-07    0.10984E-06   -0.17669E-09
   289    0.43195E+04    0.70275E+01    0.00000E+00    0.11070E+03    0.34340E-07    0.99923E-07   -0.16074E-09
   290    0.42879E+04    0.71868E+01    0.00000E+00    0.11141E+03    0.34202E-07    0.89987E-07   -0.14476E-09
   291    0.42560E+04    0.73482E+01    0.00000E+00    0.11208E+03    0.34065E-07    0.80079E-07   -0.12882E-09
   292    0.42238E+04    0.75108E+01    0.00000E+00    0.11272E+03    0.33929E-07    0.70245E-07   -0.11300E-09
   293    0.41917E+04    0.76741E+01    0.00000E+00    0.11332E+03    0.33794E-07    0.60534E-07   -0.97379E-10
   294    0.41593E+04    0.78395E+01    0.00000E+00    0.11389E+03    0.33660E-07    0.50994E-07   -0.82031E-10
   295    0.41269E+04    0.80057E+01    0.00000E+00    0.11443E+03    0.33526E-07    0.41672E-07   -0.67035E-10
   296    0.40943E+04    0.81741E+01    0.00000E+00    0.11493E+03    0.33393E-07    0.32615E-07   -0.52466E-10
   297    0.40616E+04    0.83425E+01    0.00000E+00    0.11541E+03    0.33261E-07    0.23872E-07   -0.38402E-10
   298    0.40287E+04    0.85130E+01    0.00000E+00    0.11584E+03    0.33130E-07    0.15490E-07   -0.24918E-10
   299    0.39958E+04    0.86851E+01    0.00000E+00    0.11623E+03    0.33000E-07    0.75168E-08   -0.12092E-10
   300    0.39627E+04    0.88571E+01    0.00000E+00    0.11659E+03    0.32870E-07    0.00000E+00    0.00000E+00
   301    0.39296E+04    0.90306E+01    0.00000E+00    0.11692E+03    0.32741E-07   -0.70227E-08    0.11297E-10
   302    0.38964E+04    0.92048E+01    0.00000E+00    0.11722E+03    0.32613E-07   -0.13554E-07    0.21804E-10
   303    0.38632E+04    0.93805E+01    0.00000E+00    0.11747E+03    0.32486E-07   -0.19607E-07    0.31541E-10
   304    0.38299E+04    0.95576E+01    0.00000E+00    0.11769E+03    0.32360E-07   -0.25194E-07    0.40529E-10
   305    0.37966E+04    0.97348E+01    0.00000E+00    0.11787E+03    0.32234E-07   -0.30329E-07    0.48788E-10
   306    0.37633E+04    0.99126E+01    0.00000E+00    0.11801E+03    0.32109E-07   -0.35023E-07    0.56340E-10
   307    0.37299E+04    0.10091E+02    0.00000E+00    0.11812E+03    0.31984E-07   -0.39290E-07    0.63204E-10
   308    0.36966E+04    0.10272E+02    0.00000E+00    0.11820E+03    0.31861E-07   -0.43142E-07    0.69401E-10
   309    0.36633E+04    0.10452E+02    0.00000E+00    0.11823E+03    0.31738E-07   -0.46593E-07    0.74952E-10
   310    0.36299E+04    0.10632E+02    0.00000E+00    0.11823E+03    0.31616E-07   -0.49655E-07    0.79877E-10
   311    0.35966E+04    0.10814E+02    0.00000E+00    0.11818E+03    0.31495E-07   -0.52341E-07    0.84198E-10
   312    0.35634E+04    0.10996E+02    0.00000E+00    0.11811E+03    0.31374E-07   -0.54663E-07    0.87934E-10
   313    0.35302E+04    0.11178E+02    0.00000E+00    0.11799E+03    0.31254E-07   -0.56635E-07    0.91106E-10
   314    0.34971E+04    0.11361E+02    0.00000E+00    0.11785E+03    0.31135E-07   -0.58269E-07    0.93735E-10
   315    0.34640E+04    0.11544E+02    0.00000E+00    0.11766E+03    0.31016E-07   -0.59578E-07    0.95841E-10
   316    0.34310E+04    0.11727E+02    0.00000E+00    0.11743E+03    0.30898E-07   -0.60575E-07    0.97445E-10
   317    0.33981E+04    0.11909E+02    0.00000E+00    0.11716E+03    0.30781E-07   -0.61273E-07    0.98567E-10
   318    0.33653E+04    0.12093E+02    0.00000E+00    0.11686E+03    0.30664E-07   -0.61684E-07    0.99228E-10
   319    0.33326E+04    0.12276E+02    0.00000E+00    0.11653E+03    0.30548E-07   -0.61821E-07    0.99449E-10
   320    0.33000E+04    0.12459E+02    0.00000E+00    0.11616E+03    0.30433E-07   -0.61698E-07    0.99250E-10
   321    0.32676E+04    0.12642E+02    0.00000E+00    0.11575E+03    0.30319E-07   -0.61326E-07    0.98652E-10
   322    0.32352E+04    0.12825E+02    0.00000E+00    0.11530E+03    0.30205E-07   -0.60718E-07    0.97675E-10
   323    0.32030E+04    0.13007E+02    0.00000E+00    0.11482E+03    0.30092E-07   -0.59888E-07    0.96339E-10
   324    0.31710E+04    0.13190E+02    0.00000E+00    0.11429E+03    0.29979E-07   -0.58848E-07    0.94667E-10
   325    0.31392E+04    0.13370E+02    0.00000E+00    0.11374E+03    0.29867E-07   -0.57611E-07    0.92677E-10
   326    0.31074E+04    0.13552E+02    0.00000E+00    0.11314E+03    0.29756E-07   -0.56190E-07    0.90390E-10
   327    0.30759E+04    0.13733E+02    0.00000E+00    0.11251E+03    0.29645E-07   -0.54597E-07    0.87828E-10
   328    0.30446E+04    0.13912E+02    0.00000E+00    0.11185E+03    0.29535E-07   -0.52846E-07    0.85010E-10
   329    0.30134E+04    0.14092E+02    0.00000E+00    0.11115E+03    0.29425E-07   -0.50948E-07    0.81958E-10
   330    0.29825E+04    0.14270E+02    0.00000E+00    0.11040E+03    0.29317E-07   -0.48917E-07    0.78691E-10
   331    0.29518E+04    0.14447E+02    0.00000E+00    0.10963E+03    0.29208E-07   -0.46766E-07    0.75230E-10
   332    0.29213E+04    0.14625E+02    0.00000E+00    0.10883E+03    0.29101E-07   -0.44507E-07    0.71596E-10
   333    0.28910E+04    0.14800E+02    0.00000E+00    0.10800E+03    0.28994E-07   -0.42153E-07    0.67810E-10
   334    0.28610E+04    0.14976E+02    0.00000E+00    0.10712E+03    0.28887E-07   -0.39718E-07    0.63892E-10
   335    0.28312E+04    0.15148E+02    0.00000E+00    0.10621E+03    0.28781E-07   -0.37212E-07    0.59862E-10
   336    0.28016E+04    0.15321E+02    0.00000E+00    0.10527E+03    0.28676E-07   -0.34651E-07    0.55741E-10
   337    0.27724E+04    0.15492E+02    0.00000E+00    0.10429E+03    0.28571E-07   -0.32045E-07    0.51550E-10
   338    0.27433E+04    0.15662E+02    0.00000E+00    0.10328E+03    0.28467E-07   -0.29409E-07    0.47308E-10
   339    0.27146E+04    0.15831E+02    0.00000E+00    0.10224E+03    0.28363E-07   -0.26754E-07    0.43038E-10
   340    0.26861E+04    0.15998E+02    0.00000E+00    0.10118E+03    0.28260E-07   -0.24094E-07    0.38759E-10
   341    0.26579E+04    0.16163E+02    0.00000E+00    0.10007E+03    0.28158E-07   -0.21441E-07    0.34491E-10
   342    0.26300E+04    0.16328E+02    0.00000E+00    0.98927E+02    0.28056E-07   -0.18808E-07    0.30256E-10
   343    0.26024E+04    0.16490E+02    0.00000E+00    0.97759E+02    0.27955E-07   -0.16208E-07    0.26073E-10
   344    0.25752E+04    0.16651E+02    0.00000E+00    0.96561E+02    0.27854E-07   -0.13654E-07    0.21964E-10
   345    0.25482E+04    0.16810E+02    0.00000E+00    0.95334E+02    0.27753E-07   -0.11158E-07    0.17949E-10
   346    0.25215E+04    0.16967E+02    0.00000E+00    0.94084E+02    0.27653E-07   -0.87328E-08    0.14048E-10
   347    0.24952E+04    0.17122E+02    0.00000E+00    0.92798E+02    0.27554E-07   -0.63918E-08    0.10282E-10
   348    0.24692E+04    0.17275E+02    0.00000E+00    0.91482E+02    0.27455E-07   -0.41475E-08    0.66719E-11
   349    0.24435E+04    0.17426E+02    0.00000E+00    0.90136E+02    0.27357E-07   -0.20127E-08    0.32377E-11
   350    0.24181E+04    0.17575E+02    0.00000E+00    0.88768E+02    0.27259E-07    0.00000E+00    0.00000E+00
   351    0.23933E+04    0.17722E+02    0.00000E+00    0.87371E+02    0.27162E-07    0.18804E-08   -0.30249E-11
   352    0.23686E+04    0.17866E+02    0.00000E+00    0.85944E+02    0.27065E-07    0.36293E-08   -0.58382E-11
   353    0.23444E+04    0.18008E+02    0.00000E+00    0.84502E+02    0.26969E-07    0.52500E-08   -0.84455E-11
   354    0.23204E+04    0.18148E+02    0.00000E+00    0.83024E+02    0.26873E-07    0.67461E-08   -0.10852E-10
   355    0.22969E+04    0.18285E+02    0.00000E+00    0.81523E+02    0.26778E-07    0.81209E-08   -0.13064E-10
   356    0.22737E+04    0.18421E+02    0.00000E+00    0.80007E+02    0.26683E-07    0.93779E-08   -0.15086E-10
   357    0.22509E+04    0.18553E+02    0.00000E+00    0.78461E+02    0.26589E-07    0.10521E-07   -0.16924E-10
   358    0.22286E+04    0.18682E+02    0.00000E+00    0.76901E+02    0.26495E-07    0.11552E-07   -0.18583E-10
   359    0.22065E+04    0.18808E+02    0.00000E+00    0.75311E+02    0.26401E-07    0.12476E-07   -0.20070E-10
   360    0.21849E+04    0.18933E+02    0.00000E+00    0.73703E+02    0.26308E-07    0.13296E-07   -0.21389E-10
   361    0.21636E+04    0.19054E+02    0.00000E+00    0.72071E+02    0.26216E-07    0.14015E-07   -0.22546E-10
   362    0.21428E+04    0.19173E+02    0.00000E+00    0.70419E+02    0.26124E-07    0.14637E-07   -0.23546E-10
   363    0.21224E+04    0.19289E+02    0.00000E+00    0.68750E+02    0.26032E-07    0.15165E-07   -0.24396E-10
   364    0.21024E+04    0.19401E+02    0.00000E+00    0.67059E+02    0.25941E-07    0.15603E-07   -0.25100E-10
   365    0.20827E+04    0.19511E+02    0.00000E+00    0.65352E+02    0.25850E-07    0.15954E-07   -0.25664E-10
   366    0.20635E+04    0.19618E+02    0.00000E+00    0.63627E+02    0.25760E-07    0.16221E-07   -0.26093E-10
   367    0.20447E+04    0.19721E+02    0.00000E+00    0.61885E+02    0.25671E-07    0.16407E-07   -0.26394E-10
   368    0.20263E+04    0.19821E+02    0.00000E+00    0.60128E+02    0.25581E-07    0.16518E-07   -0.26571E-10
   369    0.20084E+04    0.19919E+02    0.00000E+00    0.58354E+02    0.25492E-07    0.16554E-07   -0.26630E-10
   370    0.19909E+04    0.20013E+02    0.00000E+00    0.56568E+02    0.25404E-07    0.16521E-07   -0.26577E-10
   371    0.19737E+04    0.20103E+02    0.00000E+00    0.54767E+02    0.25316E-07    0.16422E-07   -0.26417E-10
   372    0.19570E+04    0.20190E+02    0.00000E+00    0.52954E+02    0.25228E-07    0.16259E-07   -0.26155E-10
   373    0.19407E+04    0.20274E+02    0.00000E+00    0.51126E+02    0.25141E-07    0.16037E-07   -0.25798E-10
   374    0.19249E+04    0.20355E+02    0.00000E+00    0.49289E+02    0.25055E-07    0.15759E-07   -0.25350E-10
   375    0.19094E+04    0.20432E+02    0.00000E+00    0.47440E+02    0.24968E-07    0.15427E-07   -0.24817E-10
   376    0.18945E+04    0.20506E+02    0.00000E+00    0.45581E+02    0.24883E-07    0.15047E-07   -0.24205E-10
   377    0.18799E+04    0.20576E+02    0.00000E+00    0.43715E+02    0.24797E-07    0.14620E-07   -0.23519E-10
   378    0.18658E+04    0.20642E+02    0.00000E+00    0.41837E+02    0.24712E-07    0.14151E-07   -0.22765E-10
   379    0.18521E+04    0.20705E+02    0.00000E+00    0.39954E+02    0.24627E-07    0.13643E-07   -0.21947E-10
   380    0.18389E+04    0.20766E+02    0.00000E+00    0.38062E+02    0.24543E-07    0.13100E-07   -0.21073E-10
   381    0.18261E+04    0.20820E+02    0.00000E+00    0.36165E+02    0.24460E-07    0.12523E-07   -0.20146E-10
   382    0.18136E+04    0.20872E+02    0.00000E+00    0.34263E+02    0.24376E-07    0.11919E-07   -0.19173E-10
   383    0.18017E+04    0.20920E+02    0.00000E+00    0.32354E+02    0.24293E-07    0.11288E-07   -0.18159E-10
   384    0.17903E+04    0.20963E+02    0.00000E+00    0.30444E+02    0.24211E-07    0.10636E-07   -0.17110E-10
   385    0.17792E+04    0.21005E+02    0.00000E+00    0.28529E+02    0.24128E-07    0.99653E-08   -0.16031E-10
   386    0.17685E+04    0.21042E+02    0.00000E+00    0.26612E+02    0.24047E-07    0.92793E-08   -0.14927E-10
   387    0.17583E+04    0.21075E+02    0.00000E+00    0.24694E+02    0.23965E-07    0.85816E-08   -0.13805E-10
   388    0.17485E+04    0.21104E+02    0.00000E+00    0.22775E+02    0.23884E-07    0.78756E-08   -0.12669E-10
   389    0.17392E+04    0.21127E+02    0.00000E+00    0.20856E+02    0.23804E-07    0.71646E-08   -0.11525E-10
   390    0.17302E+04    0.21149E+02    0.00000E+00    0.18938E+02    0.23723E-07    0.64523E-08   -0.10379E-10
   391    0.17218E+04    0.21167E+02    0.00000E+00    0.17021E+02    0.23644E-07    0.57418E-08   -0.92366E-11
   392    0.17137E+04    0.21182E+02    0.00000E+00    0.15108E+02    0.23564E-07    0.50368E-08   -0.81024E-11
   393    0.17061E+04    0.21192E+02    0.00000E+00    0.13196E+02    0.23485E-07    0.43405E-08   -0.69824E-11
   394    0.16989E+04    0.21199E+02    0.00000E+00    0.11290E+02    0.23406E-07    0.36565E-08   -0.58820E-11
   395    0.16920E+04    0.21201E+02    0.00000E+00    0.93870E+01    0.23328E-07    0.29880E-08   -0.48067E-11
   396    0.16857E+04    0.21199E+02    0.00000E+00    0.74907E+01    0.23250E-07    0.23387E-08   -0.37621E-11
   397    0.16797E+04    0.21194E+02    0.00000E+00    0.55999E+01    0.23172E-07    0.17118E-08   -0.27536E-11
   398    0.16741E+04    0.21185E+02    0.00000E+00    0.37159E+01    0.23095E-07    0.11107E-08   -0.17868E-11
   399    0.16690E+04    0.21172E+02    0.00000E+00    0.18396E+01    0.23018E-07    0.53900E-09   -0.86707E-12
   400    0.16642E+04    0.21155E+02    0.00000E+00   -0.28227E-01    0.22941E-07    0.00000E+00    0.00000E+00
   401    0.16599E+04    0.21134E+02    0.00000E+00   -0.18869E+01    0.22865E-07   -0.50358E-09    0.81009E-12
   402    0.16560E+04    0.21108E+02    0.00000E+00   -0.37356E+01    0.22789E-07   -0.97195E-09    0.15635E-11
   403    0.16525E+04    0.21080E+02    0.00000E+00   -0.55737E+01    0.22714E-07   -0.14060E-08    0.22618E-11
   404    0.16493E+04    0.21047E+02    0.00000E+00   -0.73996E+01    0.22639E-07   -0.18067E-08    0.29063E-11
   405    0.16466E+04    0.21010E+02    0.00000E+00   -0.92141E+01    0.22564E-07   -0.21749E-08    0.34986E-11
   406    0.16442E+04    0.20970E+02    0.00000E+00   -0.11015E+02    0.22489E-07   -0.25115E-08    0.40401E-11
   407    0.16423E+04    0.20925E+02    0.00000E+00   -0.12804E+02    0.22415E-07   -0.28175E-08    0.45324E-11
   408    0.16407E+04    0.20877E+02    0.00000E+00   -0.14576E+02    0.22341E-07   -0.30938E-08    0.49768E-11
   409    0.16395E+04    0.20826E+02    0.00000E+00   -0.16334E+02    0.22268E-07   -0.33413E-08    0.53749E-11
   410    0.16387E+04    0.20770E+02    0.00000E+00   -0.18077E+02    0.22195E-07   -0.35609E-08    0.57282E-11
   411    0.16383E+04    0.20711E+02    0.00000E+00   -0.19803E+02    0.22122E-07   -0.37535E-08    0.60381E-11
   412    0.16382E+04    0.20648E+02    0.00000E+00   -0.21512E+02    0.22049E-07   -0.39201E-08    0.63060E-11
   413    0.16384E+04    0.20582E+02    0.00000E+00   -0.23203E+02    0.21977E-07   -0.40615E-08    0.65335E-11
   414    0.16390E+04    0.20511E+02    0.00000E+00   -0.24877E+02    0.21905E-07   -0.41787E-08    0.67221E-11
   415    0.16400E+04    0.20438E+02    0.00000E+00   -0.26530E+02    0.21834E-07   -0.42726E-08    0.68732E-11
   416    0.16413E+04    0.20361E+02    0.00000E+00   -0.28164E+02    0.21763E-07   -0.43442E-08    0.69882E-11
   417    0.16429E+04    0.20281E+02    0.00000E+00   -0.29779E+02    0.21692E-07   -0.43942E-08    0.70688E-11
   418    0.16449E+04    0.20195E+02    0.00000E+00   -0.31371E+02    0.21621E-07   -0.44237E-08    0.71162E-11
   419    0.16472E+04    0.20108E+02    0.00000E+00   -0.32941E+02    0.21551E-07   -0.44336E-08    0.71321E-11
   420    0.16499E+04    0.20017E+02    0.00000E+00   -0.34490E+02    0.21481E-07   -0.44248E-08    0.71179E-11
   421    0.16529E+04    0.19923E+02    0.00000E+00   -0.36016E+02    0.21411E-07   -0.43981E-08    0.70750E-11
   422    0.16562E+04    0.19825E+02    0.00000E+00   -0.37519E+02    0.21342E-07   -0.43546E-08    0.70050E-11
   423    0.16598E+04    0.19723E+02    0.00000E+00   -0.38998E+02    0.21273E-07   -0.42951E-08    0.69093E-11
   424    0.16636E+04    0.19618E+02    0.00000E+00   -0.40453E+02    0.21205E-07   -0.42205E-08    0.67894E-11
   425    0.16678E+04    0.19510E+02    0.00000E+00   -0.41881E+02    0.21136E-07   -0.41318E-08    0.66467E-11
   426    0.16723E+04    0.19400E+02    0.00000E+00   -0.43285E+02    0.21068E-07   -0.40299E-08    0.64827E-11
   427    0.16771E+04    0.19285E+02    0.00000E+00   -0.44663E+02    0.21000E-07   -0.39157E-08    0.62990E-11
   428    0.16821E+04    0.19168E+02    0.00000E+00   -0.46013E+02    0.20933E-07   -0.37901E-08    0.60970E-11
   429    0.16874E+04    0.19048E+02    0.00000E+00   -0.47337E+02    0.20866E-07   -0.36540E-08    0.58781E-11
   430    0.16930E+04    0.18926E+02    0.00000E+00   -0.48633E+02    0.20799E-07   -0.35084E-08    0.56438E-11
   431    0.16989E+04    0.18800E+02    0.00000E+00   -0.49902E+02    0.20732E-07   -0.33541E-08    0.53956E-11
   432    0.17049E+04    0.18671E+02    0.00000E+00   -0.51142E+02    0.20666E-07   -0.31921E-08    0.51350E-11
   433    0.17113E+04    0.18540E+02    0.00000E+00   -0.52352E+02    0.20600E-07   -0.30233E-08    0.48635E-11
   434    0.17178E+04    0.18406E+02    0.00000E+00   -0.53535E+02    0.20535E-07   -0.28487E-08    0.45825E-11
   435    0.17246E+04    0.18270E+02    0.00000E+00   -0.54687E+02    0.20469E-07   -0.26690E-08    0.42935E-11
   436    0.17317E+04    0.18132E+02    0.00000E+00   -0.55810E+02    0.20404E-07   -0.24853E-08    0.39979E-11
   437    0.17389E+04    0.17990E+02    0.00000E+00   -0.56902E+02    0.20339E-07   -0.22984E-08    0.36973E-11
   438    0.17464E+04    0.17846E+02    0.00000E+00   -0.57962E+02    0.20275E-07   -0.21093E-08    0.33932E-11
   439    0.17541E+04    0.17701E+02    0.00000E+00   -0.58992E+02    0.20211E-07   -0.19189E-08    0.30869E-11
   440    0.17620E+04    0.17552E+02    0.00000E+00   -0.59990E+02    0.20147E-07   -0.17281E-08    0.27800E-11
   441    0.17702E+04    0.17402E+02    0.00000E+00   -0.60957E+02    0.20083E-07   -0.15379E-08    0.24739E-11
   442    0.17784E+04    0.17249E+02    0.00000E+00   -0.61892E+02    0.20020E-07   -0.13490E-08    0.21701E-11
   443    0.17869E+04    0.17094E+02    0.00000E+00   -0.62794E+02    0.19957E-07   -0.11625E-08    0.18701E-11
   444    0.17955E+04    0.16938E+02    0.00000E+00   -0.63663E+02    0.19894E-07   -0.97933E-09    0.15754E-11
   445    0.18043E+04    0.16779E+02    0.00000E+00   -0.64499E+02    0.19831E-07   -0.80030E-09    0.12874E-11
   446    0.18132E+04    0.16619E+02    0.00000E+00   -0.65301E+02    0.19769E-07   -0.62638E-09    0.10076E-11
   447    0.18224E+04    0.16458E+02    0.00000E+00   -0.66071E+02    0.19707E-07   -0.45847E-09    0.73752E-12
   448    0.18316E+04    0.16294E+02    0.00000E+00   -0.66808E+02    0.19645E-07   -0.29749E-09    0.47856E-12
   449    0.18410E+04    0.16129E+02    0.00000E+00   -0.67509E+02    0.19584E-07   -0.14437E-09    0.23223E-12
   450    0.18506E+04    0.15963E+02    0.00000E+00   -0.68178E+02    0.19523E-07    0.00000E+00    0.00000E+00
   451    0.18602E+04    0.15795E+02    0.00000E+00   -0.68812E+02    0.19462E-07    0.13488E-09   -0.21697E-12
   452    0.18700E+04    0.15626E+02    0.00000E+00   -0.69413E+02    0.19401E-07    0.26033E-09   -0.41877E-12
   453    0.18799E+04    0.15456E+02    0.00000E+00   -0.69979E+02    0.19340E-07    0.37658E-09   -0.60579E-12
   454    0.18899E+04    0.15285E+02    0.00000E+00   -0.70512E+02    0.19280E-07    0.48390E-09   -0.77842E-12
   455    0.18999E+04    0.15113E+02    0.00000E+00   -0.71011E+02    0.19220E-07    0.58252E-09   -0.93707E-12
   456    0.19102E+04    0.14940E+02    0.00000E+00   -0.71470E+02    0.19161E-07    0.67268E-09   -0.10821E-11
   457    0.19204E+04    0.14766E+02    0.00000E+00   -0.71902E+02    0.19101E-07    0.75465E-09   -0.12140E-11
