    0.10000E-03    0.53029E+03
    0.10202E-03    0.54056E+03
    0.10408E-03    0.55103E+03
    0.10618E-03    0.56171E+03
    0.10833E-03    0.57259E+03
    0.11052E-03    0.58368E+03
    0.11275E-03    0.59498E+03
    0.11503E-03    0.60651E+03
    0.11735E-03    0.61825E+03
    0.11972E-03    0.63023E+03
    0.12214E-03    0.64243E+03
    0.12461E-03    0.65487E+03
    0.12712E-03    0.66755E+03
    0.12969E-03    0.68048E+03
    0.13231E-03    0.69365E+03
    0.13499E-03    0.70708E+03
    0.13771E-03    0.72077E+03
    0.14049E-03    0.73473E+03
    0.14333E-03    0.74895E+03
    0.14623E-03    0.76345E+03
    0.14918E-03    0.77822E+03
    0.15220E-03    0.79329E+03
    0.15527E-03    0.80864E+03
    0.15841E-03    0.82429E+03
    0.16161E-03    0.84024E+03
    0.16487E-03    0.85650E+03
    0.16820E-03    0.87307E+03
    0.17160E-03    0.88996E+03
    0.17507E-03    0.90717E+03
    0.17860E-03    0.92472E+03
    0.18221E-03    0.94261E+03
    0.18589E-03    0.96084E+03
    0.18965E-03    0.97942E+03
    0.19348E-03    0.99836E+03
    0.19739E-03    0.10177E+04
    0.20138E-03    0.10373E+04
    0.20544E-03    0.10574E+04
    0.20959E-03    0.10778E+04
    0.21383E-03    0.10987E+04
    0.21815E-03    0.11199E+04
    0.22255E-03    0.11415E+04
    0.22705E-03    0.11636E+04
    0.23164E-03    0.11860E+04
    0.23632E-03    0.12090E+04
    0.24109E-03    0.12323E+04
    0.24596E-03    0.12561E+04
    0.25093E-03    0.12803E+04
    0.25600E-03    0.13050E+04
    0.26117E-03    0.13302E+04
    0.26645E-03    0.13559E+04
    0.27183E-03    0.13821E+04
    0.27732E-03    0.14087E+04
    0.28292E-03    0.14359E+04
    0.28864E-03    0.14636E+04
    0.29447E-03    0.14918E+04
    0.30042E-03    0.15205E+04
    0.30649E-03    0.15498E+04
    0.31268E-03    0.15797E+04
    0.31899E-03    0.16101E+04
    0.32544E-03    0.16411E+04
    0.33201E-03    0.16727E+04
    0.33872E-03    0.17049E+04
    0.34556E-03    0.17376E+04
    0.35254E-03    0.17711E+04
    0.35966E-03    0.18051E+04
    0.36693E-03    0.18398E+04
    0.37434E-03    0.18752E+04
    0.38190E-03    0.19112E+04
    0.38962E-03    0.19479E+04
    0.39749E-03    0.19853E+04
    0.40552E-03    0.20233E+04
    0.41371E-03    0.20621E+04
    0.42207E-03    0.21017E+04
    0.43060E-03    0.21420E+04
    0.43929E-03    0.21830E+04
    0.44817E-03    0.22248E+04
    0.45722E-03    0.22674E+04
    0.46646E-03    0.23107E+04
    0.47588E-03    0.23549E+04
    0.48550E-03    0.23999E+04
    0.49530E-03    0.24458E+04
    0.50531E-03    0.24925E+04
    0.51552E-03    0.25400E+04
    0.52593E-03    0.25885E+04
    0.53656E-03    0.26378E+04
    0.54739E-03    0.26881E+04
    0.55845E-03    0.27393E+04
    0.56973E-03    0.27914E+04
    0.58124E-03    0.28445E+04
    0.59299E-03    0.28985E+04
    0.60496E-03    0.29536E+04
    0.61719E-03    0.30096E+04
    0.62965E-03    0.30667E+04
    0.64237E-03    0.31248E+04
    0.65535E-03    0.31840E+04
    0.66859E-03    0.32442E+04
    0.68210E-03    0.33056E+04
    0.69588E-03    0.33680E+04
    0.70993E-03    0.34316E+04
    0.72427E-03    0.34963E+04
    0.73891E-03    0.35622E+04
    0.75383E-03    0.36293E+04
    0.76906E-03    0.36976E+04
    0.78460E-03    0.37671E+04
    0.80045E-03    0.38378E+04
    0.81662E-03    0.39098E+04
    0.83311E-03    0.39831E+04
    0.84994E-03    0.40576E+04
    0.86711E-03    0.41335E+04
    0.88463E-03    0.42107E+04
    0.90250E-03    0.42893E+04
    0.92073E-03    0.43693E+04
    0.93933E-03    0.44506E+04
    0.95831E-03    0.45334E+04
    0.97767E-03    0.46176E+04
    0.99742E-03    0.47033E+04
    0.10176E-02    0.47904E+04
    0.10381E-02    0.48791E+04
    0.10591E-02    0.49693E+04
    0.10805E-02    0.50610E+04
    0.11023E-02    0.51543E+04
    0.11246E-02    0.52491E+04
    0.11473E-02    0.53456E+04
    0.11705E-02    0.54437E+04
    0.11941E-02    0.55434E+04
    0.12182E-02    0.56449E+04
    0.12429E-02    0.57480E+04
    0.12680E-02    0.58528E+04
    0.12936E-02    0.59593E+04
    0.13197E-02    0.60676E+04
    0.13464E-02    0.61776E+04
    0.13736E-02    0.62895E+04
    0.14013E-02    0.64031E+04
    0.14296E-02    0.65186E+04
    0.14585E-02    0.66359E+04
    0.14880E-02    0.67551E+04
    0.15180E-02    0.68762E+04
    0.15487E-02    0.69992E+04
    0.15800E-02    0.71241E+04
    0.16119E-02    0.72509E+04
    0.16445E-02    0.73797E+04
    0.16777E-02    0.75105E+04
    0.17116E-02    0.76432E+04
    0.17462E-02    0.77780E+04
    0.17814E-02    0.79147E+04
    0.18174E-02    0.80535E+04
    0.18541E-02    0.81943E+04
    0.18916E-02    0.83372E+04
    0.19298E-02    0.84822E+04
    0.19688E-02    0.86292E+04
    0.20086E-02    0.87783E+04
    0.20491E-02    0.89296E+04
    0.20905E-02    0.90829E+04
    0.21328E-02    0.92383E+04
    0.21758E-02    0.93959E+04
    0.22198E-02    0.95556E+04
    0.22646E-02    0.97174E+04
    0.23104E-02    0.98813E+04
    0.23571E-02    0.10047E+05
    0.24047E-02    0.10216E+05
    0.24533E-02    0.10386E+05
    0.25028E-02    0.10558E+05
    0.25534E-02    0.10733E+05
    0.26050E-02    0.10910E+05
    0.26576E-02    0.11089E+05
    0.27113E-02    0.11270E+05
    0.27660E-02    0.11453E+05
    0.28219E-02    0.11638E+05
    0.28789E-02    0.11825E+05
    0.29371E-02    0.12014E+05
    0.29964E-02    0.12206E+05
    0.30569E-02    0.12399E+05
    0.31187E-02    0.12595E+05
    0.31817E-02    0.12792E+05
    0.32460E-02    0.12991E+05
    0.33115E-02    0.13193E+05
    0.33784E-02    0.13396E+05
    0.34467E-02    0.13601E+05
    0.35163E-02    0.13808E+05
    0.35874E-02    0.14017E+05
    0.36598E-02    0.14228E+05
    0.37338E-02    0.14440E+05
    0.38092E-02    0.14654E+05
    0.38861E-02    0.14869E+05
    0.39646E-02    0.15085E+05
    0.40447E-02    0.15304E+05
    0.41264E-02    0.15525E+05
    0.42098E-02    0.15747E+05
    0.42948E-02    0.15973E+05
    0.43816E-02    0.16199E+05
    0.44701E-02    0.16426E+05
    0.45604E-02    0.16651E+05
    0.46525E-02    0.16874E+05
    0.47465E-02    0.17094E+05
    0.48424E-02    0.17312E+05
    0.49402E-02    0.17529E+05
    0.50400E-02    0.17749E+05
    0.51419E-02    0.17971E+05
    0.52457E-02    0.18199E+05
    0.53517E-02    0.18430E+05
    0.54598E-02    0.18663E+05
    0.55701E-02    0.18897E+05
    0.56826E-02    0.19131E+05
    0.57974E-02    0.19364E+05
    0.59145E-02    0.19596E+05
    0.60340E-02    0.19827E+05
    0.61559E-02    0.20057E+05
    0.62803E-02    0.20287E+05
    0.64072E-02    0.20517E+05
    0.65366E-02    0.20746E+05
    0.66686E-02    0.20974E+05
    0.68033E-02    0.21201E+05
    0.69408E-02    0.21426E+05
    0.70810E-02    0.21650E+05
    0.72240E-02    0.21872E+05
    0.73700E-02    0.22092E+05
    0.75189E-02    0.22310E+05
    0.76708E-02    0.22526E+05
    0.78257E-02    0.22740E+05
    0.79838E-02    0.22951E+05
    0.81451E-02    0.23159E+05
    0.83096E-02    0.23365E+05
