#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
   142    0.40243E+04   -0.43313E+02    0.17314E-05    0.14600E-01    0.25353E-01   -0.43313E+02    0.10495E+01   -0.38495E-08    0.25925E-08   -0.14315E-06    0.17314E-05   -0.38495E-08    0.35318E-11    0.59131E-07    0.70955E-07    0.14600E-01    0.25925E-08    0.59131E-07    0.36111E-01    0.13648E-03    0.25353E-01   -0.14315E-06    0.70955E-07    0.13648E-03    0.49928E-02
   143    0.40572E+04   -0.43504E+02    0.16956E-05    0.14429E-01    0.25174E-01   -0.43504E+02    0.10480E+01   -0.35366E-08    0.22207E-08   -0.12161E-06    0.16956E-05   -0.35366E-08    0.34613E-11    0.58518E-07    0.70457E-07    0.14429E-01    0.22207E-08    0.58518E-07    0.36252E-01    0.13671E-03    0.25174E-01   -0.12161E-06    0.70457E-07    0.13671E-03    0.50287E-02
   144    0.40900E+04   -0.43676E+02    0.16608E-05    0.14260E-01    0.24997E-01   -0.43676E+02    0.10461E+01   -0.32236E-08    0.17967E-08   -0.97144E-07    0.16608E-05   -0.32236E-08    0.33927E-11    0.57916E-07    0.69962E-07    0.14260E-01    0.17967E-08    0.57916E-07    0.36395E-01    0.13693E-03    0.24997E-01   -0.97144E-07    0.69962E-07    0.13693E-03    0.50643E-02
   145    0.41226E+04   -0.43826E+02    0.16270E-05    0.14094E-01    0.24820E-01   -0.43826E+02    0.10438E+01   -0.29152E-08    0.13338E-08   -0.70698E-07    0.16270E-05   -0.29152E-08    0.33258E-11    0.57325E-07    0.69472E-07    0.14094E-01    0.13338E-08    0.57325E-07    0.36538E-01    0.13716E-03    0.24820E-01   -0.70698E-07    0.69472E-07    0.13716E-03    0.50995E-02
   146    0.41553E+04   -0.43954E+02    0.15942E-05    0.13932E-01    0.24645E-01   -0.43954E+02    0.10410E+01   -0.26159E-08    0.84536E-09   -0.43220E-07    0.15942E-05   -0.26159E-08    0.32607E-11    0.56746E-07    0.68984E-07    0.13932E-01    0.84536E-09    0.56746E-07    0.36681E-01    0.13738E-03    0.24645E-01   -0.43220E-07    0.68984E-07    0.13738E-03    0.51344E-02
   147    0.41876E+04   -0.44060E+02    0.15625E-05    0.13772E-01    0.24471E-01   -0.44060E+02    0.10378E+01   -0.23302E-08    0.34466E-09   -0.15658E-07    0.15625E-05   -0.23302E-08    0.31971E-11    0.56178E-07    0.68500E-07    0.13772E-01    0.34466E-09    0.56178E-07    0.36825E-01    0.13760E-03    0.24471E-01   -0.15658E-07    0.68500E-07    0.13760E-03    0.51688E-02
   148    0.42198E+04   -0.44145E+02    0.15319E-05    0.13615E-01    0.24298E-01   -0.44145E+02    0.10341E+01   -0.20628E-08   -0.15499E-09    0.11040E-07    0.15319E-05   -0.20628E-08    0.31352E-11    0.55620E-07    0.68019E-07    0.13615E-01   -0.15499E-09    0.55620E-07    0.36969E-01    0.13783E-03    0.24298E-01    0.11040E-07    0.68019E-07    0.13783E-03    0.52029E-02
   149    0.42519E+04   -0.44208E+02    0.15024E-05    0.13460E-01    0.24126E-01   -0.44208E+02    0.10299E+01   -0.18181E-08   -0.64027E-09    0.35928E-07    0.15024E-05   -0.18181E-08    0.30747E-11    0.55073E-07    0.67541E-07    0.13460E-01   -0.64027E-09    0.55073E-07    0.37113E-01    0.13807E-03    0.24126E-01    0.35928E-07    0.67541E-07    0.13807E-03    0.52364E-02
   150    0.42836E+04   -0.44245E+02    0.14740E-05    0.13308E-01    0.23955E-01   -0.44245E+02    0.10255E+01   -0.16008E-08   -0.10979E-08    0.58058E-07    0.14740E-05   -0.16008E-08    0.30157E-11    0.54535E-07    0.67065E-07    0.13308E-01   -0.10979E-08    0.54535E-07    0.37257E-01    0.13832E-03    0.23955E-01    0.58058E-07    0.67065E-07    0.13832E-03    0.52696E-02
   151    0.43153E+04   -0.44261E+02    0.14468E-05    0.13159E-01    0.23785E-01   -0.44261E+02    0.10206E+01   -0.14143E-08   -0.15170E-08    0.76675E-07    0.14468E-05   -0.14143E-08    0.29580E-11    0.54008E-07    0.66592E-07    0.13159E-01   -0.15170E-08    0.54008E-07    0.37401E-01    0.13858E-03    0.23785E-01    0.76675E-07    0.66592E-07    0.13858E-03    0.53023E-02
   152    0.43467E+04   -0.44253E+02    0.14206E-05    0.13012E-01    0.23615E-01   -0.44253E+02    0.10152E+01   -0.12578E-08   -0.18970E-08    0.91798E-07    0.14206E-05   -0.12578E-08    0.29017E-11    0.53491E-07    0.66122E-07    0.13012E-01   -0.18970E-08    0.53491E-07    0.37544E-01    0.13886E-03    0.23615E-01    0.91798E-07    0.66122E-07    0.13886E-03    0.53345E-02
   153    0.43779E+04   -0.44220E+02    0.13955E-05    0.12868E-01    0.23447E-01   -0.44220E+02    0.10094E+01   -0.11295E-08   -0.22396E-08    0.10364E-06    0.13955E-05   -0.11295E-08    0.28468E-11    0.52983E-07    0.65654E-07    0.12868E-01   -0.22396E-08    0.52983E-07    0.37687E-01    0.13915E-03    0.23447E-01    0.10364E-06    0.65654E-07    0.13915E-03    0.53662E-02
   154    0.44089E+04   -0.44164E+02    0.13714E-05    0.12726E-01    0.23280E-01   -0.44164E+02    0.10033E+01   -0.10273E-08   -0.25466E-08    0.11241E-06    0.13714E-05   -0.10273E-08    0.27931E-11    0.52484E-07    0.65189E-07    0.12726E-01   -0.25466E-08    0.52484E-07    0.37829E-01    0.13946E-03    0.23280E-01    0.11241E-06    0.65189E-07    0.13946E-03    0.53974E-02
   155    0.44396E+04   -0.44084E+02    0.13482E-05    0.12587E-01    0.23113E-01   -0.44084E+02    0.99686E+00   -0.94954E-09   -0.28198E-08    0.11832E-06    0.13482E-05   -0.94954E-09    0.27407E-11    0.51994E-07    0.64727E-07    0.12587E-01   -0.28198E-08    0.51994E-07    0.37971E-01    0.13977E-03    0.23113E-01    0.11832E-06    0.64727E-07    0.13977E-03    0.54282E-02
   156    0.44700E+04   -0.43979E+02    0.13259E-05    0.12449E-01    0.22948E-01   -0.43979E+02    0.99006E+00   -0.89422E-09   -0.30611E-08    0.12158E-06    0.13259E-05   -0.89422E-09    0.26895E-11    0.51514E-07    0.64267E-07    0.12449E-01   -0.30611E-08    0.51514E-07    0.38113E-01    0.14010E-03    0.22948E-01    0.12158E-06    0.64267E-07    0.14010E-03    0.54585E-02
   157    0.45004E+04   -0.43849E+02    0.13044E-05    0.12314E-01    0.22783E-01   -0.43849E+02    0.98291E+00   -0.85949E-09   -0.32723E-08    0.12241E-06    0.13044E-05   -0.85949E-09    0.26395E-11    0.51041E-07    0.63809E-07    0.12314E-01   -0.32723E-08    0.51041E-07    0.38254E-01    0.14044E-03    0.22783E-01    0.12241E-06    0.63809E-07    0.14044E-03    0.54884E-02
   158    0.45304E+04   -0.43695E+02    0.12837E-05    0.12181E-01    0.22619E-01   -0.43695E+02    0.97548E+00   -0.84344E-09   -0.34551E-08    0.12101E-06    0.12837E-05   -0.84344E-09    0.25907E-11    0.50578E-07    0.63354E-07    0.12181E-01   -0.34551E-08    0.50578E-07    0.38395E-01    0.14079E-03    0.22619E-01    0.12101E-06    0.63354E-07    0.14079E-03    0.55178E-02
   159    0.45601E+04   -0.43515E+02    0.12637E-05    0.12050E-01    0.22456E-01   -0.43515E+02    0.96762E+00   -0.84420E-09   -0.36113E-08    0.11760E-06    0.12637E-05   -0.84420E-09    0.25431E-11    0.50122E-07    0.62901E-07    0.12050E-01   -0.36113E-08    0.50122E-07    0.38536E-01    0.14115E-03    0.22456E-01    0.11760E-06    0.62901E-07    0.14115E-03    0.55467E-02
   160    0.45896E+04   -0.43309E+02    0.12444E-05    0.11921E-01    0.22294E-01   -0.43309E+02    0.95949E+00   -0.85987E-09   -0.37428E-08    0.11239E-06    0.12444E-05   -0.85987E-09    0.24966E-11    0.49674E-07    0.62451E-07    0.11921E-01   -0.37428E-08    0.49674E-07    0.38676E-01    0.14152E-03    0.22294E-01    0.11239E-06    0.62451E-07    0.14152E-03    0.55751E-02
   161    0.46189E+04   -0.43079E+02    0.12257E-05    0.11794E-01    0.22133E-01   -0.43079E+02    0.95116E+00   -0.88858E-09   -0.38514E-08    0.10558E-06    0.12257E-05   -0.88858E-09    0.24512E-11    0.49234E-07    0.62004E-07    0.11794E-01   -0.38514E-08    0.49234E-07    0.38815E-01    0.14190E-03    0.22133E-01    0.10558E-06    0.62004E-07    0.14190E-03    0.56030E-02
   162    0.46479E+04   -0.42823E+02    0.12075E-05    0.11669E-01    0.21972E-01   -0.42823E+02    0.94247E+00   -0.92844E-09   -0.39388E-08    0.97405E-07    0.12075E-05   -0.92844E-09    0.24069E-11    0.48802E-07    0.61559E-07    0.11669E-01   -0.39388E-08    0.48802E-07    0.38954E-01    0.14229E-03    0.21972E-01    0.97405E-07    0.61559E-07    0.14229E-03    0.56305E-02
   163    0.46767E+04   -0.42542E+02    0.11899E-05    0.11546E-01    0.21813E-01   -0.42542E+02    0.93350E+00   -0.97756E-09   -0.40070E-08    0.88059E-07    0.11899E-05   -0.97756E-09    0.23636E-11    0.48377E-07    0.61116E-07    0.11546E-01   -0.40070E-08    0.48377E-07    0.39092E-01    0.14268E-03    0.21813E-01    0.88059E-07    0.61116E-07    0.14268E-03    0.56575E-02
   164    0.47051E+04   -0.42235E+02    0.11726E-05    0.11424E-01    0.21654E-01   -0.42235E+02    0.92433E+00   -0.10341E-08   -0.40576E-08    0.77759E-07    0.11726E-05   -0.10341E-08    0.23213E-11    0.47959E-07    0.60676E-07    0.11424E-01   -0.40576E-08    0.47959E-07    0.39230E-01    0.14308E-03    0.21654E-01    0.77759E-07    0.60676E-07    0.14308E-03    0.56840E-02
   165    0.47333E+04   -0.41902E+02    0.11558E-05    0.11304E-01    0.21497E-01   -0.41902E+02    0.91487E+00   -0.10960E-08   -0.40925E-08    0.66715E-07    0.11558E-05   -0.10960E-08    0.22800E-11    0.47548E-07    0.60239E-07    0.11304E-01   -0.40925E-08    0.47548E-07    0.39367E-01    0.14349E-03    0.21497E-01    0.66715E-07    0.60239E-07    0.14349E-03    0.57101E-02
   166    0.47613E+04   -0.41543E+02    0.11393E-05    0.11185E-01    0.21340E-01   -0.41543E+02    0.90529E+00   -0.11616E-08   -0.41134E-08    0.55141E-07    0.11393E-05   -0.11616E-08    0.22397E-11    0.47143E-07    0.59804E-07    0.11185E-01   -0.41134E-08    0.47143E-07    0.39503E-01    0.14390E-03    0.21340E-01    0.55141E-07    0.59804E-07    0.14390E-03    0.57357E-02
   167    0.47889E+04   -0.41159E+02    0.11231E-05    0.11068E-01    0.21184E-01   -0.41159E+02    0.89535E+00   -0.12289E-08   -0.41223E-08    0.43246E-07    0.11231E-05   -0.12289E-08    0.22003E-11    0.46745E-07    0.59371E-07    0.11068E-01   -0.41223E-08    0.46745E-07    0.39639E-01    0.14432E-03    0.21184E-01    0.43246E-07    0.59371E-07    0.14432E-03    0.57608E-02
   168    0.48162E+04   -0.40748E+02    0.11072E-05    0.10952E-01    0.21028E-01   -0.40748E+02    0.88543E+00   -0.12960E-08   -0.41209E-08    0.31243E-07    0.11072E-05   -0.12960E-08    0.21618E-11    0.46353E-07    0.58941E-07    0.10952E-01   -0.41209E-08    0.46353E-07    0.39775E-01    0.14474E-03    0.21028E-01    0.31243E-07    0.58941E-07    0.14474E-03    0.57854E-02
   169    0.48431E+04   -0.40309E+02    0.10914E-05    0.10838E-01    0.20874E-01   -0.40309E+02    0.87523E+00   -0.13611E-08   -0.41110E-08    0.19344E-07    0.10914E-05   -0.13611E-08    0.21242E-11    0.45967E-07    0.58513E-07    0.10838E-01   -0.41110E-08    0.45967E-07    0.39909E-01    0.14516E-03    0.20874E-01    0.19344E-07    0.58513E-07    0.14516E-03    0.58095E-02
   170    0.48697E+04   -0.39846E+02    0.10757E-05    0.10724E-01    0.20720E-01   -0.39846E+02    0.86497E+00   -0.14222E-08   -0.40944E-08    0.77604E-08    0.10757E-05   -0.14222E-08    0.20875E-11    0.45587E-07    0.58088E-07    0.10724E-01   -0.40944E-08    0.45587E-07    0.40043E-01    0.14559E-03    0.20720E-01    0.77604E-08    0.58088E-07    0.14559E-03    0.58332E-02
   171    0.48959E+04   -0.39354E+02    0.10601E-05    0.10612E-01    0.20568E-01   -0.39354E+02    0.85466E+00   -0.14775E-08   -0.40729E-08   -0.32968E-08    0.10601E-05   -0.14775E-08    0.20516E-11    0.45212E-07    0.57665E-07    0.10612E-01   -0.40729E-08    0.45212E-07    0.40176E-01    0.14602E-03    0.20568E-01   -0.32968E-08    0.57665E-07    0.14602E-03    0.58564E-02
   172    0.49217E+04   -0.38836E+02    0.10446E-05    0.10502E-01    0.20416E-01   -0.38836E+02    0.84420E+00   -0.15251E-08   -0.40484E-08   -0.13616E-07    0.10446E-05   -0.15251E-08    0.20165E-11    0.44843E-07    0.57245E-07    0.10502E-01   -0.40484E-08    0.44843E-07    0.40309E-01    0.14645E-03    0.20416E-01   -0.13616E-07    0.57245E-07    0.14645E-03    0.58791E-02
   173    0.49470E+04   -0.38292E+02    0.10289E-05    0.10392E-01    0.20264E-01   -0.38292E+02    0.83362E+00   -0.15631E-08   -0.40225E-08   -0.22984E-07    0.10289E-05   -0.15631E-08    0.19821E-11    0.44479E-07    0.56827E-07    0.10392E-01   -0.40225E-08    0.44479E-07    0.40440E-01    0.14689E-03    0.20264E-01   -0.22984E-07    0.56827E-07    0.14689E-03    0.59013E-02
   174    0.49720E+04   -0.37722E+02    0.10132E-05    0.10283E-01    0.20114E-01   -0.37722E+02    0.82320E+00   -0.15896E-08   -0.39972E-08   -0.31191E-07    0.10132E-05   -0.15896E-08    0.19485E-11    0.44119E-07    0.56411E-07    0.10283E-01   -0.39972E-08    0.44119E-07    0.40571E-01    0.14732E-03    0.20114E-01   -0.31191E-07    0.56411E-07    0.14732E-03    0.59231E-02
   175    0.49967E+04   -0.37124E+02    0.99735E-06    0.10175E-01    0.19964E-01   -0.37124E+02    0.81264E+00   -0.16027E-08   -0.39743E-08   -0.38025E-07    0.99735E-06   -0.16027E-08    0.19156E-11    0.43765E-07    0.55998E-07    0.10175E-01   -0.39743E-08    0.43765E-07    0.40701E-01    0.14775E-03    0.19964E-01   -0.38025E-07    0.55998E-07    0.14775E-03    0.59444E-02
   176    0.50208E+04   -0.36499E+02    0.98129E-06    0.10068E-01    0.19816E-01   -0.36499E+02    0.80218E+00   -0.16010E-08   -0.39557E-08   -0.43323E-07    0.98129E-06   -0.16010E-08    0.18834E-11    0.43414E-07    0.55587E-07    0.10068E-01   -0.39557E-08    0.43414E-07    0.40830E-01    0.14818E-03    0.19816E-01   -0.43323E-07    0.55587E-07    0.14818E-03    0.59652E-02
   177    0.50445E+04   -0.35849E+02    0.96505E-06    0.99619E-02    0.19668E-01   -0.35849E+02    0.79173E+00   -0.15849E-08   -0.39443E-08   -0.47113E-07    0.96505E-06   -0.15849E-08    0.18519E-11    0.43069E-07    0.55178E-07    0.99619E-02   -0.39443E-08    0.43069E-07    0.40959E-01    0.14862E-03    0.19668E-01   -0.47113E-07    0.55178E-07    0.14862E-03    0.59855E-02
   178    0.50678E+04   -0.35171E+02    0.94866E-06    0.98565E-02    0.19521E-01   -0.35171E+02    0.78151E+00   -0.15553E-08   -0.39432E-08   -0.49474E-07    0.94866E-06   -0.15553E-08    0.18210E-11    0.42727E-07    0.54772E-07    0.98565E-02   -0.39432E-08    0.42727E-07    0.41087E-01    0.14905E-03    0.19521E-01   -0.49474E-07    0.54772E-07    0.14905E-03    0.60054E-02
   179    0.50906E+04   -0.34466E+02    0.93214E-06    0.97519E-02    0.19374E-01   -0.34466E+02    0.77123E+00   -0.15131E-08   -0.39554E-08   -0.50485E-07    0.93214E-06   -0.15131E-08    0.17908E-11    0.42390E-07    0.54369E-07    0.97519E-02   -0.39554E-08    0.42390E-07    0.41214E-01    0.14948E-03    0.19374E-01   -0.50485E-07    0.54369E-07    0.14948E-03    0.60249E-02
   180    0.51131E+04   -0.33736E+02    0.91550E-06    0.96481E-02    0.19229E-01   -0.33736E+02    0.76111E+00   -0.14591E-08   -0.39841E-08   -0.50222E-07    0.91550E-06   -0.14591E-08    0.17612E-11    0.42057E-07    0.53968E-07    0.96481E-02   -0.39841E-08    0.42057E-07    0.41340E-01    0.14990E-03    0.19229E-01   -0.50222E-07    0.53968E-07    0.14990E-03    0.60439E-02
   181    0.51350E+04   -0.32980E+02    0.89878E-06    0.95451E-02    0.19084E-01   -0.32980E+02    0.75115E+00   -0.13942E-08   -0.40322E-08   -0.48765E-07    0.89878E-06   -0.13942E-08    0.17322E-11    0.41728E-07    0.53570E-07    0.95451E-02   -0.40322E-08    0.41728E-07    0.41466E-01    0.15033E-03    0.19084E-01   -0.48765E-07    0.53570E-07    0.15033E-03    0.60626E-02
   182    0.51566E+04   -0.32197E+02    0.88200E-06    0.94427E-02    0.18941E-01   -0.32197E+02    0.74142E+00   -0.13192E-08   -0.41029E-08   -0.46191E-07    0.88200E-06   -0.13192E-08    0.17038E-11    0.41403E-07    0.53174E-07    0.94427E-02   -0.41029E-08    0.41403E-07    0.41592E-01    0.15076E-03    0.18941E-01   -0.46191E-07    0.53174E-07    0.15076E-03    0.60809E-02
   183    0.51775E+04   -0.31389E+02    0.86517E-06    0.93411E-02    0.18798E-01   -0.31389E+02    0.73184E+00   -0.12351E-08   -0.41993E-08   -0.42578E-07    0.86517E-06   -0.12351E-08    0.16760E-11    0.41083E-07    0.52781E-07    0.93411E-02   -0.41993E-08    0.41083E-07    0.41717E-01    0.15118E-03    0.18798E-01   -0.42578E-07    0.52781E-07    0.15118E-03    0.60988E-02
   184    0.51982E+04   -0.30554E+02    0.84833E-06    0.92402E-02    0.18656E-01   -0.30554E+02    0.72250E+00   -0.11427E-08   -0.43243E-08   -0.38004E-07    0.84833E-06   -0.11427E-08    0.16488E-11    0.40766E-07    0.52391E-07    0.92402E-02   -0.43243E-08    0.40766E-07    0.41841E-01    0.15160E-03    0.18656E-01   -0.38004E-07    0.52391E-07    0.15160E-03    0.61164E-02
   185    0.52183E+04   -0.29695E+02    0.83149E-06    0.91400E-02    0.18515E-01   -0.29695E+02    0.71354E+00   -0.10429E-08   -0.44810E-08   -0.32547E-07    0.83149E-06   -0.10429E-08    0.16222E-11    0.40454E-07    0.52003E-07    0.91400E-02   -0.44810E-08    0.40454E-07    0.41965E-01    0.15202E-03    0.18515E-01   -0.32547E-07    0.52003E-07    0.15202E-03    0.61337E-02
   186    0.52376E+04   -0.28809E+02    0.81468E-06    0.90405E-02    0.18375E-01   -0.28809E+02    0.70481E+00   -0.93656E-09   -0.46726E-08   -0.26285E-07    0.81468E-06   -0.93656E-09    0.15961E-11    0.40146E-07    0.51618E-07    0.90405E-02   -0.46726E-08    0.40146E-07    0.42089E-01    0.15243E-03    0.18375E-01   -0.26285E-07    0.51618E-07    0.15243E-03    0.61507E-02
   187    0.52568E+04   -0.27897E+02    0.79792E-06    0.89416E-02    0.18236E-01   -0.27897E+02    0.69647E+00   -0.82454E-09   -0.49021E-08   -0.19297E-07    0.79792E-06   -0.82454E-09    0.15706E-11    0.39841E-07    0.51236E-07    0.89416E-02   -0.49021E-08    0.39841E-07    0.42213E-01    0.15285E-03    0.18236E-01   -0.19297E-07    0.51236E-07    0.15285E-03    0.61674E-02
   188    0.52755E+04   -0.26961E+02    0.78124E-06    0.88433E-02    0.18098E-01   -0.26961E+02    0.68848E+00   -0.70771E-09   -0.51725E-08   -0.11659E-07    0.78124E-06   -0.70771E-09    0.15456E-11    0.39540E-07    0.50857E-07    0.88433E-02   -0.51725E-08    0.39540E-07    0.42336E-01    0.15326E-03    0.18098E-01   -0.11659E-07    0.50857E-07    0.15326E-03    0.61838E-02
   189    0.52935E+04   -0.26000E+02    0.76466E-06    0.87457E-02    0.17961E-01   -0.26000E+02    0.68089E+00   -0.58695E-09   -0.54869E-08   -0.34508E-08    0.76466E-06   -0.58695E-09    0.15211E-11    0.39243E-07    0.50481E-07    0.87457E-02   -0.54869E-08    0.39243E-07    0.42459E-01    0.15366E-03    0.17961E-01   -0.34508E-08    0.50481E-07    0.15366E-03    0.62000E-02
   190    0.53115E+04   -0.25015E+02    0.74820E-06    0.86486E-02    0.17825E-01   -0.25015E+02    0.67375E+00   -0.46313E-09   -0.58485E-08    0.52503E-08    0.74820E-06   -0.46313E-09    0.14971E-11    0.38950E-07    0.50108E-07    0.86486E-02   -0.58485E-08    0.38950E-07    0.42582E-01    0.15407E-03    0.17825E-01    0.52503E-08    0.50108E-07    0.15407E-03    0.62159E-02
   191    0.53285E+04   -0.24004E+02    0.73188E-06    0.85522E-02    0.17690E-01   -0.24004E+02    0.66708E+00   -0.33713E-09   -0.62602E-08    0.14366E-07    0.73188E-06   -0.33713E-09    0.14736E-11    0.38661E-07    0.49738E-07    0.85522E-02   -0.62602E-08    0.38661E-07    0.42705E-01    0.15447E-03    0.17690E-01    0.14366E-07    0.49738E-07    0.15447E-03    0.62316E-02
   192    0.53451E+04   -0.22969E+02    0.71573E-06    0.84562E-02    0.17556E-01   -0.22969E+02    0.66090E+00   -0.20982E-09   -0.67251E-08    0.23819E-07    0.71573E-06   -0.20982E-09    0.14506E-11    0.38375E-07    0.49370E-07    0.84562E-02   -0.67251E-08    0.38375E-07    0.42828E-01    0.15487E-03    0.17556E-01    0.23819E-07    0.49370E-07    0.15487E-03    0.62472E-02
   193    0.53612E+04   -0.21911E+02    0.69977E-06    0.83609E-02    0.17424E-01   -0.21911E+02    0.65525E+00   -0.82055E-10   -0.72464E-08    0.33531E-07    0.69977E-06   -0.82055E-10    0.14280E-11    0.38093E-07    0.49006E-07    0.83609E-02   -0.72464E-08    0.38093E-07    0.42951E-01    0.15526E-03    0.17424E-01    0.33531E-07    0.49006E-07    0.15526E-03    0.62625E-02
   194    0.53769E+04   -0.20829E+02    0.68403E-06    0.82660E-02    0.17292E-01   -0.20829E+02    0.65017E+00    0.45276E-10   -0.78270E-08    0.43423E-07    0.68403E-06    0.45276E-10    0.14059E-11    0.37814E-07    0.48645E-07    0.82660E-02   -0.78270E-08    0.37814E-07    0.43074E-01    0.15565E-03    0.17292E-01    0.43423E-07    0.48645E-07    0.15565E-03    0.62777E-02
   195    0.53920E+04   -0.19724E+02    0.66852E-06    0.81717E-02    0.17161E-01   -0.19724E+02    0.64570E+00    0.17131E-09   -0.84700E-08    0.53419E-07    0.66852E-06    0.17131E-09    0.13842E-11    0.37539E-07    0.48287E-07    0.81717E-02   -0.84700E-08    0.37539E-07    0.43197E-01    0.15603E-03    0.17161E-01    0.53419E-07    0.48287E-07    0.15603E-03    0.62928E-02
   196    0.54065E+04   -0.18595E+02    0.65328E-06    0.80779E-02    0.17032E-01   -0.18595E+02    0.64185E+00    0.29517E-09   -0.91785E-08    0.63439E-07    0.65328E-06    0.29517E-09    0.13629E-11    0.37268E-07    0.47933E-07    0.80779E-02   -0.91785E-08    0.37268E-07    0.43321E-01    0.15642E-03    0.17032E-01    0.63439E-07    0.47933E-07    0.15642E-03    0.63077E-02
   197    0.54205E+04   -0.17445E+02    0.63831E-06    0.79845E-02    0.16903E-01   -0.17445E+02    0.63869E+00    0.41598E-09   -0.99556E-08    0.73406E-07    0.63831E-06    0.41598E-09    0.13420E-11    0.37000E-07    0.47581E-07    0.79845E-02   -0.99556E-08    0.37000E-07    0.43444E-01    0.15679E-03    0.16903E-01    0.73406E-07    0.47581E-07    0.15679E-03    0.63225E-02
   198    0.54341E+04   -0.16272E+02    0.62366E-06    0.78916E-02    0.16776E-01   -0.16272E+02    0.63624E+00    0.53288E-09   -0.10804E-07    0.83242E-07    0.62366E-06    0.53288E-09    0.13216E-11    0.36735E-07    0.47233E-07    0.78916E-02   -0.10804E-07    0.36735E-07    0.43568E-01    0.15716E-03    0.16776E-01    0.83242E-07    0.47233E-07    0.15716E-03    0.63373E-02
   199    0.54471E+04   -0.15078E+02    0.60933E-06    0.77991E-02    0.16650E-01   -0.15078E+02    0.63452E+00    0.64499E-09   -0.11728E-07    0.92868E-07    0.60933E-06    0.64499E-09    0.13015E-11    0.36474E-07    0.46888E-07    0.77991E-02   -0.11728E-07    0.36474E-07    0.43692E-01    0.15753E-03    0.16650E-01    0.92868E-07    0.46888E-07    0.15753E-03    0.63519E-02
   200    0.54596E+04   -0.13862E+02    0.59536E-06    0.77071E-02    0.16526E-01   -0.13862E+02    0.63357E+00    0.75145E-09   -0.12729E-07    0.10221E-06    0.59536E-06    0.75145E-09    0.12817E-11    0.36216E-07    0.46547E-07    0.77071E-02   -0.12729E-07    0.36216E-07    0.43817E-01    0.15789E-03    0.16526E-01    0.10221E-06    0.46547E-07    0.15789E-03    0.63665E-02
   201    0.54716E+04   -0.12625E+02    0.58176E-06    0.76154E-02    0.16402E-01   -0.12625E+02    0.63344E+00    0.85154E-09   -0.13810E-07    0.11120E-06    0.58176E-06    0.85154E-09    0.12624E-11    0.35961E-07    0.46209E-07    0.76154E-02   -0.13810E-07    0.35961E-07    0.43942E-01    0.15825E-03    0.16402E-01    0.11120E-06    0.46209E-07    0.15825E-03    0.63811E-02
   202    0.54830E+04   -0.11367E+02    0.56853E-06    0.75241E-02    0.16280E-01   -0.11367E+02    0.63415E+00    0.94525E-09   -0.14969E-07    0.11982E-06    0.56853E-06    0.94525E-09    0.12433E-11    0.35709E-07    0.45874E-07    0.75241E-02   -0.14969E-07    0.35709E-07    0.44067E-01    0.15860E-03    0.16280E-01    0.11982E-06    0.45874E-07    0.15860E-03    0.63956E-02
   203    0.54938E+04   -0.10088E+02    0.55566E-06    0.74333E-02    0.16158E-01   -0.10088E+02    0.63575E+00    0.10327E-08   -0.16202E-07    0.12809E-06    0.55566E-06    0.10327E-08    0.12247E-11    0.35461E-07    0.45543E-07    0.74333E-02   -0.16202E-07    0.35461E-07    0.44193E-01    0.15895E-03    0.16158E-01    0.12809E-06    0.45543E-07    0.15895E-03    0.64101E-02
   204    0.55040E+04   -0.87907E+01    0.54315E-06    0.73429E-02    0.16038E-01   -0.87907E+01    0.63826E+00    0.11141E-08   -0.17508E-07    0.13601E-06    0.54315E-06    0.11141E-08    0.12063E-11    0.35216E-07    0.45215E-07    0.73429E-02   -0.17508E-07    0.35216E-07    0.44319E-01    0.15929E-03    0.16038E-01    0.13601E-06    0.45215E-07    0.15929E-03    0.64246E-02
   205    0.55137E+04   -0.74733E+01    0.53098E-06    0.72528E-02    0.15920E-01   -0.74733E+01    0.64173E+00    0.11894E-08   -0.18882E-07    0.14359E-06    0.53098E-06    0.11894E-08    0.11883E-11    0.34974E-07    0.44890E-07    0.72528E-02   -0.18882E-07    0.34974E-07    0.44446E-01    0.15963E-03    0.15920E-01    0.14359E-06    0.44890E-07    0.15963E-03    0.64391E-02
   206    0.55227E+04   -0.61367E+01    0.51916E-06    0.71632E-02    0.15802E-01   -0.61367E+01    0.64619E+00    0.12590E-08   -0.20321E-07    0.15082E-06    0.51916E-06    0.12590E-08    0.11706E-11    0.34734E-07    0.44569E-07    0.71632E-02   -0.20321E-07    0.34734E-07    0.44573E-01    0.15997E-03    0.15802E-01    0.15082E-06    0.44569E-07    0.15997E-03    0.64535E-02
   207    0.55311E+04   -0.47815E+01    0.50767E-06    0.70740E-02    0.15686E-01   -0.47815E+01    0.65167E+00    0.13229E-08   -0.21824E-07    0.15771E-06    0.50767E-06    0.13229E-08    0.11533E-11    0.34498E-07    0.44250E-07    0.70740E-02   -0.21824E-07    0.34498E-07    0.44701E-01    0.16030E-03    0.15686E-01    0.15771E-06    0.44250E-07    0.16030E-03    0.64679E-02
