#    L    TT             EE             BB             TE          
   785    0.23126E+04    0.18072E+02    0.75045E-01   -0.10580E+03
   786    0.23175E+04    0.17843E+02    0.75147E-01   -0.10466E+03
   787    0.23222E+04    0.17618E+02    0.75249E-01   -0.10350E+03
   788    0.23268E+04    0.17394E+02    0.75350E-01   -0.10232E+03
   789    0.23312E+04    0.17173E+02    0.75451E-01   -0.10112E+03
   790    0.23356E+04    0.16957E+02    0.75551E-01   -0.99888E+02
   791    0.23398E+04    0.16742E+02    0.75651E-01   -0.98625E+02
   792    0.23438E+04    0.16532E+02    0.75750E-01   -0.97350E+02
   793    0.23477E+04    0.16326E+02    0.75848E-01   -0.96040E+02
   794    0.23513E+04    0.16123E+02    0.75945E-01   -0.94716E+02
   795    0.23548E+04    0.15922E+02    0.76042E-01   -0.93365E+02
   796    0.23583E+04    0.15727E+02    0.76138E-01   -0.92000E+02
   797    0.23615E+04    0.15534E+02    0.76234E-01   -0.90607E+02
   798    0.23645E+04    0.15345E+02    0.76328E-01   -0.89200E+02
   799    0.23674E+04    0.15161E+02    0.76422E-01   -0.87773E+02
   800    0.23702E+04    0.14980E+02    0.76516E-01   -0.86325E+02
   801    0.23728E+04    0.14803E+02    0.76608E-01   -0.84863E+02
   802    0.23751E+04    0.14631E+02    0.76700E-01   -0.83366E+02
   803    0.23774E+04    0.14461E+02    0.76790E-01   -0.81869E+02
   804    0.23795E+04    0.14298E+02    0.76880E-01   -0.80344E+02
   805    0.23814E+04    0.14138E+02    0.76970E-01   -0.78805E+02
   806    0.23832E+04    0.13982E+02    0.77058E-01   -0.77253E+02
   807    0.23847E+04    0.13831E+02    0.77146E-01   -0.75686E+02
   808    0.23860E+04    0.13685E+02    0.77233E-01   -0.74099E+02
   809    0.23872E+04    0.13544E+02    0.77319E-01   -0.72504E+02
   810    0.23882E+04    0.13407E+02    0.77405E-01   -0.70889E+02
   811    0.23889E+04    0.13275E+02    0.77489E-01   -0.69259E+02
   812    0.23896E+04    0.13150E+02    0.77573E-01   -0.67621E+02
   813    0.23900E+04    0.13027E+02    0.77656E-01   -0.65973E+02
   814    0.23904E+04    0.12911E+02    0.77739E-01   -0.64313E+02
   815    0.23905E+04    0.12799E+02    0.77821E-01   -0.62644E+02
   816    0.23903E+04    0.12692E+02    0.77902E-01   -0.60964E+02
   817    0.23900E+04    0.12590E+02    0.77982E-01   -0.59275E+02
   818    0.23896E+04    0.12495E+02    0.78062E-01   -0.57577E+02
   819    0.23890E+04    0.12404E+02    0.78141E-01   -0.55871E+02
   820    0.23882E+04    0.12318E+02    0.78219E-01   -0.54158E+02
   821    0.23872E+04    0.12237E+02    0.78296E-01   -0.52439E+02
   822    0.23860E+04    0.12162E+02    0.78373E-01   -0.50714E+02
   823    0.23846E+04    0.12093E+02    0.78449E-01   -0.48982E+02
   824    0.23829E+04    0.12029E+02    0.78524E-01   -0.47246E+02
   825    0.23812E+04    0.11970E+02    0.78598E-01   -0.45506E+02
   826    0.23792E+04    0.11918E+02    0.78672E-01   -0.43762E+02
   827    0.23770E+04    0.11870E+02    0.78745E-01   -0.42017E+02
   828    0.23748E+04    0.11828E+02    0.78817E-01   -0.40269E+02
   829    0.23722E+04    0.11793E+02    0.78888E-01   -0.38520E+02
   830    0.23695E+04    0.11763E+02    0.78958E-01   -0.36772E+02
   831    0.23667E+04    0.11738E+02    0.79028E-01   -0.35023E+02
   832    0.23636E+04    0.11718E+02    0.79096E-01   -0.33275E+02
   833    0.23604E+04    0.11704E+02    0.79164E-01   -0.31528E+02
   834    0.23569E+04    0.11696E+02    0.79231E-01   -0.29783E+02
   835    0.23533E+04    0.11695E+02    0.79296E-01   -0.28041E+02
   836    0.23494E+04    0.11698E+02    0.79361E-01   -0.26302E+02
   837    0.23455E+04    0.11707E+02    0.79424E-01   -0.24566E+02
   838    0.23413E+04    0.11722E+02    0.79486E-01   -0.22835E+02
   839    0.23369E+04    0.11742E+02    0.79548E-01   -0.21108E+02
   840    0.23324E+04    0.11770E+02    0.79607E-01   -0.19387E+02
   841    0.23277E+04    0.11801E+02    0.79666E-01   -0.17674E+02
   842    0.23227E+04    0.11838E+02    0.79724E-01   -0.15965E+02
   843    0.23177E+04    0.11881E+02    0.79780E-01   -0.14267E+02
   844    0.23124E+04    0.11931E+02    0.79834E-01   -0.12575E+02
   845    0.23070E+04    0.11984E+02    0.79887E-01   -0.10893E+02
   846    0.23015E+04    0.12045E+02    0.79939E-01   -0.92208E+01
   847    0.22958E+04    0.12110E+02    0.79990E-01   -0.75582E+01
   848    0.22899E+04    0.12181E+02    0.80038E-01   -0.59071E+01
   849    0.22838E+04    0.12257E+02    0.80086E-01   -0.42667E+01
   850    0.22777E+04    0.12340E+02    0.80131E-01   -0.26381E+01
   851    0.22713E+04    0.12427E+02    0.80175E-01   -0.10219E+01
   852    0.22647E+04    0.12521E+02    0.80217E-01    0.58169E+00
   853    0.22580E+04    0.12619E+02    0.80258E-01    0.21719E+01
   854    0.22511E+04    0.12724E+02    0.80297E-01    0.37473E+01
   855    0.22440E+04    0.12833E+02    0.80334E-01    0.53090E+01
   856    0.22370E+04    0.12947E+02    0.80369E-01    0.68552E+01
   857    0.22296E+04    0.13066E+02    0.80403E-01    0.83851E+01
   858    0.22221E+04    0.13192E+02    0.80435E-01    0.98987E+01
   859    0.22145E+04    0.13321E+02    0.80465E-01    0.11397E+02
   860    0.22068E+04    0.13456E+02    0.80493E-01    0.12877E+02
   861    0.21988E+04    0.13596E+02    0.80519E-01    0.14338E+02
   862    0.21908E+04    0.13741E+02    0.80544E-01    0.15782E+02
   863    0.21826E+04    0.13891E+02    0.80566E-01    0.17207E+02
   864    0.21743E+04    0.14046E+02    0.80587E-01    0.18612E+02
   865    0.21657E+04    0.14205E+02    0.80606E-01    0.19996E+02
   866    0.21573E+04    0.14370E+02    0.80624E-01    0.21360E+02
   867    0.21486E+04    0.14539E+02    0.80639E-01    0.22703E+02
   868    0.21398E+04    0.14713E+02    0.80653E-01    0.24025E+02
   869    0.21308E+04    0.14891E+02    0.80665E-01    0.25325E+02
   870    0.21218E+04    0.15074E+02    0.80676E-01    0.26603E+02
   871    0.21126E+04    0.15261E+02    0.80684E-01    0.27857E+02
   872    0.21034E+04    0.15453E+02    0.80692E-01    0.29089E+02
   873    0.20939E+04    0.15648E+02    0.80697E-01    0.30298E+02
   874    0.20845E+04    0.15849E+02    0.80701E-01    0.31482E+02
   875    0.20748E+04    0.16052E+02    0.80704E-01    0.32643E+02
   876    0.20651E+04    0.16261E+02    0.80705E-01    0.33779E+02
   877    0.20554E+04    0.16473E+02    0.80704E-01    0.34890E+02
   878    0.20454E+04    0.16688E+02    0.80702E-01    0.35975E+02
   879    0.20355E+04    0.16908E+02    0.80699E-01    0.37036E+02
   880    0.20254E+04    0.17132E+02    0.80695E-01    0.38070E+02
   881    0.20152E+04    0.17358E+02    0.80689E-01    0.39078E+02
   882    0.20050E+04    0.17588E+02    0.80682E-01    0.40059E+02
   883    0.19948E+04    0.17822E+02    0.80674E-01    0.41012E+02
   884    0.19843E+04    0.18058E+02    0.80665E-01    0.41939E+02
   885    0.19738E+04    0.18299E+02    0.80654E-01    0.42838E+02
   886    0.19633E+04    0.18542E+02    0.80643E-01    0.43709E+02
   887    0.19526E+04    0.18788E+02    0.80630E-01    0.44553E+02
   888    0.19420E+04    0.19038E+02    0.80616E-01    0.45367E+02
   889    0.19311E+04    0.19289E+02    0.80602E-01    0.46154E+02
   890    0.19203E+04    0.19544E+02    0.80586E-01    0.46910E+02
   891    0.19095E+04    0.19801E+02    0.80570E-01    0.47639E+02
   892    0.18986E+04    0.20060E+02    0.80553E-01    0.48339E+02
   893    0.18876E+04    0.20323E+02    0.80534E-01    0.49010E+02
   894    0.18766E+04    0.20587E+02    0.80515E-01    0.49650E+02
   895    0.18655E+04    0.20853E+02    0.80496E-01    0.50263E+02
   896    0.18544E+04    0.21122E+02    0.80475E-01    0.50846E+02
   897    0.18432E+04    0.21392E+02    0.80453E-01    0.51399E+02
   898    0.18321E+04    0.21665E+02    0.80431E-01    0.51923E+02
   899    0.18210E+04    0.21939E+02    0.80408E-01    0.52417E+02
   900    0.18097E+04    0.22214E+02    0.80384E-01    0.52881E+02
   901    0.17985E+04    0.22491E+02    0.80359E-01    0.53315E+02
   902    0.17873E+04    0.22769E+02    0.80334E-01    0.53719E+02
   903    0.17758E+04    0.23049E+02    0.80308E-01    0.54093E+02
   904    0.17646E+04    0.23329E+02    0.80280E-01    0.54437E+02
   905    0.17533E+04    0.23612E+02    0.80253E-01    0.54750E+02
   906    0.17419E+04    0.23894E+02    0.80224E-01    0.55032E+02
   907    0.17307E+04    0.24177E+02    0.80194E-01    0.55284E+02
   908    0.17195E+04    0.24461E+02    0.80164E-01    0.55506E+02
   909    0.17082E+04    0.24745E+02    0.80132E-01    0.55697E+02
   910    0.16968E+04    0.25031E+02    0.80100E-01    0.55859E+02
   911    0.16855E+04    0.25316E+02    0.80067E-01    0.55990E+02
   912    0.16742E+04    0.25601E+02    0.80033E-01    0.56091E+02
   913    0.16626E+04    0.25887E+02    0.79997E-01    0.56161E+02
   914    0.16515E+04    0.26172E+02    0.79961E-01    0.56202E+02
   915    0.16401E+04    0.26457E+02    0.79924E-01    0.56214E+02
   916    0.16289E+04    0.26742E+02    0.79886E-01    0.56194E+02
   917    0.16177E+04    0.27027E+02    0.79847E-01    0.56147E+02
   918    0.16065E+04    0.27311E+02    0.79807E-01    0.56068E+02
   919    0.15954E+04    0.27594E+02    0.79766E-01    0.55960E+02
   920    0.15843E+04    0.27877E+02    0.79724E-01    0.55823E+02
   921    0.15733E+04    0.28159E+02    0.79681E-01    0.55656E+02
   922    0.15622E+04    0.28440E+02    0.79637E-01    0.55460E+02
   923    0.15511E+04    0.28720E+02    0.79591E-01    0.55236E+02
   924    0.15402E+04    0.28999E+02    0.79545E-01    0.54982E+02
   925    0.15294E+04    0.29276E+02    0.79497E-01    0.54700E+02
   926    0.15185E+04    0.29552E+02    0.79449E-01    0.54390E+02
   927    0.15077E+04    0.29826E+02    0.79400E-01    0.54052E+02
   928    0.14970E+04    0.30100E+02    0.79349E-01    0.53686E+02
   929    0.14863E+04    0.30371E+02    0.79298E-01    0.53293E+02
   930    0.14757E+04    0.30639E+02    0.79246E-01    0.52872E+02
   931    0.14651E+04    0.30908E+02    0.79192E-01    0.52424E+02
   932    0.14547E+04    0.31172E+02    0.79138E-01    0.51949E+02
   933    0.14443E+04    0.31435E+02    0.79083E-01    0.51449E+02
   934    0.14340E+04    0.31697E+02    0.79027E-01    0.50923E+02
   935    0.14237E+04    0.31955E+02    0.78971E-01    0.50370E+02
   936    0.14136E+04    0.32211E+02    0.78913E-01    0.49792E+02
   937    0.14035E+04    0.32465E+02    0.78855E-01    0.49188E+02
   938    0.13935E+04    0.32716E+02    0.78797E-01    0.48560E+02
   939    0.13836E+04    0.32964E+02    0.78738E-01    0.47907E+02
   940    0.13737E+04    0.33209E+02    0.78678E-01    0.47230E+02
   941    0.13640E+04    0.33452E+02    0.78618E-01    0.46528E+02
   942    0.13543E+04    0.33691E+02    0.78557E-01    0.45804E+02
   943    0.13448E+04    0.33927E+02    0.78497E-01    0.45056E+02
   944    0.13354E+04    0.34160E+02    0.78435E-01    0.44285E+02
   945    0.13261E+04    0.34389E+02    0.78374E-01    0.43492E+02
   946    0.13169E+04    0.34615E+02    0.78313E-01    0.42676E+02
   947    0.13077E+04    0.34837E+02    0.78251E-01    0.41840E+02
   948    0.12985E+04    0.35058E+02    0.78190E-01    0.40982E+02
   949    0.12897E+04    0.35272E+02    0.78128E-01    0.40104E+02
   950    0.12808E+04    0.35484E+02    0.78067E-01    0.39206E+02
   951    0.12721E+04    0.35692E+02    0.78006E-01    0.38287E+02
   952    0.12636E+04    0.35897E+02    0.77945E-01    0.37350E+02
   953    0.12550E+04    0.36096E+02    0.77884E-01    0.36393E+02
   954    0.12467E+04    0.36293E+02    0.77824E-01    0.35418E+02
   955    0.12383E+04    0.36484E+02    0.77764E-01    0.34425E+02
   956    0.12302E+04    0.36672E+02    0.77704E-01    0.33414E+02
   957    0.12222E+04    0.36855E+02    0.77645E-01    0.32386E+02
   958    0.12142E+04    0.37033E+02    0.77587E-01    0.31341E+02
   959    0.12065E+04    0.37208E+02    0.77529E-01    0.30279E+02
   960    0.11988E+04    0.37378E+02    0.77472E-01    0.29204E+02
   961    0.11912E+04    0.37543E+02    0.77415E-01    0.28112E+02
   962    0.11838E+04    0.37703E+02    0.77360E-01    0.27005E+02
   963    0.11765E+04    0.37859E+02    0.77304E-01    0.25885E+02
   964    0.11694E+04    0.38010E+02    0.77250E-01    0.24752E+02
   965    0.11623E+04    0.38157E+02    0.77196E-01    0.23605E+02
   966    0.11554E+04    0.38298E+02    0.77143E-01    0.22445E+02
   967    0.11486E+04    0.38436E+02    0.77091E-01    0.21274E+02
   968    0.11419E+04    0.38566E+02    0.77039E-01    0.20091E+02
   969    0.11355E+04    0.38692E+02    0.76989E-01    0.18897E+02
   970    0.11291E+04    0.38814E+02    0.76938E-01    0.17692E+02
   971    0.11228E+04    0.38930E+02    0.76889E-01    0.16477E+02
   972    0.11167E+04    0.39040E+02    0.76841E-01    0.15254E+02
   973    0.11106E+04    0.39145E+02    0.76793E-01    0.14020E+02
   974    0.11048E+04    0.39246E+02    0.76745E-01    0.12778E+02
   975    0.10991E+04    0.39341E+02    0.76699E-01    0.11528E+02
   976    0.10935E+04    0.39430E+02    0.76653E-01    0.10271E+02
   977    0.10881E+04    0.39514E+02    0.76607E-01    0.90079E+01
   978    0.10827E+04    0.39593E+02    0.76563E-01    0.77379E+01
   979    0.10776E+04    0.39666E+02    0.76518E-01    0.64627E+01
   980    0.10726E+04    0.39734E+02    0.76475E-01    0.51819E+01
   981    0.10676E+04    0.39795E+02    0.76432E-01    0.38963E+01
   982    0.10629E+04    0.39852E+02    0.76389E-01    0.26068E+01
   983    0.10583E+04    0.39904E+02    0.76347E-01    0.13135E+01
   984    0.10538E+04    0.39948E+02    0.76305E-01    0.16956E-01
   985    0.10494E+04    0.39988E+02    0.76263E-01   -0.12824E+01
   986    0.10452E+04    0.40022E+02    0.76222E-01   -0.25836E+01
   987    0.10410E+04    0.40051E+02    0.76181E-01   -0.38868E+01
   988    0.10371E+04    0.40075E+02    0.76141E-01   -0.51910E+01
   989    0.10333E+04    0.40092E+02    0.76100E-01   -0.64948E+01
   990    0.10297E+04    0.40107E+02    0.76060E-01   -0.77998E+01
   991    0.10261E+04    0.40113E+02    0.76021E-01   -0.91040E+01
   992    0.10227E+04    0.40115E+02    0.75981E-01   -0.10408E+02
   993    0.10194E+04    0.40110E+02    0.75942E-01   -0.11710E+02
   994    0.10163E+04    0.40100E+02    0.75903E-01   -0.13009E+02
   995    0.10133E+04    0.40085E+02    0.75864E-01   -0.14307E+02
   996    0.10105E+04    0.40063E+02    0.75825E-01   -0.15601E+02
   997    0.10077E+04    0.40037E+02    0.75787E-01   -0.16892E+02
   998    0.10051E+04    0.40005E+02    0.75749E-01   -0.18179E+02
   999    0.10026E+04    0.39968E+02    0.75711E-01   -0.19461E+02
  1000    0.10003E+04    0.39926E+02    0.75673E-01   -0.20739E+02
  1001    0.99809E+03    0.39878E+02    0.75636E-01   -0.22010E+02
  1002    0.99594E+03    0.39824E+02    0.75599E-01   -0.23276E+02
  1003    0.99400E+03    0.39765E+02    0.75562E-01   -0.24535E+02
  1004    0.99220E+03    0.39701E+02    0.75526E-01   -0.25788E+02
  1005    0.99060E+03    0.39631E+02    0.75490E-01   -0.27031E+02
  1006    0.98906E+03    0.39556E+02    0.75455E-01   -0.28268E+02
  1007    0.98758E+03    0.39476E+02    0.75420E-01   -0.29496E+02
  1008    0.98602E+03    0.39390E+02    0.75386E-01   -0.30715E+02
  1009    0.98481E+03    0.39299E+02    0.75353E-01   -0.31924E+02
  1010    0.98374E+03    0.39204E+02    0.75320E-01   -0.33124E+02
  1011    0.98273E+03    0.39104E+02    0.75287E-01   -0.34313E+02
  1012    0.98185E+03    0.38998E+02    0.75256E-01   -0.35493E+02
  1013    0.98112E+03    0.38889E+02    0.75225E-01   -0.36660E+02
  1014    0.98051E+03    0.38774E+02    0.75195E-01   -0.37817E+02
  1015    0.97990E+03    0.38655E+02    0.75166E-01   -0.38961E+02
  1016    0.97949E+03    0.38530E+02    0.75138E-01   -0.40093E+02
  1017    0.97923E+03    0.38401E+02    0.75111E-01   -0.41213E+02
  1018    0.97902E+03    0.38266E+02    0.75085E-01   -0.42319E+02
  1019    0.97888E+03    0.38129E+02    0.75060E-01   -0.43413E+02
  1020    0.97895E+03    0.37984E+02    0.75036E-01   -0.44492E+02
  1021    0.97909E+03    0.37836E+02    0.75013E-01   -0.45557E+02
  1022    0.97929E+03    0.37684E+02    0.74992E-01   -0.46608E+02
  1023    0.97962E+03    0.37526E+02    0.74972E-01   -0.47642E+02
  1024    0.98002E+03    0.37364E+02    0.74953E-01   -0.48662E+02
  1025    0.98049E+03    0.37199E+02    0.74935E-01   -0.49662E+02
  1026    0.98132E+03    0.37029E+02    0.74919E-01   -0.50649E+02
  1027    0.98199E+03    0.36856E+02    0.74903E-01   -0.51619E+02
  1028    0.98272E+03    0.36678E+02    0.74890E-01   -0.52571E+02
  1029    0.98359E+03    0.36496E+02    0.74877E-01   -0.53507E+02
  1030    0.98453E+03    0.36311E+02    0.74866E-01   -0.54425E+02
  1031    0.98539E+03    0.36122E+02    0.74856E-01   -0.55323E+02
  1032    0.98653E+03    0.35927E+02    0.74848E-01   -0.56208E+02
  1033    0.98767E+03    0.35730E+02    0.74841E-01   -0.57073E+02
  1034    0.98903E+03    0.35530E+02    0.74835E-01   -0.57919E+02
  1035    0.99037E+03    0.35325E+02    0.74830E-01   -0.58747E+02
  1036    0.99178E+03    0.35117E+02    0.74827E-01   -0.59557E+02
  1037    0.99326E+03    0.34906E+02    0.74825E-01   -0.60347E+02
  1038    0.99488E+03    0.34692E+02    0.74824E-01   -0.61118E+02
  1039    0.99657E+03    0.34474E+02    0.74824E-01   -0.61867E+02
  1040    0.99818E+03    0.34253E+02    0.74825E-01   -0.62598E+02
  1041    0.10000E+04    0.34030E+02    0.74827E-01   -0.63306E+02
  1042    0.10018E+04    0.33803E+02    0.74830E-01   -0.63995E+02
  1043    0.10037E+04    0.33573E+02    0.74834E-01   -0.64662E+02
  1044    0.10058E+04    0.33340E+02    0.74839E-01   -0.65310E+02
  1045    0.10077E+04    0.33106E+02    0.74844E-01   -0.65939E+02
  1046    0.10098E+04    0.32868E+02    0.74851E-01   -0.66542E+02
  1047    0.10120E+04    0.32628E+02    0.74858E-01   -0.67133E+02
  1048    0.10141E+04    0.32385E+02    0.74865E-01   -0.67698E+02
  1049    0.10163E+04    0.32141E+02    0.74873E-01   -0.68237E+02
  1050    0.10185E+04    0.31893E+02    0.74881E-01   -0.68757E+02
  1051    0.10208E+04    0.31644E+02    0.74890E-01   -0.69258E+02
  1052    0.10232E+04    0.31392E+02    0.74899E-01   -0.69732E+02
  1053    0.10255E+04    0.31139E+02    0.74909E-01   -0.70188E+02
  1054    0.10279E+04    0.30884E+02    0.74918E-01   -0.70625E+02
  1055    0.10303E+04    0.30628E+02    0.74928E-01   -0.71036E+02
  1056    0.10327E+04    0.30369E+02    0.74938E-01   -0.71428E+02
  1057    0.10353E+04    0.30110E+02    0.74948E-01   -0.71794E+02
  1058    0.10379E+04    0.29849E+02    0.74958E-01   -0.72141E+02
  1059    0.10405E+04    0.29587E+02    0.74967E-01   -0.72462E+02
  1060    0.10431E+04    0.29323E+02    0.74977E-01   -0.72764E+02
  1061    0.10457E+04    0.29059E+02    0.74986E-01   -0.73040E+02
  1062    0.10484E+04    0.28794E+02    0.74996E-01   -0.73297E+02
  1063    0.10509E+04    0.28528E+02    0.75005E-01   -0.73527E+02
  1064    0.10536E+04    0.28261E+02    0.75014E-01   -0.73746E+02
  1065    0.10563E+04    0.27993E+02    0.75022E-01   -0.73939E+02
  1066    0.10589E+04    0.27725E+02    0.75031E-01   -0.74106E+02
  1067    0.10616E+04    0.27457E+02    0.75039E-01   -0.74246E+02
  1068    0.10643E+04    0.27188E+02    0.75047E-01   -0.74367E+02
  1069    0.10670E+04    0.26920E+02    0.75054E-01   -0.74477E+02
  1070    0.10698E+04    0.26651E+02    0.75062E-01   -0.74561E+02
  1071    0.10724E+04    0.26383E+02    0.75069E-01   -0.74618E+02
  1072    0.10751E+04    0.26114E+02    0.75076E-01   -0.74649E+02
  1073    0.10779E+04    0.25846E+02    0.75082E-01   -0.74660E+02
  1074    0.10806E+04    0.25578E+02    0.75089E-01   -0.74653E+02
  1075    0.10833E+04    0.25310E+02    0.75095E-01   -0.74627E+02
  1076    0.10859E+04    0.25043E+02    0.75101E-01   -0.74574E+02
  1077    0.10887E+04    0.24777E+02    0.75108E-01   -0.74509E+02
  1078    0.10913E+04    0.24512E+02    0.75114E-01   -0.74404E+02
  1079    0.10939E+04    0.24246E+02    0.75120E-01   -0.74293E+02
  1080    0.10966E+04    0.23982E+02    0.75126E-01   -0.74164E+02
  1081    0.10991E+04    0.23720E+02    0.75132E-01   -0.74008E+02
  1082    0.11016E+04    0.23459E+02    0.75138E-01   -0.73833E+02
  1083    0.11042E+04    0.23198E+02    0.75145E-01   -0.73638E+02
  1084    0.11068E+04    0.22939E+02    0.75151E-01   -0.73424E+02
  1085    0.11093E+04    0.22682E+02    0.75158E-01   -0.73184E+02
  1086    0.11118E+04    0.22426E+02    0.75165E-01   -0.72939E+02
  1087    0.11142E+04    0.22173E+02    0.75172E-01   -0.72652E+02
  1088    0.11166E+04    0.21919E+02    0.75180E-01   -0.72360E+02
  1089    0.11190E+04    0.21668E+02    0.75188E-01   -0.72042E+02
  1090    0.11213E+04    0.21420E+02    0.75196E-01   -0.71719E+02
  1091    0.11237E+04    0.21172E+02    0.75205E-01   -0.71361E+02
  1092    0.11260E+04    0.20926E+02    0.75214E-01   -0.70991E+02
  1093    0.11282E+04    0.20684E+02    0.75223E-01   -0.70602E+02
  1094    0.11303E+04    0.20443E+02    0.75233E-01   -0.70200E+02
  1095    0.11325E+04    0.20205E+02    0.75243E-01   -0.69786E+02
  1096    0.11346E+04    0.19968E+02    0.75254E-01   -0.69345E+02
  1097    0.11366E+04    0.19734E+02    0.75265E-01   -0.68883E+02
  1098    0.11387E+04    0.19503E+02    0.75276E-01   -0.68409E+02
  1099    0.11407E+04    0.19275E+02    0.75288E-01   -0.67923E+02
  1100    0.11426E+04    0.19050E+02    0.75300E-01   -0.67416E+02
