#    L    TT             EE             BB             TE          
   394    0.17126E+04    0.21061E+02    0.35883E-01    0.11145E+02
   395    0.17058E+04    0.21062E+02    0.35987E-01    0.92686E+01
   396    0.16996E+04    0.21060E+02    0.36092E-01    0.73994E+01
   397    0.16936E+04    0.21054E+02    0.36197E-01    0.55358E+01
   398    0.16882E+04    0.21044E+02    0.36302E-01    0.36793E+01
   399    0.16831E+04    0.21031E+02    0.36409E-01    0.18305E+01
   400    0.16784E+04    0.21014E+02    0.36516E-01   -0.94706E-02
   401    0.16741E+04    0.20992E+02    0.36623E-01   -0.18402E+01
   402    0.16703E+04    0.20966E+02    0.36731E-01   -0.36608E+01
   403    0.16668E+04    0.20938E+02    0.36840E-01   -0.54706E+01
   404    0.16637E+04    0.20905E+02    0.36950E-01   -0.72681E+01
   405    0.16610E+04    0.20868E+02    0.37060E-01   -0.90542E+01
   406    0.16587E+04    0.20828E+02    0.37171E-01   -0.10827E+02
   407    0.16567E+04    0.20783E+02    0.37283E-01   -0.12587E+02
   408    0.16551E+04    0.20735E+02    0.37396E-01   -0.14331E+02
   409    0.16540E+04    0.20685E+02    0.37510E-01   -0.16060E+02
   410    0.16532E+04    0.20629E+02    0.37624E-01   -0.17774E+02
   411    0.16528E+04    0.20570E+02    0.37740E-01   -0.19471E+02
   412    0.16526E+04    0.20508E+02    0.37856E-01   -0.21151E+02
   413    0.16529E+04    0.20442E+02    0.37973E-01   -0.22814E+02
   414    0.16534E+04    0.20373E+02    0.38091E-01   -0.24458E+02
   415    0.16544E+04    0.20300E+02    0.38210E-01   -0.26082E+02
   416    0.16557E+04    0.20224E+02    0.38330E-01   -0.27688E+02
   417    0.16572E+04    0.20144E+02    0.38450E-01   -0.29274E+02
   418    0.16592E+04    0.20060E+02    0.38572E-01   -0.30838E+02
   419    0.16615E+04    0.19973E+02    0.38694E-01   -0.32380E+02
   420    0.16641E+04    0.19884E+02    0.38818E-01   -0.33901E+02
   421    0.16670E+04    0.19791E+02    0.38942E-01   -0.35399E+02
   422    0.16703E+04    0.19694E+02    0.39068E-01   -0.36874E+02
   423    0.16737E+04    0.19594E+02    0.39194E-01   -0.38325E+02
   424    0.16775E+04    0.19491E+02    0.39321E-01   -0.39752E+02
   425    0.16816E+04    0.19384E+02    0.39449E-01   -0.41153E+02
   426    0.16860E+04    0.19275E+02    0.39578E-01   -0.42529E+02
   427    0.16906E+04    0.19163E+02    0.39708E-01   -0.43881E+02
   428    0.16956E+04    0.19047E+02    0.39839E-01   -0.45204E+02
   429    0.17007E+04    0.18929E+02    0.39970E-01   -0.46501E+02
   430    0.17062E+04    0.18809E+02    0.40103E-01   -0.47771E+02
   431    0.17120E+04    0.18685E+02    0.40236E-01   -0.49014E+02
   432    0.17178E+04    0.18558E+02    0.40370E-01   -0.50229E+02
   433    0.17241E+04    0.18430E+02    0.40505E-01   -0.51414E+02
   434    0.17305E+04    0.18298E+02    0.40641E-01   -0.52571E+02
   435    0.17371E+04    0.18164E+02    0.40778E-01   -0.53699E+02
   436    0.17440E+04    0.18028E+02    0.40915E-01   -0.54798E+02
   437    0.17511E+04    0.17889E+02    0.41053E-01   -0.55866E+02
   438    0.17584E+04    0.17748E+02    0.41192E-01   -0.56903E+02
   439    0.17660E+04    0.17605E+02    0.41332E-01   -0.57910E+02
   440    0.17737E+04    0.17460E+02    0.41472E-01   -0.58885E+02
   441    0.17816E+04    0.17312E+02    0.41613E-01   -0.59830E+02
   442    0.17896E+04    0.17162E+02    0.41755E-01   -0.60743E+02
   443    0.17979E+04    0.17011E+02    0.41898E-01   -0.61624E+02
   444    0.18064E+04    0.16858E+02    0.42041E-01   -0.62473E+02
   445    0.18150E+04    0.16701E+02    0.42185E-01   -0.63289E+02
   446    0.18237E+04    0.16545E+02    0.42330E-01   -0.64071E+02
   447    0.18326E+04    0.16387E+02    0.42475E-01   -0.64822E+02
   448    0.18415E+04    0.16226E+02    0.42621E-01   -0.65540E+02
   449    0.18507E+04    0.16065E+02    0.42768E-01   -0.66223E+02
   450    0.18601E+04    0.15903E+02    0.42915E-01   -0.66875E+02
   451    0.18695E+04    0.15738E+02    0.43063E-01   -0.67492E+02
   452    0.18790E+04    0.15573E+02    0.43211E-01   -0.68077E+02
   453    0.18887E+04    0.15407E+02    0.43361E-01   -0.68627E+02
   454    0.18985E+04    0.15240E+02    0.43510E-01   -0.69145E+02
   455    0.19083E+04    0.15072E+02    0.43661E-01   -0.69630E+02
   456    0.19183E+04    0.14902E+02    0.43812E-01   -0.70075E+02
   457    0.19283E+04    0.14733E+02    0.43964E-01   -0.70494E+02
   458    0.19384E+04    0.14563E+02    0.44116E-01   -0.70870E+02
   459    0.19485E+04    0.14393E+02    0.44269E-01   -0.71217E+02
   460    0.19588E+04    0.14221E+02    0.44422E-01   -0.71530E+02
   461    0.19691E+04    0.14049E+02    0.44576E-01   -0.71809E+02
   462    0.19794E+04    0.13877E+02    0.44731E-01   -0.72048E+02
   463    0.19897E+04    0.13705E+02    0.44886E-01   -0.72266E+02
   464    0.20001E+04    0.13533E+02    0.45042E-01   -0.72433E+02
   465    0.20104E+04    0.13361E+02    0.45199E-01   -0.72579E+02
   466    0.20209E+04    0.13189E+02    0.45356E-01   -0.72682E+02
   467    0.20314E+04    0.13017E+02    0.45513E-01   -0.72756E+02
   468    0.20418E+04    0.12845E+02    0.45672E-01   -0.72794E+02
   469    0.20523E+04    0.12674E+02    0.45831E-01   -0.72804E+02
   470    0.20628E+04    0.12503E+02    0.45990E-01   -0.72777E+02
   471    0.20731E+04    0.12334E+02    0.46150E-01   -0.72715E+02
   472    0.20835E+04    0.12165E+02    0.46311E-01   -0.72624E+02
   473    0.20939E+04    0.11996E+02    0.46472E-01   -0.72496E+02
   474    0.21043E+04    0.11829E+02    0.46634E-01   -0.72340E+02
   475    0.21147E+04    0.11662E+02    0.46796E-01   -0.72148E+02
   476    0.21249E+04    0.11497E+02    0.46959E-01   -0.71922E+02
   477    0.21351E+04    0.11333E+02    0.47122E-01   -0.71672E+02
   478    0.21453E+04    0.11169E+02    0.47286E-01   -0.71379E+02
   479    0.21554E+04    0.11007E+02    0.47450E-01   -0.71067E+02
   480    0.21655E+04    0.10847E+02    0.47615E-01   -0.70718E+02
   481    0.21755E+04    0.10688E+02    0.47780E-01   -0.70335E+02
   482    0.21854E+04    0.10532E+02    0.47946E-01   -0.69923E+02
   483    0.21952E+04    0.10376E+02    0.48112E-01   -0.69486E+02
   484    0.22048E+04    0.10223E+02    0.48279E-01   -0.69017E+02
   485    0.22146E+04    0.10071E+02    0.48446E-01   -0.68518E+02
   486    0.22241E+04    0.99221E+01    0.48613E-01   -0.67991E+02
   487    0.22336E+04    0.97752E+01    0.48781E-01   -0.67435E+02
   488    0.22428E+04    0.96296E+01    0.48949E-01   -0.66850E+02
   489    0.22521E+04    0.94868E+01    0.49117E-01   -0.66238E+02
   490    0.22612E+04    0.93468E+01    0.49285E-01   -0.65598E+02
   491    0.22701E+04    0.92089E+01    0.49454E-01   -0.64932E+02
   492    0.22789E+04    0.90738E+01    0.49623E-01   -0.64241E+02
   493    0.22877E+04    0.89400E+01    0.49792E-01   -0.63522E+02
   494    0.22963E+04    0.88104E+01    0.49961E-01   -0.62778E+02
   495    0.23046E+04    0.86829E+01    0.50130E-01   -0.62010E+02
   496    0.23129E+04    0.85590E+01    0.50299E-01   -0.61218E+02
   497    0.23210E+04    0.84378E+01    0.50468E-01   -0.60401E+02
   498    0.23289E+04    0.83186E+01    0.50637E-01   -0.59562E+02
   499    0.23368E+04    0.82037E+01    0.50806E-01   -0.58698E+02
   500    0.23445E+04    0.80907E+01    0.50975E-01   -0.57814E+02
   501    0.23519E+04    0.79821E+01    0.51143E-01   -0.56909E+02
   502    0.23593E+04    0.78769E+01    0.51312E-01   -0.55981E+02
   503    0.23664E+04    0.77744E+01    0.51480E-01   -0.55034E+02
   504    0.23733E+04    0.76755E+01    0.51648E-01   -0.54065E+02
   505    0.23802E+04    0.75808E+01    0.51815E-01   -0.53080E+02
   506    0.23867E+04    0.74897E+01    0.51983E-01   -0.52074E+02
   507    0.23932E+04    0.74019E+01    0.52149E-01   -0.51051E+02
   508    0.23994E+04    0.73185E+01    0.52316E-01   -0.50009E+02
   509    0.24054E+04    0.72385E+01    0.52482E-01   -0.48953E+02
   510    0.24112E+04    0.71626E+01    0.52647E-01   -0.47880E+02
   511    0.24169E+04    0.70904E+01    0.52812E-01   -0.46791E+02
   512    0.24223E+04    0.70225E+01    0.52977E-01   -0.45687E+02
   513    0.24276E+04    0.69585E+01    0.53140E-01   -0.44570E+02
   514    0.24326E+04    0.68989E+01    0.53303E-01   -0.43440E+02
   515    0.24375E+04    0.68434E+01    0.53466E-01   -0.42296E+02
   516    0.24421E+04    0.67922E+01    0.53628E-01   -0.41141E+02
   517    0.24465E+04    0.67455E+01    0.53789E-01   -0.39974E+02
   518    0.24507E+04    0.67030E+01    0.53949E-01   -0.38797E+02
   519    0.24547E+04    0.66651E+01    0.54109E-01   -0.37609E+02
   520    0.24585E+04    0.66315E+01    0.54268E-01   -0.36412E+02
   521    0.24620E+04    0.66025E+01    0.54426E-01   -0.35207E+02
   522    0.24653E+04    0.65782E+01    0.54583E-01   -0.33994E+02
   523    0.24684E+04    0.65584E+01    0.54740E-01   -0.32774E+02
   524    0.24714E+04    0.65432E+01    0.54896E-01   -0.31548E+02
   525    0.24739E+04    0.65327E+01    0.55050E-01   -0.30315E+02
   526    0.24764E+04    0.65270E+01    0.55204E-01   -0.29077E+02
   527    0.24787E+04    0.65259E+01    0.55358E-01   -0.27835E+02
   528    0.24807E+04    0.65295E+01    0.55510E-01   -0.26590E+02
   529    0.24825E+04    0.65382E+01    0.55661E-01   -0.25341E+02
   530    0.24840E+04    0.65516E+01    0.55812E-01   -0.24092E+02
   531    0.24855E+04    0.65698E+01    0.55962E-01   -0.22839E+02
   532    0.24866E+04    0.65929E+01    0.56110E-01   -0.21587E+02
   533    0.24875E+04    0.66209E+01    0.56258E-01   -0.20335E+02
   534    0.24881E+04    0.66538E+01    0.56405E-01   -0.19083E+02
   535    0.24886E+04    0.66917E+01    0.56551E-01   -0.17833E+02
   536    0.24888E+04    0.67345E+01    0.56696E-01   -0.16585E+02
   537    0.24889E+04    0.67822E+01    0.56840E-01   -0.15340E+02
   538    0.24886E+04    0.68349E+01    0.56984E-01   -0.14098E+02
   539    0.24882E+04    0.68924E+01    0.57126E-01   -0.12861E+02
   540    0.24875E+04    0.69551E+01    0.57268E-01   -0.11629E+02
   541    0.24866E+04    0.70226E+01    0.57408E-01   -0.10402E+02
   542    0.24855E+04    0.70951E+01    0.57548E-01   -0.91817E+01
   543    0.24842E+04    0.71726E+01    0.57686E-01   -0.79685E+01
   544    0.24827E+04    0.72551E+01    0.57824E-01   -0.67631E+01
   545    0.24809E+04    0.73424E+01    0.57961E-01   -0.55659E+01
   546    0.24790E+04    0.74345E+01    0.58097E-01   -0.43779E+01
   547    0.24768E+04    0.75314E+01    0.58232E-01   -0.31994E+01
   548    0.24744E+04    0.76333E+01    0.58365E-01   -0.20313E+01
   549    0.24719E+04    0.77401E+01    0.58498E-01   -0.87442E+00
   550    0.24691E+04    0.78517E+01    0.58630E-01    0.27082E+00
   551    0.24662E+04    0.79683E+01    0.58761E-01    0.14038E+01
   552    0.24630E+04    0.80898E+01    0.58891E-01    0.25235E+01
   553    0.24596E+04    0.82147E+01    0.59020E-01    0.36297E+01
   554    0.24561E+04    0.83460E+01    0.59148E-01    0.47215E+01
   555    0.24523E+04    0.84815E+01    0.59274E-01    0.57983E+01
   556    0.24483E+04    0.86219E+01    0.59400E-01    0.68598E+01
   557    0.24441E+04    0.87665E+01    0.59524E-01    0.79043E+01
   558    0.24398E+04    0.89168E+01    0.59648E-01    0.89324E+01
   559    0.24352E+04    0.90705E+01    0.59770E-01    0.99433E+01
   560    0.24306E+04    0.92284E+01    0.59891E-01    0.10936E+02
   561    0.24256E+04    0.93912E+01    0.60011E-01    0.11910E+02
   562    0.24206E+04    0.95590E+01    0.60130E-01    0.12864E+02
   563    0.24153E+04    0.97302E+01    0.60247E-01    0.13801E+02
   564    0.24100E+04    0.99072E+01    0.60364E-01    0.14714E+02
   565    0.24044E+04    0.10087E+02    0.60479E-01    0.15609E+02
   566    0.23987E+04    0.10271E+02    0.60592E-01    0.16481E+02
   567    0.23928E+04    0.10459E+02    0.60705E-01    0.17332E+02
   568    0.23868E+04    0.10653E+02    0.60816E-01    0.18160E+02
   569    0.23806E+04    0.10850E+02    0.60926E-01    0.18967E+02
   570    0.23742E+04    0.11051E+02    0.61034E-01    0.19748E+02
   571    0.23677E+04    0.11256E+02    0.61141E-01    0.20506E+02
   572    0.23611E+04    0.11464E+02    0.61247E-01    0.21240E+02
   573    0.23543E+04    0.11676E+02    0.61351E-01    0.21948E+02
   574    0.23474E+04    0.11892E+02    0.61454E-01    0.22632E+02
   575    0.23404E+04    0.12111E+02    0.61555E-01    0.23290E+02
   576    0.23333E+04    0.12335E+02    0.61655E-01    0.23922E+02
   577    0.23260E+04    0.12561E+02    0.61753E-01    0.24528E+02
   578    0.23186E+04    0.12791E+02    0.61850E-01    0.25107E+02
   579    0.23111E+04    0.13025E+02    0.61945E-01    0.25659E+02
   580    0.23036E+04    0.13262E+02    0.62039E-01    0.26183E+02
   581    0.22958E+04    0.13501E+02    0.62132E-01    0.26680E+02
   582    0.22879E+04    0.13744E+02    0.62222E-01    0.27148E+02
   583    0.22800E+04    0.13990E+02    0.62312E-01    0.27587E+02
   584    0.22721E+04    0.14239E+02    0.62400E-01    0.27999E+02
   585    0.22640E+04    0.14490E+02    0.62486E-01    0.28381E+02
   586    0.22558E+04    0.14744E+02    0.62571E-01    0.28733E+02
   587    0.22476E+04    0.15001E+02    0.62654E-01    0.29056E+02
   588    0.22393E+04    0.15260E+02    0.62736E-01    0.29349E+02
   589    0.22308E+04    0.15523E+02    0.62817E-01    0.29612E+02
   590    0.22223E+04    0.15786E+02    0.62896E-01    0.29845E+02
   591    0.22138E+04    0.16053E+02    0.62973E-01    0.30047E+02
   592    0.22052E+04    0.16321E+02    0.63049E-01    0.30218E+02
   593    0.21966E+04    0.16593E+02    0.63124E-01    0.30360E+02
   594    0.21878E+04    0.16865E+02    0.63197E-01    0.30469E+02
   595    0.21790E+04    0.17139E+02    0.63269E-01    0.30548E+02
   596    0.21703E+04    0.17416E+02    0.63340E-01    0.30596E+02
   597    0.21614E+04    0.17692E+02    0.63409E-01    0.30612E+02
   598    0.21528E+04    0.17972E+02    0.63477E-01    0.30597E+02
   599    0.21440E+04    0.18252E+02    0.63544E-01    0.30551E+02
   600    0.21351E+04    0.18535E+02    0.63609E-01    0.30474E+02
   601    0.21262E+04    0.18818E+02    0.63673E-01    0.30364E+02
   602    0.21173E+04    0.19102E+02    0.63737E-01    0.30223E+02
   603    0.21083E+04    0.19388E+02    0.63799E-01    0.30052E+02
   604    0.20994E+04    0.19674E+02    0.63859E-01    0.29848E+02
   605    0.20905E+04    0.19960E+02    0.63919E-01    0.29613E+02
   606    0.20817E+04    0.20248E+02    0.63978E-01    0.29346E+02
   607    0.20726E+04    0.20536E+02    0.64036E-01    0.29048E+02
   608    0.20637E+04    0.20825E+02    0.64093E-01    0.28719E+02
   609    0.20549E+04    0.21113E+02    0.64148E-01    0.28357E+02
   610    0.20461E+04    0.21401E+02    0.64203E-01    0.27965E+02
   611    0.20373E+04    0.21690E+02    0.64258E-01    0.27541E+02
   612    0.20285E+04    0.21980E+02    0.64311E-01    0.27087E+02
   613    0.20197E+04    0.22266E+02    0.64363E-01    0.26601E+02
   614    0.20110E+04    0.22555E+02    0.64415E-01    0.26085E+02
   615    0.20024E+04    0.22842E+02    0.64466E-01    0.25537E+02
   616    0.19937E+04    0.23130E+02    0.64516E-01    0.24960E+02
   617    0.19853E+04    0.23417E+02    0.64565E-01    0.24353E+02
   618    0.19768E+04    0.23703E+02    0.64614E-01    0.23714E+02
   619    0.19683E+04    0.23990E+02    0.64662E-01    0.23048E+02
   620    0.19600E+04    0.24274E+02    0.64709E-01    0.22351E+02
   621    0.19517E+04    0.24558E+02    0.64756E-01    0.21625E+02
   622    0.19435E+04    0.24840E+02    0.64802E-01    0.20869E+02
   623    0.19354E+04    0.25121E+02    0.64848E-01    0.20085E+02
   624    0.19273E+04    0.25400E+02    0.64893E-01    0.19273E+02
   625    0.19193E+04    0.25677E+02    0.64938E-01    0.18432E+02
   626    0.19114E+04    0.25954E+02    0.64981E-01    0.17563E+02
   627    0.19037E+04    0.26228E+02    0.65025E-01    0.16667E+02
   628    0.18960E+04    0.26500E+02    0.65068E-01    0.15744E+02
   629    0.18884E+04    0.26771E+02    0.65110E-01    0.14793E+02
   630    0.18809E+04    0.27039E+02    0.65152E-01    0.13815E+02
   631    0.18735E+04    0.27305E+02    0.65193E-01    0.12812E+02
   632    0.18663E+04    0.27569E+02    0.65234E-01    0.11783E+02
   633    0.18591E+04    0.27831E+02    0.65275E-01    0.10729E+02
   634    0.18521E+04    0.28089E+02    0.65315E-01    0.96495E+01
   635    0.18452E+04    0.28345E+02    0.65354E-01    0.85461E+01
   636    0.18384E+04    0.28600E+02    0.65393E-01    0.74189E+01
   637    0.18317E+04    0.28850E+02    0.65432E-01    0.62673E+01
   638    0.18252E+04    0.29098E+02    0.65470E-01    0.50934E+01
   639    0.18188E+04    0.29342E+02    0.65508E-01    0.38962E+01
   640    0.18125E+04    0.29585E+02    0.65545E-01    0.26773E+01
   641    0.18064E+04    0.29824E+02    0.65582E-01    0.14366E+01
   642    0.18004E+04    0.30058E+02    0.65618E-01    0.17488E+00
   643    0.17945E+04    0.30291E+02    0.65654E-01   -0.11075E+01
   644    0.17889E+04    0.30518E+02    0.65690E-01   -0.24099E+01
   645    0.17833E+04    0.30743E+02    0.65725E-01   -0.37319E+01
   646    0.17779E+04    0.30964E+02    0.65760E-01   -0.50731E+01
   647    0.17728E+04    0.31181E+02    0.65794E-01   -0.64333E+01
   648    0.17676E+04    0.31395E+02    0.65828E-01   -0.78106E+01
   649    0.17627E+04    0.31604E+02    0.65862E-01   -0.92058E+01
   650    0.17580E+04    0.31808E+02    0.65895E-01   -0.10618E+02
   651    0.17534E+04    0.32011E+02    0.65928E-01   -0.12046E+02
   652    0.17489E+04    0.32208E+02    0.65961E-01   -0.13490E+02
   653    0.17447E+04    0.32400E+02    0.65994E-01   -0.14948E+02
   654    0.17406E+04    0.32588E+02    0.66026E-01   -0.16420E+02
   655    0.17366E+04    0.32772E+02    0.66058E-01   -0.17906E+02
   656    0.17329E+04    0.32952E+02    0.66090E-01   -0.19406E+02
   657    0.17293E+04    0.33127E+02    0.66121E-01   -0.20917E+02
   658    0.17258E+04    0.33297E+02    0.66153E-01   -0.22440E+02
   659    0.17226E+04    0.33463E+02    0.66184E-01   -0.23974E+02
   660    0.17196E+04    0.33624E+02    0.66215E-01   -0.25519E+02
   661    0.17167E+04    0.33779E+02    0.66247E-01   -0.27072E+02
   662    0.17141E+04    0.33931E+02    0.66278E-01   -0.28636E+02
   663    0.17115E+04    0.34078E+02    0.66309E-01   -0.30208E+02
   664    0.17092E+04    0.34218E+02    0.66340E-01   -0.31787E+02
   665    0.17070E+04    0.34354E+02    0.66372E-01   -0.33374E+02
   666    0.17050E+04    0.34485E+02    0.66403E-01   -0.34966E+02
   667    0.17033E+04    0.34610E+02    0.66435E-01   -0.36565E+02
   668    0.17015E+04    0.34731E+02    0.66467E-01   -0.38169E+02
   669    0.17002E+04    0.34846E+02    0.66499E-01   -0.39777E+02
   670    0.16989E+04    0.34956E+02    0.66531E-01   -0.41388E+02
   671    0.16979E+04    0.35062E+02    0.66564E-01   -0.43002E+02
   672    0.16970E+04    0.35160E+02    0.66597E-01   -0.44620E+02
   673    0.16963E+04    0.35255E+02    0.66631E-01   -0.46237E+02
   674    0.16958E+04    0.35344E+02    0.66665E-01   -0.47857E+02
   675    0.16955E+04    0.35427E+02    0.66699E-01   -0.49476E+02
   676    0.16953E+04    0.35504E+02    0.66734E-01   -0.51094E+02
   677    0.16953E+04    0.35576E+02    0.66770E-01   -0.52711E+02
   678    0.16956E+04    0.35642E+02    0.66806E-01   -0.54327E+02
   679    0.16960E+04    0.35703E+02    0.66843E-01   -0.55940E+02
   680    0.16966E+04    0.35759E+02    0.66880E-01   -0.57550E+02
   681    0.16974E+04    0.35808E+02    0.66919E-01   -0.59155E+02
   682    0.16984E+04    0.35851E+02    0.66958E-01   -0.60756E+02
   683    0.16996E+04    0.35890E+02    0.66998E-01   -0.62354E+02
   684    0.17009E+04    0.35922E+02    0.67038E-01   -0.63944E+02
   685    0.17024E+04    0.35949E+02    0.67080E-01   -0.65529E+02
   686    0.17040E+04    0.35969E+02    0.67122E-01   -0.67098E+02
   687    0.17059E+04    0.35985E+02    0.67165E-01   -0.68664E+02
   688    0.17079E+04    0.35994E+02    0.67209E-01   -0.70223E+02
   689    0.17101E+04    0.35997E+02    0.67254E-01   -0.71769E+02
   690    0.17125E+04    0.35996E+02    0.67300E-01   -0.73309E+02
   691    0.17150E+04    0.35987E+02    0.67346E-01   -0.74836E+02
   692    0.17177E+04    0.35974E+02    0.67394E-01   -0.76349E+02
   693    0.17206E+04    0.35955E+02    0.67443E-01   -0.77856E+02
   694    0.17236E+04    0.35929E+02    0.67492E-01   -0.79343E+02
   695    0.17269E+04    0.35900E+02    0.67543E-01   -0.80816E+02
   696    0.17303E+04    0.35864E+02    0.67594E-01   -0.82292E+02
   697    0.17338E+04    0.35822E+02    0.67647E-01   -0.83739E+02
   698    0.17375E+04    0.35774E+02    0.67700E-01   -0.85174E+02
   699    0.17413E+04    0.35721E+02    0.67754E-01   -0.86588E+02
   700    0.17454E+04    0.35662E+02    0.67809E-01   -0.87990E+02
   701    0.17495E+04    0.35598E+02    0.67866E-01   -0.89378E+02
   702    0.17538E+04    0.35529E+02    0.67923E-01   -0.90739E+02
   703    0.17583E+04    0.35453E+02    0.67980E-01   -0.92102E+02
   704    0.17629E+04    0.35373E+02    0.68039E-01   -0.93431E+02
   705    0.17676E+04    0.35287E+02    0.68099E-01   -0.94739E+02
   706    0.17724E+04    0.35196E+02    0.68159E-01   -0.96034E+02
   707    0.17774E+04    0.35099E+02    0.68221E-01   -0.97310E+02
   708    0.17826E+04    0.34998E+02    0.68283E-01   -0.98550E+02
   709    0.17879E+04    0.34891E+02    0.68346E-01   -0.99786E+02
   710    0.17933E+04    0.34779E+02    0.68409E-01   -0.10099E+03
   711    0.17988E+04    0.34662E+02    0.68474E-01   -0.10217E+03
   712    0.18045E+04    0.34540E+02    0.68539E-01   -0.10334E+03
   713    0.18104E+04    0.34412E+02    0.68605E-01   -0.10448E+03
   714    0.18162E+04    0.34281E+02    0.68672E-01   -0.10559E+03
   715    0.18222E+04    0.34144E+02    0.68739E-01   -0.10668E+03
   716    0.18283E+04    0.34002E+02    0.68807E-01   -0.10775E+03
   717    0.18346E+04    0.33856E+02    0.68876E-01   -0.10878E+03
   718    0.18409E+04    0.33705E+02    0.68945E-01   -0.10980E+03
   719    0.18473E+04    0.33548E+02    0.69015E-01   -0.11078E+03
   720    0.18538E+04    0.33388E+02    0.69086E-01   -0.11175E+03
   721    0.18605E+04    0.33224E+02    0.69157E-01   -0.11267E+03
   722    0.18672E+04    0.33055E+02    0.69229E-01   -0.11357E+03
   723    0.18740E+04    0.32882E+02    0.69301E-01   -0.11445E+03
   724    0.18808E+04    0.32704E+02    0.69375E-01   -0.11530E+03
   725    0.18878E+04    0.32523E+02    0.69448E-01   -0.11611E+03
   726    0.18949E+04    0.32340E+02    0.69523E-01   -0.11689E+03
   727    0.19020E+04    0.32151E+02    0.69598E-01   -0.11766E+03
   728    0.19092E+04    0.31956E+02    0.69673E-01   -0.11838E+03
   729    0.19164E+04    0.31760E+02    0.69749E-01   -0.11909E+03
   730    0.19237E+04    0.31559E+02    0.69826E-01   -0.11975E+03
   731    0.19311E+04    0.31354E+02    0.69904E-01   -0.12039E+03
   732    0.19385E+04    0.31148E+02    0.69982E-01   -0.12098E+03
   733    0.19461E+04    0.30936E+02    0.70061E-01   -0.12156E+03
   734    0.19536E+04    0.30722E+02    0.70140E-01   -0.12209E+03
   735    0.19612E+04    0.30504E+02    0.70220E-01   -0.12261E+03
   736    0.19688E+04    0.30283E+02    0.70301E-01   -0.12308E+03
   737    0.19765E+04    0.30060E+02    0.70382E-01   -0.12353E+03
   738    0.19841E+04    0.29834E+02    0.70464E-01   -0.12393E+03
   739    0.19918E+04    0.29605E+02    0.70547E-01   -0.12431E+03
   740    0.19995E+04    0.29373E+02    0.70631E-01   -0.12466E+03
   741    0.20073E+04    0.29137E+02    0.70715E-01   -0.12497E+03
   742    0.20151E+04    0.28902E+02    0.70800E-01   -0.12524E+03
   743    0.20229E+04    0.28664E+02    0.70886E-01   -0.12549E+03
   744    0.20308E+04    0.28423E+02    0.70973E-01   -0.12569E+03
   745    0.20386E+04    0.28180E+02    0.71060E-01   -0.12588E+03
   746    0.20463E+04    0.27936E+02    0.71148E-01   -0.12601E+03
   747    0.20541E+04    0.27688E+02    0.71237E-01   -0.12612E+03
   748    0.20619E+04    0.27440E+02    0.71327E-01   -0.12620E+03
   749    0.20698E+04    0.27189E+02    0.71417E-01   -0.12625E+03
   750    0.20775E+04    0.26937E+02    0.71508E-01   -0.12626E+03
   751    0.20853E+04    0.26683E+02    0.71601E-01   -0.12623E+03
   752    0.20931E+04    0.26430E+02    0.71694E-01   -0.12616E+03
   753    0.21008E+04    0.26173E+02    0.71787E-01   -0.12607E+03
   754    0.21084E+04    0.25916E+02    0.71882E-01   -0.12594E+03
   755    0.21162E+04    0.25658E+02    0.71977E-01   -0.12578E+03
   756    0.21237E+04    0.25400E+02    0.72073E-01   -0.12558E+03
   757    0.21314E+04    0.25141E+02    0.72170E-01   -0.12535E+03
   758    0.21388E+04    0.24881E+02    0.72267E-01   -0.12508E+03
   759    0.21464E+04    0.24620E+02    0.72365E-01   -0.12478E+03
   760    0.21538E+04    0.24359E+02    0.72464E-01   -0.12445E+03
   761    0.21611E+04    0.24098E+02    0.72564E-01   -0.12409E+03
   762    0.21686E+04    0.23836E+02    0.72664E-01   -0.12369E+03
   763    0.21758E+04    0.23576E+02    0.72764E-01   -0.12325E+03
   764    0.21830E+04    0.23315E+02    0.72866E-01   -0.12279E+03
   765    0.21901E+04    0.23053E+02    0.72967E-01   -0.12229E+03
   766    0.21972E+04    0.22793E+02    0.73070E-01   -0.12177E+03
   767    0.22041E+04    0.22534E+02    0.73172E-01   -0.12120E+03
   768    0.22110E+04    0.22274E+02    0.73275E-01   -0.12060E+03
   769    0.22179E+04    0.22015E+02    0.73379E-01   -0.11998E+03
   770    0.22246E+04    0.21757E+02    0.73483E-01   -0.11932E+03
   771    0.22312E+04    0.21500E+02    0.73587E-01   -0.11863E+03
   772    0.22377E+04    0.21245E+02    0.73691E-01   -0.11789E+03
   773    0.22441E+04    0.20990E+02    0.73796E-01   -0.11714E+03
   774    0.22504E+04    0.20737E+02    0.73900E-01   -0.11636E+03
   775    0.22568E+04    0.20485E+02    0.74005E-01   -0.11554E+03
   776    0.22628E+04    0.20236E+02    0.74109E-01   -0.11470E+03
   777    0.22688E+04    0.19987E+02    0.74214E-01   -0.11382E+03
   778    0.22748E+04    0.19741E+02    0.74319E-01   -0.11291E+03
   779    0.22805E+04    0.19496E+02    0.74423E-01   -0.11198E+03
   780    0.22862E+04    0.19252E+02    0.74527E-01   -0.11102E+03
   781    0.22917E+04    0.19012E+02    0.74632E-01   -0.11003E+03
   782    0.22971E+04    0.18773E+02    0.74735E-01   -0.10902E+03
   783    0.23024E+04    0.18537E+02    0.74839E-01   -0.10798E+03
   784    0.23076E+04    0.18304E+02    0.74942E-01   -0.10690E+03
