#    L    TT             EE             TE             PP             TP          
   318    0.33653E+04    0.12091E+02    0.11688E+03    0.14206E+07   -0.10659E+01
   319    0.33326E+04    0.12274E+02    0.11654E+03    0.14152E+07   -0.10690E+01
   320    0.33001E+04    0.12456E+02    0.11617E+03    0.14099E+07   -0.10676E+01
   321    0.32676E+04    0.12640E+02    0.11576E+03    0.14046E+07   -0.10620E+01
   322    0.32353E+04    0.12822E+02    0.11532E+03    0.13993E+07   -0.10523E+01
   323    0.32031E+04    0.13005E+02    0.11483E+03    0.13941E+07   -0.10387E+01
   324    0.31710E+04    0.13188E+02    0.11431E+03    0.13889E+07   -0.10215E+01
   325    0.31392E+04    0.13368E+02    0.11376E+03    0.13837E+07   -0.10009E+01
   326    0.31075E+04    0.13549E+02    0.11316E+03    0.13785E+07   -0.97710E+00
   327    0.30759E+04    0.13730E+02    0.11253E+03    0.13734E+07   -0.95030E+00
   328    0.30446E+04    0.13910E+02    0.11187E+03    0.13683E+07   -0.92072E+00
   329    0.30135E+04    0.14089E+02    0.11116E+03    0.13632E+07   -0.88859E+00
   330    0.29825E+04    0.14267E+02    0.11042E+03    0.13582E+07   -0.85410E+00
   331    0.29519E+04    0.14444E+02    0.10965E+03    0.13532E+07   -0.81748E+00
   332    0.29214E+04    0.14622E+02    0.10885E+03    0.13482E+07   -0.77894E+00
   333    0.28911E+04    0.14798E+02    0.10801E+03    0.13433E+07   -0.73869E+00
   334    0.28611E+04    0.14973E+02    0.10714E+03    0.13384E+07   -0.69695E+00
   335    0.28312E+04    0.15146E+02    0.10623E+03    0.13335E+07   -0.65392E+00
   336    0.28017E+04    0.15318E+02    0.10529E+03    0.13286E+07   -0.60983E+00
   337    0.27724E+04    0.15490E+02    0.10430E+03    0.13238E+07   -0.56488E+00
   338    0.27433E+04    0.15659E+02    0.10330E+03    0.13190E+07   -0.51930E+00
   339    0.27147E+04    0.15829E+02    0.10225E+03    0.13143E+07   -0.47328E+00
   340    0.26862E+04    0.15996E+02    0.10119E+03    0.13095E+07   -0.42705E+00
   341    0.26579E+04    0.16161E+02    0.10008E+03    0.13048E+07   -0.38082E+00
   342    0.26300E+04    0.16326E+02    0.98939E+02    0.13001E+07   -0.33481E+00
   343    0.26024E+04    0.16489E+02    0.97769E+02    0.12955E+07   -0.28922E+00
   344    0.25752E+04    0.16649E+02    0.96570E+02    0.12908E+07   -0.24427E+00
   345    0.25482E+04    0.16808E+02    0.95341E+02    0.12862E+07   -0.20018E+00
   346    0.25215E+04    0.16966E+02    0.94091E+02    0.12817E+07   -0.15716E+00
   347    0.24952E+04    0.17121E+02    0.92803E+02    0.12771E+07   -0.11541E+00
   348    0.24692E+04    0.17274E+02    0.91485E+02    0.12726E+07   -0.75161E-01
   349    0.24435E+04    0.17426E+02    0.90137E+02    0.12681E+07   -0.36620E-01
   350    0.24181E+04    0.17575E+02    0.88768E+02    0.12637E+07    0.00000E+00
   351    0.23933E+04    0.17722E+02    0.87368E+02    0.12592E+07    0.34527E-01
   352    0.23686E+04    0.17867E+02    0.85939E+02    0.12548E+07    0.66962E-01
   353    0.23443E+04    0.18009E+02    0.84495E+02    0.12504E+07    0.97347E-01
   354    0.23204E+04    0.18149E+02    0.83014E+02    0.12461E+07    0.12572E+00
   355    0.22968E+04    0.18287E+02    0.81510E+02    0.12418E+07    0.15214E+00
   356    0.22737E+04    0.18423E+02    0.79992E+02    0.12375E+07    0.17663E+00
   357    0.22509E+04    0.18556E+02    0.78444E+02    0.12332E+07    0.19924E+00
   358    0.22285E+04    0.18685E+02    0.76881E+02    0.12289E+07    0.22002E+00
   359    0.22065E+04    0.18812E+02    0.75288E+02    0.12247E+07    0.23900E+00
   360    0.21848E+04    0.18937E+02    0.73677E+02    0.12205E+07    0.25623E+00
   361    0.21636E+04    0.19059E+02    0.72043E+02    0.12163E+07    0.27175E+00
   362    0.21427E+04    0.19178E+02    0.70388E+02    0.12121E+07    0.28561E+00
   363    0.21223E+04    0.19295E+02    0.68716E+02    0.12080E+07    0.29785E+00
   364    0.21022E+04    0.19407E+02    0.67023E+02    0.12038E+07    0.30850E+00
   365    0.20826E+04    0.19517E+02    0.65313E+02    0.11997E+07    0.31762E+00
   366    0.20634E+04    0.19625E+02    0.63585E+02    0.11956E+07    0.32524E+00
   367    0.20446E+04    0.19728E+02    0.61841E+02    0.11915E+07    0.33141E+00
   368    0.20261E+04    0.19829E+02    0.60082E+02    0.11875E+07    0.33618E+00
   369    0.20082E+04    0.19927E+02    0.58305E+02    0.11835E+07    0.33957E+00
   370    0.19907E+04    0.20021E+02    0.56517E+02    0.11794E+07    0.34164E+00
   371    0.19735E+04    0.20111E+02    0.54714E+02    0.11754E+07    0.34243E+00
   372    0.19568E+04    0.20199E+02    0.52899E+02    0.11714E+07    0.34198E+00
   373    0.19405E+04    0.20283E+02    0.51070E+02    0.11675E+07    0.34034E+00
   374    0.19247E+04    0.20364E+02    0.49230E+02    0.11635E+07    0.33754E+00
   375    0.19092E+04    0.20441E+02    0.47380E+02    0.11596E+07    0.33363E+00
   376    0.18943E+04    0.20516E+02    0.45520E+02    0.11556E+07    0.32866E+00
   377    0.18797E+04    0.20586E+02    0.43652E+02    0.11517E+07    0.32266E+00
   378    0.18656E+04    0.20652E+02    0.41774E+02    0.11478E+07    0.31568E+00
   379    0.18519E+04    0.20716E+02    0.39890E+02    0.11439E+07    0.30776E+00
   380    0.18387E+04    0.20776E+02    0.37998E+02    0.11400E+07    0.29894E+00
   381    0.18259E+04    0.20830E+02    0.36101E+02    0.11361E+07    0.28926E+00
   382    0.18134E+04    0.20882E+02    0.34199E+02    0.11323E+07    0.27878E+00
   383    0.18015E+04    0.20930E+02    0.32291E+02    0.11284E+07    0.26753E+00
   384    0.17901E+04    0.20974E+02    0.30381E+02    0.11246E+07    0.25555E+00
   385    0.17790E+04    0.21015E+02    0.28467E+02    0.11208E+07    0.24289E+00
   386    0.17684E+04    0.21052E+02    0.26552E+02    0.11169E+07    0.22958E+00
   387    0.17581E+04    0.21084E+02    0.24635E+02    0.11131E+07    0.21568E+00
   388    0.17483E+04    0.21113E+02    0.22718E+02    0.11093E+07    0.20123E+00
   389    0.17390E+04    0.21136E+02    0.20801E+02    0.11055E+07    0.18626E+00
   390    0.17301E+04    0.21158E+02    0.18887E+02    0.11017E+07    0.17082E+00
   391    0.17216E+04    0.21175E+02    0.16973E+02    0.10979E+07    0.15496E+00
   392    0.17135E+04    0.21189E+02    0.15063E+02    0.10941E+07    0.13871E+00
   393    0.17060E+04    0.21199E+02    0.13156E+02    0.10903E+07    0.12212E+00
   394    0.16988E+04    0.21205E+02    0.11254E+02    0.10865E+07    0.10523E+00
   395    0.16919E+04    0.21206E+02    0.93554E+01    0.10828E+07    0.88080E-01
   396    0.16856E+04    0.21203E+02    0.74645E+01    0.10790E+07    0.70720E-01
   397    0.16796E+04    0.21197E+02    0.55794E+01    0.10752E+07    0.53189E-01
   398    0.16741E+04    0.21187E+02    0.37017E+01    0.10714E+07    0.35531E-01
   399    0.16690E+04    0.21173E+02    0.18321E+01    0.10677E+07    0.17787E-01
   400    0.16642E+04    0.21155E+02   -0.28441E-01    0.10639E+07    0.00000E+00
