#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
   220    0.55845E+04    0.14302E+02    0.38478E-06    0.85699E-04   -0.23439E-10    0.14302E+02    0.83198E+00    0.17125E-08   -0.18539E-09   -0.40376E-14    0.38478E-06    0.17125E-08    0.95514E-12    0.51110E-09    0.15070E-10    0.85699E-04   -0.18539E-09    0.51110E-09    0.61430E-05    0.32944E-06   -0.23439E-10   -0.40376E-14    0.15070E-10    0.32944E-06    0.14181E-06
   221    0.55844E+04    0.15863E+02    0.37723E-06    0.84771E-04   -0.23308E-10    0.15863E+02    0.85541E+00    0.17116E-08   -0.19347E-09   -0.40123E-14    0.37723E-06    0.17116E-08    0.94182E-12    0.50801E-09    0.14989E-10    0.84771E-04   -0.19347E-09    0.50801E-09    0.61636E-05    0.33063E-06   -0.23308E-10   -0.40123E-14    0.14989E-10    0.33063E-06    0.14225E-06
   222    0.55836E+04    0.17434E+02    0.36991E-06    0.83854E-04   -0.23087E-10    0.17434E+02    0.88045E+00    0.17071E-08   -0.20210E-09   -0.39718E-14    0.36991E-06    0.17071E-08    0.92875E-12    0.50497E-09    0.14908E-10    0.83854E-04   -0.20210E-09    0.50497E-09    0.61842E-05    0.33182E-06   -0.23087E-10   -0.39718E-14    0.14908E-10    0.33182E-06    0.14268E-06
   223    0.55822E+04    0.19016E+02    0.36281E-06    0.82947E-04   -0.22779E-10    0.19016E+02    0.90702E+00    0.16991E-08   -0.21126E-09   -0.39167E-14    0.36281E-06    0.16991E-08    0.91593E-12    0.50196E-09    0.14829E-10    0.82947E-04   -0.21126E-09    0.50196E-09    0.62047E-05    0.33301E-06   -0.22779E-10   -0.39167E-14    0.14829E-10    0.33301E-06    0.14312E-06
   224    0.55803E+04    0.20605E+02    0.35593E-06    0.82052E-04   -0.22391E-10    0.20605E+02    0.93512E+00    0.16878E-08   -0.22095E-09   -0.38481E-14    0.35593E-06    0.16878E-08    0.90335E-12    0.49899E-09    0.14750E-10    0.82052E-04   -0.22095E-09    0.49899E-09    0.62253E-05    0.33419E-06   -0.22391E-10   -0.38481E-14    0.14750E-10    0.33419E-06    0.14355E-06
   225    0.55777E+04    0.22204E+02    0.34926E-06    0.81167E-04   -0.21927E-10    0.22204E+02    0.96491E+00    0.16734E-08   -0.23115E-09   -0.37666E-14    0.34926E-06    0.16734E-08    0.89101E-12    0.49605E-09    0.14672E-10    0.81167E-04   -0.23115E-09    0.49605E-09    0.62459E-05    0.33537E-06   -0.21927E-10   -0.37666E-14    0.14672E-10    0.33537E-06    0.14398E-06
   226    0.55746E+04    0.23810E+02    0.34279E-06    0.80293E-04   -0.21392E-10    0.23810E+02    0.99637E+00    0.16559E-08   -0.24187E-09   -0.36732E-14    0.34279E-06    0.16559E-08    0.87891E-12    0.49315E-09    0.14594E-10    0.80293E-04   -0.24187E-09    0.49315E-09    0.62665E-05    0.33655E-06   -0.21392E-10   -0.36732E-14    0.14594E-10    0.33655E-06    0.14440E-06
   227    0.55708E+04    0.25424E+02    0.33652E-06    0.79429E-04   -0.20791E-10    0.25424E+02    0.10295E+01    0.16355E-08   -0.25308E-09   -0.35686E-14    0.33652E-06    0.16355E-08    0.86703E-12    0.49029E-09    0.14517E-10    0.79429E-04   -0.25308E-09    0.49029E-09    0.62870E-05    0.33773E-06   -0.20791E-10   -0.35686E-14    0.14517E-10    0.33773E-06    0.14483E-06
   228    0.55665E+04    0.27044E+02    0.33043E-06    0.78575E-04   -0.20129E-10    0.27044E+02    0.10643E+01    0.16124E-08   -0.26478E-09   -0.34537E-14    0.33043E-06    0.16124E-08    0.85537E-12    0.48746E-09    0.14441E-10    0.78575E-04   -0.26478E-09    0.48746E-09    0.63076E-05    0.33890E-06   -0.20129E-10   -0.34537E-14    0.14441E-10    0.33890E-06    0.14525E-06
   229    0.55615E+04    0.28670E+02    0.32453E-06    0.77731E-04   -0.19410E-10    0.28670E+02    0.11009E+01    0.15867E-08   -0.27697E-09   -0.33293E-14    0.32453E-06    0.15867E-08    0.84393E-12    0.48466E-09    0.14365E-10    0.77731E-04   -0.27697E-09    0.48466E-09    0.63282E-05    0.34006E-06   -0.19410E-10   -0.33293E-14    0.14365E-10    0.34006E-06    0.14567E-06
   230    0.55559E+04    0.30301E+02    0.31879E-06    0.76897E-04   -0.18640E-10    0.30301E+02    0.11392E+01    0.15585E-08   -0.28963E-09   -0.31963E-14    0.31879E-06    0.15585E-08    0.83271E-12    0.48189E-09    0.14291E-10    0.76897E-04   -0.28963E-09    0.48189E-09    0.63488E-05    0.34123E-06   -0.18640E-10   -0.31963E-14    0.14291E-10    0.34123E-06    0.14609E-06
   231    0.55497E+04    0.31937E+02    0.31323E-06    0.76073E-04   -0.17824E-10    0.31937E+02    0.11794E+01    0.15280E-08   -0.30276E-09   -0.30555E-14    0.31323E-06    0.15280E-08    0.82169E-12    0.47916E-09    0.14216E-10    0.76073E-04   -0.30276E-09    0.47916E-09    0.63694E-05    0.34239E-06   -0.17824E-10   -0.30555E-14    0.14216E-10    0.34239E-06    0.14651E-06
   232    0.55429E+04    0.33577E+02    0.30782E-06    0.75258E-04   -0.16966E-10    0.33577E+02    0.12213E+01    0.14954E-08   -0.31634E-09   -0.29077E-14    0.30782E-06    0.14954E-08    0.81088E-12    0.47646E-09    0.14143E-10    0.75258E-04   -0.31634E-09    0.47646E-09    0.63901E-05    0.34355E-06   -0.16966E-10   -0.29077E-14    0.14143E-10    0.34355E-06    0.14693E-06
   233    0.55356E+04    0.35219E+02    0.30257E-06    0.74452E-04   -0.16072E-10    0.35219E+02    0.12652E+01    0.14607E-08   -0.33036E-09   -0.27537E-14    0.30257E-06    0.14607E-08    0.80027E-12    0.47379E-09    0.14070E-10    0.74452E-04   -0.33036E-09    0.47379E-09    0.64107E-05    0.34470E-06   -0.16072E-10   -0.27537E-14    0.14070E-10    0.34470E-06    0.14734E-06
   234    0.55275E+04    0.36864E+02    0.29745E-06    0.73655E-04   -0.15145E-10    0.36864E+02    0.13109E+01    0.14242E-08   -0.34483E-09   -0.25944E-14    0.29745E-06    0.14242E-08    0.78985E-12    0.47114E-09    0.13997E-10    0.73655E-04   -0.34483E-09    0.47114E-09    0.64313E-05    0.34585E-06   -0.15145E-10   -0.25944E-14    0.13997E-10    0.34585E-06    0.14775E-06
   235    0.55189E+04    0.38510E+02    0.29248E-06    0.72868E-04   -0.14192E-10    0.38510E+02    0.13585E+01    0.13859E-08   -0.35972E-09   -0.24306E-14    0.29248E-06    0.13859E-08    0.77962E-12    0.46853E-09    0.13926E-10    0.72868E-04   -0.35972E-09    0.46853E-09    0.64519E-05    0.34700E-06   -0.14192E-10   -0.24306E-14    0.13926E-10    0.34700E-06    0.14817E-06
   236    0.55096E+04    0.40157E+02    0.28764E-06    0.72089E-04   -0.13217E-10    0.40157E+02    0.14079E+01    0.13460E-08   -0.37504E-09   -0.22632E-14    0.28764E-06    0.13460E-08    0.76957E-12    0.46595E-09    0.13855E-10    0.72089E-04   -0.37504E-09    0.46595E-09    0.64726E-05    0.34814E-06   -0.13217E-10   -0.22632E-14    0.13855E-10    0.34814E-06    0.14858E-06
   237    0.54997E+04    0.41805E+02    0.28292E-06    0.71319E-04   -0.12225E-10    0.41805E+02    0.14594E+01    0.13047E-08   -0.39076E-09   -0.20929E-14    0.28292E-06    0.13047E-08    0.75971E-12    0.46339E-09    0.13784E-10    0.71319E-04   -0.39076E-09    0.46339E-09    0.64932E-05    0.34929E-06   -0.12225E-10   -0.20929E-14    0.13784E-10    0.34929E-06    0.14898E-06
   238    0.54892E+04    0.43452E+02    0.27831E-06    0.70557E-04   -0.11220E-10    0.43452E+02    0.15129E+01    0.12621E-08   -0.40689E-09   -0.19206E-14    0.27831E-06    0.12621E-08    0.75002E-12    0.46087E-09    0.13714E-10    0.70557E-04   -0.40689E-09    0.46087E-09    0.65138E-05    0.35042E-06   -0.11220E-10   -0.19206E-14    0.13714E-10    0.35042E-06    0.14939E-06
   239    0.54782E+04    0.45099E+02    0.27381E-06    0.69803E-04   -0.10208E-10    0.45099E+02    0.15683E+01    0.12183E-08   -0.42341E-09   -0.17471E-14    0.27381E-06    0.12183E-08    0.74050E-12    0.45837E-09    0.13645E-10    0.69803E-04   -0.42341E-09    0.45837E-09    0.65345E-05    0.35156E-06   -0.10208E-10   -0.17471E-14    0.13645E-10    0.35156E-06    0.14979E-06
   240    0.54665E+04    0.46742E+02    0.26942E-06    0.69058E-04   -0.91942E-11    0.46742E+02    0.16256E+01    0.11735E-08   -0.44032E-09   -0.15734E-14    0.26942E-06    0.11735E-08    0.73114E-12    0.45589E-09    0.13576E-10    0.69058E-04   -0.44032E-09    0.45589E-09    0.65551E-05    0.35269E-06   -0.91942E-11   -0.15734E-14    0.13576E-10    0.35269E-06    0.15020E-06
   241    0.54543E+04    0.48384E+02    0.26512E-06    0.68320E-04   -0.81826E-11    0.48384E+02    0.16851E+01    0.11279E-08   -0.45760E-09   -0.14001E-14    0.26512E-06    0.11279E-08    0.72194E-12    0.45345E-09    0.13508E-10    0.68320E-04   -0.45760E-09    0.45345E-09    0.65758E-05    0.35382E-06   -0.81826E-11   -0.14001E-14    0.13508E-10    0.35382E-06    0.15060E-06
   242    0.54416E+04    0.50022E+02    0.26090E-06    0.67590E-04   -0.71784E-11    0.50022E+02    0.17465E+01    0.10815E-08   -0.47526E-09   -0.12281E-14    0.26090E-06    0.10815E-08    0.71290E-12    0.45102E-09    0.13440E-10    0.67590E-04   -0.47526E-09    0.45102E-09    0.65964E-05    0.35495E-06   -0.71784E-11   -0.12281E-14    0.13440E-10    0.35495E-06    0.15099E-06
   243    0.54282E+04    0.51656E+02    0.25677E-06    0.66868E-04   -0.61866E-11    0.51656E+02    0.18100E+01    0.10345E-08   -0.49327E-09   -0.10583E-14    0.25677E-06    0.10345E-08    0.70402E-12    0.44863E-09    0.13373E-10    0.66868E-04   -0.49327E-09    0.44863E-09    0.66171E-05    0.35607E-06   -0.61866E-11   -0.10583E-14    0.13373E-10    0.35607E-06    0.15139E-06
   244    0.54143E+04    0.53286E+02    0.25270E-06    0.66153E-04   -0.52119E-11    0.53286E+02    0.18756E+01    0.98712E-09   -0.51162E-09   -0.89152E-15    0.25270E-06    0.98712E-09    0.69527E-12    0.44625E-09    0.13306E-10    0.66153E-04   -0.51162E-09    0.44625E-09    0.66377E-05    0.35719E-06   -0.52119E-11   -0.89152E-15    0.13306E-10    0.35719E-06    0.15179E-06
   245    0.53997E+04    0.54909E+02    0.24871E-06    0.65445E-04   -0.42594E-11    0.54909E+02    0.19433E+01    0.93942E-09   -0.53033E-09   -0.72853E-15    0.24871E-06    0.93942E-09    0.68667E-12    0.44390E-09    0.13240E-10    0.65445E-04   -0.53033E-09    0.44390E-09    0.66584E-05    0.35830E-06   -0.42594E-11   -0.72853E-15    0.13240E-10    0.35830E-06    0.15218E-06
   246    0.53847E+04    0.56527E+02    0.24477E-06    0.64744E-04   -0.33339E-11    0.56527E+02    0.20131E+01    0.89157E-09   -0.54936E-09   -0.57019E-15    0.24477E-06    0.89157E-09    0.67820E-12    0.44157E-09    0.13174E-10    0.64744E-04   -0.54936E-09    0.44157E-09    0.66790E-05    0.35942E-06   -0.33339E-11   -0.57019E-15    0.13174E-10    0.35942E-06    0.15257E-06
   247    0.53691E+04    0.58138E+02    0.24088E-06    0.64051E-04   -0.24403E-11    0.58138E+02    0.20849E+01    0.84371E-09   -0.56871E-09   -0.41734E-15    0.24088E-06    0.84371E-09    0.66987E-12    0.43927E-09    0.13109E-10    0.64051E-04   -0.56871E-09    0.43927E-09    0.66997E-05    0.36053E-06   -0.24403E-11   -0.41734E-15    0.13109E-10    0.36053E-06    0.15296E-06
   248    0.53529E+04    0.59741E+02    0.23703E-06    0.63364E-04   -0.15835E-11    0.59741E+02    0.21591E+01    0.79599E-09   -0.58838E-09   -0.27081E-15    0.23703E-06    0.79599E-09    0.66166E-12    0.43698E-09    0.13045E-10    0.63364E-04   -0.58838E-09    0.43698E-09    0.67203E-05    0.36163E-06   -0.15835E-11   -0.27081E-15    0.13045E-10    0.36163E-06    0.15335E-06
   249    0.53363E+04    0.61337E+02    0.23322E-06    0.62683E-04   -0.76845E-12    0.61337E+02    0.22352E+01    0.74856E-09   -0.60836E-09   -0.13142E-15    0.23322E-06    0.74856E-09    0.65357E-12    0.43472E-09    0.12980E-10    0.62683E-04   -0.60836E-09    0.43472E-09    0.67410E-05    0.36273E-06   -0.76845E-12   -0.13142E-15    0.12980E-10    0.36273E-06    0.15374E-06
   250    0.53191E+04    0.62922E+02    0.22945E-06    0.62009E-04    0.57479E-17    0.62922E+02    0.23136E+01    0.70154E-09   -0.62863E-09   -0.25046E-20    0.22945E-06    0.70154E-09    0.64560E-12    0.43247E-09    0.12917E-10    0.62009E-04   -0.62863E-09    0.43247E-09    0.67617E-05    0.36383E-06    0.57479E-17   -0.25046E-20    0.12917E-10    0.36383E-06    0.15413E-06
   251    0.53014E+04    0.64499E+02    0.22569E-06    0.61341E-04    0.71798E-12    0.64499E+02    0.23941E+01    0.65507E-09   -0.64918E-09    0.12278E-15    0.22569E-06    0.65507E-09    0.63774E-12    0.43025E-09    0.12854E-10    0.61341E-04   -0.64918E-09    0.43025E-09    0.67823E-05    0.36493E-06    0.71798E-12    0.12278E-15    0.12854E-10    0.36493E-06    0.15451E-06
   252    0.52831E+04    0.66066E+02    0.22196E-06    0.60679E-04    0.13858E-11    0.66066E+02    0.24768E+01    0.60916E-09   -0.66996E-09    0.23697E-15    0.22196E-06    0.60916E-09    0.63000E-12    0.42805E-09    0.12791E-10    0.60679E-04   -0.66996E-09    0.42805E-09    0.68030E-05    0.36603E-06    0.13858E-11    0.23697E-15    0.12791E-10    0.36603E-06    0.15489E-06
   253    0.52645E+04    0.67620E+02    0.21824E-06    0.60023E-04    0.20046E-11    0.67620E+02    0.25615E+01    0.56378E-09   -0.69089E-09    0.34280E-15    0.21824E-06    0.56378E-09    0.62236E-12    0.42586E-09    0.12729E-10    0.60023E-04   -0.69089E-09    0.42586E-09    0.68237E-05    0.36712E-06    0.20046E-11    0.34280E-15    0.12729E-10    0.36712E-06    0.15527E-06
   254    0.52453E+04    0.69163E+02    0.21456E-06    0.59373E-04    0.25759E-11    0.69163E+02    0.26486E+01    0.51893E-09   -0.71191E-09    0.44049E-15    0.21456E-06    0.51893E-09    0.61483E-12    0.42369E-09    0.12667E-10    0.59373E-04   -0.71191E-09    0.42369E-09    0.68443E-05    0.36820E-06    0.25759E-11    0.44049E-15    0.12667E-10    0.36820E-06    0.15565E-06
   255    0.52255E+04    0.70694E+02    0.21090E-06    0.58729E-04    0.31009E-11    0.70694E+02    0.27377E+01    0.47459E-09   -0.73296E-09    0.53027E-15    0.21090E-06    0.47459E-09    0.60741E-12    0.42155E-09    0.12606E-10    0.58729E-04   -0.73296E-09    0.42155E-09    0.68650E-05    0.36929E-06    0.31009E-11    0.53027E-15    0.12606E-10    0.36929E-06    0.15603E-06
   256    0.52053E+04    0.72214E+02    0.20726E-06    0.58091E-04    0.35809E-11    0.72214E+02    0.28292E+01    0.43074E-09   -0.75396E-09    0.61236E-15    0.20726E-06    0.43074E-09    0.60009E-12    0.41942E-09    0.12545E-10    0.58091E-04   -0.75396E-09    0.41942E-09    0.68857E-05    0.37037E-06    0.35809E-11    0.61236E-15    0.12545E-10    0.37037E-06    0.15640E-06
   257    0.51847E+04    0.73713E+02    0.20365E-06    0.57458E-04    0.40172E-11    0.73713E+02    0.29227E+01    0.38737E-09   -0.77486E-09    0.68697E-15    0.20365E-06    0.38737E-09    0.59288E-12    0.41731E-09    0.12484E-10    0.57458E-04   -0.77486E-09    0.41731E-09    0.69064E-05    0.37144E-06    0.40172E-11    0.68697E-15    0.12484E-10    0.37144E-06    0.15678E-06
   258    0.51636E+04    0.75205E+02    0.20006E-06    0.56831E-04    0.44112E-11    0.75205E+02    0.30185E+01    0.34447E-09   -0.79559E-09    0.75435E-15    0.20006E-06    0.34447E-09    0.58577E-12    0.41522E-09    0.12424E-10    0.56831E-04   -0.79559E-09    0.41522E-09    0.69270E-05    0.37252E-06    0.44112E-11    0.75435E-15    0.12424E-10    0.37252E-06    0.15715E-06
   259    0.51420E+04    0.76675E+02    0.19650E-06    0.56210E-04    0.47641E-11    0.76675E+02    0.31165E+01    0.30201E-09   -0.81609E-09    0.81470E-15    0.19650E-06    0.30201E-09    0.57876E-12    0.41314E-09    0.12365E-10    0.56210E-04   -0.81609E-09    0.41314E-09    0.69477E-05    0.37359E-06    0.47641E-11    0.81470E-15    0.12365E-10    0.37359E-06    0.15752E-06
   260    0.51200E+04    0.78138E+02    0.19297E-06    0.55594E-04    0.50773E-11    0.78138E+02    0.32166E+01    0.25998E-09   -0.83627E-09    0.86825E-15    0.19297E-06    0.25998E-09    0.57186E-12    0.41109E-09    0.12306E-10    0.55594E-04   -0.83627E-09    0.41109E-09    0.69684E-05    0.37466E-06    0.50773E-11    0.86825E-15    0.12306E-10    0.37466E-06    0.15789E-06
   261    0.50975E+04    0.79571E+02    0.18947E-06    0.54983E-04    0.53520E-11    0.79571E+02    0.33189E+01    0.21837E-09   -0.85609E-09    0.91522E-15    0.18947E-06    0.21837E-09    0.56505E-12    0.40905E-09    0.12247E-10    0.54983E-04   -0.85609E-09    0.40905E-09    0.69891E-05    0.37572E-06    0.53520E-11    0.91522E-15    0.12247E-10    0.37572E-06    0.15826E-06
   262    0.50745E+04    0.80997E+02    0.18600E-06    0.54378E-04    0.55895E-11    0.80997E+02    0.34235E+01    0.17717E-09   -0.87548E-09    0.95585E-15    0.18600E-06    0.17717E-09    0.55834E-12    0.40703E-09    0.12189E-10    0.54378E-04   -0.87548E-09    0.40703E-09    0.70098E-05    0.37679E-06    0.55895E-11    0.95585E-15    0.12189E-10    0.37679E-06    0.15862E-06
   263    0.50514E+04    0.82409E+02    0.18255E-06    0.53778E-04    0.57912E-11    0.82409E+02    0.35302E+01    0.13635E-09   -0.89437E-09    0.99034E-15    0.18255E-06    0.13635E-09    0.55173E-12    0.40503E-09    0.12131E-10    0.53778E-04   -0.89437E-09    0.40503E-09    0.70305E-05    0.37784E-06    0.57912E-11    0.99034E-15    0.12131E-10    0.37784E-06    0.15899E-06
   264    0.50276E+04    0.83798E+02    0.17914E-06    0.53183E-04    0.59584E-11    0.83798E+02    0.36391E+01    0.95908E-10   -0.91269E-09    0.10189E-14    0.17914E-06    0.95908E-10    0.54522E-12    0.40305E-09    0.12073E-10    0.53183E-04   -0.91269E-09    0.40305E-09    0.70511E-05    0.37890E-06    0.59584E-11    0.10189E-14    0.12073E-10    0.37890E-06    0.15935E-06
   265    0.50033E+04    0.85158E+02    0.17575E-06    0.52594E-04    0.60924E-11    0.85158E+02    0.37501E+01    0.55820E-10   -0.93038E-09    0.10418E-14    0.17575E-06    0.55820E-10    0.53880E-12    0.40108E-09    0.12016E-10    0.52594E-04   -0.93038E-09    0.40108E-09    0.70718E-05    0.37995E-06    0.60924E-11    0.10418E-14    0.12016E-10    0.37995E-06    0.15971E-06
   266    0.49788E+04    0.86510E+02    0.17240E-06    0.52009E-04    0.61945E-11    0.86510E+02    0.38635E+01    0.16075E-10   -0.94737E-09    0.10593E-14    0.17240E-06    0.16075E-10    0.53247E-12    0.39913E-09    0.11960E-10    0.52009E-04   -0.94737E-09    0.39913E-09    0.70925E-05    0.38100E-06    0.61945E-11    0.10593E-14    0.11960E-10    0.38100E-06    0.16007E-06
   267    0.49537E+04    0.87834E+02    0.16908E-06    0.51429E-04    0.62659E-11    0.87834E+02    0.39788E+01   -0.23344E-10   -0.96360E-09    0.10715E-14    0.16908E-06   -0.23344E-10    0.52624E-12    0.39720E-09    0.11904E-10    0.51429E-04   -0.96360E-09    0.39720E-09    0.71132E-05    0.38205E-06    0.62659E-11    0.10715E-14    0.11904E-10    0.38205E-06    0.16043E-06
   268    0.49283E+04    0.89142E+02    0.16579E-06    0.50854E-04    0.63080E-11    0.89142E+02    0.40964E+01   -0.62451E-10   -0.97900E-09    0.10787E-14    0.16579E-06   -0.62451E-10    0.52009E-12    0.39528E-09    0.11848E-10    0.50854E-04   -0.97900E-09    0.39528E-09    0.71339E-05    0.38309E-06    0.63080E-11    0.10787E-14    0.11848E-10    0.38309E-06    0.16079E-06
   269    0.49023E+04    0.90429E+02    0.16254E-06    0.50284E-04    0.63222E-11    0.90429E+02    0.42161E+01   -0.10126E-09   -0.99351E-09    0.10811E-14    0.16254E-06   -0.10126E-09    0.51404E-12    0.39338E-09    0.11793E-10    0.50284E-04   -0.99351E-09    0.39338E-09    0.71546E-05    0.38413E-06    0.63222E-11    0.10811E-14    0.11793E-10    0.38413E-06    0.16114E-06
   270    0.48761E+04    0.91693E+02    0.15931E-06    0.49718E-04    0.63096E-11    0.91693E+02    0.43379E+01   -0.13979E-09   -0.10071E-08    0.10790E-14    0.15931E-06   -0.13979E-09    0.50807E-12    0.39150E-09    0.11738E-10    0.49718E-04   -0.10071E-08    0.39150E-09    0.71753E-05    0.38517E-06    0.63096E-11    0.10790E-14    0.11738E-10    0.38517E-06    0.16149E-06
   271    0.48494E+04    0.92936E+02    0.15613E-06    0.49157E-04    0.62716E-11    0.92936E+02    0.44618E+01   -0.17805E-09   -0.10196E-08    0.10725E-14    0.15613E-06   -0.17805E-09    0.50219E-12    0.38964E-09    0.11683E-10    0.49157E-04   -0.10196E-08    0.38964E-09    0.71961E-05    0.38620E-06    0.62716E-11    0.10725E-14    0.11683E-10    0.38620E-06    0.16185E-06
   272    0.48226E+04    0.94149E+02    0.15297E-06    0.48600E-04    0.62096E-11    0.94149E+02    0.45880E+01   -0.21607E-09   -0.10310E-08    0.10619E-14    0.15297E-06   -0.21607E-09    0.49640E-12    0.38779E-09    0.11629E-10    0.48600E-04   -0.10310E-08    0.38779E-09    0.72168E-05    0.38723E-06    0.62096E-11    0.10619E-14    0.11629E-10    0.38723E-06    0.16220E-06
   273    0.47953E+04    0.95348E+02    0.14986E-06    0.48048E-04    0.61248E-11    0.95348E+02    0.47159E+01   -0.25384E-09   -0.10413E-08    0.10474E-14    0.14986E-06   -0.25384E-09    0.49069E-12    0.38596E-09    0.11575E-10    0.48048E-04   -0.10413E-08    0.38596E-09    0.72375E-05    0.38826E-06    0.61248E-11    0.10474E-14    0.11575E-10    0.38826E-06    0.16254E-06
   274    0.47677E+04    0.96510E+02    0.14678E-06    0.47500E-04    0.60186E-11    0.96510E+02    0.48462E+01   -0.29140E-09   -0.10503E-08    0.10292E-14    0.14678E-06   -0.29140E-09    0.48507E-12    0.38414E-09    0.11522E-10    0.47500E-04   -0.10503E-08    0.38414E-09    0.72582E-05    0.38928E-06    0.60186E-11    0.10292E-14    0.11522E-10    0.38928E-06    0.16289E-06
   275    0.47397E+04    0.97657E+02    0.14373E-06    0.46957E-04    0.58921E-11    0.97657E+02    0.49783E+01   -0.32875E-09   -0.10581E-08    0.10076E-14    0.14373E-06   -0.32875E-09    0.47953E-12    0.38234E-09    0.11469E-10    0.46957E-04   -0.10581E-08    0.38234E-09    0.72789E-05    0.39031E-06    0.58921E-11    0.10076E-14    0.11469E-10    0.39031E-06    0.16324E-06
   276    0.47115E+04    0.98768E+02    0.14073E-06    0.46418E-04    0.57468E-11    0.98768E+02    0.51124E+01   -0.36591E-09   -0.10645E-08    0.98275E-15    0.14073E-06   -0.36591E-09    0.47406E-12    0.38055E-09    0.11416E-10    0.46418E-04   -0.10645E-08    0.38055E-09    0.72997E-05    0.39132E-06    0.57468E-11    0.98275E-15    0.11416E-10    0.39132E-06    0.16358E-06
   277    0.46829E+04    0.99864E+02    0.13776E-06    0.45882E-04    0.55840E-11    0.99864E+02    0.52486E+01   -0.40289E-09   -0.10695E-08    0.95491E-15    0.13776E-06   -0.40289E-09    0.46868E-12    0.37878E-09    0.11364E-10    0.45882E-04   -0.10695E-08    0.37878E-09    0.73204E-05    0.39234E-06    0.55840E-11    0.95491E-15    0.11364E-10    0.39234E-06    0.16392E-06
   278    0.46540E+04    0.10092E+03    0.13483E-06    0.45351E-04    0.54049E-11    0.10092E+03    0.53867E+01   -0.43972E-09   -0.10730E-08    0.92428E-15    0.13483E-06   -0.43972E-09    0.46338E-12    0.37703E-09    0.11312E-10    0.45351E-04   -0.10730E-08    0.37703E-09    0.73411E-05    0.39335E-06    0.54049E-11    0.92428E-15    0.11312E-10    0.39335E-06    0.16427E-06
   279    0.46249E+04    0.10195E+03    0.13194E-06    0.44824E-04    0.52109E-11    0.10195E+03    0.55268E+01   -0.47640E-09   -0.10750E-08    0.89111E-15    0.13194E-06   -0.47640E-09    0.45816E-12    0.37529E-09    0.11260E-10    0.44824E-04   -0.10750E-08    0.37529E-09    0.73619E-05    0.39436E-06    0.52109E-11    0.89111E-15    0.11260E-10    0.39436E-06    0.16461E-06
   280    0.45954E+04    0.10297E+03    0.12908E-06    0.44301E-04    0.50033E-11    0.10297E+03    0.56687E+01   -0.51295E-09   -0.10753E-08    0.85560E-15    0.12908E-06   -0.51295E-09    0.45301E-12    0.37357E-09    0.11209E-10    0.44301E-04   -0.10753E-08    0.37357E-09    0.73826E-05    0.39537E-06    0.50033E-11    0.85560E-15    0.11209E-10    0.39537E-06    0.16494E-06
   281    0.45658E+04    0.10395E+03    0.12627E-06    0.43781E-04    0.47833E-11    0.10395E+03    0.58127E+01   -0.54939E-09   -0.10740E-08    0.81798E-15    0.12627E-06   -0.54939E-09    0.44793E-12    0.37186E-09    0.11159E-10    0.43781E-04   -0.10740E-08    0.37186E-09    0.74034E-05    0.39637E-06    0.47833E-11    0.81798E-15    0.11159E-10    0.39637E-06    0.16528E-06
   282    0.45358E+04    0.10490E+03    0.12350E-06    0.43265E-04    0.45524E-11    0.10490E+03    0.59582E+01   -0.58572E-09   -0.10709E-08    0.77848E-15    0.12350E-06   -0.58572E-09    0.44293E-12    0.37017E-09    0.11108E-10    0.43265E-04   -0.10709E-08    0.37017E-09    0.74241E-05    0.39737E-06    0.45524E-11    0.77848E-15    0.11108E-10    0.39737E-06    0.16562E-06
   283    0.45056E+04    0.10582E+03    0.12078E-06    0.42753E-04    0.43117E-11    0.10582E+03    0.61057E+01   -0.62198E-09   -0.10660E-08    0.73732E-15    0.12078E-06   -0.62198E-09    0.43800E-12    0.36849E-09    0.11058E-10    0.42753E-04   -0.10660E-08    0.36849E-09    0.74449E-05    0.39837E-06    0.43117E-11    0.73732E-15    0.11058E-10    0.39837E-06    0.16595E-06
   284    0.44751E+04    0.10671E+03    0.11809E-06    0.42244E-04    0.40626E-11    0.10671E+03    0.62551E+01   -0.65816E-09   -0.10592E-08    0.69473E-15    0.11809E-06   -0.65816E-09    0.43314E-12    0.36683E-09    0.11008E-10    0.42244E-04   -0.10592E-08    0.36683E-09    0.74657E-05    0.39936E-06    0.40626E-11    0.69473E-15    0.11008E-10    0.39936E-06    0.16628E-06
   285    0.44445E+04    0.10757E+03    0.11545E-06    0.41739E-04    0.38064E-11    0.10757E+03    0.64062E+01   -0.69429E-09   -0.10505E-08    0.65092E-15    0.11545E-06   -0.69429E-09    0.42836E-12    0.36518E-09    0.10959E-10    0.41739E-04   -0.10505E-08    0.36518E-09    0.74864E-05    0.40035E-06    0.38064E-11    0.65092E-15    0.10959E-10    0.40035E-06    0.16661E-06
