#    L    TT             EE             TE             PP             TP          
   318    0.33653E+04    0.12093E+02    0.11687E+03    0.14226E+07   -0.10516E+01
   319    0.33326E+04    0.12276E+02    0.11653E+03    0.14172E+07   -0.10540E+01
   320    0.33001E+04    0.12459E+02    0.11616E+03    0.14119E+07   -0.10519E+01
   321    0.32676E+04    0.12643E+02    0.11575E+03    0.14066E+07   -0.10455E+01
   322    0.32353E+04    0.12825E+02    0.11531E+03    0.14014E+07   -0.10352E+01
   323    0.32031E+04    0.13007E+02    0.11482E+03    0.13961E+07   -0.10211E+01
   324    0.31710E+04    0.13190E+02    0.11429E+03    0.13909E+07   -0.10034E+01
   325    0.31392E+04    0.13370E+02    0.11374E+03    0.13858E+07   -0.98228E+00
   326    0.31075E+04    0.13552E+02    0.11314E+03    0.13806E+07   -0.95806E+00
   327    0.30759E+04    0.13733E+02    0.11251E+03    0.13755E+07   -0.93091E+00
   328    0.30446E+04    0.13912E+02    0.11185E+03    0.13704E+07   -0.90106E+00
   329    0.30135E+04    0.14092E+02    0.11115E+03    0.13654E+07   -0.86872E+00
   330    0.29825E+04    0.14270E+02    0.11041E+03    0.13604E+07   -0.83410E+00
   331    0.29519E+04    0.14447E+02    0.10964E+03    0.13554E+07   -0.79743E+00
   332    0.29214E+04    0.14625E+02    0.10884E+03    0.13504E+07   -0.75892E+00
   333    0.28911E+04    0.14800E+02    0.10800E+03    0.13455E+07   -0.71880E+00
   334    0.28611E+04    0.14976E+02    0.10713E+03    0.13406E+07   -0.67727E+00
   335    0.28312E+04    0.15149E+02    0.10622E+03    0.13357E+07   -0.63456E+00
   336    0.28017E+04    0.15321E+02    0.10528E+03    0.13308E+07   -0.59089E+00
   337    0.27724E+04    0.15492E+02    0.10429E+03    0.13260E+07   -0.54646E+00
   338    0.27433E+04    0.15662E+02    0.10329E+03    0.13212E+07   -0.50151E+00
   339    0.27147E+04    0.15831E+02    0.10224E+03    0.13164E+07   -0.45624E+00
   340    0.26862E+04    0.15998E+02    0.10118E+03    0.13116E+07   -0.41088E+00
   341    0.26579E+04    0.16163E+02    0.10007E+03    0.13069E+07   -0.36565E+00
   342    0.26301E+04    0.16328E+02    0.98929E+02    0.13022E+07   -0.32075E+00
   343    0.26025E+04    0.16490E+02    0.97761E+02    0.12975E+07   -0.27642E+00
   344    0.25752E+04    0.16651E+02    0.96563E+02    0.12928E+07   -0.23286E+00
   345    0.25482E+04    0.16810E+02    0.95336E+02    0.12882E+07   -0.19029E+00
   346    0.25216E+04    0.16967E+02    0.94086E+02    0.12836E+07   -0.14894E+00
   347    0.24952E+04    0.17122E+02    0.92800E+02    0.12790E+07   -0.10901E+00
   348    0.24692E+04    0.17275E+02    0.91484E+02    0.12745E+07   -0.70737E-01
   349    0.24435E+04    0.17426E+02    0.90138E+02    0.12699E+07   -0.34327E-01
   350    0.24182E+04    0.17575E+02    0.88770E+02    0.12654E+07    0.00000E+00
   351    0.23933E+04    0.17722E+02    0.87373E+02    0.12609E+07    0.32072E-01
   352    0.23687E+04    0.17866E+02    0.85946E+02    0.12564E+07    0.61901E-01
   353    0.23444E+04    0.18008E+02    0.84504E+02    0.12520E+07    0.89546E-01
   354    0.23204E+04    0.18148E+02    0.83026E+02    0.12476E+07    0.11507E+00
   355    0.22969E+04    0.18285E+02    0.81525E+02    0.12432E+07    0.13852E+00
   356    0.22738E+04    0.18421E+02    0.80009E+02    0.12388E+07    0.15996E+00
   357    0.22510E+04    0.18553E+02    0.78463E+02    0.12344E+07    0.17945E+00
   358    0.22286E+04    0.18682E+02    0.76903E+02    0.12301E+07    0.19705E+00
   359    0.22066E+04    0.18808E+02    0.75313E+02    0.12258E+07    0.21281E+00
   360    0.21849E+04    0.18933E+02    0.73705E+02    0.12215E+07    0.22680E+00
   361    0.21637E+04    0.19054E+02    0.72073E+02    0.12172E+07    0.23907E+00
   362    0.21429E+04    0.19173E+02    0.70421E+02    0.12129E+07    0.24968E+00
   363    0.21224E+04    0.19289E+02    0.68752E+02    0.12087E+07    0.25869E+00
   364    0.21024E+04    0.19402E+02    0.67061E+02    0.12045E+07    0.26616E+00
   365    0.20827E+04    0.19511E+02    0.65354E+02    0.12003E+07    0.27215E+00
   366    0.20635E+04    0.19618E+02    0.63629E+02    0.11961E+07    0.27671E+00
   367    0.20448E+04    0.19721E+02    0.61887E+02    0.11920E+07    0.27990E+00
   368    0.20263E+04    0.19821E+02    0.60130E+02    0.11879E+07    0.28178E+00
   369    0.20084E+04    0.19919E+02    0.58356E+02    0.11838E+07    0.28241E+00
   370    0.19909E+04    0.20013E+02    0.56570E+02    0.11797E+07    0.28185E+00
   371    0.19737E+04    0.20103E+02    0.54769E+02    0.11756E+07    0.28015E+00
   372    0.19570E+04    0.20190E+02    0.52956E+02    0.11716E+07    0.27738E+00
   373    0.19407E+04    0.20274E+02    0.51128E+02    0.11675E+07    0.27360E+00
   374    0.19249E+04    0.20355E+02    0.49291E+02    0.11635E+07    0.26885E+00
   375    0.19094E+04    0.20432E+02    0.47442E+02    0.11595E+07    0.26320E+00
   376    0.18945E+04    0.20506E+02    0.45583E+02    0.11556E+07    0.25671E+00
   377    0.18800E+04    0.20576E+02    0.43717E+02    0.11516E+07    0.24944E+00
   378    0.18658E+04    0.20642E+02    0.41839E+02    0.11477E+07    0.24144E+00
   379    0.18521E+04    0.20705E+02    0.39956E+02    0.11438E+07    0.23277E+00
   380    0.18389E+04    0.20766E+02    0.38064E+02    0.11399E+07    0.22350E+00
   381    0.18261E+04    0.20820E+02    0.36167E+02    0.11360E+07    0.21367E+00
   382    0.18137E+04    0.20872E+02    0.34265E+02    0.11322E+07    0.20335E+00
   383    0.18017E+04    0.20920E+02    0.32356E+02    0.11283E+07    0.19260E+00
   384    0.17903E+04    0.20964E+02    0.30445E+02    0.11245E+07    0.18147E+00
   385    0.17792E+04    0.21005E+02    0.28531E+02    0.11207E+07    0.17003E+00
   386    0.17686E+04    0.21042E+02    0.26614E+02    0.11169E+07    0.15833E+00
   387    0.17583E+04    0.21075E+02    0.24695E+02    0.11132E+07    0.14642E+00
   388    0.17485E+04    0.21104E+02    0.22777E+02    0.11094E+07    0.13438E+00
   389    0.17392E+04    0.21127E+02    0.20857E+02    0.11057E+07    0.12225E+00
   390    0.17303E+04    0.21150E+02    0.18940E+02    0.11020E+07    0.11010E+00
   391    0.17218E+04    0.21167E+02    0.17023E+02    0.10983E+07    0.97975E-01
   392    0.17137E+04    0.21182E+02    0.15109E+02    0.10946E+07    0.85945E-01
   393    0.17061E+04    0.21192E+02    0.13198E+02    0.10910E+07    0.74065E-01
   394    0.16989E+04    0.21199E+02    0.11292E+02    0.10873E+07    0.62394E-01
   395    0.16920E+04    0.21201E+02    0.93887E+01    0.10837E+07    0.50988E-01
   396    0.16857E+04    0.21199E+02    0.74924E+01    0.10801E+07    0.39907E-01
   397    0.16797E+04    0.21194E+02    0.56016E+01    0.10765E+07    0.29210E-01
   398    0.16742E+04    0.21185E+02    0.37176E+01    0.10729E+07    0.18954E-01
   399    0.16690E+04    0.21172E+02    0.18412E+01    0.10694E+07    0.91979E-02
   400    0.16642E+04    0.21155E+02   -0.26624E-01    0.10658E+07    0.00000E+00
   401    0.16599E+04    0.21134E+02   -0.18853E+01    0.10623E+07   -0.85937E-02
   402    0.16560E+04    0.21108E+02   -0.37340E+01    0.10588E+07   -0.16586E-01
   403    0.16525E+04    0.21080E+02   -0.55721E+01    0.10553E+07   -0.23994E-01
   404    0.16494E+04    0.21047E+02   -0.73980E+01    0.10518E+07   -0.30832E-01
   405    0.16466E+04    0.21010E+02   -0.92126E+01    0.10483E+07   -0.37115E-01
   406    0.16442E+04    0.20970E+02   -0.11014E+02    0.10449E+07   -0.42861E-01
   407    0.16423E+04    0.20925E+02   -0.12802E+02    0.10415E+07   -0.48083E-01
   408    0.16407E+04    0.20877E+02   -0.14575E+02    0.10381E+07   -0.52799E-01
   409    0.16395E+04    0.20826E+02   -0.16333E+02    0.10347E+07   -0.57023E-01
   410    0.16387E+04    0.20770E+02   -0.18076E+02    0.10313E+07   -0.60771E-01
   411    0.16383E+04    0.20711E+02   -0.19802E+02    0.10279E+07   -0.64059E-01
   412    0.16382E+04    0.20648E+02   -0.21511E+02    0.10245E+07   -0.66902E-01
   413    0.16384E+04    0.20582E+02   -0.23202E+02    0.10212E+07   -0.69317E-01
   414    0.16390E+04    0.20512E+02   -0.24875E+02    0.10179E+07   -0.71318E-01
   415    0.16400E+04    0.20439E+02   -0.26528E+02    0.10146E+07   -0.72922E-01
   416    0.16413E+04    0.20361E+02   -0.28162E+02    0.10113E+07   -0.74143E-01
   417    0.16429E+04    0.20281E+02   -0.29777E+02    0.10080E+07   -0.74998E-01
   418    0.16449E+04    0.20195E+02   -0.31370E+02    0.10047E+07   -0.75502E-01
   419    0.16473E+04    0.20108E+02   -0.32940E+02    0.10015E+07   -0.75672E-01
   420    0.16499E+04    0.20017E+02   -0.34489E+02    0.99824E+06   -0.75521E-01
   421    0.16529E+04    0.19923E+02   -0.36015E+02    0.99502E+06   -0.75067E-01
   422    0.16562E+04    0.19825E+02   -0.37518E+02    0.99181E+06   -0.74325E-01
   423    0.16598E+04    0.19723E+02   -0.38997E+02    0.98862E+06   -0.73310E-01
   424    0.16636E+04    0.19618E+02   -0.40452E+02    0.98544E+06   -0.72038E-01
   425    0.16678E+04    0.19510E+02   -0.41880E+02    0.98227E+06   -0.70524E-01
   426    0.16724E+04    0.19400E+02   -0.43283E+02    0.97912E+06   -0.68786E-01
   427    0.16771E+04    0.19285E+02   -0.44662E+02    0.97599E+06   -0.66837E-01
   428    0.16821E+04    0.19168E+02   -0.46012E+02    0.97286E+06   -0.64693E-01
   429    0.16874E+04    0.19048E+02   -0.47336E+02    0.96976E+06   -0.62371E-01
   430    0.16930E+04    0.18926E+02   -0.48632E+02    0.96666E+06   -0.59886E-01
   431    0.16989E+04    0.18800E+02   -0.49900E+02    0.96358E+06   -0.57253E-01
   432    0.17049E+04    0.18671E+02   -0.51141E+02    0.96051E+06   -0.54488E-01
   433    0.17113E+04    0.18540E+02   -0.52351E+02    0.95746E+06   -0.51607E-01
   434    0.17178E+04    0.18406E+02   -0.53534E+02    0.95442E+06   -0.48626E-01
   435    0.17246E+04    0.18270E+02   -0.54686E+02    0.95139E+06   -0.45560E-01
   436    0.17317E+04    0.18132E+02   -0.55809E+02    0.94838E+06   -0.42424E-01
   437    0.17390E+04    0.17990E+02   -0.56901E+02    0.94538E+06   -0.39234E-01
   438    0.17464E+04    0.17846E+02   -0.57961E+02    0.94239E+06   -0.36007E-01
   439    0.17541E+04    0.17701E+02   -0.58991E+02    0.93942E+06   -0.32757E-01
   440    0.17620E+04    0.17552E+02   -0.59989E+02    0.93646E+06   -0.29500E-01
   441    0.17702E+04    0.17402E+02   -0.60956E+02    0.93351E+06   -0.26252E-01
   442    0.17784E+04    0.17249E+02   -0.61891E+02    0.93057E+06   -0.23029E-01
   443    0.17869E+04    0.17094E+02   -0.62793E+02    0.92765E+06   -0.19846E-01
   444    0.17955E+04    0.16938E+02   -0.63662E+02    0.92474E+06   -0.16718E-01
   445    0.18043E+04    0.16779E+02   -0.64498E+02    0.92184E+06   -0.13662E-01
   446    0.18132E+04    0.16619E+02   -0.65300E+02    0.91896E+06   -0.10693E-01
   447    0.18224E+04    0.16458E+02   -0.66070E+02    0.91609E+06   -0.78268E-02
   448    0.18316E+04    0.16294E+02   -0.66807E+02    0.91323E+06   -0.50787E-02
   449    0.18410E+04    0.16129E+02   -0.67508E+02    0.91038E+06   -0.24646E-02
   450    0.18506E+04    0.15963E+02   -0.68177E+02    0.90754E+06    0.00000E+00
   451    0.18602E+04    0.15795E+02   -0.68811E+02    0.90472E+06    0.23027E-02
   452    0.18700E+04    0.15626E+02   -0.69412E+02    0.90191E+06    0.44443E-02
   453    0.18799E+04    0.15456E+02   -0.69978E+02    0.89911E+06    0.64291E-02
   454    0.18899E+04    0.15285E+02   -0.70511E+02    0.89633E+06    0.82613E-02
   455    0.19000E+04    0.15113E+02   -0.71010E+02    0.89355E+06    0.99450E-02
   456    0.19102E+04    0.14940E+02   -0.71469E+02    0.89079E+06    0.11485E-01
   457    0.19204E+04    0.14766E+02   -0.71902E+02    0.88804E+06    0.12884E-01
   458    0.19308E+04    0.14592E+02   -0.72290E+02    0.88530E+06    0.14147E-01
   459    0.19413E+04    0.14417E+02   -0.72648E+02    0.88257E+06    0.15279E-01
   460    0.19518E+04    0.14241E+02   -0.72972E+02    0.87985E+06    0.16284E-01
   461    0.19623E+04    0.14065E+02   -0.73261E+02    0.87715E+06    0.17165E-01
   462    0.19729E+04    0.13888E+02   -0.73510E+02    0.87446E+06    0.17926E-01
   463    0.19836E+04    0.13712E+02   -0.73737E+02    0.87178E+06    0.18573E-01
   464    0.19942E+04    0.13536E+02   -0.73912E+02    0.86911E+06    0.19110E-01
   465    0.20048E+04    0.13359E+02   -0.74066E+02    0.86645E+06    0.19539E-01
   466    0.20155E+04    0.13182E+02   -0.74175E+02    0.86380E+06    0.19867E-01
   467    0.20263E+04    0.13006E+02   -0.74255E+02    0.86117E+06    0.20096E-01
   468    0.20370E+04    0.12830E+02   -0.74298E+02    0.85854E+06    0.20231E-01
   469    0.20478E+04    0.12653E+02   -0.74312E+02    0.85593E+06    0.20276E-01
   470    0.20586E+04    0.12478E+02   -0.74289E+02    0.85333E+06    0.20236E-01
   471    0.20692E+04    0.12304E+02   -0.74229E+02    0.85074E+06    0.20114E-01
   472    0.20799E+04    0.12130E+02   -0.74139E+02    0.84816E+06    0.19915E-01
   473    0.20906E+04    0.11956E+02   -0.74013E+02    0.84559E+06    0.19643E-01
   474    0.21013E+04    0.11784E+02   -0.73857E+02    0.84303E+06    0.19302E-01
   475    0.21120E+04    0.11612E+02   -0.73665E+02    0.84049E+06    0.18897E-01
   476    0.21225E+04    0.11442E+02   -0.73437E+02    0.83795E+06    0.18431E-01
   477    0.21330E+04    0.11273E+02   -0.73185E+02    0.83543E+06    0.17909E-01
   478    0.21435E+04    0.11104E+02   -0.72888E+02    0.83291E+06    0.17334E-01
   479    0.21539E+04    0.10937E+02   -0.72573E+02    0.83041E+06    0.16712E-01
   480    0.21642E+04    0.10772E+02   -0.72219E+02    0.82792E+06    0.16046E-01
   481    0.21745E+04    0.10608E+02   -0.71830E+02    0.82544E+06    0.15341E-01
   482    0.21848E+04    0.10446E+02   -0.71412E+02    0.82297E+06    0.14600E-01
   483    0.21949E+04    0.10286E+02   -0.70968E+02    0.82051E+06    0.13828E-01
   484    0.22048E+04    0.10127E+02   -0.70491E+02    0.81805E+06    0.13029E-01
   485    0.22148E+04    0.99700E+01   -0.69983E+02    0.81562E+06    0.12208E-01
   486    0.22247E+04    0.98158E+01   -0.69445E+02    0.81319E+06    0.11367E-01
   487    0.22344E+04    0.96637E+01   -0.68879E+02    0.81077E+06    0.10513E-01
   488    0.22440E+04    0.95129E+01   -0.68283E+02    0.80836E+06    0.96480E-02
   489    0.22535E+04    0.93649E+01   -0.67658E+02    0.80596E+06    0.87772E-02
   490    0.22629E+04    0.92197E+01   -0.67004E+02    0.80357E+06    0.79046E-02
   491    0.22721E+04    0.90767E+01   -0.66325E+02    0.80119E+06    0.70343E-02
   492    0.22813E+04    0.89364E+01   -0.65618E+02    0.79882E+06    0.61706E-02
   493    0.22903E+04    0.87975E+01   -0.64883E+02    0.79647E+06    0.53177E-02
   494    0.22992E+04    0.86628E+01   -0.64123E+02    0.79412E+06    0.44797E-02
   495    0.23078E+04    0.85303E+01   -0.63337E+02    0.79178E+06    0.36608E-02
   496    0.23163E+04    0.84012E+01   -0.62526E+02    0.78945E+06    0.28652E-02
   497    0.23247E+04    0.82750E+01   -0.61690E+02    0.78713E+06    0.20972E-02
   498    0.23329E+04    0.81508E+01   -0.60831E+02    0.78482E+06    0.13608E-02
   499    0.23411E+04    0.80310E+01   -0.59947E+02    0.78252E+06    0.66038E-03
   500    0.23491E+04    0.79131E+01   -0.59041E+02    0.78023E+06    0.00000E+00
   501    0.23567E+04    0.77996E+01   -0.58113E+02    0.77795E+06   -0.61700E-03
   502    0.23644E+04    0.76896E+01   -0.57162E+02    0.77568E+06   -0.11909E-02
   503    0.23718E+04    0.75823E+01   -0.56191E+02    0.77342E+06   -0.17227E-02
   504    0.23789E+04    0.74786E+01   -0.55197E+02    0.77117E+06   -0.22136E-02
   505    0.23861E+04    0.73792E+01   -0.54186E+02    0.76893E+06   -0.26648E-02
   506    0.23929E+04    0.72835E+01   -0.53154E+02    0.76669E+06   -0.30773E-02
   507    0.23996E+04    0.71912E+01   -0.52103E+02    0.76447E+06   -0.34522E-02
   508    0.24061E+04    0.71033E+01   -0.51034E+02    0.76226E+06   -0.37908E-02
   509    0.24124E+04    0.70189E+01   -0.49948E+02    0.76005E+06   -0.40941E-02
   510    0.24184E+04    0.69386E+01   -0.48846E+02    0.75786E+06   -0.43632E-02
   511    0.24243E+04    0.68621E+01   -0.47727E+02    0.75567E+06   -0.45992E-02
   512    0.24300E+04    0.67900E+01   -0.46592E+02    0.75349E+06   -0.48034E-02
   513    0.24355E+04    0.67219E+01   -0.45443E+02    0.75132E+06   -0.49767E-02
   514    0.24407E+04    0.66582E+01   -0.44281E+02    0.74916E+06   -0.51204E-02
   515    0.24458E+04    0.65987E+01   -0.43104E+02    0.74701E+06   -0.52355E-02
   516    0.24507E+04    0.65437E+01   -0.41915E+02    0.74487E+06   -0.53232E-02
   517    0.24552E+04    0.64931E+01   -0.40714E+02    0.74274E+06   -0.53846E-02
   518    0.24596E+04    0.64470E+01   -0.39502E+02    0.74062E+06   -0.54208E-02
   519    0.24639E+04    0.64054E+01   -0.38278E+02    0.73850E+06   -0.54330E-02
   520    0.24679E+04    0.63683E+01   -0.37046E+02    0.73640E+06   -0.54222E-02
   521    0.24716E+04    0.63358E+01   -0.35804E+02    0.73430E+06   -0.53896E-02
   522    0.24750E+04    0.63082E+01   -0.34554E+02    0.73222E+06   -0.53363E-02
   523    0.24783E+04    0.62852E+01   -0.33296E+02    0.73014E+06   -0.52634E-02
   524    0.24814E+04    0.62669E+01   -0.32031E+02    0.72807E+06   -0.51721E-02
   525    0.24842E+04    0.62534E+01   -0.30759E+02    0.72600E+06   -0.50634E-02
   526    0.24868E+04    0.62448E+01   -0.29482E+02    0.72395E+06   -0.49386E-02
   527    0.24893E+04    0.62409E+01   -0.28200E+02    0.72191E+06   -0.47986E-02
   528    0.24914E+04    0.62419E+01   -0.26915E+02    0.71987E+06   -0.46448E-02
   529    0.24933E+04    0.62480E+01   -0.25625E+02    0.71784E+06   -0.44780E-02
   530    0.24950E+04    0.62591E+01   -0.24335E+02    0.71582E+06   -0.42996E-02
   531    0.24966E+04    0.62749E+01   -0.23040E+02    0.71381E+06   -0.41106E-02
   532    0.24978E+04    0.62959E+01   -0.21746E+02    0.71181E+06   -0.39121E-02
   533    0.24988E+04    0.63219E+01   -0.20451E+02    0.70982E+06   -0.37052E-02
   534    0.24995E+04    0.63529E+01   -0.19157E+02    0.70783E+06   -0.34912E-02
   535    0.25001E+04    0.63890E+01   -0.17864E+02    0.70585E+06   -0.32710E-02
   536    0.25004E+04    0.64301E+01   -0.16572E+02    0.70389E+06   -0.30459E-02
   537    0.25005E+04    0.64763E+01   -0.15283E+02    0.70192E+06   -0.28169E-02
   538    0.25003E+04    0.65277E+01   -0.13997E+02    0.69997E+06   -0.25852E-02
   539    0.25000E+04    0.65840E+01   -0.12716E+02    0.69803E+06   -0.23518E-02
   540    0.24994E+04    0.66457E+01   -0.11439E+02    0.69609E+06   -0.21180E-02
   541    0.24986E+04    0.67122E+01   -0.10167E+02    0.69416E+06   -0.18848E-02
   542    0.24975E+04    0.67840E+01   -0.89025E+01    0.69224E+06   -0.16534E-02
   543    0.24962E+04    0.68609E+01   -0.76444E+01    0.69033E+06   -0.14249E-02
   544    0.24948E+04    0.69429E+01   -0.63938E+01    0.68842E+06   -0.12003E-02
   545    0.24930E+04    0.70299E+01   -0.51513E+01    0.68653E+06   -0.98090E-03
   546    0.24911E+04    0.71218E+01   -0.39180E+01    0.68464E+06   -0.76774E-03
   547    0.24889E+04    0.72188E+01   -0.26941E+01    0.68276E+06   -0.56194E-03
   548    0.24866E+04    0.73209E+01   -0.14806E+01    0.68088E+06   -0.36464E-03
   549    0.24840E+04    0.74280E+01   -0.27831E+00    0.67902E+06   -0.17695E-03
   550    0.24812E+04    0.75402E+01    0.91234E+00    0.67716E+06    0.00000E+00
   551    0.24783E+04    0.76574E+01    0.20907E+01    0.67531E+06    0.16532E-03
   552    0.24750E+04    0.77798E+01    0.32557E+01    0.67347E+06    0.31909E-03
   553    0.24717E+04    0.79057E+01    0.44071E+01    0.67163E+06    0.46159E-03
   554    0.24681E+04    0.80382E+01    0.55441E+01    0.66981E+06    0.59314E-03
   555    0.24642E+04    0.81751E+01    0.66658E+01    0.66799E+06    0.71402E-03
   556    0.24602E+04    0.83170E+01    0.77722E+01    0.66617E+06    0.82455E-03
   557    0.24560E+04    0.84633E+01    0.88613E+01    0.66437E+06    0.92502E-03
   558    0.24516E+04    0.86155E+01    0.99338E+01    0.66257E+06    0.10157E-02
   559    0.24469E+04    0.87712E+01    0.10989E+02    0.66078E+06    0.10970E-02
   560    0.24422E+04    0.89314E+01    0.12025E+02    0.65900E+06    0.11691E-02
   561    0.24371E+04    0.90967E+01    0.13043E+02    0.65722E+06    0.12324E-02
   562    0.24320E+04    0.92671E+01    0.14040E+02    0.65545E+06    0.12871E-02
   563    0.24267E+04    0.94411E+01    0.15020E+02    0.65369E+06    0.13335E-02
   564    0.24212E+04    0.96210E+01    0.15976E+02    0.65194E+06    0.13720E-02
   565    0.24155E+04    0.98038E+01    0.16913E+02    0.65019E+06    0.14029E-02
   566    0.24097E+04    0.99918E+01    0.17827E+02    0.64845E+06    0.14264E-02
   567    0.24037E+04    0.10183E+02    0.18719E+02    0.64672E+06    0.14428E-02
   568    0.23975E+04    0.10380E+02    0.19588E+02    0.64499E+06    0.14525E-02
   569    0.23911E+04    0.10581E+02    0.20435E+02    0.64327E+06    0.14558E-02
   570    0.23847E+04    0.10786E+02    0.21257E+02    0.64156E+06    0.14529E-02
   571    0.23780E+04    0.10995E+02    0.22054E+02    0.63986E+06    0.14441E-02
   572    0.23712E+04    0.11208E+02    0.22827E+02    0.63816E+06    0.14298E-02
   573    0.23643E+04    0.11425E+02    0.23573E+02    0.63647E+06    0.14103E-02
   574    0.23572E+04    0.11646E+02    0.24295E+02    0.63479E+06    0.13859E-02
   575    0.23500E+04    0.11870E+02    0.24989E+02    0.63311E+06    0.13567E-02
   576    0.23427E+04    0.12099E+02    0.25658E+02    0.63144E+06    0.13233E-02
   577    0.23352E+04    0.12331E+02    0.26299E+02    0.62978E+06    0.12858E-02
   578    0.23276E+04    0.12566E+02    0.26913E+02    0.62812E+06    0.12446E-02
   579    0.23199E+04    0.12805E+02    0.27499E+02    0.62647E+06    0.11999E-02
   580    0.23122E+04    0.13048E+02    0.28056E+02    0.62483E+06    0.11521E-02
   581    0.23041E+04    0.13293E+02    0.28586E+02    0.62319E+06    0.11014E-02
   582    0.22961E+04    0.13543E+02    0.29086E+02    0.62157E+06    0.10482E-02
   583    0.22880E+04    0.13795E+02    0.29556E+02    0.61994E+06    0.99282E-03
   584    0.22797E+04    0.14050E+02    0.29997E+02    0.61833E+06    0.93546E-03
   585    0.22714E+04    0.14308E+02    0.30408E+02    0.61672E+06    0.87647E-03
   586    0.22630E+04    0.14569E+02    0.30789E+02    0.61511E+06    0.81614E-03
   587    0.22546E+04    0.14833E+02    0.31140E+02    0.61352E+06    0.75479E-03
   588    0.22459E+04    0.15100E+02    0.31459E+02    0.61193E+06    0.69270E-03
   589    0.22373E+04    0.15369E+02    0.31747E+02    0.61034E+06    0.63017E-03
   590    0.22285E+04    0.15640E+02    0.32005E+02    0.60877E+06    0.56752E-03
   591    0.22197E+04    0.15915E+02    0.32231E+02    0.60720E+06    0.50504E-03
   592    0.22109E+04    0.16191E+02    0.32424E+02    0.60563E+06    0.44303E-03
   593    0.22019E+04    0.16470E+02    0.32587E+02    0.60407E+06    0.38179E-03
   594    0.21929E+04    0.16751E+02    0.32717E+02    0.60252E+06    0.32162E-03
   595    0.21838E+04    0.17033E+02    0.32816E+02    0.60098E+06    0.26283E-03
   596    0.21747E+04    0.17318E+02    0.32881E+02    0.59944E+06    0.20571E-03
   597    0.21656E+04    0.17603E+02    0.32915E+02    0.59790E+06    0.15057E-03
   598    0.21567E+04    0.17891E+02    0.32916E+02    0.59638E+06    0.97704E-04
   599    0.21476E+04    0.18181E+02    0.32885E+02    0.59485E+06    0.47413E-04
   600    0.21384E+04    0.18472E+02    0.32821E+02    0.59334E+06    0.00000E+00
   601    0.21291E+04    0.18764E+02    0.32724E+02    0.59183E+06   -0.44298E-04
   602    0.21199E+04    0.19057E+02    0.32594E+02    0.59033E+06   -0.85499E-04
   603    0.21106E+04    0.19352E+02    0.32433E+02    0.58883E+06   -0.12368E-03
   604    0.21015E+04    0.19648E+02    0.32238E+02    0.58734E+06   -0.15893E-03
   605    0.20922E+04    0.19944E+02    0.32011E+02    0.58585E+06   -0.19132E-03
   606    0.20831E+04    0.20241E+02    0.31751E+02    0.58438E+06   -0.22094E-03
   607    0.20737E+04    0.20538E+02    0.31458E+02    0.58290E+06   -0.24786E-03
   608    0.20645E+04    0.20837E+02    0.31132E+02    0.58143E+06   -0.27217E-03
   609    0.20553E+04    0.21135E+02    0.30774E+02    0.57997E+06   -0.29394E-03
   610    0.20461E+04    0.21433E+02    0.30382E+02    0.57852E+06   -0.31326E-03
   611    0.20370E+04    0.21732E+02    0.29959E+02    0.57707E+06   -0.33021E-03
   612    0.20279E+04    0.22032E+02    0.29504E+02    0.57562E+06   -0.34487E-03
   613    0.20188E+04    0.22329E+02    0.29015E+02    0.57419E+06   -0.35731E-03
   614    0.20098E+04    0.22628E+02    0.28494E+02    0.57275E+06   -0.36763E-03
   615    0.20008E+04    0.22925E+02    0.27942E+02    0.57133E+06   -0.37589E-03
   616    0.19918E+04    0.23224E+02    0.27358E+02    0.56990E+06   -0.38219E-03
   617    0.19830E+04    0.23521E+02    0.26743E+02    0.56849E+06   -0.38660E-03
   618    0.19742E+04    0.23818E+02    0.26095E+02    0.56708E+06   -0.38920E-03
   619    0.19654E+04    0.24115E+02    0.25418E+02    0.56567E+06   -0.39007E-03
   620    0.19568E+04    0.24410E+02    0.24709E+02    0.56427E+06   -0.38929E-03
   621    0.19481E+04    0.24704E+02    0.23969E+02    0.56288E+06   -0.38695E-03
   622    0.19395E+04    0.24998E+02    0.23198E+02    0.56149E+06   -0.38313E-03
   623    0.19311E+04    0.25289E+02    0.22399E+02    0.56011E+06   -0.37789E-03
   624    0.19227E+04    0.25579E+02    0.21569E+02    0.55873E+06   -0.37134E-03
   625    0.19143E+04    0.25867E+02    0.20709E+02    0.55736E+06   -0.36354E-03
   626    0.19061E+04    0.26155E+02    0.19820E+02    0.55600E+06   -0.35457E-03
   627    0.18981E+04    0.26440E+02    0.18902E+02    0.55463E+06   -0.34453E-03
   628    0.18901E+04    0.26723E+02    0.17956E+02    0.55328E+06   -0.33348E-03
   629    0.18822E+04    0.27004E+02    0.16981E+02    0.55193E+06   -0.32151E-03
   630    0.18743E+04    0.27284E+02    0.15977E+02    0.55058E+06   -0.30870E-03
   631    0.18666E+04    0.27561E+02    0.14947E+02    0.54924E+06   -0.29513E-03
   632    0.18591E+04    0.27835E+02    0.13889E+02    0.54791E+06   -0.28088E-03
   633    0.18516E+04    0.28108E+02    0.12805E+02    0.54658E+06   -0.26602E-03
   634    0.18443E+04    0.28377E+02    0.11694E+02    0.54526E+06   -0.25066E-03
