#    L    TT             EE             BB             TE             PP             TP             EP          
   230    0.55559E+04    0.11392E+01    0.00000E+00    0.30301E+02    0.44393E-07   -0.68265E-06    0.10973E-08
   231    0.55497E+04    0.11794E+01    0.00000E+00    0.31937E+02    0.44184E-07   -0.65262E-06    0.10490E-08
   232    0.55429E+04    0.12213E+01    0.00000E+00    0.33577E+02    0.43976E-07   -0.62109E-06    0.99830E-09
   233    0.55355E+04    0.12652E+01    0.00000E+00    0.35219E+02    0.43771E-07   -0.58824E-06    0.94550E-09
   234    0.55274E+04    0.13109E+01    0.00000E+00    0.36863E+02    0.43566E-07   -0.55424E-06    0.89085E-09
   235    0.55188E+04    0.13584E+01    0.00000E+00    0.38509E+02    0.43363E-07   -0.51927E-06    0.83465E-09
   236    0.55095E+04    0.14079E+01    0.00000E+00    0.40157E+02    0.43162E-07   -0.48352E-06    0.77718E-09
   237    0.54996E+04    0.14594E+01    0.00000E+00    0.41804E+02    0.42963E-07   -0.44716E-06    0.71873E-09
   238    0.54892E+04    0.15129E+01    0.00000E+00    0.43452E+02    0.42765E-07   -0.41036E-06    0.65959E-09
   239    0.54782E+04    0.15683E+01    0.00000E+00    0.45098E+02    0.42568E-07   -0.37331E-06    0.60004E-09
   240    0.54665E+04    0.16256E+01    0.00000E+00    0.46742E+02    0.42373E-07   -0.33619E-06    0.54037E-09
   241    0.54543E+04    0.16851E+01    0.00000E+00    0.48383E+02    0.42179E-07   -0.29917E-06    0.48087E-09
   242    0.54415E+04    0.17465E+01    0.00000E+00    0.50021E+02    0.41987E-07   -0.26243E-06    0.42181E-09
   243    0.54282E+04    0.18100E+01    0.00000E+00    0.51655E+02    0.41796E-07   -0.22615E-06    0.36350E-09
   244    0.54142E+04    0.18756E+01    0.00000E+00    0.53285E+02    0.41607E-07   -0.19050E-06    0.30621E-09
   245    0.53997E+04    0.19433E+01    0.00000E+00    0.54908E+02    0.41419E-07   -0.15568E-06    0.25023E-09
   246    0.53846E+04    0.20130E+01    0.00000E+00    0.56527E+02    0.41233E-07   -0.12184E-06    0.19584E-09
   247    0.53690E+04    0.20849E+01    0.00000E+00    0.58137E+02    0.41047E-07   -0.89180E-07    0.14334E-09
   248    0.53529E+04    0.21591E+01    0.00000E+00    0.59741E+02    0.40864E-07   -0.57866E-07    0.93011E-10
   249    0.53363E+04    0.22352E+01    0.00000E+00    0.61336E+02    0.40681E-07   -0.28080E-07    0.45135E-10
   250    0.53190E+04    0.23136E+01    0.00000E+00    0.62922E+02    0.40500E-07    0.00000E+00    0.00000E+00
   251    0.53014E+04    0.23941E+01    0.00000E+00    0.64498E+02    0.40320E-07    0.26234E-07   -0.42168E-10
   252    0.52830E+04    0.24768E+01    0.00000E+00    0.66065E+02    0.40141E-07    0.50633E-07   -0.81385E-10
   253    0.52644E+04    0.25615E+01    0.00000E+00    0.67620E+02    0.39964E-07    0.73244E-07   -0.11773E-09
   254    0.52452E+04    0.26486E+01    0.00000E+00    0.69162E+02    0.39788E-07    0.94115E-07   -0.15127E-09
   255    0.52255E+04    0.27377E+01    0.00000E+00    0.70694E+02    0.39613E-07    0.11329E-06   -0.18210E-09
   256    0.52053E+04    0.28292E+01    0.00000E+00    0.72213E+02    0.39439E-07    0.13083E-06   -0.21029E-09
   257    0.51847E+04    0.29227E+01    0.00000E+00    0.73712E+02    0.39267E-07    0.14677E-06   -0.23590E-09
   258    0.51635E+04    0.30185E+01    0.00000E+00    0.75204E+02    0.39095E-07    0.16116E-06   -0.25903E-09
   259    0.51419E+04    0.31165E+01    0.00000E+00    0.76674E+02    0.38925E-07    0.17405E-06   -0.27975E-09
   260    0.51199E+04    0.32166E+01    0.00000E+00    0.78137E+02    0.38757E-07    0.18548E-06   -0.29813E-09
   261    0.50975E+04    0.33189E+01    0.00000E+00    0.79570E+02    0.38589E-07    0.19551E-06   -0.31425E-09
   262    0.50745E+04    0.34235E+01    0.00000E+00    0.80996E+02    0.38422E-07    0.20419E-06   -0.32820E-09
   263    0.50513E+04    0.35302E+01    0.00000E+00    0.82408E+02    0.38257E-07    0.21155E-06   -0.34003E-09
   264    0.50276E+04    0.36391E+01    0.00000E+00    0.83797E+02    0.38093E-07    0.21765E-06   -0.34984E-09
   265    0.50033E+04    0.37501E+01    0.00000E+00    0.85157E+02    0.37930E-07    0.22254E-06   -0.35770E-09
   266    0.49787E+04    0.38635E+01    0.00000E+00    0.86510E+02    0.37768E-07    0.22626E-06   -0.36368E-09
   267    0.49536E+04    0.39788E+01    0.00000E+00    0.87833E+02    0.37607E-07    0.22887E-06   -0.36787E-09
   268    0.49282E+04    0.40964E+01    0.00000E+00    0.89141E+02    0.37448E-07    0.23040E-06   -0.37034E-09
   269    0.49022E+04    0.42161E+01    0.00000E+00    0.90428E+02    0.37289E-07    0.23091E-06   -0.37116E-09
   270    0.48760E+04    0.43379E+01    0.00000E+00    0.91692E+02    0.37131E-07    0.23045E-06   -0.37041E-09
   271    0.48494E+04    0.44618E+01    0.00000E+00    0.92935E+02    0.36975E-07    0.22906E-06   -0.36818E-09
   272    0.48225E+04    0.45879E+01    0.00000E+00    0.94148E+02    0.36820E-07    0.22679E-06   -0.36453E-09
   273    0.47952E+04    0.47159E+01    0.00000E+00    0.95347E+02    0.36665E-07    0.22369E-06   -0.35954E-09
   274    0.47676E+04    0.48462E+01    0.00000E+00    0.96509E+02    0.36512E-07    0.21980E-06   -0.35330E-09
   275    0.47396E+04    0.49782E+01    0.00000E+00    0.97656E+02    0.36360E-07    0.21518E-06   -0.34587E-09
   276    0.47114E+04    0.51124E+01    0.00000E+00    0.98767E+02    0.36209E-07    0.20987E-06   -0.33734E-09
   277    0.46828E+04    0.52486E+01    0.00000E+00    0.99863E+02    0.36059E-07    0.20392E-06   -0.32777E-09
   278    0.46539E+04    0.53867E+01    0.00000E+00    0.10092E+03    0.35909E-07    0.19738E-06   -0.31725E-09
   279    0.46248E+04    0.55268E+01    0.00000E+00    0.10195E+03    0.35761E-07    0.19029E-06   -0.30586E-09
   280    0.45953E+04    0.56687E+01    0.00000E+00    0.10297E+03    0.35614E-07    0.18270E-06   -0.29367E-09
   281    0.45657E+04    0.58126E+01    0.00000E+00    0.10395E+03    0.35468E-07    0.17467E-06   -0.28075E-09
   282    0.45357E+04    0.59582E+01    0.00000E+00    0.10490E+03    0.35323E-07    0.16623E-06   -0.26719E-09
   283    0.45055E+04    0.61057E+01    0.00000E+00    0.10582E+03    0.35178E-07    0.15744E-06   -0.25306E-09
   284    0.44751E+04    0.62550E+01    0.00000E+00    0.10671E+03    0.35035E-07    0.14834E-06   -0.23843E-09
   285    0.44444E+04    0.64062E+01    0.00000E+00    0.10757E+03    0.34893E-07    0.13898E-06   -0.22339E-09
   286    0.44135E+04    0.65590E+01    0.00000E+00    0.10839E+03    0.34751E-07    0.12942E-06   -0.20801E-09
   287    0.43824E+04    0.67135E+01    0.00000E+00    0.10920E+03    0.34611E-07    0.11968E-06   -0.19237E-09
   288    0.43511E+04    0.68697E+01    0.00000E+00    0.10997E+03    0.34471E-07    0.10984E-06   -0.17654E-09
   289    0.43195E+04    0.70275E+01    0.00000E+00    0.11070E+03    0.34332E-07    0.99921E-07   -0.16061E-09
   290    0.42879E+04    0.71868E+01    0.00000E+00    0.11141E+03    0.34194E-07    0.89985E-07   -0.14464E-09
   291    0.42560E+04    0.73482E+01    0.00000E+00    0.11208E+03    0.34057E-07    0.80077E-07   -0.12871E-09
   292    0.42238E+04    0.75108E+01    0.00000E+00    0.11272E+03    0.33921E-07    0.70243E-07   -0.11290E-09
   293    0.41917E+04    0.76741E+01    0.00000E+00    0.11332E+03    0.33786E-07    0.60533E-07   -0.97297E-10
   294    0.41593E+04    0.78395E+01    0.00000E+00    0.11389E+03    0.33651E-07    0.50993E-07   -0.81962E-10
   295    0.41269E+04    0.80057E+01    0.00000E+00    0.11443E+03    0.33518E-07    0.41670E-07   -0.66979E-10
   296    0.40943E+04    0.81741E+01    0.00000E+00    0.11493E+03    0.33385E-07    0.32614E-07   -0.52422E-10
   297    0.40616E+04    0.83425E+01    0.00000E+00    0.11541E+03    0.33253E-07    0.23871E-07   -0.38369E-10
   298    0.40287E+04    0.85130E+01    0.00000E+00    0.11584E+03    0.33122E-07    0.15490E-07   -0.24897E-10
   299    0.39958E+04    0.86851E+01    0.00000E+00    0.11623E+03    0.32991E-07    0.75166E-08   -0.12082E-10
   300    0.39627E+04    0.88571E+01    0.00000E+00    0.11659E+03    0.32862E-07    0.00000E+00    0.00000E+00
   301    0.39295E+04    0.90306E+01    0.00000E+00    0.11692E+03    0.32733E-07   -0.70225E-08    0.11288E-10
   302    0.38964E+04    0.92048E+01    0.00000E+00    0.11722E+03    0.32605E-07   -0.13554E-07    0.21786E-10
   303    0.38632E+04    0.93805E+01    0.00000E+00    0.11747E+03    0.32478E-07   -0.19607E-07    0.31514E-10
   304    0.38299E+04    0.95576E+01    0.00000E+00    0.11768E+03    0.32351E-07   -0.25194E-07    0.40495E-10
   305    0.37966E+04    0.97347E+01    0.00000E+00    0.11787E+03    0.32225E-07   -0.30328E-07    0.48747E-10
   306    0.37633E+04    0.99126E+01    0.00000E+00    0.11801E+03    0.32100E-07   -0.35022E-07    0.56292E-10
   307    0.37299E+04    0.10091E+02    0.00000E+00    0.11812E+03    0.31976E-07   -0.39289E-07    0.63150E-10
   308    0.36966E+04    0.10272E+02    0.00000E+00    0.11820E+03    0.31852E-07   -0.43141E-07    0.69342E-10
   309    0.36633E+04    0.10452E+02    0.00000E+00    0.11823E+03    0.31729E-07   -0.46592E-07    0.74889E-10
   310    0.36299E+04    0.10632E+02    0.00000E+00    0.11823E+03    0.31607E-07   -0.49654E-07    0.79810E-10
   311    0.35966E+04    0.10814E+02    0.00000E+00    0.11818E+03    0.31486E-07   -0.52339E-07    0.84127E-10
   312    0.35634E+04    0.10996E+02    0.00000E+00    0.11811E+03    0.31365E-07   -0.54662E-07    0.87860E-10
   313    0.35302E+04    0.11178E+02    0.00000E+00    0.11799E+03    0.31245E-07   -0.56633E-07    0.91029E-10
   314    0.34971E+04    0.11361E+02    0.00000E+00    0.11785E+03    0.31126E-07   -0.58267E-07    0.93655E-10
   315    0.34640E+04    0.11544E+02    0.00000E+00    0.11766E+03    0.31007E-07   -0.59577E-07    0.95760E-10
   316    0.34310E+04    0.11727E+02    0.00000E+00    0.11743E+03    0.30889E-07   -0.60574E-07    0.97362E-10
   317    0.33981E+04    0.11909E+02    0.00000E+00    0.11716E+03    0.30772E-07   -0.61271E-07    0.98484E-10
   318    0.33653E+04    0.12093E+02    0.00000E+00    0.11686E+03    0.30655E-07   -0.61682E-07    0.99144E-10
   319    0.33326E+04    0.12276E+02    0.00000E+00    0.11653E+03    0.30539E-07   -0.61820E-07    0.99365E-10
   320    0.33000E+04    0.12459E+02    0.00000E+00    0.11616E+03    0.30424E-07   -0.61696E-07    0.99166E-10
   321    0.32675E+04    0.12642E+02    0.00000E+00    0.11575E+03    0.30309E-07   -0.61324E-07    0.98568E-10
   322    0.32352E+04    0.12825E+02    0.00000E+00    0.11530E+03    0.30196E-07   -0.60717E-07    0.97592E-10
   323    0.32030E+04    0.13007E+02    0.00000E+00    0.11482E+03    0.30082E-07   -0.59887E-07    0.96258E-10
   324    0.31710E+04    0.13190E+02    0.00000E+00    0.11429E+03    0.29970E-07   -0.58847E-07    0.94587E-10
   325    0.31392E+04    0.13370E+02    0.00000E+00    0.11374E+03    0.29858E-07   -0.57610E-07    0.92598E-10
   326    0.31074E+04    0.13552E+02    0.00000E+00    0.11314E+03    0.29746E-07   -0.56188E-07    0.90314E-10
   327    0.30759E+04    0.13733E+02    0.00000E+00    0.11251E+03    0.29636E-07   -0.54596E-07    0.87754E-10
   328    0.30446E+04    0.13912E+02    0.00000E+00    0.11185E+03    0.29525E-07   -0.52844E-07    0.84938E-10
   329    0.30134E+04    0.14092E+02    0.00000E+00    0.11115E+03    0.29416E-07   -0.50947E-07    0.81888E-10
   330    0.29825E+04    0.14270E+02    0.00000E+00    0.11040E+03    0.29307E-07   -0.48916E-07    0.78624E-10
   331    0.29518E+04    0.14447E+02    0.00000E+00    0.10963E+03    0.29199E-07   -0.46765E-07    0.75167E-10
   332    0.29213E+04    0.14624E+02    0.00000E+00    0.10883E+03    0.29091E-07   -0.44506E-07    0.71536E-10
   333    0.28910E+04    0.14800E+02    0.00000E+00    0.10800E+03    0.28984E-07   -0.42152E-07    0.67753E-10
   334    0.28610E+04    0.14976E+02    0.00000E+00    0.10712E+03    0.28878E-07   -0.39716E-07    0.63838E-10
   335    0.28312E+04    0.15148E+02    0.00000E+00    0.10621E+03    0.28772E-07   -0.37211E-07    0.59811E-10
   336    0.28016E+04    0.15321E+02    0.00000E+00    0.10527E+03    0.28666E-07   -0.34650E-07    0.55694E-10
   337    0.27723E+04    0.15492E+02    0.00000E+00    0.10429E+03    0.28562E-07   -0.32044E-07    0.51506E-10
   338    0.27433E+04    0.15662E+02    0.00000E+00    0.10328E+03    0.28457E-07   -0.29408E-07    0.47268E-10
   339    0.27146E+04    0.15831E+02    0.00000E+00    0.10224E+03    0.28354E-07   -0.26753E-07    0.43002E-10
   340    0.26861E+04    0.15998E+02    0.00000E+00    0.10118E+03    0.28251E-07   -0.24093E-07    0.38726E-10
   341    0.26579E+04    0.16163E+02    0.00000E+00    0.10007E+03    0.28148E-07   -0.21440E-07    0.34462E-10
   342    0.26300E+04    0.16328E+02    0.00000E+00    0.98927E+02    0.28046E-07   -0.18808E-07    0.30230E-10
   343    0.26024E+04    0.16490E+02    0.00000E+00    0.97758E+02    0.27945E-07   -0.16208E-07    0.26051E-10
   344    0.25752E+04    0.16651E+02    0.00000E+00    0.96561E+02    0.27844E-07   -0.13653E-07    0.21945E-10
   345    0.25482E+04    0.16810E+02    0.00000E+00    0.95333E+02    0.27744E-07   -0.11157E-07    0.17934E-10
   346    0.25215E+04    0.16967E+02    0.00000E+00    0.94084E+02    0.27644E-07   -0.87326E-08    0.14036E-10
   347    0.24952E+04    0.17122E+02    0.00000E+00    0.92797E+02    0.27544E-07   -0.63917E-08    0.10274E-10
   348    0.24692E+04    0.17275E+02    0.00000E+00    0.91481E+02    0.27446E-07   -0.41474E-08    0.66663E-11
   349    0.24435E+04    0.17426E+02    0.00000E+00    0.90136E+02    0.27347E-07   -0.20126E-08    0.32349E-11
   350    0.24181E+04    0.17575E+02    0.00000E+00    0.88768E+02    0.27249E-07    0.00000E+00    0.00000E+00
   351    0.23933E+04    0.17721E+02    0.00000E+00    0.87370E+02    0.27152E-07    0.18804E-08   -0.30224E-11
   352    0.23686E+04    0.17866E+02    0.00000E+00    0.85944E+02    0.27055E-07    0.36292E-08   -0.58333E-11
   353    0.23444E+04    0.18008E+02    0.00000E+00    0.84502E+02    0.26959E-07    0.52499E-08   -0.84383E-11
   354    0.23204E+04    0.18148E+02    0.00000E+00    0.83023E+02    0.26863E-07    0.67459E-08   -0.10843E-10
   355    0.22969E+04    0.18285E+02    0.00000E+00    0.81522E+02    0.26768E-07    0.81207E-08   -0.13053E-10
   356    0.22737E+04    0.18421E+02    0.00000E+00    0.80006E+02    0.26673E-07    0.93777E-08   -0.15073E-10
   357    0.22509E+04    0.18553E+02    0.00000E+00    0.78461E+02    0.26579E-07    0.10520E-07   -0.16910E-10
   358    0.22286E+04    0.18682E+02    0.00000E+00    0.76901E+02    0.26485E-07    0.11552E-07   -0.18568E-10
   359    0.22065E+04    0.18808E+02    0.00000E+00    0.75311E+02    0.26391E-07    0.12476E-07   -0.20053E-10
   360    0.21849E+04    0.18933E+02    0.00000E+00    0.73702E+02    0.26298E-07    0.13296E-07   -0.21371E-10
   361    0.21636E+04    0.19054E+02    0.00000E+00    0.72071E+02    0.26206E-07    0.14015E-07   -0.22527E-10
   362    0.21428E+04    0.19173E+02    0.00000E+00    0.70419E+02    0.26114E-07    0.14637E-07   -0.23526E-10
   363    0.21224E+04    0.19289E+02    0.00000E+00    0.68749E+02    0.26022E-07    0.15165E-07   -0.24375E-10
   364    0.21024E+04    0.19401E+02    0.00000E+00    0.67058E+02    0.25931E-07    0.15602E-07   -0.25079E-10
   365    0.20827E+04    0.19511E+02    0.00000E+00    0.65352E+02    0.25840E-07    0.15953E-07   -0.25642E-10
   366    0.20635E+04    0.19618E+02    0.00000E+00    0.63626E+02    0.25750E-07    0.16220E-07   -0.26071E-10
   367    0.20447E+04    0.19721E+02    0.00000E+00    0.61885E+02    0.25660E-07    0.16407E-07   -0.26372E-10
   368    0.20263E+04    0.19821E+02    0.00000E+00    0.60128E+02    0.25571E-07    0.16517E-07   -0.26549E-10
   369    0.20084E+04    0.19919E+02    0.00000E+00    0.58354E+02    0.25482E-07    0.16554E-07   -0.26608E-10
   370    0.19908E+04    0.20013E+02    0.00000E+00    0.56568E+02    0.25394E-07    0.16521E-07   -0.26555E-10
   371    0.19737E+04    0.20103E+02    0.00000E+00    0.54766E+02    0.25306E-07    0.16421E-07   -0.26395E-10
   372    0.19570E+04    0.20190E+02    0.00000E+00    0.52953E+02    0.25218E-07    0.16259E-07   -0.26133E-10
   373    0.19407E+04    0.20274E+02    0.00000E+00    0.51126E+02    0.25131E-07    0.16037E-07   -0.25776E-10
   374    0.19249E+04    0.20355E+02    0.00000E+00    0.49288E+02    0.25044E-07    0.15758E-07   -0.25329E-10
   375    0.19094E+04    0.20432E+02    0.00000E+00    0.47440E+02    0.24958E-07    0.15427E-07   -0.24796E-10
   376    0.18944E+04    0.20506E+02    0.00000E+00    0.45581E+02    0.24872E-07    0.15046E-07   -0.24185E-10
   377    0.18799E+04    0.20576E+02    0.00000E+00    0.43714E+02    0.24787E-07    0.14620E-07   -0.23499E-10
   378    0.18658E+04    0.20642E+02    0.00000E+00    0.41837E+02    0.24702E-07    0.14151E-07   -0.22745E-10
   379    0.18521E+04    0.20705E+02    0.00000E+00    0.39954E+02    0.24617E-07    0.13643E-07   -0.21929E-10
   380    0.18389E+04    0.20766E+02    0.00000E+00    0.38062E+02    0.24533E-07    0.13099E-07   -0.21055E-10
   381    0.18261E+04    0.20819E+02    0.00000E+00    0.36164E+02    0.24449E-07    0.12523E-07   -0.20129E-10
   382    0.18136E+04    0.20872E+02    0.00000E+00    0.34262E+02    0.24366E-07    0.11918E-07   -0.19157E-10
   383    0.18017E+04    0.20920E+02    0.00000E+00    0.32354E+02    0.24283E-07    0.11288E-07   -0.18144E-10
   384    0.17903E+04    0.20963E+02    0.00000E+00    0.30443E+02    0.24200E-07    0.10636E-07   -0.17095E-10
   385    0.17792E+04    0.21005E+02    0.00000E+00    0.28528E+02    0.24118E-07    0.99650E-08   -0.16017E-10
   386    0.17685E+04    0.21042E+02    0.00000E+00    0.26612E+02    0.24036E-07    0.92790E-08   -0.14915E-10
   387    0.17583E+04    0.21075E+02    0.00000E+00    0.24693E+02    0.23955E-07    0.85813E-08   -0.13793E-10
   388    0.17485E+04    0.21104E+02    0.00000E+00    0.22774E+02    0.23874E-07    0.78753E-08   -0.12658E-10
   389    0.17391E+04    0.21127E+02    0.00000E+00    0.20855E+02    0.23793E-07    0.71644E-08   -0.11516E-10
   390    0.17302E+04    0.21149E+02    0.00000E+00    0.18938E+02    0.23713E-07    0.64521E-08   -0.10371E-10
   391    0.17218E+04    0.21167E+02    0.00000E+00    0.17021E+02    0.23633E-07    0.57417E-08   -0.92288E-11
   392    0.17137E+04    0.21182E+02    0.00000E+00    0.15107E+02    0.23554E-07    0.50367E-08   -0.80956E-11
   393    0.17061E+04    0.21192E+02    0.00000E+00    0.13196E+02    0.23475E-07    0.43404E-08   -0.69765E-11
   394    0.16989E+04    0.21199E+02    0.00000E+00    0.11290E+02    0.23396E-07    0.36564E-08   -0.58770E-11
   395    0.16920E+04    0.21201E+02    0.00000E+00    0.93867E+01    0.23317E-07    0.29880E-08   -0.48027E-11
   396    0.16857E+04    0.21199E+02    0.00000E+00    0.74904E+01    0.23239E-07    0.23386E-08   -0.37589E-11
   397    0.16797E+04    0.21194E+02    0.00000E+00    0.55997E+01    0.23162E-07    0.17117E-08   -0.27513E-11
   398    0.16741E+04    0.21185E+02    0.00000E+00    0.37157E+01    0.23085E-07    0.11107E-08   -0.17853E-11
   399    0.16690E+04    0.21171E+02    0.00000E+00    0.18393E+01    0.23008E-07    0.53899E-09   -0.86634E-12
   400    0.16642E+04    0.21155E+02    0.00000E+00   -0.28481E-01    0.22931E-07    0.00000E+00    0.00000E+00
   401    0.16599E+04    0.21134E+02    0.00000E+00   -0.18872E+01    0.22855E-07   -0.50357E-09    0.80941E-12
   402    0.16560E+04    0.21108E+02    0.00000E+00   -0.37358E+01    0.22779E-07   -0.97192E-09    0.15622E-11
   403    0.16525E+04    0.21080E+02    0.00000E+00   -0.55739E+01    0.22703E-07   -0.14060E-08    0.22599E-11
   404    0.16493E+04    0.21047E+02    0.00000E+00   -0.73998E+01    0.22628E-07   -0.18066E-08    0.29038E-11
   405    0.16466E+04    0.21010E+02    0.00000E+00   -0.92143E+01    0.22553E-07   -0.21748E-08    0.34956E-11
   406    0.16442E+04    0.20969E+02    0.00000E+00   -0.11015E+02    0.22479E-07   -0.25114E-08    0.40367E-11
   407    0.16423E+04    0.20925E+02    0.00000E+00   -0.12804E+02    0.22405E-07   -0.28174E-08    0.45286E-11
   408    0.16407E+04    0.20877E+02    0.00000E+00   -0.14576E+02    0.22331E-07   -0.30937E-08    0.49726E-11
   409    0.16395E+04    0.20826E+02    0.00000E+00   -0.16335E+02    0.22257E-07   -0.33412E-08    0.53704E-11
   410    0.16387E+04    0.20770E+02    0.00000E+00   -0.18078E+02    0.22184E-07   -0.35608E-08    0.57234E-11
   411    0.16383E+04    0.20711E+02    0.00000E+00   -0.19803E+02    0.22111E-07   -0.37534E-08    0.60330E-11
   412    0.16382E+04    0.20648E+02    0.00000E+00   -0.21512E+02    0.22039E-07   -0.39200E-08    0.63007E-11
   413    0.16384E+04    0.20581E+02    0.00000E+00   -0.23204E+02    0.21967E-07   -0.40614E-08    0.65280E-11
   414    0.16390E+04    0.20511E+02    0.00000E+00   -0.24877E+02    0.21895E-07   -0.41786E-08    0.67164E-11
   415    0.16400E+04    0.20438E+02    0.00000E+00   -0.26530E+02    0.21823E-07   -0.42725E-08    0.68674E-11
   416    0.16413E+04    0.20361E+02    0.00000E+00   -0.28164E+02    0.21752E-07   -0.43440E-08    0.69823E-11
   417    0.16429E+04    0.20281E+02    0.00000E+00   -0.29779E+02    0.21681E-07   -0.43941E-08    0.70628E-11
   418    0.16449E+04    0.20195E+02    0.00000E+00   -0.31371E+02    0.21611E-07   -0.44236E-08    0.71102E-11
   419    0.16472E+04    0.20108E+02    0.00000E+00   -0.32942E+02    0.21540E-07   -0.44335E-08    0.71261E-11
   420    0.16499E+04    0.20017E+02    0.00000E+00   -0.34490E+02    0.21471E-07   -0.44246E-08    0.71119E-11
   421    0.16529E+04    0.19923E+02    0.00000E+00   -0.36016E+02    0.21401E-07   -0.43980E-08    0.70691E-11
   422    0.16562E+04    0.19825E+02    0.00000E+00   -0.37520E+02    0.21332E-07   -0.43545E-08    0.69991E-11
   423    0.16598E+04    0.19723E+02    0.00000E+00   -0.38998E+02    0.21263E-07   -0.42950E-08    0.69035E-11
   424    0.16636E+04    0.19618E+02    0.00000E+00   -0.40453E+02    0.21194E-07   -0.42204E-08    0.67836E-11
   425    0.16678E+04    0.19510E+02    0.00000E+00   -0.41882E+02    0.21126E-07   -0.41317E-08    0.66411E-11
   426    0.16723E+04    0.19400E+02    0.00000E+00   -0.43285E+02    0.21058E-07   -0.40298E-08    0.64773E-11
   427    0.16771E+04    0.19285E+02    0.00000E+00   -0.44663E+02    0.20990E-07   -0.39156E-08    0.62937E-11
   428    0.16821E+04    0.19168E+02    0.00000E+00   -0.46014E+02    0.20922E-07   -0.37900E-08    0.60918E-11
   429    0.16874E+04    0.19048E+02    0.00000E+00   -0.47337E+02    0.20855E-07   -0.36539E-08    0.58731E-11
   430    0.16930E+04    0.18926E+02    0.00000E+00   -0.48633E+02    0.20789E-07   -0.35083E-08    0.56390E-11
   431    0.16989E+04    0.18800E+02    0.00000E+00   -0.49902E+02    0.20722E-07   -0.33540E-08    0.53911E-11
   432    0.17049E+04    0.18671E+02    0.00000E+00   -0.51142E+02    0.20656E-07   -0.31920E-08    0.51307E-11
   433    0.17113E+04    0.18540E+02    0.00000E+00   -0.52352E+02    0.20590E-07   -0.30233E-08    0.48594E-11
   434    0.17178E+04    0.18406E+02    0.00000E+00   -0.53535E+02    0.20524E-07   -0.28486E-08    0.45786E-11
   435    0.17246E+04    0.18270E+02    0.00000E+00   -0.54687E+02    0.20459E-07   -0.26689E-08    0.42899E-11
   436    0.17317E+04    0.18132E+02    0.00000E+00   -0.55810E+02    0.20394E-07   -0.24852E-08    0.39946E-11
   437    0.17389E+04    0.17990E+02    0.00000E+00   -0.56902E+02    0.20329E-07   -0.22983E-08    0.36942E-11
   438    0.17464E+04    0.17846E+02    0.00000E+00   -0.57962E+02    0.20264E-07   -0.21093E-08    0.33903E-11
   439    0.17541E+04    0.17701E+02    0.00000E+00   -0.58992E+02    0.20200E-07   -0.19189E-08    0.30843E-11
   440    0.17620E+04    0.17552E+02    0.00000E+00   -0.59990E+02    0.20136E-07   -0.17281E-08    0.27776E-11
   441    0.17702E+04    0.17402E+02    0.00000E+00   -0.60957E+02    0.20073E-07   -0.15378E-08    0.24718E-11
   442    0.17784E+04    0.17249E+02    0.00000E+00   -0.61892E+02    0.20009E-07   -0.13490E-08    0.21683E-11
   443    0.17869E+04    0.17094E+02    0.00000E+00   -0.62794E+02    0.19946E-07   -0.11625E-08    0.18685E-11
   444    0.17955E+04    0.16938E+02    0.00000E+00   -0.63663E+02    0.19883E-07   -0.97930E-09    0.15741E-11
   445    0.18043E+04    0.16779E+02    0.00000E+00   -0.64499E+02    0.19821E-07   -0.80028E-09    0.12863E-11
   446    0.18132E+04    0.16619E+02    0.00000E+00   -0.65301E+02    0.19758E-07   -0.62636E-09    0.10068E-11
   447    0.18223E+04    0.16458E+02    0.00000E+00   -0.66071E+02    0.19696E-07   -0.45846E-09    0.73690E-12
   448    0.18315E+04    0.16294E+02    0.00000E+00   -0.66808E+02    0.19635E-07   -0.29749E-09    0.47816E-12
   449    0.18410E+04    0.16129E+02    0.00000E+00   -0.67509E+02    0.19573E-07   -0.14436E-09    0.23204E-12
   450    0.18506E+04    0.15963E+02    0.00000E+00   -0.68178E+02    0.19512E-07    0.00000E+00    0.00000E+00
   451    0.18602E+04    0.15795E+02    0.00000E+00   -0.68812E+02    0.19451E-07    0.13488E-09   -0.21679E-12
   452    0.18700E+04    0.15626E+02    0.00000E+00   -0.69413E+02    0.19390E-07    0.26032E-09   -0.41842E-12
   453    0.18799E+04    0.15456E+02    0.00000E+00   -0.69979E+02    0.19330E-07    0.37657E-09   -0.60528E-12
   454    0.18899E+04    0.15285E+02    0.00000E+00   -0.70512E+02    0.19270E-07    0.48388E-09   -0.77777E-12
   455    0.18999E+04    0.15113E+02    0.00000E+00   -0.71011E+02    0.19210E-07    0.58250E-09   -0.93628E-12
   456    0.19102E+04    0.14940E+02    0.00000E+00   -0.71470E+02    0.19150E-07    0.67267E-09   -0.10812E-11
   457    0.19204E+04    0.14766E+02    0.00000E+00   -0.71902E+02    0.19091E-07    0.75462E-09   -0.12129E-11
   458    0.19308E+04    0.14592E+02    0.00000E+00   -0.72290E+02    0.19032E-07    0.82862E-09   -0.13319E-11
   459    0.19413E+04    0.14417E+02    0.00000E+00   -0.72649E+02    0.18973E-07    0.89491E-09   -0.14384E-11
   460    0.19518E+04    0.14241E+02    0.00000E+00   -0.72972E+02    0.18914E-07    0.95373E-09   -0.15330E-11
